Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
ERR13731435_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 8.203233774413757e-05)	(4.0, 0.00034304432147548434)	(5.0, 0.0009321856561833814)	(6.0, 0.0048697378679019845)	(7.0, 0.012625522527347718)	(8.0, 0.02313311924384679)	(9.0, 0.03125432068051641)	(10.0, 0.037458948408073)	(11.0, 0.05297797521221393)	(12.0, 0.0730386105332803)	(13.0, 0.08805798582570694)	(14.0, 0.09347957760206949)	(15.0, 0.10163060897973697)	(16.0, 0.10705220075609952)	(17.0, 0.09682798847908018)	(18.0, 0.09355415245456415)	(19.0, 0.10171264131748112)	(20.0, 0.11838012085003996)	(21.0, 0.14717347139823225)	(22.0, 0.188077777991559)	(23.0, 0.24418043952329965)	(24.0, 0.31115611454876324)	(25.0, 0.3970812595931226)	(26.0, 0.5071761143310046)	(27.0, 0.6342069180704264)	(28.0, 0.7685236848985775)	(29.0, 0.912699247226524)	(30.0, 1.07926963775862)	(31.0, 1.252768032087471)	(32.0, 1.447154842600079)	(33.0, 1.6631459878803934)	(34.0, 1.8953422486077995)	(35.0, 2.159464003688174)	(36.0, 2.4448172192737814)	(37.0, 2.7469721491264374)	(38.0, 3.0772641708253334)	(39.0, 3.436886482010383)	(40.0, 3.764173137153743)	(41.0, 4.013782625938655)	(42.0, 4.211092770669055)	(43.0, 4.346088168654907)	(44.0, 4.4162631048523915)	(45.0, 4.389923266951274)	(46.0, 4.2493496699988205)	(47.0, 4.071414071946537)	(48.0, 3.8687867402332676)	(49.0, 3.620072149678292)	(50.0, 3.356174119155401)	(51.0, 3.089800203529687)	(52.0, 2.809525535398967)	(53.0, 2.531555230210332)	(54.0, 2.278134966462943)	(55.0, 2.061069943306706)	(56.0, 1.8654824776689332)	(57.0, 1.6970551733097199)	(58.0, 1.5636034747705072)	(59.0, 1.447676866567542)	(60.0, 1.3468516659947474)	(61.0, 1.252909724307211)	(62.0, 1.1569095166908214)	(63.0, 1.0589479904538224)	(64.0, 0.952171716651953)	(65.0, 0.8383555767745869)	(66.0, 0.7245021494709735)	(67.0, 0.6149815210973003)	(68.0, 0.5084215143676657)	(69.0, 0.4084240946575619)	(70.0, 0.31907596388369724)	(71.0, 0.24124219033500963)	(72.0, 0.17874846394447574)	(73.0, 0.1295066888422448)	(74.0, 0.0905562433842784)	(75.0, 0.06174052038033772)	(76.0, 0.04165751260352295)	(77.0, 0.026086283402635742)	(78.0, 0.01588444358136482)	(79.0, 0.010179467365522523)	(80.0, 0.006540214563782604)	(81.0, 0.0040121270642132735)	(82.0, 0.0027368970865544076)	(83.0, 0.002080638384601307)	(84.0, 0.0014691245941450088)	(85.0, 0.0010515054201748542)	(86.0, 0.0007532060101961721)	(87.0, 0.0005742263642089628)	(88.0, 0.0005443964232110948)	(89.0, 0.000439991629718556)	(90.0, 0.0002535544984818797)	(91.0, 0.0001789796459872092)	(92.0, 0.00012677724924093985)	(93.0, 0.00010440479349253872)	(94.0, 8.203233774413757e-05)	(95.0, 4.47449114968023e-05)	(96.0, 2.237245574840115e-05)	(97.0, 1.4914970498934102e-05)	(98.0, 1.4914970498934102e-05)	(99.0, 7.457485249467051e-06)	(100.0, 0.0)
ERR13731435_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 2.2364526878433885e-05)	(3.0, 0.00010436779209935814)	(4.0, 0.000328013060883697)	(5.0, 0.0009094907597229781)	(6.0, 0.004994744336183569)	(7.0, 0.013642361395844672)	(8.0, 0.02434751492832169)	(9.0, 0.03223473807411604)	(10.0, 0.03866826697281219)	(11.0, 0.05441289389522965)	(12.0, 0.07486152630441102)	(13.0, 0.09014395300467418)	(14.0, 0.09539961682110615)	(15.0, 0.10268299774118278)	(16.0, 0.10790884218844352)	(17.0, 0.09855301511096533)	(18.0, 0.09548162008632707)	(19.0, 0.10465107610648497)	(20.0, 0.12165557137638752)	(21.0, 0.14902975227559062)	(22.0, 0.1885702357966617)	(23.0, 0.24204381956299714)	(24.0, 0.30787007700852087)	(25.0, 0.396791435877174)	(26.0, 0.5073765664487367)	(27.0, 0.6259905621696573)	(28.0, 0.7606921075584646)	(29.0, 0.9073363103003557)	(30.0, 1.068778374993477)	(31.0, 1.2528458860452807)	(32.0, 1.4466046920777391)	(33.0, 1.6560261217673942)	(34.0, 1.8891614047904817)	(35.0, 2.1515718534974395)	(36.0, 2.436883577727913)	(37.0, 2.745551322861765)	(38.0, 3.0824431009162)	(39.0, 3.4278110346575614)	(40.0, 3.7420550018264365)	(41.0, 4.00689572912085)	(42.0, 4.203852662496925)	(43.0, 4.345189017526335)	(44.0, 4.42321885180519)	(45.0, 4.374986022170701)	(46.0, 4.236981981646179)	(47.0, 4.085029931191805)	(48.0, 3.8877300750702624)	(49.0, 3.624037393488941)	(50.0, 3.3594054017787256)	(51.0, 3.09633892695)	(52.0, 2.8079036237988384)	(53.0, 2.527601553589134)	(54.0, 2.2849389821158335)	(55.0, 2.064238376037155)	(56.0, 1.8712026897070992)	(57.0, 1.705526274591661)	(58.0, 1.5599481142976421)	(59.0, 1.448274576751329)	(60.0, 1.3518685562206931)	(61.0, 1.2566254910877361)	(62.0, 1.1630299461014901)	(63.0, 1.06411909856047)	(64.0, 0.9560387949992918)	(65.0, 0.8410553074749704)	(66.0, 0.7247075838110645)	(67.0, 0.61300422689558)	(68.0, 0.5069069113842897)	(69.0, 0.40501412692614486)	(70.0, 0.31735263640497685)	(71.0, 0.24259547789266517)	(72.0, 0.1789236698697639)	(73.0, 0.1272988869920457)	(74.0, 0.0879075003168308)	(75.0, 0.0596611028693688)	(76.0, 0.040360516173280354)	(77.0, 0.027620190694865848)	(78.0, 0.018145086140702694)	(79.0, 0.011830834718691527)	(80.0, 0.007969226411015275)	(81.0, 0.005166205708918228)	(82.0, 0.004047979364996534)	(83.0, 0.00362305335430629)	(84.0, 0.00287756912502516)	(85.0, 0.002445188272042105)	(86.0, 0.0020873558419871627)	(87.0, 0.001945713838423748)	(88.0, 0.0017518879388106544)	(89.0, 0.0014238748779269574)	(90.0, 0.0011927747668498074)	(91.0, 0.0009989488672367136)	(92.0, 0.000782758440745186)	(93.0, 0.0007231197024026956)	(94.0, 0.0006933003332314506)	(95.0, 0.0005740228565464697)	(96.0, 0.0004398356952758664)	(97.0, 0.0003876517992261874)	(98.0, 0.0015580620391975608)	(99.0, 0.0027657464906329907)	(100.0, 0.0027433819637545567)
ERR13731454_1	(0.0, 0.0)	(1.0, 9.19292718245607e-06)	(2.0, 4.596463591228035e-05)	(3.0, 0.0002849807426561382)	(4.0, 0.00051480392221754)	(5.0, 0.0006618907571368371)	(6.0, 0.0012410451696315695)	(7.0, 0.002436125703350859)	(8.0, 0.004109238450557863)	(9.0, 0.007418692236242049)	(10.0, 0.010746531876291147)	(11.0, 0.012465609259410431)	(12.0, 0.015131558142322693)	(13.0, 0.018689220961933192)	(14.0, 0.022963932101775265)	(15.0, 0.030777920206862923)	(16.0, 0.04247132358294705)	(17.0, 0.057244357565153954)	(18.0, 0.07750556907528713)	(19.0, 0.105259016239122)	(20.0, 0.14193879569712173)	(21.0, 0.18858370822090384)	(22.0, 0.24307018763132093)	(23.0, 0.2994596029685065)	(24.0, 0.36937181419108495)	(25.0, 0.45567501457998255)	(26.0, 0.5476042864045432)	(27.0, 0.6448286842861986)	(28.0, 0.7442961564003733)	(29.0, 0.8480199538000252)	(30.0, 0.9616996913382769)	(31.0, 1.0849124943647357)	(32.0, 1.2018189493440294)	(33.0, 1.3263187621760322)	(34.0, 1.4670716702666171)	(35.0, 1.6253462975669632)	(36.0, 1.7980538205437653)	(37.0, 1.9948192339570552)	(38.0, 2.2187497471945026)	(39.0, 2.456497229987181)	(40.0, 2.683093692107541)	(41.0, 2.873451635274659)	(42.0, 3.0175783476412055)	(43.0, 3.135220236795096)	(44.0, 3.2148953366854425)	(45.0, 3.222065819887758)	(46.0, 3.196739305500092)	(47.0, 3.15047130299079)	(48.0, 3.098549650264278)	(49.0, 3.046260280450468)	(50.0, 2.985605346900623)	(51.0, 2.922293657395048)	(52.0, 2.851600047361961)	(53.0, 2.7828737237459196)	(54.0, 2.72254054264746)	(55.0, 2.692553214178288)	(56.0, 2.6717771987459376)	(57.0, 2.63577769589944)	(58.0, 2.600394119174166)	(59.0, 2.557233326052535)	(60.0, 2.4993914282205214)	(61.0, 2.4212423542424624)	(62.0, 2.3132070739942385)	(63.0, 2.172095641743538)	(64.0, 2.001971331305006)	(65.0, 1.8046635351879514)	(66.0, 1.5879494697887317)	(67.0, 1.3623826155128071)	(68.0, 1.1365951309845035)	(69.0, 0.9278329475981087)	(70.0, 0.7391940818141102)	(71.0, 0.568279179637887)	(72.0, 0.4267540656639758)	(73.0, 0.3105095014418187)	(74.0, 0.2172656410301668)	(75.0, 0.14781307616671116)	(76.0, 0.09857575817747645)	(77.0, 0.06412986002481355)	(78.0, 0.04031098569506987)	(79.0, 0.025629880984687523)	(80.0, 0.01591295695283146)	(81.0, 0.009670959395943786)	(82.0, 0.006214418775340304)	(83.0, 0.0037231355088947087)	(84.0, 0.002445318630533315)	(85.0, 0.0019305147083157749)	(86.0, 0.0013973249317333228)	(87.0, 0.0009009068638806949)	(88.0, 0.0006710836843192931)	(89.0, 0.0005883473396771885)	(90.0, 0.00047803221348771566)	(91.0, 0.00035852416011578677)	(92.0, 0.00025740196110877)	(93.0, 0.00019305147083157747)	(94.0, 0.00011031512618947286)	(95.0, 9.19292718245607e-05)	(96.0, 0.00011031512618947286)	(97.0, 5.515756309473643e-05)	(98.0, 9.19292718245607e-06)	(99.0, 0.0)	(100.0, 0.0)
ERR13731454_2	(0.0, 1.8379053833443316e-05)	(1.0, 1.8379053833443316e-05)	(2.0, 6.43266884170516e-05)	(3.0, 0.00020216959216787648)	(4.0, 0.0004962344535029696)	(5.0, 0.0008821945840052791)	(6.0, 0.00160816721042629)	(7.0, 0.0029774067210178176)	(8.0, 0.004374214812359509)	(9.0, 0.007884614094547182)	(10.0, 0.011275549526817474)	(11.0, 0.01357293125599789)	(12.0, 0.01716603628043606)	(13.0, 0.02078670988562439)	(14.0, 0.02517011422490062)	(15.0, 0.03254930433902812)	(16.0, 0.0440821606195138)	(17.0, 0.058803782740101895)	(18.0, 0.07974671458331055)	(19.0, 0.10889589396315166)	(20.0, 0.1432922932124408)	(21.0, 0.1871079575513697)	(22.0, 0.24241972006311735)	(23.0, 0.3029235652828127)	(24.0, 0.37194610195430916)	(25.0, 0.4569216573532343)	(26.0, 0.546271427564519)	(27.0, 0.6409511233875023)	(28.0, 0.7408045228645997)	(29.0, 0.8486987583938288)	(30.0, 0.9643581441676876)	(31.0, 1.0803575424374652)	(32.0, 1.199113798782259)	(33.0, 1.3254881729410153)	(34.0, 1.4690929100686245)	(35.0, 1.6239364386153845)	(36.0, 1.792601015644894)	(37.0, 1.9933737997214287)	(38.0, 2.2187653264078606)	(39.0, 2.4579687120501252)	(40.0, 2.677671921575107)	(41.0, 2.858007197788853)	(42.0, 3.0116377087826054)	(43.0, 3.1198627672808366)	(44.0, 3.1875528225494083)	(45.0, 3.206060529759686)	(46.0, 3.182939680037214)	(47.0, 3.1481665101843395)	(48.0, 3.1096623924032754)	(49.0, 3.048405005976409)	(50.0, 2.9747877058465515)	(51.0, 2.913098411654599)	(52.0, 2.854303818441414)	(53.0, 2.785005595962416)	(54.0, 2.7228108777900437)	(55.0, 2.6980267236956452)	(56.0, 2.6805850016077075)	(57.0, 2.6457658841202494)	(58.0, 2.6097153700259503)	(59.0, 2.56615701244069)	(60.0, 2.5067650999779176)	(61.0, 2.4263383604027697)	(62.0, 2.313858550942096)	(63.0, 2.167258028039636)	(64.0, 1.992969460537093)	(65.0, 1.7964422378960836)	(66.0, 1.5854415103612376)	(67.0, 1.3631836123534076)	(68.0, 1.1401078464499892)	(69.0, 0.9297871439069807)	(70.0, 0.7357410935334862)	(71.0, 0.56816088068015)	(72.0, 0.4249421036830429)	(73.0, 0.3123703989532026)	(74.0, 0.22271737435366612)	(75.0, 0.15238992485999528)	(76.0, 0.10346488355536916)	(77.0, 0.06713868365356843)	(78.0, 0.043126449820174745)	(79.0, 0.028404827699586646)	(80.0, 0.018039041337524615)	(81.0, 0.012148554583906032)	(82.0, 0.008279763751966214)	(83.0, 0.0057618333767844795)	(84.0, 0.004291509070109015)	(85.0, 0.003409314486103735)	(86.0, 0.003124439151685364)	(87.0, 0.002839563817266992)	(88.0, 0.0024719827405981264)	(89.0, 0.002067643556262373)	(90.0, 0.0016633043719266201)	(91.0, 0.0016265462642597334)	(92.0, 0.0014978928874256304)	(93.0, 0.0011486908645902073)	(94.0, 0.0010659851223397123)	(95.0, 0.0008730050570885576)	(96.0, 0.0005605611419200212)	(97.0, 0.0005421820880865778)	(98.0, 0.002334139836847301)	(99.0, 0.004144476639441468)	(100.0, 0.004309888123942458)
ERR13731530_1	(0.0, 4.24524905687547e-06)	(1.0, 2.122624528437735e-06)	(2.0, 0.0)	(3.0, 1.910362075593961e-05)	(4.0, 6.367873585313205e-05)	(5.0, 0.0001698099622750188)	(6.0, 0.0007238149641972675)	(7.0, 0.0017808819793592595)	(8.0, 0.0032454929039812965)	(9.0, 0.004599727353124572)	(10.0, 0.005673775364514065)	(11.0, 0.007981068226925883)	(12.0, 0.010891186455414016)	(13.0, 0.012614757572505459)	(14.0, 0.01297560374233987)	(15.0, 0.013911681159380913)	(16.0, 0.014639741372635056)	(17.0, 0.013956256274478105)	(18.0, 0.016036428312347088)	(19.0, 0.021107378310784835)	(20.0, 0.029043871422613523)	(21.0, 0.04143150817057615)	(22.0, 0.062373321768142836)	(23.0, 0.09153393753982043)	(24.0, 0.1294333984950762)	(25.0, 0.1825520773192305)	(26.0, 0.2512678011783453)	(27.0, 0.3246320727547387)	(28.0, 0.40397790025226965)	(29.0, 0.4980504967281017)	(30.0, 0.6061111888463383)	(31.0, 0.7258357027483403)	(32.0, 0.8589582226738413)	(33.0, 1.007955851447528)	(34.0, 1.1583098372948866)	(35.0, 1.3180161068145417)	(36.0, 1.5004238456658385)	(37.0, 1.6979807557765954)	(38.0, 1.8996767837178057)	(39.0, 2.1085494051896645)	(40.0, 2.3297672109189165)	(41.0, 2.552761653378471)	(42.0, 2.7741216749511284)	(43.0, 3.005296712343282)	(44.0, 3.219838863930598)	(45.0, 3.4004827017987624)	(46.0, 3.555578630842651)	(47.0, 3.690397127766374)	(48.0, 3.7887913877821053)	(49.0, 3.8400697511401045)	(50.0, 3.847329127027361)	(51.0, 3.809028490036231)	(52.0, 3.7353606831522708)	(53.0, 3.6338546555778497)	(54.0, 3.509097398918922)	(55.0, 3.3638568155605695)	(56.0, 3.2145259347359185)	(57.0, 3.0675936196284015)	(58.0, 2.9135186729826916)	(59.0, 2.7567395026877524)	(60.0, 2.5994211857625893)	(61.0, 2.429519950632848)	(62.0, 2.237210168356389)	(63.0, 2.0297894220619823)	(64.0, 1.8190191742617003)	(65.0, 1.5912106193716489)	(66.0, 1.3625763635400352)	(67.0, 1.1487856210357865)	(68.0, 0.9520501666175349)	(69.0, 0.7673563611491108)	(70.0, 0.5928384176700171)	(71.0, 0.44733462887013886)	(72.0, 0.3281789783417582)	(73.0, 0.22825642866555182)	(74.0, 0.1545398014174377)	(75.0, 0.10314044846131798)	(76.0, 0.06619192329480232)	(77.0, 0.04096028552526297)	(78.0, 0.02433589021853863)	(79.0, 0.014115453114110936)	(80.0, 0.007753947402383044)	(81.0, 0.004202796566306715)	(82.0, 0.0024261598360043306)	(83.0, 0.0013733380698992144)	(84.0, 0.0008617855585457202)	(85.0, 0.000560372875507562)	(86.0, 0.0003778271660619168)	(87.0, 0.0002695733151115923)	(88.0, 0.0001719325868034565)	(89.0, 0.0001400932188768905)	(90.0, 0.00011249910000719994)	(91.0, 9.127285472282259e-05)	(92.0, 7.216923396688298e-05)	(93.0, 6.367873585313205e-05)	(94.0, 6.367873585313205e-05)	(95.0, 4.457511509719243e-05)	(96.0, 2.334886981281508e-05)	(97.0, 1.2735747170626408e-05)	(98.0, 1.0613122642188675e-05)	(99.0, 8.49049811375094e-06)	(100.0, 6.367873585313204e-06)
ERR13731530_2	(0.0, 4.24473062323979e-06)	(1.0, 6.3670959348596845e-06)	(2.0, 8.48946124647958e-06)	(3.0, 2.971311436267853e-05)	(4.0, 6.367095934859685e-05)	(5.0, 0.00016554449430635182)	(6.0, 0.0007258489365740041)	(7.0, 0.0018422130904860688)	(8.0, 0.0033236240779967556)	(9.0, 0.0047031615305496875)	(10.0, 0.006186694883371993)	(11.0, 0.008555254571139797)	(12.0, 0.0113079623803108)	(13.0, 0.01312895181768067)	(14.0, 0.013621340569976485)	(15.0, 0.01472709289733045)	(16.0, 0.01581374393687984)	(17.0, 0.015440207642034735)	(18.0, 0.017282420732520804)	(19.0, 0.021716041868494764)	(20.0, 0.02998053239194264)	(21.0, 0.04362946371097018)	(22.0, 0.06424399798273421)	(23.0, 0.0938127915042226)	(24.0, 0.13244196254101628)	(25.0, 0.18456937695971254)	(26.0, 0.2526357548686742)	(27.0, 0.32697796700409587)	(28.0, 0.40529536936818156)	(29.0, 0.49489951045946196)	(30.0, 0.6035136776469217)	(31.0, 0.7260993756807752)	(32.0, 0.8572445730163917)	(33.0, 1.0045261138162545)	(34.0, 1.1568355380393445)	(35.0, 1.316760009000527)	(36.0, 1.4967217308687126)	(37.0, 1.6940380338900143)	(38.0, 1.8937250189643953)	(39.0, 2.1040620331724846)	(40.0, 2.3246521942010103)	(41.0, 2.5425872762246993)	(42.0, 2.7650260174396455)	(43.0, 2.9972849429514574)	(44.0, 3.2143604670239396)	(45.0, 3.397403863324598)	(46.0, 3.550880588469079)	(47.0, 3.686217457295145)	(48.0, 3.788031566024174)	(49.0, 3.835211746901485)	(50.0, 3.8396602245946396)	(51.0, 3.8022323123242234)	(52.0, 3.7250991898040207)	(53.0, 3.6256111934565274)	(54.0, 3.5091952113835525)	(55.0, 3.368652180448083)	(56.0, 3.213360832962167)	(57.0, 3.067556458419192)	(58.0, 2.9159346805570663)	(59.0, 2.7543335409997045)	(60.0, 2.5972254488070416)	(61.0, 2.429615893052484)	(62.0, 2.2399082696733394)	(63.0, 2.033145318650018)	(64.0, 1.8230948237589968)	(65.0, 1.593520690366384)	(66.0, 1.3654513139797104)	(67.0, 1.154872350126096)	(68.0, 0.9536190594517395)	(69.0, 0.7661929787825866)	(70.0, 0.5959644242334897)	(71.0, 0.4530592007061874)	(72.0, 0.3331009909281193)	(73.0, 0.23438129082343148)	(74.0, 0.16067154355087254)	(75.0, 0.10699055772407053)	(76.0, 0.06927612613658499)	(77.0, 0.04408152752234522)	(78.0, 0.027800863216909003)	(79.0, 0.01719115902412115)	(80.0, 0.010450526794416362)	(81.0, 0.006698184923472388)	(82.0, 0.004751975932716945)	(83.0, 0.0034233752476428908)	(84.0, 0.002722994694808325)	(85.0, 0.00222423884657765)	(86.0, 0.00181886707205825)	(87.0, 0.001572672695910342)	(88.0, 0.0012734191869719369)	(89.0, 0.0010654273864331872)	(90.0, 0.0009317183718011338)	(91.0, 0.0008213553755968992)	(92.0, 0.0007407054937553433)	(93.0, 0.0006494437853556878)	(94.0, 0.0005730386341373716)	(95.0, 0.00043084015825883864)	(96.0, 0.0003183547967429842)	(97.0, 0.0002992535089384052)	(98.0, 0.0013392125116321537)	(99.0, 0.002383416244949142)	(100.0, 0.0023897833408840015)
SRR28064149	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.000394145799232504)	(14.0, 0.00048173375461750485)	(15.0, 0.0)	(16.0, 0.000394145799232504)	(17.0, 0.000394145799232504)	(18.0, 0.0)	(19.0, 0.00043356037915575447)	(20.0, 0.0008277061783882585)	(21.0, 0.0015897213902377662)	(22.0, 0.005603752259881807)	(23.0, 0.009640305746624849)	(24.0, 0.016518619164421607)	(25.0, 0.0253775152233617)	(26.0, 0.03180177893672514)	(27.0, 0.07129127784324234)	(28.0, 0.16653442052889245)	(29.0, 0.2446696325083655)	(30.0, 0.40844515000349596)	(31.0, 0.6529957719959996)	(32.0, 0.9161586777379706)	(33.0, 1.2793508530899647)	(34.0, 1.6739246257166236)	(35.0, 2.2084569057853742)	(36.0, 2.688908958769392)	(37.0, 3.388836545079002)	(38.0, 4.172128285709772)	(39.0, 4.687665135738595)	(40.0, 5.124065038811454)	(41.0, 5.465046704284346)	(42.0, 5.738900215327302)	(43.0, 5.677101038117833)	(44.0, 5.769560762596622)	(45.0, 5.859829260755927)	(46.0, 5.680503049771547)	(47.0, 5.374339892675184)	(48.0, 4.918288019929476)	(49.0, 4.320913737734265)	(50.0, 3.754946299719395)	(51.0, 3.3030985198143457)	(52.0, 2.7609763526273094)	(53.0, 2.342014347081097)	(54.0, 2.0128735609455752)	(55.0, 1.7916697607424086)	(56.0, 1.517750071771079)	(57.0, 1.2823098064659355)	(58.0, 1.101449070816605)	(59.0, 0.9055137977483675)	(60.0, 0.7595842709354489)	(61.0, 0.5717995938210046)	(62.0, 0.40831349736187234)	(63.0, 0.29734332365843635)	(64.0, 0.19946547698043848)	(65.0, 0.13453012471767412)	(66.0, 0.08595506564532332)	(67.0, 0.057517617896987054)	(68.0, 0.037724475470781074)	(69.0, 0.027334011176774156)	(70.0, 0.024225264388859375)	(71.0, 0.01637753999342648)	(72.0, 0.007962839993938894)	(73.0, 0.0074072821054968875)	(74.0, 0.005899518016369371)	(75.0, 0.001083900947889386)	(76.0, 0.0022835431225375234)	(77.0, 0.0012199750928625125)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
SRR28064150	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.000163915485848002)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.00046194364193527846)	(22.0, 0.0009238872838705569)	(23.0, 0.002201931359891494)	(24.0, 0.0044808533267722)	(25.0, 0.016756406134790017)	(26.0, 0.03051064430594906)	(27.0, 0.0723566890033075)	(28.0, 0.12923693308476994)	(29.0, 0.24188088242892034)	(30.0, 0.4079173655892267)	(31.0, 0.6479872546475646)	(32.0, 0.9472613128722746)	(33.0, 1.315983963813385)	(34.0, 1.7635654046421672)	(35.0, 2.2182681101745603)	(36.0, 2.867112696671083)	(37.0, 3.6412258886118924)	(38.0, 4.247797363647686)	(39.0, 5.060089102867203)	(40.0, 5.604000554088787)	(41.0, 6.0544710592200595)	(42.0, 6.569806105132001)	(43.0, 6.915824057320929)	(44.0, 6.696014824956438)	(45.0, 6.335479792460042)	(46.0, 5.835612468831443)	(47.0, 5.209012629667568)	(48.0, 4.504924769857409)	(49.0, 3.866116268583894)	(50.0, 3.267471493294291)	(51.0, 2.7313047399346773)	(52.0, 2.3689350644159832)	(53.0, 1.9421442816862016)	(54.0, 1.7158366705071963)	(55.0, 1.5105249939293066)	(56.0, 1.2815739954667005)	(57.0, 1.0280206154812181)	(58.0, 0.8855292630948761)	(59.0, 0.6955694812988079)	(60.0, 0.5027505570551443)	(61.0, 0.30414033613584984)	(62.0, 0.2222548412626218)	(63.0, 0.14930650648951035)	(64.0, 0.08485001911692681)	(65.0, 0.04385559658676056)	(66.0, 0.026137944450899793)	(67.0, 0.013940065950242135)	(68.0, 0.00677132388470129)	(69.0, 0.0010971161495962863)	(70.0, 0.0028794487013965686)	(71.0, 0.004781116694030132)	(72.0, 0.0018631726891389564)	(73.0, 0.0)	(74.0, 0.0010162760122576127)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
