	Abundance
2-Oxo-5-methylthiopentanoic acid	243.1351674304
L-Amino acid	486.2703348608
Homomethionine	243.1351674304
2-Oxo acid	486.2703348608
2-Oxo-6-methylthiohexanoic acid	243.1351674304
Dihomomethionine	243.1351674304
(S)-2-Aminobutanoate	243.1351674304
2-Oxobutanoate	550.5444489964
D-Galactose 6-phosphate	241.9101776577
D-Fructose 6-phosphate	1606.2123065229
D-Fructose 1,6-bisphosphate	676.0433344578998
D-Tagatose 6-phosphate	1147.9895904907
D-Tagatose 1,6-bisphosphate	1147.9895904907
CDP	431.5905272007
UTP	559.4801276001
UDP	572.8890064021001
ITP	410.323112806
IDP	410.323112806
beta-D-Fructose 6-phosphate	1645.4171096851
beta-D-Fructose 1,6-bisphosphate	676.0433344578998
Ubiquinone	1050.8770703458001
NADH	6360.803816266103
Ubiquinol	1050.8770703458001
NAD	6831.339323231503
Dimethylallyl diphosphate	849.1147016318
tRNA adenine	440.9551814248
tRNA containing 6-isopentenyladenosine	521.5086495498999
Deoxyadenosine	388.0139048188
Isopentenyl diphosphate	1816.6426739472
Geranyl diphosphate	532.7834371842
trans,trans-Farnesyl diphosphate	665.8391458248001
Geranylgeranyl diphosphate	266.3917185921
L-Tyrosine	318.3888675313
Reduced acceptor	468.4864938287
Iminoglycine	255.5903498834
4-Cresol	232.2821967315
5'-Deoxyadenosine	807.6581606108999
L-Methionine	927.5150283855999
Acceptor	468.4864938287
Quinone	474.60152300050004
Succinate	690.4993897227002
Hydroquinone	547.3909989314001
Fumarate	686.8761765948
ADP-glucose	259.4194540361
Amylose	718.4489185587003
Shikimate	220.1423136216
Shikimate 3-phosphate	335.9209242928
tRNA(Glu)	218.3348419236
L-Glutamyl-tRNA(Glu)	218.3348419236
GTP	1311.7255562647001
D-Mannose 1-phosphate	533.1352934868
GDP-mannose	533.4215661259
D-Fructose	1261.8858631143
beta-D-Fructose	583.9351354448
5-Dehydro-4-deoxy-D-glucuronate	213.7508230966
(4S)-4,6-Dihydroxy-2,5-dioxohexanoate	213.7508230966
1-Acyl-sn-glycerol 3-phosphate	474.5531974071
Acyl-CoA	211.3708501703
Acyl-[acyl-carrier protein]	287.5431161229
Acyl-carrier protein	1338.7742254256007
UDPMurNAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)	237.28841686820002
di-trans,poly-cis-Undecaprenyl phosphate	532.2897135899
UMP	1094.7544283879
MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol	227.16220073660003
UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine	237.28841686820002
Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	227.16220073660003
5,10-Methylenetetrahydrofolate	646.5243441237
5,10-Methenyltetrahydrofolate	533.1872630199
10-Formyltetrahydrofolate	427.55059032649996
N-Acetylneuraminate	503.39491589990007
N-Acetyl-D-mannosamine	473.9368229829
Aceneuramate	206.9074838038
(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]	524.3203251895
UDP-N-acetyl-alpha-D-glucosamine	472.6421043429
UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine	370.60297356579997
L-Rhamnose	203.583890136
L-Rhamnulose	252.1196975437
Carbamoyl phosphate	467.78905754929997
N2-Succinyl-L-ornithine	201.4131547893
N-Succinyl-L-citrulline	201.4131547893
(R)-Pantoate	313.8194456083
2-Dehydropantoate	201.1796540655
L-Asparagine	278.47763920989996
L-Aspartate	739.4551646666999
2-Carboxy-2,5-dihydro-5-oxofuran-2-acetate	199.3968957765
2-Oxo-2,3-dihydrofuran-5-acetate	199.3968957765
dTTP	367.3558496884
dTDP-glucose	262.8262851362
N-Acetyl-L-glutamate 5-semialdehyde	211.133791806
N-Acetyl-L-glutamate 5-phosphate	290.2494600775
L-Histidine	249.50952541649997
tRNA(His)	192.3619605459
L-Histidyl-tRNA(His)	192.3619605459
L-Serine	1060.6142735258
Indole	625.157228216
L-Tryptophan	644.004707683
Indoleglycerol phosphate	671.2736277497
D-Glyceraldehyde 3-phosphate	1237.3293878558002
D-erythro-3-Methylmalate	223.3214791162
(2R,3S)-3-Isopropylmalate	446.64295823239996
(2S)-2-Isopropyl-3-oxosuccinate	188.2571764546
Glutaconyl-1-CoA	424.31227294819996
Crotonoyl-CoA	589.5407687303
Orotidine 5'-phosphate	184.3640995989
L-Threonine	266.16045466569994
Acetaldehyde	582.5964525674998
L-Allothreonine	183.2262241961
2'-Deoxy-5-hydroxymethylcytidine-5'-diphosphate	169.0337831878
2'-Deoxy-5-hydroxymethylcytidine-5'-triphosphate	169.0337831878
NDP	193.9995553592
Nucleoside triphosphate	193.9995553592
dATP	279.73494577549997
dGTP	279.73494577549997
dTDP	169.0337831878
dCDP	190.30119758249998
dCTP	254.7691736041
dUDP	190.30119758249998
dIDP	169.0337831878
dITP	169.0337831878
5-Fluorouridine diphosphate	169.0337831878
5-Fluorouridine triphosphate	169.0337831878
5-Fluorodeoxyuridine diphosphate	169.0337831878
dZTP	169.0337831878
tRNA hypoxanthine	168.0221193027
(3R)-3-Hydroxybutanoyl-[acyl-carrier protein]	320.6030908459
But-2-enoyl-[acyl-carrier protein]	213.62872027129998
(3R)-3-Hydroxydecanoyl-[acyl-carrier protein]	320.6030908459
trans-Dec-2-enoyl-[acp]	213.62872027129998
(3R)-3-Hydroxyoctanoyl-[acyl-carrier protein]	320.6030908459
trans-Oct-2-enoyl-[acp]	213.62872027129998
(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein]	320.6030908459
trans-Hexadec-2-enoyl-[acp]	213.62872027129998
trans-Tetradec-2-enoyl-[acp]	213.62872027129998
UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine	166.8857392222
(3R)-3-Hydroxyhexanoyl-[acyl-carrier protein]	320.6030908459
trans-Hex-2-enoyl-[acp]	213.62872027129998
(3R)-3-Hydroxydodecanoyl-[acyl-carrier protein]	320.6030908459
trans-Dodec-2-enoyl-[acp]	213.62872027129998
(3R)-3-Hydroxyacyl-[acyl-carrier protein]	320.6030908459
trans-2,3-Dehydroacyl-[acyl-carrier protein]	213.62872027129998
UDP-N-acetylmuramoyl-L-alanyl-D-glutamate	238.35299111889998
UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimelate	191.7402733193
L-3-Aminobutyryl-CoA	165.2284957821
(S)-Dihydroorotate	233.9314359443
Orotate	162.3206111322
(R)-Lactate	295.387014047
tRNA(Ile)	161.2413767651
L-Isoleucyl-tRNA(Ile)	161.2413767651
Carboxybiotinyl-[protein]	159.2987614476
Biotinyl-[protein]	159.2987614476
Oxaloacetate	420.98110676150003
Sodium cation	637.1950457904
2-Phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol	290.2149764977
2-C-Methyl-D-erythritol 2,4-cyclodiphosphate	270.2281436768
CMP	717.0955912132001
L-Glutamine	1212.0714199317001
Reduced FMN	225.7720398518
FMN	405.2011761004
FADH2	225.7720398518
FAD	308.1792940313
Reduced riboflavin	225.7720398518
Riboflavin	322.7939219209
[tRNA(Ile2)]-cytidine34	158.5145890488
L-Lysine	349.13636506
[tRNA(Ile2)]-lysidine34	158.5145890488
Phosphatidylglycerophosphate	187.8897927573
Phosphatidylglycerol	158.275158777
sn-Glycerol 3-phosphate	556.0730879554001
Glycerone phosphate	1121.0551543272998
Adenosyl cobinamide	380.1201420602
Adenosyl cobinamide phosphate	474.4394875278
Adenosine-GDP-cobinamide	249.52188509139998
N-(5'-Phospho-D-1'-ribulosylformimino)-5-amino-1-(5''-phospho-D-ribosyl)-4-imidazolecarboxamide	305.008895536
D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate	215.41855970569998
1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide	258.8198709966
Chitobiose	321.23086080229996
N-Acetyl-D-glucosamine	852.8102175109999
GA2	315.2856609974
N-Acetyl-D-galactosamine	1103.4998134909001
alpha-D-Galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide	238.2786905598
Globoside	315.2856609974
N-Acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide	157.6428304987
GM3	416.34910161000005
Globotriaosylceramide	238.2786905598
GM2	157.6428304987
G13074	157.6428304987
G01391	315.2856609974
G13073	157.6428304987
N-Acetyl-D-glucosamine 6-sulfate	157.6428304987
G13056	157.6428304987
G10665	157.6428304987
Gangliotriaosylceramide-II3 sulfate	157.6428304987
Lactosylceramide sulfate	157.6428304987
Phosphatidylserine	246.13056386239998
DNA(n)	156.3067320487
5'-Phospho-DNA(m)	156.3067320487
Nicotinamide D-ribonucleotide	448.2078964486
DNA(n	156.3067320487
m)	156.3067320487
Maltose	341.85080769729996
Sucrose	838.108902537
D-Glucosamine 6-phosphate	363.9519433443
L-Proline	552.8444735574001
(S)-1-Pyrroline-5-carboxylate	413.5106757388001
Hydroxyproline	309.6354426326
L-1-Pyrroline-3-hydroxy-5-carboxylate	393.7304023742001
3-Oxoacyl-[acyl-carrier protein]	183.1466365272
3-Oxodecanoyl-[acp]	183.1466365272
3-Oxooctanoyl-[acp]	183.1466365272
3-Oxohexadecanoyl-[acp]	183.1466365272
3-Oxotetradecanoyl-[acp]	183.1466365272
3-Oxohexanoyl-[acp]	183.1466365272
3-Oxododecanoyl-[acp]	183.1466365272
3-Oxostearoyl-[acp]	183.1466365272
(3R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein]	153.7173516237
3-Ketoglutaryl-[acp] methyl ester	183.1466365272
3-Hydroxyglutaryl-[acp] methyl ester	153.7173516237
3-Ketopimeloyl-[acp] methyl ester	183.1466365272
3-Hydroxypimeloyl-[acp] methyl ester	153.7173516237
Malonyl-CoA	361.54131662559996
Dodecanoyl-[acyl-carrier protein]	270.8453724003
Starch	554.5694331802001
Dextrin	471.5192315298
D-Fructose 1-phosphate	202.0646841233
tRNA(Val)	152.6193654169
L-Valyl-tRNA(Val)	152.6193654169
Phosphoenolpyruvate	591.2455989232
UDP-N-acetyl-3-(1-carboxyvinyl)-D-glucosamine	423.7722712676
Dihydrofolate	528.3709648427001
dTMP	370.05208765
Adenine in rRNA	242.4484319573
N6-Dimethyladenine in rRNA	242.4484319573
UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine	148.2359779077
Lipid X	148.2359779077
D-glycero-beta-D-manno-Heptose 1,7-bisphosphate	147.8070168029
D-glycero-beta-D-manno-Heptose 1-phosphate	147.8070168029
D-glycero-alpha-D-manno-Heptose 1,7-bisphosphate	147.8070168029
D-glycero-alpha-D-manno-Heptose 1-phosphate	147.8070168029
Pyridoxamine phosphate	147.1820729116
Oxygen	1265.7890210311
Pyridoxal phosphate	353.0620687044
Hydrogen peroxide	901.0874652402
Pyridoxine phosphate	255.4676368703
Pyridoxamine	147.1820729116
Pyridoxal	294.3641458232
Pyridoxine	147.1820729116
1-Hydroxy-2-methyl-2-butenyl 4-diphosphate	404.1208247682
2-O-(alpha-D-Mannosyl)-1-phosphatidyl-1D-myo-inositol	145.1824710289
2,6-Di-O-alpha-D-mannosyl-1-phosphatidyl-1D-myo-inositol	145.1824710289
2-O-(6-O-Acyl-alpha-D-mannosyl)-1-phosphatidyl-1D-myo-inositol	145.1824710289
2-O-(6-O-Acyl-alpha-D-mannosyl)-6-O-alpha-D-mannosyl-1-phosphatidyl-1D-myo-inositol	145.1824710289
GDP-D-mannose	290.3649420578
Phosphatidyl-myo-inositol monomannoside	145.1824710289
Phosphatidyl-myo-inositol dimannoside	145.1824710289
Triacylated phosphatidyl-myo-inositol monomannoside	145.1824710289
Triacylated phosphatidyl-myo-inositol dimannoside	145.1824710289
Inositol 1-phosphate	144.5047305449
myo-Inositol	535.2566128686001
myo-Inositol 4-phosphate	144.5047305449
1D-myo-Inositol 3-phosphate	144.5047305449
dCMP	296.2370779549
Galactitol	181.69510697790002
Galactitol 1-phosphate	181.69510697790002
L-Fuculose 1-phosphate	142.6972655019
(S)-Lactaldehyde	206.9755260129
D-Ribulose 1-phosphate	142.6972655019
Glycolaldehyde	408.7516788113
Sulfur donor	485.192647433
2-Methylthio-N6-dimethylallyladenine in tRNA	285.2523827926
2-Thio-N6-dimethylallyladenine in tRNA	285.2523827926
Sulfatide	142.0440077437
Galactosylceramide	404.3791684785001
Sulfate	142.0440077437
L-Histidinol phosphate	174.06790606330003
L-Histidinol	231.2154709339
O-Phospho-L-serine	185.9981703852
3-Phosphonooxypyruvate	249.8600577884
O-Phospho-4-hydroxy-L-threonine	418.7290725317
2-Oxo-3-hydroxy-4-phosphobutanoate	140.6716433073
2-Amino-3-oxo-4-phosphonooxybutyrate	278.0574292244
3-Amino-2-oxopropyl phosphate	386.34299318309996
L-Cysteine	387.6603230515
tRNA(Cys)	138.2470732259
L-Cysteinyl-tRNA(Cys)	138.2470732259
UDP-N-acetylmuramate	351.11063701419994
2-Phospho-D-glycerate	215.7679460487
N-Acetyl-D-glucosamine 6-phosphate	219.14138038229999
N-Acetylmuramic acid 6-phosphate	149.6879238841
Octanoyl-[acp]	472.32896935360003
[Lipoyl-carrier protein]-L-lysine	264.104468934
[Protein]-N6-(octanoyl)-L-lysine	132.052234467
Lipoyl-[acp]	132.052234467
Protein N6-(lipoyl)lysine	132.052234467
Lipoyl-carrier protein E2	132.052234467
[Lipoyl-carrier protein E2]-N6-octanoyl-L-lysine	132.052234467
Glycine cleavage system H	132.052234467
[Glycine cleavage system H]-N6-octanoyl-L-lysine	132.052234467
4-(Cytidine 5'-diphospho)-2-C-methyl-D-erythritol	185.9895093617
N,N'-Diacetylchitobiose 6'-phosphate	130.1801727578
6-Phospho-beta-D-glucosyl-(1,4)-D-glucose	202.96964868869998
Uracil	371.5705692796
alpha-D-Ribose 1-phosphate	278.49215432209996
2-Deoxy-D-ribose 1-phosphate	129.0253896827
5-FU	129.0253896827
5-Fluorouridine	222.2950595629
L-Methionyl-tRNA	221.0604799592
Tetrahydrofolate	863.8988550790002
N-Formylmethionyl-tRNA	128.8641958333
Pantetheine	294.4987670763
Pantothenate	407.13855861909997
D-4'-Phosphopantothenate	325.3533267643
N-((R)-Pantothenoyl)-L-cysteine	294.4987670763
(R)-4'-Phosphopantothenoyl-L-cysteine	356.2078864523
D-Glucose 6-phosphate	424.4418065672999
beta-D-Glucose 6-phosphate	620.9534161541001
alpha-D-Glucose 6-phosphate	547.887627901
tRNA(Pro)	126.6353240709
L-Prolyl-tRNA(Pro)	126.6353240709
N-Acetylmuramoyl-Ala	126.5641784304
N-Acetylmuramate	142.1240310094
L-Alanine	591.6466482640999
Citrate	282.66402939540006
Isocitrate	255.95375451019999
cis-Aconitate	255.95375451019999
D-Altronate	124.5294145674
D-Tagaturonate	158.7532309715
5-(5-Phospho-D-ribosylaminoformimino)-1-(5-phosphoribosyl)-imidazole-4-carboxamide	183.8920769226
5-Amino-6-(5'-phospho-D-ribitylamino)uracil	135.9503221778
Guanosine 3'-diphosphate 5'-triphosphate	209.366779264
Guanosine 3',5'-bis(diphosphate)	120.6282729597
1,2-Diacyl-sn-glycerol	119.2734584673
Lipid A disaccharide	116.9135765974
2,3,2'3'-Tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate	116.9135765974
Ferricytochrome c	708.9073329546001
Nitrite	132.5350824559
Ferrocytochrome c	708.9073329546001
alpha-Isopropylmalate	186.24778305950002
5-O-(1-Carboxyvinyl)-3-phosphoshikimate	182.38622742270002
IMP	345.1365536533
N6-(1,2-Dicarboxyethyl)-AMP	114.9898536286
Thiamine	165.9155510233
D-Ribose	413.10627312700007
Cytosine	113.5197899142
2-Phosphoglycolate	112.707501456
Glycolate	172.2097607281
beta-Alanine	112.6397915428
1-(5-Phospho-D-ribosyl)-ATP	172.05458880039998
5-Phospho-alpha-D-ribose 1-diphosphate	525.1344892932
D-Glutamine	110.6202450697
D-Glutamate	254.6957945373
di-trans,poly-cis-Undecaprenyl diphosphate	165.3375252864
[Ribosomal protein uS12]-L-aspartate	109.3722246019
[Ribosomal protein uS12]-3-methylthioaspartate	109.3722246019
Anthranilate	108.9127264337
Formate	843.4610151856
2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one	122.7527986832
1-Deoxy-D-xylulose 5-phosphate	255.6784983118
N-(L-Arginino)succinate	107.1279981837
L-Arginine	176.3136094271
HCO3-	430.74443750779994
Holo-[carboxylase]	116.3983972643
Carboxybiotin-carboxyl-carrier protein	116.3983972643
L-Arabinose	143.5748291284
L-Ribulose	209.8862812796
beta-L-Arabinopyranose	104.9431406398
alpha-D-Fructofuranose	103.3229972798
D-Xylose	130.2633528414
D-Xylulose	186.4352879105
alpha-D-Xylose	103.3229972798
alpha-D-Xylulofuranose	103.3229972798
L-Phenylalanine	222.24730143929997
tRNA(Phe)	190.82918814969997
L-Phenylalanyl-tRNA(Phe)	190.82918814969997
Xanthosine 5'-phosphate	437.4241705573
6-Thioxanthine 5'-monophosphate	101.7069460924
6-Thioguanosine monophosphate	101.7069460924
7,8-Dihydroneopterin	354.0692928551
6-(Hydroxymethyl)-7,8-dihydropterin	136.2253825782
7,8-Dihydroxanthopterin	100.8880763992
7,8-Dihydromonapterin	100.8880763992
Folinic acid	106.3511901938
[Protein]-S8-aminomethyldihydrolipoyllysine	100.4711448973
Dihydrolipoylprotein	136.4622834297
(R)-Methylmalonyl-CoA	112.5319077148
(S)-Methylmalonyl-CoA	100.2998077322
(2S)-Ethylmalonyl-CoA	100.2998077322
(2R)-Ethylmalonyl-CoA	100.2998077322
D-Alanine	163.68971927590002
Dehydroalanine	97.7353240118
alpha-D-Ribose 1,2-cyclic phosphate 5-phosphate	97.6181834495
D-Ribose 1,5-bisphosphate	97.6181834495
(R)-S-Lactoylglutathione	97.1831470399
Glutathione	896.7322868322998
Methylglyoxal	208.46649179919999
L-Galactose	96.6488689992
L-Galactono-1,5-lactone	96.6488689992
CMP-N-acetylneuraminate	94.3605508709
N-Glycoloyl-neuraminate	94.3605508709
CMP-N-glycoloylneuraminate	94.3605508709
3-Deoxy-D-glycero-D-galacto-non-2-ulopyranosonate	94.3605508709
CMP-3-deoxy-D-glycero-D-galacto-non-2-ulopyranosonate	94.3605508709
tRNA(Lys)	94.306111633
L-Lysyl-tRNA	94.306111633
Adenosine	283.9886595792
Inosine	189.7314896958
Guanosine	283.9886595792
3'-AMP	94.2571698834
Thymidine	219.85631791049997
3'-UMP	94.2571698834
Deoxyguanosine	153.4415803581
Guanosine 3'-phosphate	94.2571698834
Nicotinamide-beta-riboside	153.4415803581
3'-CMP	94.2571698834
Xanthosine	189.7314896958
Nicotinate D-ribonucleotide	412.72368590599996
Nicotinate D-ribonucleoside	153.4415803581
2'-Deoxyinosine 5'-phosphate	153.4415803581
Deoxyinosine	153.4415803581
N-Acetyl-L-glutamate	126.0975045588
5-Fluorouridine monophosphate	93.2696698802
Isochorismate	157.23869815720002
2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate	92.6923079635
tRNA(Met)	184.3925682518
L-Selenomethionine	107.0442919171
Selenomethionyl-tRNA(Met)	92.1962841259
L-Sorbose	91.7408908057
Sorbose 1-phosphate	91.7408908057
Hydrogen sulfide	304.2984551426
L-Cystathionine	158.74208333750002
L-Homocysteine	199.2152428439
L-Cystine	91.1530184021
Thiocysteine	91.1530184021
L-Selenocystathionine	192.53661580520003
Selenohomocysteine	106.0010261933
L-Cysteine-S-conjugate	91.1530184021
Thiol	91.1530184021
N-Carbamoyl-L-aspartate	161.7500279652
Deamino-NAD	229.6591092425
LL-2,6-Diaminoheptanedioate	129.5859535136
4-Phospho-L-aspartate	89.6751002565
Phosphatidylethanolamine	143.01943528949997
tRNA(Tyr)	86.1066707998
L-Tyrosyl-tRNA(Tyr)	86.1066707998
Sirohydrochlorin	145.4297396009
Cobalt ion	110.0345368045
Cobalt-sirohydrochlorin	85.4571136071
L-Glutamyl 5-phosphate	84.7358582507
2-Deoxy-D-ribose 5-phosphate	123.1650008003
ADP-ribose	82.1070025111
Dimethylallyl phosphate	82.1070025111
1,4-beta-D-Mannooligosaccharide(n)	81.0271623688
(n-2) Orthophosphate	81.0271623688
Mannobiose	81.0271623688
(n-2) D-Mannose 1-phosphate	81.0271623688
beta-D-Mannosyl-1,4-N-acetyl-D-glucosamine	81.0271623688
Acetone	80.7908183642
Propan-2-ol	80.7908183642
Fe2	353.0176186509
Fe3	323.031305654
Melibiose	241.9075801833
Raffinose	161.2717201222
3-beta-D-Galactosyl-sn-glycerol	80.6358600611
Glycerol	149.9964125856
alpha-D-Galactosyl-(1->3)-1D-myo-inositol	80.6358600611
Epimelibiose	80.6358600611
Melibiitol	80.6358600611
D-Sorbitol	116.6975309753
Stachyose	80.6358600611
Digalactosylceramide	80.6358600611
Digalactosyl-diacylglycerol	80.6358600611
1,2-Diacyl-3-beta-D-galactosyl-sn-glycerol	80.6358600611
D-Gal alpha 1->6D-Gal alpha 1->6D-Glucose	80.6358600611
Galabiosylceramide	80.6358600611
Guanine	169.6751535074
Xanthine	169.6751535074
sn-Glycero-3-phosphocholine	85.04098404230001
Choline	79.0509635793
sn-Glycero-3-phosphoethanolamine	85.04098404230001
Ethanolamine	111.7533527913
UDP-N-acetylmuramoyl-L-alanine	151.723276451
all-trans-Heptaprenyl diphosphate	77.8344661813
D-Xylulose 5-phosphate	124.2905055123
Folate	307.855338274
Tetrahydrobiopterin	76.9638345685
7,8-Dihydrobiopterin	76.9638345685
1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide	153.4102393332
Dimethylbenzimidazole	73.9124937601
Nicotinate	120.8225215061
N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole	119.6001883845
Arbutin 6-phosphate	88.34932850989999
Salicin 6-phosphate	88.34932850989999
Salicyl alcohol	72.7894759309
Formylmethanofuran	217.7394560262
Methanofuran	217.7394560262
Phenylacetic acid	183.8107798712
Phenylacetyl-CoA	120.1211368253
Uroporphyrinogen III	117.8482556741
