	Abundance
Coproporphyrinogen III	96.932361048
Uroporphyrinogen I	70.849848499
Coproporphyrinogen I	70.849848499
2-Dehydro-3-deoxy-D-gluconate	102.7739994386
2-Dehydro-3-deoxy-6-phospho-D-gluconate	108.0761883337
THF-L-glutamate	70.3198568292
Dihydropteroate	70.3198568292
THF-polyglutamate(n)	70.3198568292
THF-polyglutamate(n	70.3198568292
1)	98.37874729560001
3-Hydroxypropanal	69.3605525245
3-Deoxy-D-manno-octulosonate 8-phosphate	69.0819960886
3-Deoxy-D-manno-octulosonate	69.0819960886
Glutathione disulfide	68.3952963263
Pectin	68.2157420526
n H2O	68.2157420526
n Methanol	68.2157420526
Pectate	68.2157420526
Itaconate	66.7054777483
Itaconyl-CoA	66.7054777483
Chorismate	189.44933433800003
5-Fluorodeoxyuridine	66.4147375524
Aminoimidazole ribotide	76.8787145878
5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole	65.6322830572
Adenylyl sulfate	64.7887646933
3'-Phosphoadenylyl sulfate	64.7887646933
Adenylylselenate	64.7887646933
3'-Phosphoadenylylselenate	64.7887646933
tRNA(Thr)	64.5801558013
L-Threonyl-tRNA(Thr)	64.5801558013
dTDP-4-oxo-6-deoxy-D-glucose	64.5042186356
G13043	64.3767336281
DWA-2	128.7534672562
N-Acetylgalactosamine	64.3767336281
G12336	64.3767336281
N-Acetylgalactosamine 4-sulfate	64.3767336281
Hyaluronic acid	128.7534672562
G00526	64.3767336281
Dethiobiotin	63.9816149596
e-	127.9632299192
Biotin	63.9816149596
Cob(I)alamin	63.827150375
Triphosphate	319.135751875
Cobamide coenzyme	109.5148449994
Cob(I)yrinate a,c diamide	63.827150375
Adenosyl cobyrinate a,c diamide	191.481451125
Cobinamide	63.827150375
Cob(II)yrinate a,c diamide	152.2317239474
[Reduced NADPH---hemoprotein reductase]	63.827150375
[Oxidized NADPH---hemoprotein reductase]	63.827150375
L-Homoserine	210.887356201
Phosphoribosyl-AMP	121.9958654332
D-Glucosamine	59.5068538929
Peptide	118.5534230262
Sedoheptulose 7-phosphate	213.9386962025
D-Erythrose 4-phosphate	167.1832133481
(S)-Malate	58.571425358
(2R)-3-Sulfolactate	58.571425358
3-Sulfopyruvate	58.571425358
4-Imidazolone-5-propanoate	61.004578098399996
N-Formimino-L-glutamate	58.0641649316
(S)-Allantoin	56.9583345234
(R)(-)-Allantoin	56.9583345234
8-Amino-7-oxononanoate	118.3005376353
S-Adenosyl-4-methylthio-2-oxobutanoate	56.7019090729
7,8-Diaminononanoate	56.7019090729
tRNA(Asn)	56.0250295053
L-Asparaginyl-tRNA(Asn)	56.0250295053
Oxidized flavodoxin	55.5230363118
Reduced flavodoxin	55.5230363118
2-C-Methyl-D-erythritol 4-phosphate	86.3747172068
Maltodextrin	54.7564677639
4-(L-gamma-Glutamylamino)butanoate	54.4348640065
4-Aminobutanoate	54.4348640065
DNA cytosine	53.7989290723
5-Methylcytosine in DNA	53.7989290723
tRNA(Leu)	53.7448168473
L-Leucyl-tRNA	53.7448168473
Ni(II)-pyridinium-3,5-bisthiocarboxylate mononucleotide	53.676150487
Pyridinium-3,5-bisthiocarboxylate mononucleotide	53.676150487
Nickel(2	53.676150487
)	53.676150487
Acyl phosphate	51.8114970665
S-Ribosyl-L-homocysteine	51.501248581
Adenine	182.76220938350002
5'-Methylthioadenosine	51.501248581
5-Methylthio-D-ribose	51.501248581
2-Iminobutanoate	51.501248581
2-Iminopropanoate	51.501248581
Thiamin monophosphate	51.4050636575
7,8-Dihydroneopterin 3'-triphosphate	51.4050636575
GM4	101.0634406126
5-Aminopentanoate	50.0769054616
D-Proline	50.0769054616
tRNA(Ala)	50.0349372782
L-Alanyl-tRNA	50.0349372782
n D-Glucose	49.4856830188
n Maltose	49.4856830188
tRNA queuine	49.3584419686
Epoxyqueuosine in tRNA	49.3584419686
Sedoheptulose 1,7-bisphosphate	49.1631994471
D-Glyceraldehyde	68.9576954495
5-Methyltetrahydrofolate	63.508310552400005
Phosphonoacetaldehyde	51.6309366211
L-Xylulose	48.5358074077
L-Xylulose 1-phosphate	92.869356444
L-Rhamnulose 1-phosphate	92.869356444
NMNH	48.5230381553
2-(1,2-Epoxy-1,2-dihydrophenyl)acetyl-CoA	47.7817139613
4-Hydroxy-2-oxo-heptanedioate	47.2566401815
Succinate semialdehyde	94.513280363
2,4-Dihydroxyhept-2-enedioate	47.2566401815
UDP-alpha-D-galactofuranose	47.1730401623
UDP-L-arabinose	47.1730401623
UDP-L-arabinofuranose	47.1730401623
Hydroxymethylbilane	46.9984071751
D-Gluconic acid	46.9023830885
6-Phospho-D-gluconate	100.40345334980002
Butyryl-[acp]	76.1722659526
Hexanoyl-[acp]	76.1722659526
Decanoyl-[acp]	76.1722659526
Tetradecanoyl-[acp]	76.1722659526
Hexadecanoyl-[acp]	76.1722659526
(2E)-Octadecenoyl-[acp]	46.7429810491
Octadecanoyl-[acyl-carrier protein]	46.7429810491
Sulfite	225.9580125981
beta-D-Glucose 1-phosphate	46.3488173468
Malonyl-[acp] methyl ester	75.4839489626
alpha-Ribazole	45.6876946244
Adenosylcobalamin 5'-phosphate	45.6876946244
Carbamate	138.3063423278
Carboxyphosphate	138.3063423278
4-Amino-5-hydroxymethyl-2-methylpyrimidine	44.2195810439
4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine	88.4391620878
4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate	44.2195810439
6-Hydroxymethyl-7,8-dihydropterin diphosphate	79.10681515120001
4-(beta-D-Ribofuranosyl)aniline 5'-phosphate	43.7695089722
N-[(7,8-Dihydropterin-6-yl)methyl]-4-(beta-D-ribofuranosyl)aniline 5'-phosphate	43.7695089722
Hypoxanthine	79.7597122215
Agmatine	42.6879361288
dTDP-L-rhamnose	42.4726346323
dTDP-4-dehydro-beta-L-rhamnose	42.4726346323
O-Acetyl-L-homoserine	181.72489873
O-Succinyl-L-homoserine	210.87623609260004
all-trans-Polyprenyl diphosphate	41.8017424692
4-Hydroxybenzoate	83.6034849384
4-Hydroxy-3-polyprenylbenzoate	41.8017424692
all-trans-Octaprenyl diphosphate	41.8017424692
3-Octaprenyl-4-hydroxybenzoate	41.8017424692
2-Phenylacetamide	41.2504005421
(Indol-3-yl)acetamide	41.2504005421
Indole-3-acetate	78.00556512770001
4-Guanidinobutanamide	41.2504005421
4-Guanidinobutanoate	41.2504005421
Monocarboxylic acid amide	41.2504005421
Carboxylate	106.1124556931
Acrylic acid	41.2504005421
Acrylamide	41.2504005421
Benzamide	41.2504005421
Deoxyribose	40.9070559478
N-Acetyl-alpha-D-glucosamine 1-phosphate	81.2457987036
alpha-D-Glucosamine 1-phosphate	40.6228993518
(2,1-beta-D-Fructosyl)n	79.6699115432
Coenzyme B	157.090566448
Coenzyme M	157.090566448
Coenzyme F420	78.545283224
Coenzyme M 7-mercaptoheptanoylthreonine-phosphate heterodisulfide	157.090566448
Reduced coenzyme F420	78.545283224
Hydrogen	105.7627152273
UDP-N-acetyl-D-mannosamine	115.09726171610001
UDP-N-acetyl-D-mannosaminouronate	39.055913923
Thioredoxin	183.36260057770005
Thioredoxin disulfide	183.36260057770005
Hydrogen selenide	48.702639973800004
Selenite	38.873258816
Methylselenic acid	38.873258816
Methaneselenol	38.873258816
3-(2,3-Dihydroxyphenyl)propanoate	38.7856077251
2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate	38.7856077251
trans-2,3-Dihydroxycinnamate	38.7856077251
2-Hydroxy-6-ketononatrienedioate	38.7856077251
Arabinan	77.2633769772
1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate	37.9722230156
1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole	37.9722230156
L-Ornithine	123.223593013
L-Citrulline	70.9148578085
1,4-beta-D-Glucan(n	37.59872574
2)	37.59872574
1,4-beta-D-Glucan(n)	37.59872574
Cellulose	78.54533334579999
4-Hydroxy-2-oxoglutarate	37.3943848393
Glyoxylate	89.2449259879
2-(alpha-Hydroxyethyl)thiamine diphosphate	73.5103291712
Enzyme N6-(lipoyl)lysine	109.5014677036
[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine	99.47473222939999
Nitrile	36.7551645856
gamma-Amino-gamma-cyanobutanoate	36.7551645856
Glutamate	36.7551645856
3-Indoleacetonitrile	36.7551645856
alpha-Aminopropiononitrile	36.7551645856
Alanine	36.7551645856
Benzonitrile	36.7551645856
Phenylacetonitrile	36.7551645856
L-Threonylcarbamoyladenylate	36.6767953648
N6-L-Threonylcarbamoyladenine in tRNA	63.2632204437
Glycerone	77.8907040392
Cyclic di-3',5'-adenylate	36.0729303554
5'-O-Phosphonoadenylyl-(3'->5')-adenosine	36.0729303554
Xylitol	36.0616709142
2-Methylpropanoyl-CoA	35.9911385324
3-Methylbutanoyl-CoA	35.9911385324
Dihydrolipoamide	35.9911385324
Lipoamide	35.9911385324
2-Oxoadipate	35.9911385324
Glutaryl-CoA	35.9911385324
(S)-2-Methylbutanoyl-CoA	35.9911385324
Lipoylprotein	35.9911385324
Enzyme N6-(dihydrolipoyl)lysine	61.9555415906
D-Glucono-1,5-lactone 6-phosphate	138.3409873943
(R)-2-Methylmalate	35.0643026616
2-Methylmaleate	70.1286053232
2-Isopropylmaleate	70.1286053232
2-(2'-Methylthio)ethylmalic acid	35.0643026616
3-(2'-Methylthio)ethylmalic acid	35.0643026616
2-(3'-Methylthio)propylmalic acid	35.0643026616
3-(3'-Methylthio)propylmalic acid	35.0643026616
2-(4'-Methylthio)butylmalic acid	35.0643026616
3-(4'-Methylthio)butylmalic acid	35.0643026616
2-(5'-Methylthio)pentylmalic acid	35.0643026616
3-(5'-Methylthio)pentylmalic acid	35.0643026616
2-(6'-Methylthio)hexylmalic acid	35.0643026616
3-(6'-Methylthio)hexylmalic acid	35.0643026616
2-(7'-Methylthio)heptylmalic acid	35.0643026616
3-(7'-Methylthio)heptylmalic acid	35.0643026616
2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate	34.2316756738
3-Dehydroquinate	34.2316756738
1,2-beta-Oligomannan(n)	34.2316756738
1,2-beta-Oligomannan(n-1)	34.2316756738
beta-1,2-Mannobiose	34.2316756738
D-Glucuronate	34.2238164041
D-Fructuronate	58.9740567294
D-Galacturonate	34.2238164041
Thiosulfate	59.419684182900006
Cystathionine	33.7945324677
O-Phosphorylhomoserine	33.7945324677
L-Selenocysteine	111.2129785609
Phenylacetaldehyde	33.4657918795
4-Hydroxyphenylacetaldehyde	33.4657918795
4-Hydroxyphenylacetate	33.4657918795
3,4-Dihydroxyphenylacetaldehyde	33.4657918795
3,4-Dihydroxyphenylacetate	33.4657918795
3-(Imidazol-4-yl)-2-oxopropyl phosphate	33.3038083757
N-Acetylornithine	47.488224834700006
N-Acetyl-L-citrulline	32.9845005294
D-Alanyl-D-alanine	85.2618882192
L-Alanyl-D-glutamate	32.478111982
L-Alanyl-L-glutamate	32.478111982
N-Acetyl-D-glutamate	32.478111982
G13038	32.1221676473
G13039	32.1221676473
D-Mannonate	56.8424362695
D-glycero-beta-D-manno-Heptose 7-phosphate	31.9728941005
D-glycero-D-manno-Heptose 7-phosphate	31.9728941005
D-glycero-alpha-D-manno-Heptose 7-phosphate	31.9728941005
alpha-L-Rhamnose	31.4939261878
beta-L-Rhamnose	54.767574215799996
L-Arogenate	31.4181132896
Prephenate	62.8362265792
Phenylpyruvate	31.4181132896
5'-Phosphoribosyl-N-formylglycinamide	53.4569396093
2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine	42.2105080787
Pimeloyl-CoA	30.7993142812
Pimeloyl-[acyl-carrier protein]	30.7993142812
Hydroxyacetone	30.7442663558
3-Demethylubiquinol	30.4449858868
2,3,4,5-Tetrahydrodipicolinate	30.4449858868
Siroheme	29.9863129969
Precorrin 2	29.9863129969
(R)-Mevalonate	29.5050034752
(R)-5-Phosphomevalonate	29.5050034752
Acetyl-[acyl-carrier protein]	50.7842408639
Glutaryl-[acp] methyl ester	29.4292849035
N6-(L-1,3-Dicarboxypropyl)-L-lysine	29.3539539694
RX	29.2044431682
Halide	29.2044431682
R-S-Glutathione	58.4088863364
(1R,2S)-Naphthalene 1,2-oxide	29.2044431682
(1R)-Hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene	29.2044431682
(1S,2R)-Naphthalene 1,2-oxide	58.4088863364
(1R)-Glutathionyl-(2R)-hydroxy-1,2-dihydronaphthalene	29.2044431682
(1S)-Hydroxy-(2S)-glutathionyl-1,2-dihydronaphthalene	29.2044431682
1-Nitronaphthalene-7,8-oxide	58.4088863364
1-Nitro-7-hydroxy-8-glutathionyl-7,8-dihydronaphthalene	29.2044431682
1-Nitro-7-glutathionyl-8-hydroxy-7,8-dihydronaphthalene	29.2044431682
1-Nitronaphthalene-5,6-oxide	58.4088863364
1-Nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene	29.2044431682
1-Nitro-5-glutathionyl-6-hydroxy-5,6-dihydronaphthalene	29.2044431682
Bromobenzene-3,4-oxide	29.2044431682
3,4-Dihydro-3-hydroxy-4-S-glutathionyl bromobenzene	29.2044431682
Bromobenzene-2,3-oxide	29.2044431682
2,3-Dihydro-2-S-glutathionyl-3-hydroxy bromobenzene	29.2044431682
Benzo[a]pyrene-4,5-oxide	29.2044431682
4,5-Dihydro-4-hydroxy-5-S-glutathionyl-benzo[a]pyrene	29.2044431682
Benzo[a]pyrene-7,8-dihydrodiol	29.2044431682
7,8-Dihydro-7-hydroxy-8-S-glutathionyl-benzo[a]pyrene	29.2044431682
2,2-Dichloroacetaldehyde	29.2044431682
S-(2,2-Dichloro-1-hydroxy)ethyl glutathione	29.2044431682
1,1-Dichloroethylene epoxide	29.2044431682
2-(S-Glutathionyl)acetyl chloride	58.4088863364
Hydrochloric acid	116.8177726728
Chloroacetyl chloride	29.2044431682
S-(2-Chloroacetyl)glutathione	29.2044431682
2-(S-Glutathionyl)acetyl glutathione	29.2044431682
Trichloroethene	29.2044431682
S-(1,2-Dichlorovinyl)glutathione	29.2044431682
1,2-Dibromoethane	29.2044431682
Glutathione episulfonium ion	29.2044431682
Hydrobromic acid	87.6133295046
2-Bromoacetaldehyde	29.2044431682
S-(Formylmethyl)glutathione	29.2044431682
Aldophosphamide	29.2044431682
4-Glutathionyl cyclophosphamide	29.2044431682
Aflatoxin B1-exo-8,9-epoxide	29.2044431682
Aflatoxin B1exo-8,9-epoxide-GSH	29.2044431682
Hepatotoxins	29.2044431682
L-Histidinal	57.1475648706
D-Glycerate	28.1759492647
Isomaltose	28.0588904664
Starch(n	28.0588904664
Starch(n)	28.0588904664
GDP-4-dehydro-6-deoxy-D-mannose	27.9017307803
tRNA(Gly)	27.2273725808
Glycyl-tRNA(Gly)	27.2273725808
Nitrogen	27.2174320033
Acetylene	27.2174320033
Ethylene	27.2174320033
Mannitol	27.0462531856
1,4-beta-D-Xylan	53.8807111232
4-Amino-4-deoxychorismate	26.8772141032
Precorrin 6Y	26.6069868926
Precorrin 8X	26.6069868926
Cobalt-dihydro-precorrin 6	26.6069868926
Cobalt-precorrin 7	53.2139737852
Cobalt-precorrin 8	26.6069868926
2-Methylthio-N6-L-threonylcarbamoyladenine in tRNA	26.5864250789
tRNA(Arg)	26.4976751146
L-Arginyl-tRNA(Arg)	26.4976751146
UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine	26.2017014868
Dihydroflavodoxin	26.2017014868
Protein glycine	26.2017014868
Flavodoxin semiquinone	26.2017014868
Protein glycin-2-yl radical	26.2017014868
Protoporphyrinogen IX	26.082512549
Protoporphyrin	44.1702276132
Coproporphyrin III	26.082512549
Propane-1,2-diol	38.0243576385
Propanal	25.7313642873
(R)-2-Hydroxybutane-1,2,4-tricarboxylate	24.6438639342
(Z)-But-1-ene-1,2,4-tricarboxylate	24.6438639342
Hydrogenobyrinate a,c diamide	24.5774231974
Gallate	24.0075603993
1,2,3-Trihydroxybenzene	24.0075603993
alpha,alpha-Trehalose	44.8541784584
alpha,alpha'-Trehalose 6-phosphate	39.4175738357
2-Dehydro-L-erythronate	23.6283200908
3-Dehydro-L-erythronate	23.6283200908
2-Dehydro-D-erythronate	23.6283200908
3-Dehydro-L-threonate	23.6283200908
Thiocarboxy-[sulfur-carrier protein]	23.3081531519
2-[(2R,5Z)-2-Carboxy-4-methylthiazol-5(2H)-ylidene]ethyl phosphate	23.3081531519
Sulfur-carrier protein	23.3081531519
N-Acetyl-D-glucosaminyldiphosphoundecaprenol	22.878581444
N-Acetyl-beta-D-mannosaminyl-1,4-N-acetyl-D-glucosaminyldiphosphoundecaprenol	22.878581444
N-Acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol	22.878581444
N-Acetyl-beta-D-mannosaminyl-(1->4)-N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol	22.878581444
L-Glutamate 5-semialdehyde	91.0978407294
L-erythro-4-Hydroxyglutamate	126.14243961239998
L-4-Hydroxyglutamate semialdehyde	42.047479870800004
Cyclic dehypoxanthine futalosine	21.9966969643
1,4-Dihydroxy-6-naphthoate	21.9966969643
Malonate	21.3549559604
2,4,6/3,5-Pentahydroxycyclohexanone	21.1065611728
1D-chiro-Inositol	21.1065611728
1-Keto-D-chiro-inositol	21.1065611728
Acylglycerone phosphate	20.7245988266
Long-chain alcohol	20.7245988266
O-Alkylglycerone phosphate	20.7245988266
Long-chain acid anion	20.7245988266
Iminoaspartate	20.5145104664
Chitin	133.6314301832
gamma-L-Glutamyl-L-cysteine	20.2607974394
gamma-L-Glutamyl-L-2-aminobutyrate	20.2607974394
Ophthalmate	20.2607974394
Butanal	35.9709332643
Butanoyl-CoA	50.6097261906
tRNA(Trp)	18.847479467
L-Tryptophanyl-tRNA(Trp)	18.847479467
tRNA(Asp)	18.2702252003
L-Aspartyl-tRNA(Asp)	18.2702252003
Magnesium cation	18.0877150642
Magnesium protoporphyrin	18.0877150642
Primary alcohol	16.6139347266
Aldehyde	16.6139347266
Ethanol	16.6139347266
3,4-Dihydroxyphenylethyleneglycol	16.6139347266
3,4-Dihydroxymandelaldehyde	16.6139347266
trans-3-Chloro-2-propene-1-ol	16.6139347266
trans-3-Chloroallyl aldehyde	16.6139347266
cis-3-Chloro-2-propene-1-ol	16.6139347266
cis-3-Chloroallyl aldehyde	16.6139347266
1-Hydroxymethylnaphthalene	16.6139347266
1-Naphthaldehyde	16.6139347266
(2-Naphthyl)methanol	16.6139347266
2-Naphthaldehyde	16.6139347266
Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	16.0754853552
Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine	16.0754853552
G10552	16.0754853552
UDP-N-acetyl-D-glucosamine	32.1509707104
G10553	16.0754853552
G10556	16.0754853552
G10555	16.0754853552
Maltose 6'-phosphate	31.119705158
Salicin	15.559852579
Arbutin	15.559852579
Propanoyl-CoA	15.5022493944
4-O-beta-D-Mannopyranosyl-D-glucopyranose	14.9903416349
5-Methyltetrahydropteroyltri-L-glutamate	14.8480077912
Tetrahydropteroyltri-L-glutamate	14.8480077912
Acetoacetyl-CoA	14.6387929263
3-Oxohexanoyl-CoA	14.6387929263
Phytic acid	14.6146278896
Inositol 1,2,3,5,6-pentakisphosphate	14.6146278896
N-Succinyl-LL-2,6-diaminoheptanedioate	14.5037243053
N-Succinyl-2-L-amino-6-oxoheptanedioate	14.5037243053
UDP-N-acetyl-2-amino-2-deoxy-D-glucuronate	14.296323614
UDP-N-acetyl-D-galactosamine	14.296323614
UDP-N-acetyl-D-galactosaminuronic acid	14.296323614
Phosphatidylcholine	56.2137811308
1-Acyl-sn-glycero-3-phosphocholine	59.2087913623
Fatty acid	40.086931491399994
Arachidonate	14.0534452827
1-Acyl-sn-glycero-3-phosphoethanolamine	17.0484555142
Linoleate	14.0534452827
O-1-Alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine	14.0534452827
1-(1-Alkenyl)-sn-glycero-3-phosphoethanolamine	14.0534452827
1-Radyl-2-acyl-sn-glycero-3-phosphocholine	14.0534452827
1-Organyl-2-lyso-sn-glycero-3-phosphocholine	14.0534452827
(9Z,12Z,15Z)-Octadecatrienoic acid	14.0534452827
5-Amino-6-(5'-phosphoribosylamino)uracil	28.0038209334
2-Dehydro-L-idonate	13.7597174423
2,5-Didehydro-D-gluconate	13.7597174423
Sucrose 6-phosphate	13.7388025472
5-Aminolevulinate	26.5684596564
Porphobilinogen	13.2842298282
Methanethiol	12.8125758576
O-Acetyl-L-serine	12.8125758576
Ethylene glycol	12.2929933512
Rutin	11.636824014
Naringin	11.636824014
5-Phosphoribosylamine	11.2464315306
5'-Phosphoribosylglycinamide	33.739294591800004
1,2-Diacyl-3-alpha-D-glucosyl-sn-glycerol	10.6675454425
Galactosylglucosyldiacylglycerol	10.6675454425
UDP-D-galactose	10.6675454425
alpha-Glc-DAG	10.6675454425
GalGlc-DAG	10.6675454425
2,3-Dihydroxy-3-methylbutanoate	10.5239626957
(R)-2,3-Dihydroxy-3-methylbutanoate	10.5239626957
(R)-2,3-Dihydroxy-3-methylpentanoate	10.5239626957
KDO2-lipid A	20.1494162588
Diacylglycerol	40.2988325176
KDO2-lipid A 1-(2-aminoethyl diphosphate)	20.1494162588
KDO2-lipid A 4'-(2-aminoethyl diphosphate)	10.0747081294
KDO2-lipid A 1,4'-bis(2-aminoethyl diphosphate)	10.0747081294
1-Dephospho-KDO2-lipid A	10.0747081294
1-PEtN-KDO2-lipid A	10.0747081294
[Protein]-L-cysteine	9.8293811578
[Protein]-S-sulfanyl-L-cysteine	9.8293811578
tRNA(Ser)	9.4211945834
L-Seryl-tRNA(Ser)	9.4211945834
tRNA(Sec)	9.4211945834
L-Seryl-tRNA(Sec)	9.4211945834
N6-Acetyl-LL-2,6-diaminoheptanedioate	9.3500890225
Cobalt-precorrin 5B	9.1607537784
Cobalt-precorrin 6	9.1607537784
Putrescine	7.7891322405
(S)-Lactate	7.6517181235
tRNA containing 5-carboxymethylaminomethyl-2-thiouridine	5.8800452965
Nitrate	16.1818428339
Ferrocytochrome	10.7878952226
Ferricytochrome	10.7878952226
Cys-Gly	3.380117317
R-S-Cysteinylglycine	3.380117317
S-Substituted L-cysteine	3.380117317
2-Aminoethylphosphonate	3.0321345012
2-Acyl-sn-glycero-3-phosphocholine	2.9950102315
2-Acyl-sn-glycero-3-phosphoethanolamine	2.9950102315
Urocanate	2.9404131668
(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate	2.6428730681
(Z)-But-2-ene-1,2,3-tricarboxylate	2.6428730681
3',5'-Cyclic AMP	1.5241376064
3',5'-Cyclic GMP	1.5241376064
