# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR7947168_1
UniClust90_8609-CNIGIGDP_01141	148.8933945276
UniClust90_8609-CNIGIGDP_01141|unclassified	148.8933945276
UniRef90_A0A0P0M0E8	148.8735518235
UniRef90_A0A0P0M0E8|unclassified	148.8735518235
UniRef90_A0A174FAK4	148.7934040120
UniRef90_A0A174FAK4|unclassified	148.7934040120
UniClust90_47641-OALJDPAB_00215	148.7106455987
UniClust90_47641-OALJDPAB_00215|unclassified	148.7106455987
UniRef90_I3YHN1	148.6462843024
UniRef90_I3YHN1|unclassified	148.6462843024
UniClust90_7081-BIBPILJI_00516	148.6043460051
UniClust90_7081-BIBPILJI_00516|unclassified	148.6043460051
UniClust90_37436-PBKEFOIO_01336	148.5496531909
UniClust90_37436-PBKEFOIO_01336|unclassified	148.5496531909
UniClust90_4677-ADHNONAN_00225	148.4754481570
UniClust90_4677-ADHNONAN_00225|unclassified	148.4754481570
UniRef90_UNK4831-JPCLNOKM_00429	148.4754481570
UniRef90_UNK4831-JPCLNOKM_00429|unclassified	148.4754481570
UniClust90_72838-AICDODBF_01126	148.4308780035
UniClust90_72838-AICDODBF_01126|unclassified	148.4308780035
UniRef90_A0A3R4IR99	148.4272895522
UniRef90_A0A3R4IR99|unclassified	148.4272895522
UniRef90_D6D811	148.2610058045
UniRef90_D6D811|unclassified	148.2610058045
UniClust90_14872-HFCCCLOG_01626	148.2301116326
UniClust90_14872-HFCCCLOG_01626|unclassified	148.2301116326
UniRef90_A0A1J5AK75	148.0633543063
UniRef90_A0A1J5AK75|unclassified	148.0633543063
UniClust90_1950-IKEMEHML_00125	147.9821742429
UniClust90_1950-IKEMEHML_00125|unclassified	147.9821742429
UniClust90_4732-DIHGOPAH_01156	147.9821742429
UniClust90_4732-DIHGOPAH_01156|unclassified	147.9821742429
UniClust90_5763-DMFHOPEO_01648	147.9821742429
UniClust90_5763-DMFHOPEO_01648|unclassified	147.9821742429
UniClust90_7274-NKDNAEKH_03251	147.9821742429
UniClust90_7274-NKDNAEKH_03251|unclassified	147.9821742429
UniClust90_985-MGNJDHNP_00997	147.9821742429
UniClust90_985-MGNJDHNP_00997|unclassified	147.9821742429
UniRef90_A0A3S4P3D1	147.9821742429
UniRef90_A0A3S4P3D1|unclassified	147.9821742429
UniRef90_K1TJ63	147.9821742429
UniRef90_K1TJ63|unclassified	147.9821742429
UniRef90_W1ECM3	147.9821742429
UniRef90_W1ECM3|unclassified	147.9821742429
UniRef90_A0A0P0G603	147.8628154451
UniRef90_A0A0P0G603|unclassified	147.8628154451
UniClust90_1950-MIFHFINL_02010	147.7513928240
UniClust90_1950-MIFHFINL_02010|unclassified	147.7513928240
UniClust90_7257-AEJPLBFF_01966	147.7063480500
UniClust90_7257-AEJPLBFF_01966|unclassified	147.7063480500
UniRef90_UNK7038-BOCDCHHM_01250	147.7063480500
UniRef90_UNK7038-BOCDCHHM_01250|unclassified	147.7063480500
UniRef90_A0A244CIZ1	147.5411025983
UniRef90_A0A244CIZ1|unclassified	147.5411025983
UniRef90_A0A0U0XF86	147.5285186167
UniRef90_A0A0U0XF86|unclassified	147.5285186167
UniClust90_14759-AEEMJJNK_00545	147.4921670434
UniClust90_14759-AEEMJJNK_00545|unclassified	147.4921670434
UniClust90_41460-APPMGDBM_00812	147.4921670434
UniClust90_41460-APPMGDBM_00812|unclassified	147.4921670434
UniClust90_43534-ENHPGMEG_02768	147.4921670434
UniClust90_43534-ENHPGMEG_02768|unclassified	147.4921670434
UniClust90_59844-EFBKINOL_01366	147.4921670434
UniClust90_59844-EFBKINOL_01366|unclassified	147.4921670434
UniRef90_A0A108T2Y8	147.4725145074
UniRef90_A0A108T2Y8|unclassified	147.4725145074
UniRef90_A6KZ38	147.2887431028
UniRef90_A6KZ38|unclassified	147.2887431028
UniClust90_35654-BKIKEKOA_00705	147.2886183808
UniClust90_35654-BKIKEKOA_00705|unclassified	147.2886183808
UniClust90_7028-CCACHHOE_00647	147.2628622199
UniClust90_7028-CCACHHOE_00647|unclassified	147.2628622199
UniClust90_14845-GONFOFFK_00317	147.0053942148
UniClust90_14845-GONFOFFK_00317|unclassified	147.0053942148
UniClust90_41623-GCOLFMKK_00163	147.0053942148
UniClust90_41623-GCOLFMKK_00163|unclassified	147.0053942148
UniClust90_7140-BPDBKAAH_00113	147.0053942148
UniClust90_7140-BPDBKAAH_00113|unclassified	147.0053942148
UniRef90_A0A1E3A696	147.0053942148
UniRef90_A0A1E3A696|unclassified	147.0053942148
UniRef90_A0A3M1CGB2	147.0053942148
UniRef90_A0A3M1CGB2|unclassified	147.0053942148
UniRef90_A7VYQ0	147.0053942148
UniRef90_A7VYQ0|unclassified	147.0053942148
UniRef90_UNK5852-PKJMLHDH_00568	147.0053942148
UniRef90_UNK5852-PKJMLHDH_00568|unclassified	147.0053942148
UniRef90_D4LL41	146.9783128040
UniRef90_D4LL41|unclassified	146.9783128040
UniRef90_H3K9H5	146.8843024568
UniRef90_H3K9H5|unclassified	146.8843024568
UniRef90_UNK1689-ODMCGDCO_01642	146.8843024568
UniRef90_UNK1689-ODMCGDCO_01642|unclassified	146.8843024568
UniRef90_R5X254	146.7541378855
UniRef90_R5X254|unclassified	146.7541378855
UniRef90_A0A0P0M3U1	146.6364629108
UniRef90_A0A0P0M3U1|unclassified	146.6364629108
UniClust90_103622-BKFPIFKI_03958	146.5218238391
UniClust90_103622-BKFPIFKI_03958|unclassified	146.5218238391
UniClust90_35930-GAPPILOP_01022	146.5218238391
UniClust90_35930-GAPPILOP_01022|unclassified	146.5218238391
UniClust90_41565-MCNAJKIO_00536	146.5218238391
UniClust90_41565-MCNAJKIO_00536|unclassified	146.5218238391
UniClust90_43539-EGDPNLFG_00124	146.5218238391
UniClust90_43539-EGDPNLFG_00124|unclassified	146.5218238391
UniClust90_20262-GJIAJJGE_01459	146.4015267752
UniClust90_20262-GJIAJJGE_01459|unclassified	146.4015267752
UniClust90_15013-GHIIIMJB_00512	146.1833633728
UniClust90_15013-GHIIIMJB_00512|unclassified	146.1833633728
UniRef90_A0A173XP95	146.1731314031
UniRef90_A0A173XP95|unclassified	146.1731314031
UniRef90_A0A449PM13	146.1730853857
UniRef90_A0A449PM13|unclassified	146.1730853857
UniRef90_A0A174NDS7	146.1292375776
UniRef90_A0A174NDS7|unclassified	146.1292375776
UniClust90_45231-CKONKIHM_02099	146.0889298199
UniClust90_45231-CKONKIHM_02099|unclassified	146.0889298199
UniClust90_14099-LJMMKGJA_00358	146.0414244167
UniClust90_14099-LJMMKGJA_00358|unclassified	146.0414244167
UniClust90_1862-CLLAKNFB_01687	146.0414244167
UniClust90_1862-CLLAKNFB_01687|unclassified	146.0414244167
UniClust90_3684-NGMJCMIG_00238	146.0414244167
UniClust90_3684-NGMJCMIG_00238|unclassified	146.0414244167
UniClust90_41535-CHHDKLNM_01865	146.0414244167
UniClust90_41535-CHHDKLNM_01865|unclassified	146.0414244167
UniClust90_47538-EKNBOPEB_00854	146.0414244167
UniClust90_47538-EKNBOPEB_00854|unclassified	146.0414244167
UniRef90_A0A0F2IY05	146.0414244167
UniRef90_A0A0F2IY05|unclassified	146.0414244167
UniRef90_A0A174T7Z7	146.0414244167
UniRef90_A0A174T7Z7|unclassified	146.0414244167
UniRef90_A0A377XM48	146.0414244167
UniRef90_A0A377XM48|unclassified	146.0414244167
UniRef90_A0A3G2C6T1	146.0414244167
UniRef90_A0A3G2C6T1|unclassified	146.0414244167
UniRef90_A0A0P0F8V1	145.8371445699
UniRef90_A0A0P0F8V1|unclassified	145.8371445699
UniClust90_4861-MGKCJCFI_01119	145.6091879057
UniClust90_4861-MGKCJCFI_01119|unclassified	145.6091879057
UniClust90_1810-KBMJCDAD_02485	145.5641648598
UniClust90_1810-KBMJCDAD_02485|unclassified	145.5641648598
UniClust90_19351-CFOPAOCJ_01504	145.5641648598
UniClust90_19351-CFOPAOCJ_01504|unclassified	145.5641648598
UniClust90_35816-LHHKDBEJ_00940	145.5641648598
UniClust90_35816-LHHKDBEJ_00940|unclassified	145.5641648598
UniClust90_41634-FPCFJFMD_01544	145.5641648598
UniClust90_41634-FPCFJFMD_01544|unclassified	145.5641648598
UniRef90_UNK3601-LMGGCIBF_00425	145.5641648598
UniRef90_UNK3601-LMGGCIBF_00425|unclassified	145.5641648598
UniRef90_A0A354JU22	145.4477600898
UniRef90_A0A354JU22|unclassified	145.4477600898
UniRef90_A0A174X9Z1	145.4005538115
UniRef90_A0A174X9Z1|unclassified	145.4005538115
UniRef90_A0A1H4DW21	145.2826682959
UniRef90_A0A1H4DW21|unclassified	145.2826682959
UniRef90_C6PV36	145.2518605869
UniRef90_C6PV36|unclassified	145.2518605869
UniRef90_A0A174FB55	145.1211579408
UniRef90_A0A174FB55|unclassified	145.1211579408
UniClust90_63299-MEKJNMME_00145	145.0900144857
UniClust90_63299-MEKJNMME_00145|unclassified	145.0900144857
UniRef90_A0A174RHT8	145.0900144857
UniRef90_A0A174RHT8|unclassified	145.0900144857
UniRef90_A0A3B8S857	145.0900144857
UniRef90_A0A3B8S857|unclassified	145.0900144857
UniClust90_15145-IIGIJMFL_00803	144.6189430101
UniClust90_15145-IIGIJMFL_00803|unclassified	144.6189430101
UniRef90_A0A2X0PIW1	144.6189430101
UniRef90_A0A2X0PIW1|unclassified	144.6189430101
UniRef90_A0A3B0UEX3	144.6189430101
UniRef90_A0A3B0UEX3|unclassified	144.6189430101
UniRef90_A0A380ZGQ1	144.3158314306
UniRef90_A0A380ZGQ1|unclassified	144.3158314306
UniClust90_4631-FGPCFHBK_02566	144.2600814302
UniClust90_4631-FGPCFHBK_02566|unclassified	144.2600814302
UniClust90_35816-BMOIBFDG_00079	144.1509205408
UniClust90_35816-BMOIBFDG_00079|unclassified	144.1509205408
UniClust90_7047-GLNHOBPK_01482	144.1509205408
UniClust90_7047-GLNHOBPK_01482|unclassified	144.1509205408
UniRef90_A0A413LVF0	144.1509205408
UniRef90_A0A413LVF0|unclassified	144.1509205408
UniRef90_B6GD19	144.1509205408
UniRef90_B6GD19|unclassified	144.1509205408
UniRef90_W4PFU1	144.1509205408
UniRef90_W4PFU1|unclassified	144.1509205408
UniClust90_4571-BBNNAIDF_01988	143.8273274630
UniClust90_4571-BBNNAIDF_01988|unclassified	143.8273274630
UniRef90_D0R272	143.8234056500
UniRef90_D0R272|unclassified	143.8234056500
UniClust90_1878-HNFDFBKC_02884	143.7631291475
UniClust90_1878-HNFDFBKC_02884|unclassified	143.7631291475
UniClust90_1828-OOJOIKFM_01934	143.6859175713
UniClust90_1828-OOJOIKFM_01934|unclassified	143.6859175713
UniClust90_27789-PFALEEGP_04646	143.6859175713
UniClust90_27789-PFALEEGP_04646|unclassified	143.6859175713
UniRef90_A0A1C5MH38	143.6859175713
UniRef90_A0A1C5MH38|unclassified	143.6859175713
UniRef90_UNK35872-KBCAPPAP_00107	143.6859175713
UniRef90_UNK35872-KBCAPPAP_00107|unclassified	143.6859175713
UniClust90_63220-CDNFJGMB_02130	143.6841566258
UniClust90_63220-CDNFJGMB_02130|unclassified	143.6841566258
UniClust90_14253-MGEGHNNH_01651	143.4679321671
UniClust90_14253-MGEGHNNH_01651|unclassified	143.4679321671
UniRef90_A0A3G2JXF9	143.4247809637
UniRef90_A0A3G2JXF9|unclassified	143.4247809637
UniRef90_K1SRG6	143.4109570910
UniRef90_K1SRG6|unclassified	143.4109570910
UniClust90_14985-OCHHEIGI_00830	143.2929988792
UniClust90_14985-OCHHEIGI_00830|unclassified	143.2929988792
UniRef90_A0A1D6XS47	143.2620216084
UniRef90_A0A1D6XS47|unclassified	143.2620216084
UniRef90_Q8A4M8	143.2241637745
UniRef90_Q8A4M8|unclassified	143.2241637745
UniClust90_103409-ALAMIAMP_01673	143.2239049746
UniClust90_103409-ALAMIAMP_01673|unclassified	143.2239049746
UniClust90_41719-MIOFCLMH_02489	143.2239049746
UniClust90_41719-MIOFCLMH_02489|unclassified	143.2239049746
UniClust90_5752-OKOLNFPG_00657	143.2239049746
UniClust90_5752-OKOLNFPG_00657|unclassified	143.2239049746
UniRef90_Q8A3C0	143.2059303654
UniRef90_Q8A3C0|unclassified	143.2059303654
UniRef90_Q8A525	143.1235323853
UniRef90_Q8A525|unclassified	143.1235323853
UniClust90_4530-EOAIEJOA_00626	142.8861525492
UniClust90_4530-EOAIEJOA_00626|unclassified	142.8861525492
UniClust90_7041-DGBKEHKE_00593	142.7663206137
UniClust90_7041-DGBKEHKE_00593|unclassified	142.7663206137
UniClust90_103046-IECNIEPN_00520	142.7648539971
UniClust90_103046-IECNIEPN_00520|unclassified	142.7648539971
UniClust90_3991-OIDAMDPF_01433	142.7648539971
UniClust90_3991-OIDAMDPF_01433|unclassified	142.7648539971
UniClust90_4780-HCHHCIEP_01647	142.7648539971
UniClust90_4780-HCHHCIEP_01647|unclassified	142.7648539971
UniClust90_65710-DPGPAEHD_00705	142.7648539971
UniClust90_65710-DPGPAEHD_00705|unclassified	142.7648539971
UniClust90_88286-NOBOLLLF_04461	142.7648539971
UniClust90_88286-NOBOLLLF_04461|unclassified	142.7648539971
UniClust90_9301-MAPCMNIA_01618	142.7648539971
UniClust90_9301-MAPCMNIA_01618|unclassified	142.7648539971
UniRef90_A0A1T4J9D0	142.7648539971
UniRef90_A0A1T4J9D0|unclassified	142.7648539971
UniRef90_A0A2R5L3R6	142.7648539971
UniRef90_A0A2R5L3R6|unclassified	142.7648539971
UniRef90_A0A355XIG0	142.7648539971
UniRef90_A0A355XIG0|unclassified	142.7648539971
UniRef90_A0A3G2C7V7	142.6660061453
UniRef90_A0A3G2C7V7|unclassified	142.6660061453
UniRef90_A0A174GH58	142.6164476294
UniRef90_A0A174GH58|unclassified	142.6164476294
UniRef90_C9KZ91	142.4269516083
UniRef90_C9KZ91|unclassified	142.4269516083
UniRef90_E6SV42	142.4247673915
UniRef90_E6SV42|unclassified	142.4247673915
UniRef90_A0A127SWJ0	142.3265326988
UniRef90_A0A127SWJ0|unclassified	142.3265326988
UniClust90_1846-AKGAALOD_02539	142.3087362527
UniClust90_1846-AKGAALOD_02539|unclassified	142.3087362527
UniClust90_29418-FHDFOMEC_02392	142.3087362527
UniClust90_29418-FHDFOMEC_02392|unclassified	142.3087362527
UniClust90_5042-IKHAJFEM_01096	142.3087362527
UniClust90_5042-IKHAJFEM_01096|unclassified	142.3087362527
UniRef90_A0A174U514	142.3087362527
UniRef90_A0A174U514|unclassified	142.3087362527
UniRef90_A0A378B1K1	142.3087362527
UniRef90_A0A378B1K1|unclassified	142.3087362527
UniRef90_A0A447P4W6	142.3087362527
UniRef90_A0A447P4W6|unclassified	142.3087362527
UniRef90_A0A409FFZ3	142.2206854438
UniRef90_A0A409FFZ3|unclassified	142.2206854438
UniRef90_A0A0P0M132	142.2095287472
UniRef90_A0A0P0M132|unclassified	142.2095287472
UniRef90_Q8A8R5	142.0472648515
UniRef90_Q8A8R5|unclassified	142.0472648515
UniClust90_4865-KJLJIPLP_00590	141.9364512923
UniClust90_4865-KJLJIPLP_00590|unclassified	141.9364512923
UniClust90_14295-ILNIBADA_01578	141.8555237169
UniClust90_14295-ILNIBADA_01578|unclassified	141.8555237169
UniClust90_1644-HJICDGGM_01461	141.8555237169
UniClust90_1644-HJICDGGM_01461|unclassified	141.8555237169
UniClust90_37124-JJJMCLOC_01084	141.8555237169
UniClust90_37124-JJJMCLOC_01084|unclassified	141.8555237169
UniClust90_4809-EGGAKFFC_03177	141.8555237169
UniClust90_4809-EGGAKFFC_03177|unclassified	141.8555237169
UniClust90_1857-FLPDHFPA_00078	141.7747537739
UniClust90_1857-FLPDHFPA_00078|unclassified	141.7747537739
UniClust90_4582-HHNPCDFF_01453	141.7142411724
UniClust90_4582-HHNPCDFF_01453|unclassified	141.7142411724
UniRef90_A0A174SRM3	141.6054072600
UniRef90_A0A174SRM3|unclassified	141.6054072600
UniRef90_A0A174JMW0	141.5114888153
UniRef90_A0A174JMW0|unclassified	141.5114888153
UniRef90_A0A173YR08	141.4991158591
UniRef90_A0A173YR08|unclassified	141.4991158591
UniRef90_UNK4829-CKDJEKCN_00609	141.4853958615
UniRef90_UNK4829-CKDJEKCN_00609|unclassified	141.4853958615
UniClust90_14036-FIGIBKJF_00380	141.4051887209
UniClust90_14036-FIGIBKJF_00380|unclassified	141.4051887209
UniClust90_35739-JGFCKMNL_01605	141.4051887209
UniClust90_35739-JGFCKMNL_01605|unclassified	141.4051887209
UniClust90_40889-POPGNIBD_00314	141.4051887209
UniClust90_40889-POPGNIBD_00314|unclassified	141.4051887209
UniClust90_49965-INCFCHFF_00863	141.4051887209
UniClust90_49965-INCFCHFF_00863|unclassified	141.4051887209
UniRef90_A0A174J7P7	141.4051887209
UniRef90_A0A174J7P7|unclassified	141.4051887209
UniRef90_A0A1K2I9U1	141.4051887209
UniRef90_A0A1K2I9U1|unclassified	141.4051887209
UniRef90_H3EC08	141.4051887209
UniRef90_H3EC08|unclassified	141.4051887209
UniRef90_D4MU51	141.3703192220
UniRef90_D4MU51|unclassified	141.3703192220
UniRef90_A0A091BX26	141.3038038687
UniRef90_A0A091BX26|unclassified	141.3038038687
UniRef90_A0A174GZ33	141.2704124845
UniRef90_A0A174GZ33|unclassified	141.2704124845
UniClust90_2329-GHCAGAMK_04853	141.2619569893
UniClust90_2329-GHCAGAMK_04853|unclassified	141.2619569893
UniRef90_UNK1802-MMFIAACB_02561	141.1842830684
UniRef90_UNK1802-MMFIAACB_02561|unclassified	141.1842830684
UniRef90_A0A0P0LH65	141.1045629546
UniRef90_A0A0P0LH65|unclassified	141.1045629546
UniRef90_Q8AAD5	141.0133756080
UniRef90_Q8AAD5|unclassified	141.0133756080
UniClust90_35719-BIMBFDIG_01762	140.9577039465
UniClust90_35719-BIMBFDIG_01762|unclassified	140.9577039465
UniClust90_4631-AHEEIKLE_02330	140.9577039465
UniClust90_4631-AHEEIKLE_02330|unclassified	140.9577039465
UniClust90_7298-MIINCFBA_01713	140.9577039465
UniClust90_7298-MIINCFBA_01713|unclassified	140.9577039465
UniRef90_A0A3R4I7U2	140.9577039465
UniRef90_A0A3R4I7U2|unclassified	140.9577039465
UniRef90_D4MZA4	140.9577039465
UniRef90_D4MZA4|unclassified	140.9577039465
UniRef90_C9LDP6	140.9306925942
UniRef90_C9LDP6|unclassified	140.9306925942
UniRef90_D1PVF6	140.7192494953
UniRef90_D1PVF6|unclassified	140.7192494953
UniRef90_A0A0P0EW07	140.6190885063
UniRef90_A0A0P0EW07|unclassified	140.6190885063
UniRef90_UNK35765-CHBIJBIA_00988	140.5677138975
UniRef90_UNK35765-CHBIJBIA_00988|unclassified	140.5677138975
UniClust90_14745-GJOANHBI_01571	140.5130424199
UniClust90_14745-GJOANHBI_01571|unclassified	140.5130424199
UniClust90_35711-AMLIJEFH_02341	140.5130424199
UniClust90_35711-AMLIJEFH_02341|unclassified	140.5130424199
UniClust90_4786-OPAOIKAF_02095	140.5130424199
UniClust90_4786-OPAOIKAF_02095|unclassified	140.5130424199
UniClust90_5822-DBEDBDGH_00434	140.5130424199
UniClust90_5822-DBEDBDGH_00434|unclassified	140.5130424199
UniRef90_A0A3G2JXY9	140.5130424199
UniRef90_A0A3G2JXY9|unclassified	140.5130424199
UniRef90_A0A3P8M8V9	140.5086053592
UniRef90_A0A3P8M8V9|unclassified	140.5086053592
UniRef90_D4M5L6	140.3625088970
UniRef90_D4M5L6|unclassified	140.3625088970
UniRef90_Q89ZM4	140.3201179329
UniRef90_Q89ZM4|unclassified	140.3201179329
UniClust90_1819-PDJKKGHP_00192	140.3110182522
UniClust90_1819-PDJKKGHP_00192|unclassified	140.3110182522
UniRef90_F9CZI9	140.2502917860
UniRef90_F9CZI9|unclassified	140.2502917860
UniRef90_A0A0Q0YTA9	140.2196616279
UniRef90_A0A0Q0YTA9|unclassified	140.2196616279
UniRef90_D4VKR6	140.1446684158
UniRef90_D4VKR6|unclassified	140.1446684158
UniRef90_D4KTQ0	140.0742941472
UniRef90_D4KTQ0|unclassified	140.0742941472
UniClust90_3983-CONILIIM_00358	140.0711775066
UniClust90_3983-CONILIIM_00358|unclassified	140.0711775066
UniClust90_4051-JFGLBEIF_00719	140.0711775066
UniClust90_4051-JFGLBEIF_00719|unclassified	140.0711775066
UniRef90_A0A180F855	139.9580243383
UniRef90_A0A180F855|unclassified	139.9580243383
UniRef90_F9DA87	139.7021051410
UniRef90_F9DA87|unclassified	139.7021051410
UniClust90_74356-IGGEPBHE_01216	139.6751734240
UniClust90_74356-IGGEPBHE_01216|unclassified	139.6751734240
UniClust90_1802-MMFIAACB_03438	139.6320829063
UniClust90_1802-MMFIAACB_03438|unclassified	139.6320829063
UniClust90_1887-DJHNJJEH_01541	139.6320829063
UniClust90_1887-DJHNJJEH_01541|unclassified	139.6320829063
UniClust90_1916-MCCGPBMD_02808	139.6320829063
UniClust90_1916-MCCGPBMD_02808|unclassified	139.6320829063
UniClust90_3592-DFLGOMOC_01586	139.6320829063
UniClust90_3592-DFLGOMOC_01586|unclassified	139.6320829063
UniClust90_43350-NJCJGBPN_01645	139.6320829063
UniClust90_43350-NJCJGBPN_01645|unclassified	139.6320829063
UniRef90_UNK40332-IPMLHCPC_00904	139.6320829063
UniRef90_UNK40332-IPMLHCPC_00904|unclassified	139.6320829063
UniRef90_UPI0006291C24	139.6320829063
UniRef90_UPI0006291C24|unclassified	139.6320829063
UniRef90_A0A1A5VI22	139.5235090977
UniRef90_A0A1A5VI22|unclassified	139.5235090977
UniRef90_UNK1813-HLMLIPBN_01052	139.5108367954
UniRef90_UNK1813-HLMLIPBN_01052|unclassified	139.5108367954
UniClust90_95276-DHKAGLIM_02721	139.3459193697
UniClust90_95276-DHKAGLIM_02721|unclassified	139.3459193697
UniRef90_A0A0D5MII3	139.3353130771
UniRef90_A0A0D5MII3|unclassified	139.3353130771
UniRef90_A0A174KQP7	139.3118899771
UniRef90_A0A174KQP7|unclassified	139.3118899771
UniRef90_E6SVY8	139.3046494959
UniRef90_E6SVY8|unclassified	139.3046494959
UniClust90_10772-OOBKKIIA_02677	139.1957326472
UniClust90_10772-OOBKKIIA_02677|unclassified	139.1957326472
UniClust90_69171-BHALCELC_01681	139.1957326472
UniClust90_69171-BHALCELC_01681|unclassified	139.1957326472
UniRef90_UNK1949-CJGKAFCL_02120	138.9592930907
UniRef90_UNK1949-CJGKAFCL_02120|unclassified	138.9592930907
UniRef90_A0A1C5TPA0	138.9221286735
UniRef90_A0A1C5TPA0|unclassified	138.9221286735
UniClust90_41663-EFJIKODG_02857	138.7621010813
UniClust90_41663-EFJIKODG_02857|unclassified	138.7621010813
UniClust90_4803-AIDKPGGC_03224	138.7621010813
UniClust90_4803-AIDKPGGC_03224|unclassified	138.7621010813
UniClust90_69986-DNJIJCFO_00001	138.7621010813
UniClust90_69986-DNJIJCFO_00001|unclassified	138.7621010813
UniRef90_A0A1Q6F063	138.7621010813
UniRef90_A0A1Q6F063|unclassified	138.7621010813
UniRef90_I7LPV0	138.7621010813
UniRef90_I7LPV0|unclassified	138.7621010813
UniRef90_UNK4761-KEMDCCND_00262	138.7621010813
UniRef90_UNK4761-KEMDCCND_00262|unclassified	138.7621010813
UniRef90_Q8A1D3	138.7026212700
UniRef90_Q8A1D3|unclassified	138.7026212700
UniClust90_5858-FEAMLPFH_00168	138.4454974065
UniClust90_5858-FEAMLPFH_00168|unclassified	138.4454974065
UniClust90_41579-AOHMLFON_00431	138.4454165783
UniClust90_41579-AOHMLFON_00431|unclassified	138.4454165783
UniRef90_UNK4834-BEEIGKEN_00451	138.4148949006
UniRef90_UNK4834-BEEIGKEN_00451|unclassified	138.4148949006
UniClust90_1844-MEKFKMCK_04279	138.3311628792
UniClust90_1844-MEKFKMCK_04279|unclassified	138.3311628792
UniClust90_2284-FMMACPBB_00366	138.3311628792
UniClust90_2284-FMMACPBB_00366|unclassified	138.3311628792
UniClust90_7040-HICJIABN_01626	138.3311628792
UniClust90_7040-HICJIABN_01626|unclassified	138.3311628792
UniRef90_A0A336N9X2	138.3311628792
UniRef90_A0A336N9X2|unclassified	138.3311628792
UniRef90_F3QU18	138.3311628792
UniRef90_F3QU18|unclassified	138.3311628792
UniRef90_Q7NIG3	138.3311628792
UniRef90_Q7NIG3|unclassified	138.3311628792
UniRef90_R6XKW2	138.3311628792
UniRef90_R6XKW2|unclassified	138.3311628792
UniRef90_A0A0P0M2Y8	138.3172170714
UniRef90_A0A0P0M2Y8|unclassified	138.3172170714
UniClust90_1500-AKMBAGKB_01088	138.2583793057
UniClust90_1500-AKMBAGKB_01088|unclassified	138.2583793057
UniRef90_A0A415FIR4	138.1592719417
UniRef90_A0A415FIR4|unclassified	138.1592719417
UniRef90_A0A0P0FEL6	138.1424929659
UniRef90_A0A0P0FEL6|unclassified	138.1424929659
UniRef90_UNK4829-CKOGNIHF_01813	137.9840954454
UniRef90_UNK4829-CKOGNIHF_01813|unclassified	137.9840954454
UniClust90_14999-IHHJDFGG_00607	137.9028930251
UniClust90_14999-IHHJDFGG_00607|unclassified	137.9028930251
UniClust90_29957-IJBDPEGF_02736	137.9028930251
UniClust90_29957-IJBDPEGF_02736|unclassified	137.9028930251
UniClust90_7039-MFCLGHMM_00180	137.9028930251
UniClust90_7039-MFCLGHMM_00180|unclassified	137.9028930251
UniRef90_A0A0F2GQM1	137.9028930251
UniRef90_A0A0F2GQM1|unclassified	137.9028930251
UniRef90_A0A1Q6EWQ8	137.9028930251
UniRef90_A0A1Q6EWQ8|unclassified	137.9028930251
UniRef90_A0A409S1Z6	137.9028930251
UniRef90_A0A409S1Z6|unclassified	137.9028930251
UniRef90_K1UL25	137.9028930251
UniRef90_K1UL25|unclassified	137.9028930251
UniRef90_UNK5789-PCNCNCBK_00929	137.9028930251
UniRef90_UNK5789-PCNCNCBK_00929|unclassified	137.9028930251
UniRef90_Q64SQ6	137.8514382133
UniRef90_Q64SQ6|unclassified	137.8514382133
UniRef90_D3R7H7	137.6071405612
UniRef90_D3R7H7|unclassified	137.6071405612
UniClust90_1416-OMCPGHJF_01257	137.4772668120
UniClust90_1416-OMCPGHJF_01257|unclassified	137.4772668120
UniClust90_1429-OBHDJCDA_00699	137.4772668120
UniClust90_1429-OBHDJCDA_00699|unclassified	137.4772668120
UniClust90_1910-HFMHANGF_01697	137.4772668120
UniClust90_1910-HFMHANGF_01697|unclassified	137.4772668120
UniClust90_40800-EIGEGMAG_01662	137.4772668120
UniClust90_40800-EIGEGMAG_01662|unclassified	137.4772668120
UniClust90_4294-OPJMGDEA_02431	137.4772668120
UniClust90_4294-OPJMGDEA_02431|unclassified	137.4772668120
UniClust90_69263-GIBDJMBO_00193	137.4772668120
UniClust90_69263-GIBDJMBO_00193|unclassified	137.4772668120
UniClust90_7027-LPELKADP_00261	137.4772668120
UniClust90_7027-LPELKADP_00261|unclassified	137.4772668120
UniRef90_A0A3D4RBT6	137.4772668120
UniRef90_A0A3D4RBT6|unclassified	137.4772668120
UniRef90_J9GV13	137.3765726110
UniRef90_J9GV13|unclassified	137.3765726110
UniClust90_4638-CHJLMNIO_00657	137.2862975999
UniClust90_4638-CHJLMNIO_00657|unclassified	137.2862975999
UniClust90_1863-JINDPHPA_01275	137.1568773366
UniClust90_1863-JINDPHPA_01275|unclassified	137.1568773366
UniRef90_Q8A455	137.1099150130
UniRef90_Q8A455|unclassified	137.1099150130
UniRef90_A0A0D0YU37	137.0867063950
UniRef90_A0A0D0YU37|unclassified	137.0867063950
UniClust90_1889-BOIFDMFL_02531	137.0542598372
UniClust90_1889-BOIFDMFL_02531|unclassified	137.0542598372
UniClust90_29924-AMIDPNFI_01130	137.0542598372
UniClust90_29924-AMIDPNFI_01130|unclassified	137.0542598372
UniRef90_A0A0P0LHV7	137.0542598372
