# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR7947168_1
UniRef90_X1A861|unclassified	75.2212406146
UniRef90_A0A380KP07	75.2107610847
UniRef90_A0A380KP07|unclassified	75.2107610847
UniRef90_A0A174J8G7	75.1782987003
UniRef90_A0A174J8G7|unclassified	75.1782987003
UniRef90_Q8A4B1	75.1778434622
UniRef90_Q8A4B1|unclassified	75.1778434622
UniClust90_41425-EEKKHCFG_01252	75.1168753358
UniClust90_41425-EEKKHCFG_01252|unclassified	75.1168753358
UniRef90_UNK15233-JHMFNIML_02422	75.1168753358
UniRef90_UNK15233-JHMFNIML_02422|unclassified	75.1168753358
UniClust90_5852-NJEDBLJN_00832	75.1140547169
UniClust90_5852-NJEDBLJN_00832|unclassified	75.1140547169
UniRef90_A0A0X8FCS5	75.1140547169
UniRef90_A0A0X8FCS5|unclassified	75.1140547169
UniRef90_U4KP52	75.1140547169
UniRef90_U4KP52|unclassified	75.1140547169
UniRef90_A0A378NS24	75.0830544357
UniRef90_A0A378NS24|unclassified	75.0830544357
UniRef90_A0A091BX06	75.0274871006
UniRef90_A0A091BX06|unclassified	75.0274871006
UniClust90_2155-BPONIJEH_01986	75.0205424609
UniClust90_2155-BPONIJEH_01986|unclassified	75.0205424609
UniClust90_39876-HNKIFJAA_01800	74.9876000793
UniClust90_39876-HNKIFJAA_01800|unclassified	74.9876000793
UniClust90_41609-JLHAPAEH_02897	74.9876000793
UniClust90_41609-JLHAPAEH_02897|unclassified	74.9876000793
UniRef90_UNK1797-IMBOFNDH_00758	74.9876000793
UniRef90_UNK1797-IMBOFNDH_00758|unclassified	74.9876000793
UniClust90_13896-EPIJABNH_02385	74.9853695383
UniClust90_13896-EPIJABNH_02385|unclassified	74.9853695383
UniRef90_UNK4808-HJHMGJCO_00984	74.9584030624
UniRef90_UNK4808-HJHMGJCO_00984|unclassified	74.9584030624
UniRef90_A0A2X3D922	74.9570825649
UniRef90_A0A2X3D922|unclassified	74.9570825649
UniRef90_C5G6D7	74.9295983590
UniRef90_C5G6D7|unclassified	74.9295983590
UniClust90_41775-NJKIFLIB_01584	74.9244903833
UniClust90_41775-NJKIFLIB_01584|unclassified	74.9244903833
UniClust90_37143-IFGGCFNL_01255	74.8761049820
UniClust90_37143-IFGGCFNL_01255|unclassified	74.8761049820
UniClust90_5849-CJDPOBBM_01494	74.8615704993
UniClust90_5849-CJDPOBBM_01494|unclassified	74.8615704993
UniRef90_A0A1F6QF81	74.8615704993
UniRef90_A0A1F6QF81|unclassified	74.8615704993
UniRef90_I0LAA8	74.8615704993
UniRef90_I0LAA8|unclassified	74.8615704993
UniClust90_43353-LPHCOKFP_01973	74.7674345205
UniClust90_43353-LPHCOKFP_01973|unclassified	74.7674345205
UniClust90_1408-DMMAOFCJ_00376	74.7359638374
UniClust90_1408-DMMAOFCJ_00376|unclassified	74.7359638374
UniClust90_4763-CPECILKH_03106	74.7359638374
UniClust90_4763-CPECILKH_03106|unclassified	74.7359638374
UniClust90_66466-JCHLHFAN_00945	74.7359638374
UniClust90_66466-JCHLHFAN_00945|unclassified	74.7359638374
UniRef90_A0A017NF28	74.7359638374
UniRef90_A0A017NF28|unclassified	74.7359638374
UniRef90_A0A3G9H2B8	74.7359638374
UniRef90_A0A3G9H2B8|unclassified	74.7359638374
UniRef90_A0A448QRD2	74.7359638374
UniRef90_A0A448QRD2|unclassified	74.7359638374
UniRef90_UNK5853-BLGNDPNL_01468	74.7359638374
UniRef90_UNK5853-BLGNDPNL_01468|unclassified	74.7359638374
UniRef90_UNK7040-PBNOJNND_00001	74.7359638374
UniRef90_UNK7040-PBNOJNND_00001|unclassified	74.7359638374
UniClust90_37143-OJICNDAD_00252	74.7101057688
UniClust90_37143-OJICNDAD_00252|unclassified	74.7101057688
UniClust90_1963-GFDIEPHE_02123	74.6957385456
UniClust90_1963-GFDIEPHE_02123|unclassified	74.6957385456
UniClust90_1897-POAIIPNM_01961	74.6808537739
UniClust90_1897-POAIIPNM_01961|unclassified	74.6808537739
UniClust90_41474-LBLGGIGC_00600	74.6107779683
UniClust90_41474-LBLGGIGC_00600|unclassified	74.6107779683
UniRef90_A0A174V325	74.6107779683
UniRef90_A0A174V325|unclassified	74.6107779683
UniRef90_A0A1C6AHY0	74.6107779683
UniRef90_A0A1C6AHY0|unclassified	74.6107779683
UniRef90_A0A3D2X966	74.6107779683
UniRef90_A0A3D2X966|unclassified	74.6107779683
UniClust90_71764-EJECAKPH_02212	74.4970608310
UniClust90_71764-EJECAKPH_02212|unclassified	74.4970608310
UniClust90_3244-OIFJLAIC_00246	74.4860107811
UniClust90_3244-OIFJLAIC_00246|unclassified	74.4860107811
UniRef90_A0A078SQW4	74.4860107811
UniRef90_A0A078SQW4|unclassified	74.4860107811
UniRef90_A0A174UDK6	74.4860107811
UniRef90_A0A174UDK6|unclassified	74.4860107811
UniRef90_A0A378NQC8	74.4860107811
UniRef90_A0A378NQC8|unclassified	74.4860107811
UniRef90_A0A3C1K393	74.4860107811
UniRef90_A0A3C1K393|unclassified	74.4860107811
UniRef90_A0A3S4LSK6	74.4049580795
UniRef90_A0A3S4LSK6|unclassified	74.4049580795
UniRef90_F7JVN0	74.3942782172
UniRef90_F7JVN0|unclassified	74.3942782172
UniClust90_66069-HKIJFMMF_00652	74.3616601788
UniClust90_66069-HKIJFMMF_00652|unclassified	74.3616601788
UniRef90_A7VB01	74.3616601788
UniRef90_A7VB01|unclassified	74.3616601788
UniRef90_B0NK26	74.3616601788
UniRef90_B0NK26|unclassified	74.3616601788
UniRef90_Q5LA67	74.3616601788
UniRef90_Q5LA67|unclassified	74.3616601788
UniRef90_A0A174U9R3	74.3559659816
UniRef90_A0A174U9R3|unclassified	74.3559659816
UniClust90_4861-BLMFHBDK_01268	74.3033275562
UniClust90_4861-BLMFHBDK_01268|unclassified	74.3033275562
UniRef90_B2GCE0	74.2957599799
UniRef90_B2GCE0|unclassified	74.2957599799
UniRef90_G5SVT0	74.2801885960
UniRef90_G5SVT0|unclassified	74.2801885960
UniClust90_14212-AAKEFHKA_01320	74.2377240785
UniClust90_14212-AAKEFHKA_01320|unclassified	74.2377240785
UniClust90_14985-DAFPBFJL_01175	74.2377240785
UniClust90_14985-DAFPBFJL_01175|unclassified	74.2377240785
UniClust90_37159-BCNCKHBI_00600	74.2377240785
UniClust90_37159-BCNCKHBI_00600|unclassified	74.2377240785
UniClust90_5849-DCNIKIMP_00629	74.2377240785
UniClust90_5849-DCNIKIMP_00629|unclassified	74.2377240785
UniClust90_62192-AKGBJBIP_02147	74.2377240785
UniClust90_62192-AKGBJBIP_02147|unclassified	74.2377240785
UniClust90_66070-DKBEANGO_01098	74.2377240785
UniClust90_66070-DKBEANGO_01098|unclassified	74.2377240785
UniRef90_A0A0M6WJX3	74.2377240785
UniRef90_A0A0M6WJX3|unclassified	74.2377240785
UniRef90_D3YF32	74.2377240785
UniRef90_D3YF32|unclassified	74.2377240785
UniRef90_R6XN19	74.2377240785
UniRef90_R6XN19|unclassified	74.2377240785
UniRef90_UNK55833-DEAFINMB_00050	74.2377240785
UniRef90_UNK55833-DEAFINMB_00050|unclassified	74.2377240785
UniRef90_A0A174TVJ0	74.1907757109
UniRef90_A0A174TVJ0|unclassified	74.1907757109
UniClust90_7025-BMAMPOIN_00751	74.1679228650
UniClust90_7025-BMAMPOIN_00751|unclassified	74.1679228650
UniClust90_1941-IODPKPOM_01642	74.1142004111
UniClust90_1941-IODPKPOM_01642|unclassified	74.1142004111
UniRef90_A0A424YMI6	74.1142004111
UniRef90_A0A424YMI6|unclassified	74.1142004111
UniRef90_Q8A0S6	74.1112637631
UniRef90_Q8A0S6|unclassified	74.1112637631
UniRef90_A0A0P0LE22	74.0938287283
UniRef90_A0A0P0LE22|unclassified	74.0938287283
UniRef90_D4MZ58	74.0325175385
UniRef90_D4MZ58|unclassified	74.0325175385
UniRef90_A0A174FS18	73.9912912894
UniRef90_A0A174FS18|unclassified	73.9912912894
UniClust90_13947-MCPLKGMD_00879	73.9910871214
UniClust90_13947-MCPLKGMD_00879|unclassified	73.9910871214
UniClust90_2329-GHCAGAMK_04244	73.9910871214
UniClust90_2329-GHCAGAMK_04244|unclassified	73.9910871214
UniClust90_42016-BPMFGDEH_00303	73.9910871214
UniClust90_42016-BPMFGDEH_00303|unclassified	73.9910871214
UniClust90_4631-FGPCFHBK_02414	73.9910871214
UniClust90_4631-FGPCFHBK_02414|unclassified	73.9910871214
UniRef90_A0A0H5S8S4	73.9910871214
UniRef90_A0A0H5S8S4|unclassified	73.9910871214
UniRef90_A0A447TNU8	73.9910871214
UniRef90_A0A447TNU8|unclassified	73.9910871214
UniRef90_B0NAC5	73.9910871214
UniRef90_B0NAC5|unclassified	73.9910871214
UniRef90_D4MYN9	73.9910871214
UniRef90_D4MYN9|unclassified	73.9910871214
UniClust90_4659-MHMEBBAP_01742	73.9112393423
UniClust90_4659-MHMEBBAP_01742|unclassified	73.9112393423
UniRef90_A0A0P0GPJ2	73.8793634334
UniRef90_A0A0P0GPJ2|unclassified	73.8793634334
UniClust90_21046-IJHANOIK_00753	73.8683821677
UniClust90_21046-IJHANOIK_00753|unclassified	73.8683821677
UniClust90_35777-HJDAHLGJ_00448	73.8683821677
UniClust90_35777-HJDAHLGJ_00448|unclassified	73.8683821677
UniClust90_41521-LOIAOGHO_01580	73.8683821677
UniClust90_41521-LOIAOGHO_01580|unclassified	73.8683821677
UniClust90_41562-PBNKDAAC_00685	73.8683821677
UniClust90_41562-PBNKDAAC_00685|unclassified	73.8683821677
UniClust90_5794-DGKMJGMN_00169	73.8683821677
UniClust90_5794-DGKMJGMN_00169|unclassified	73.8683821677
UniRef90_Q7P3F1	73.8683821677
UniRef90_Q7P3F1|unclassified	73.8683821677
UniClust90_4598-AEPJICDK_01470	73.8620507826
UniClust90_4598-AEPJICDK_01470|unclassified	73.8620507826
UniClust90_2066-MFBFBLJG_00818	73.7460835217
UniClust90_2066-MFBFBLJG_00818|unclassified	73.7460835217
UniRef90_A0A0S2W885	73.7460835217
UniRef90_A0A0S2W885|unclassified	73.7460835217
UniRef90_A0A407V3W0	73.7460835217
UniRef90_A0A407V3W0|unclassified	73.7460835217
UniRef90_UPI000642D9F6	73.7460835217
UniRef90_UPI000642D9F6|unclassified	73.7460835217
UniRef90_A0A0P0M0I9	73.7009754752
UniRef90_A0A0P0M0I9|unclassified	73.7009754752
UniClust90_14243-NKODNAOC_01310	73.6957431922
UniClust90_14243-NKODNAOC_01310|unclassified	73.6957431922
UniRef90_A0A0P0ESN7	73.6300137551
UniRef90_A0A0P0ESN7|unclassified	73.6300137551
UniClust90_14761-DNPEJOAI_01358	73.6241891688
UniClust90_14761-DNPEJOAI_01358|unclassified	73.6241891688
UniClust90_1559-PGIJFDOP_00904	73.6241891688
UniClust90_1559-PGIJFDOP_00904|unclassified	73.6241891688
UniClust90_4595-BEPNMGMH_01098	73.6241891688
UniClust90_4595-BEPNMGMH_01098|unclassified	73.6241891688
UniClust90_4960-IMMEPPCO_02086	73.6241891688
UniClust90_4960-IMMEPPCO_02086|unclassified	73.6241891688
UniClust90_65296-ANLCNEOF_00413	73.6241891688
UniClust90_65296-ANLCNEOF_00413|unclassified	73.6241891688
UniRef90_UNK1818-FNHCFNOB_01716	73.6241891688
UniRef90_UNK1818-FNHCFNOB_01716|unclassified	73.6241891688
UniRef90_UPI0009DAD468	73.6004212433
UniRef90_UPI0009DAD468|unclassified	73.6004212433
UniClust90_17230-CGBJHFLB_00248	73.5679830581
UniClust90_17230-CGBJHFLB_00248|unclassified	73.5679830581
UniRef90_A0A173YMT3	73.5481579439
UniRef90_A0A173YMT3|unclassified	73.5481579439
UniClust90_5870-DMDCCOKL_00636	73.5026971074
UniClust90_5870-DMDCCOKL_00636|unclassified	73.5026971074
UniClust90_88539-HCAMBGJC_08210	73.5026971074
UniClust90_88539-HCAMBGJC_08210|unclassified	73.5026971074
UniRef90_A0A0T8CKX5	73.5026971074
UniRef90_A0A0T8CKX5|unclassified	73.5026971074
UniRef90_A0A174ASH0	73.5026971074
UniRef90_A0A174ASH0|unclassified	73.5026971074
UniClust90_2091-GCALNOJE_01472	73.4175333719
UniClust90_2091-GCALNOJE_01472|unclassified	73.4175333719
UniRef90_Q8A7T2	73.4140799116
UniRef90_Q8A7T2|unclassified	73.4140799116
UniClust90_21431-PNPBOOKL_00900	73.3903133997
UniClust90_21431-PNPBOOKL_00900|unclassified	73.3903133997
UniClust90_71759-JMFCLBLO_01648	73.3816053494
UniClust90_71759-JMFCLBLO_01648|unclassified	73.3816053494
UniRef90_A0A174AGQ0	73.3816053494
UniRef90_A0A174AGQ0|unclassified	73.3816053494
UniRef90_A0A378APC4	73.3816053494
UniRef90_A0A378APC4|unclassified	73.3816053494
UniRef90_D4LXU2	73.3816053494
UniRef90_D4LXU2|unclassified	73.3816053494
UniRef90_UNK4550-GOKGEMMB_00742	73.3816053494
UniRef90_UNK4550-GOKGEMMB_00742|unclassified	73.3816053494
UniRef90_D1YJU1	73.3210235296
UniRef90_D1YJU1|unclassified	73.3210235296
UniRef90_A0A330MIX0	73.2938385287
UniRef90_A0A330MIX0|unclassified	73.2938385287
UniClust90_35757-HOIFAKFC_01687	73.2794901028
UniClust90_35757-HOIFAKFC_01687|unclassified	73.2794901028
UniRef90_A0A174XPC8	73.2783412164
UniRef90_A0A174XPC8|unclassified	73.2783412164
UniRef90_A0A381HJ58	73.2745575392
UniRef90_A0A381HJ58|unclassified	73.2745575392
UniRef90_UNK1889-MNPCLMPK_01628	73.2673091384
UniRef90_UNK1889-MNPCLMPK_01628|unclassified	73.2673091384
UniClust90_14127-CKDOFKPM_00917	73.2609119196
UniClust90_14127-CKDOFKPM_00917|unclassified	73.2609119196
UniClust90_1688-ALMELGLN_02387	73.2609119196
UniClust90_1688-ALMELGLN_02387|unclassified	73.2609119196
UniRef90_A0A2H0PLU7	73.2609119196
UniRef90_A0A2H0PLU7|unclassified	73.2609119196
UniRef90_A0A2X3EYW0	73.2609119196
UniRef90_A0A2X3EYW0|unclassified	73.2609119196
UniRef90_R5WY86	73.2225162525
UniRef90_R5WY86|unclassified	73.2225162525
UniRef90_UNK1867-ECIBANIM_02465	73.2120621331
UniRef90_UNK1867-ECIBANIM_02465|unclassified	73.2120621331
UniRef90_A0A1C5QLA4	73.2047174926
UniRef90_A0A1C5QLA4|unclassified	73.2047174926
UniRef90_A0A173ZIA4	73.1912637515
UniRef90_A0A173ZIA4|unclassified	73.1912637515
UniClust90_95319-AGFEDAJD_01436	73.1750299154
UniClust90_95319-AGFEDAJD_01436|unclassified	73.1750299154
UniRef90_A0A143XU79	73.1694205510
UniRef90_A0A143XU79|unclassified	73.1694205510
UniClust90_4044-NBAJOILH_03191	73.1406148557
UniClust90_4044-NBAJOILH_03191|unclassified	73.1406148557
UniClust90_61453-FIHCNJFD_01890	73.1406148557
UniClust90_61453-FIHCNJFD_01890|unclassified	73.1406148557
UniRef90_A0A174JRF0	73.1406148557
UniRef90_A0A174JRF0|unclassified	73.1406148557
UniRef90_A0A484XYU8	73.1406148557
UniRef90_A0A484XYU8|unclassified	73.1406148557
UniRef90_D0R5M3	73.1406148557
UniRef90_D0R5M3|unclassified	73.1406148557
UniRef90_UNK20663-BAPEDIDH_00702	73.1406148557
UniRef90_UNK20663-BAPEDIDH_00702|unclassified	73.1406148557
UniRef90_A0A173VZ98	73.1318580311
UniRef90_A0A173VZ98|unclassified	73.1318580311
UniClust90_40661-MOBLICAG_00270	73.1031292018
UniClust90_40661-MOBLICAG_00270|unclassified	73.1031292018
UniRef90_UNK4829-AAIKOGAD_01166	73.0878198238
UniRef90_UNK4829-AAIKOGAD_01166|unclassified	73.0878198238
UniClust90_35781-CCMHGLPJ_00744	73.0396908383
UniClust90_35781-CCMHGLPJ_00744|unclassified	73.0396908383
UniRef90_A0A2X3VMV0	73.0211537499
UniRef90_A0A2X3VMV0|unclassified	73.0211537499
UniClust90_4785-MBMNOFKN_01538	73.0207122084
UniClust90_4785-MBMNOFKN_01538|unclassified	73.0207122084
UniRef90_A0A0E3SGJ5	73.0207122084
UniRef90_A0A0E3SGJ5|unclassified	73.0207122084
UniRef90_A0A1V4XGU6	73.0207122084
UniRef90_A0A1V4XGU6|unclassified	73.0207122084
UniRef90_A0A1V5JK85	73.0207122084
UniRef90_A0A1V5JK85|unclassified	73.0207122084
UniRef90_A0A267TKF3	73.0207122084
UniRef90_A0A267TKF3|unclassified	73.0207122084
UniRef90_A0A378BII7	73.0207122084
UniRef90_A0A378BII7|unclassified	73.0207122084
UniRef90_A0A412Q892	73.0207122084
UniRef90_A0A412Q892|unclassified	73.0207122084
UniRef90_UNK4547-DLLKNBBF_01273	73.0207122084
UniRef90_UNK4547-DLLKNBBF_01273|unclassified	73.0207122084
UniClust90_1844-ENJKICLF_01532	73.0112723752
UniClust90_1844-ENJKICLF_01532|unclassified	73.0112723752
UniRef90_A0A108T7J7	72.9910547749
UniRef90_A0A108T7J7|unclassified	72.9910547749
UniClust90_27814-PHJCHBEJ_02469	72.9889781060
UniClust90_27814-PHJCHBEJ_02469|unclassified	72.9889781060
UniRef90_D4LYY6	72.9752752417
UniRef90_D4LYY6|unclassified	72.9752752417
UniClust90_37555-JDJEIFMI_01774	72.9725284642
UniClust90_37555-JDJEIFMI_01774|unclassified	72.9725284642
UniRef90_A0A0N7IFD5	72.9496340066
UniRef90_A0A0N7IFD5|unclassified	72.9496340066
UniRef90_A0A2W0C552	72.9477756913
UniRef90_A0A2W0C552|unclassified	72.9477756913
UniRef90_A0A2A5TC22	72.9353188003
UniRef90_A0A2A5TC22|unclassified	72.9353188003
UniClust90_1687-KLBBIEOO_01104	72.9106564556
UniClust90_1687-KLBBIEOO_01104|unclassified	72.9106564556
UniClust90_4758-GGJOPOEH_02901	72.9012020411
UniClust90_4758-GGJOPOEH_02901|unclassified	72.9012020411
UniRef90_A0A069D6H0	72.9012020411
UniRef90_A0A069D6H0|unclassified	72.9012020411
UniRef90_A0A239T8L7	72.9012020411
UniRef90_A0A239T8L7|unclassified	72.9012020411
UniRef90_A0A3P6MER8	72.9012020411
UniRef90_A0A3P6MER8|unclassified	72.9012020411
UniRef90_R7DD07	72.9012020411
UniRef90_R7DD07|unclassified	72.9012020411
UniRef90_UNK4779-NKHDKBIM_02037	72.9012020411
UniRef90_UNK4779-NKHDKBIM_02037|unclassified	72.9012020411
UniClust90_37047-CCNKHABF_01462	72.8604480410
UniClust90_37047-CCNKHABF_01462|unclassified	72.8604480410
UniRef90_A0A174F0G6	72.8398224624
UniRef90_A0A174F0G6|unclassified	72.8398224624
UniRef90_UNK1847-JNIJKPIL_03180	72.8235134696
UniRef90_UNK1847-JNIJKPIL_03180|unclassified	72.8235134696
UniRef90_A0A108T8J9	72.7851917123
UniRef90_A0A108T8J9|unclassified	72.7851917123
UniRef90_A0A1V6FXC5	72.7844629504
UniRef90_A0A1V6FXC5|unclassified	72.7844629504
UniClust90_1810-DKINKLPC_01282	72.7820824299
UniClust90_1810-DKINKLPC_01282|unclassified	72.7820824299
UniClust90_41664-AJJAGJCA_01192	72.7820824299
UniClust90_41664-AJJAGJCA_01192|unclassified	72.7820824299
UniClust90_5853-MCGNIKHG_01759	72.7820824299
UniClust90_5853-MCGNIKHG_01759|unclassified	72.7820824299
UniClust90_8249-JOMCEAOF_00032	72.7820824299
UniClust90_8249-JOMCEAOF_00032|unclassified	72.7820824299
UniRef90_A0A0D5MH09	72.7820824299
UniRef90_A0A0D5MH09|unclassified	72.7820824299
UniRef90_A0A285PV79	72.7820824299
UniRef90_A0A285PV79|unclassified	72.7820824299
UniRef90_UNK41609-DBCBDBMM_01500	72.7820824299
UniRef90_UNK41609-DBCBDBMM_01500|unclassified	72.7820824299
UniRef90_UNK72437-IBBCIIHF_01190	72.7820824299
UniRef90_UNK72437-IBBCIIHF_01190|unclassified	72.7820824299
UniRef90_A0A3S5EC01	72.7231046420
UniRef90_A0A3S5EC01|unclassified	72.7231046420
UniClust90_40307-PFFPMFEB_00510	72.7192790989
UniClust90_40307-PFFPMFEB_00510|unclassified	72.7192790989
UniRef90_F7JJH2	72.7175097978
UniRef90_F7JJH2|unclassified	72.7175097978
UniClust90_37161-COPLLEFA_00867	72.6974195303
UniClust90_37161-COPLLEFA_00867|unclassified	72.6974195303
UniClust90_6747-PILGBFIM_01574	72.6633514635
UniClust90_6747-PILGBFIM_01574|unclassified	72.6633514635
UniClust90_71464-CLBIJFLP_01707	72.6633514635
UniClust90_71464-CLBIJFLP_01707|unclassified	72.6633514635
UniRef90_A0A0X8VA42	72.6633514635
UniRef90_A0A0X8VA42|unclassified	72.6633514635
UniRef90_A0A3M1IHW1	72.6633514635
UniRef90_A0A3M1IHW1|unclassified	72.6633514635
UniRef90_I7LCB9	72.6633514635
UniRef90_I7LCB9|unclassified	72.6633514635
UniRef90_UNK1945-MIENNJHC_00712	72.6633514635
UniRef90_UNK1945-MIENNJHC_00712|unclassified	72.6633514635
UniClust90_4862-KANBFDFD_01843	72.6337412958
UniClust90_4862-KANBFDFD_01843|unclassified	72.6337412958
UniRef90_A0A2K6TXA2	72.6102944718
UniRef90_A0A2K6TXA2|unclassified	72.6102944718
UniRef90_D4LMK1	72.5694440229
UniRef90_D4LMK1|unclassified	72.5694440229
UniClust90_33556-LGCHEKKF_00753	72.5459608177
UniClust90_33556-LGCHEKKF_00753|unclassified	72.5459608177
UniClust90_1878-LPADGOHM_00183	72.5450072428
UniClust90_1878-LPADGOHM_00183|unclassified	72.5450072428
UniClust90_35555-OCNLGLNC_01989	72.5450072428
UniClust90_35555-OCNLGLNC_01989|unclassified	72.5450072428
UniClust90_41644-GOIALLNJ_00375	72.5450072428
UniClust90_41644-GOIALLNJ_00375|unclassified	72.5450072428
UniClust90_41678-MBPLCFML_02306	72.5450072428
UniClust90_41678-MBPLCFML_02306|unclassified	72.5450072428
UniClust90_5855-GFONJJHH_01203	72.5450072428
UniClust90_5855-GFONJJHH_01203|unclassified	72.5450072428
UniRef90_A0A3M2CSZ1	72.5450072428
UniRef90_A0A3M2CSZ1|unclassified	72.5450072428
UniRef90_D4LKU1	72.5450072428
UniRef90_D4LKU1|unclassified	72.5450072428
UniRef90_T4BI20	72.5450072428
UniRef90_T4BI20|unclassified	72.5450072428
UniRef90_P54262	72.5376986489
UniRef90_P54262|unclassified	72.5376986489
UniRef90_N0BL65	72.5218363748
UniRef90_N0BL65|unclassified	72.5218363748
UniClust90_9272-IBCMBAKN_01933	72.5175115040
UniClust90_9272-IBCMBAKN_01933|unclassified	72.5175115040
UniRef90_Q8A2S5	72.5155895048
UniRef90_Q8A2S5|unclassified	72.5155895048
UniClust90_35892-NAJBLDIF_01225	72.5113132855
UniClust90_35892-NAJBLDIF_01225|unclassified	72.5113132855
UniRef90_Q74LA3	72.4852840076
UniRef90_Q74LA3|unclassified	72.4852840076
UniRef90_A0A174L797	72.4822623019
UniRef90_A0A174L797|unclassified	72.4822623019
UniClust90_40800-JIPDBKAN_01558	72.4730072106
UniClust90_40800-JIPDBKAN_01558|unclassified	72.4730072106
UniRef90_UNK1945-NAJKCOIH_00575	72.4730072106
UniRef90_UNK1945-NAJKCOIH_00575|unclassified	72.4730072106
UniRef90_A0A174Y730	72.4687452956
UniRef90_A0A174Y730|unclassified	72.4687452956
UniClust90_35702-IKDOCDGO_00550	72.4658483827
UniClust90_35702-IKDOCDGO_00550|unclassified	72.4658483827
UniClust90_49927-PBFABLHF_00968	72.4278138574
UniClust90_49927-PBFABLHF_00968|unclassified	72.4278138574
UniClust90_4633-ECPENBOJ_01105	72.4270478815
UniClust90_4633-ECPENBOJ_01105|unclassified	72.4270478815
UniRef90_A0A430ALQ4	72.4270478815
UniRef90_A0A430ALQ4|unclassified	72.4270478815
UniRef90_UNK2313-HJLKPLDM_00473	72.4270478815
UniRef90_UNK2313-HJLKPLDM_00473|unclassified	72.4270478815
UniClust90_36953-HFINKNGI_01419	72.3686417471
UniClust90_36953-HFINKNGI_01419|unclassified	72.3686417471
UniClust90_1897-KKBODGCD_01056	72.3243202276
UniClust90_1897-KKBODGCD_01056|unclassified	72.3243202276
UniRef90_W4PK37	72.3187636880
UniRef90_W4PK37|unclassified	72.3187636880
UniClust90_2278-AKCKBCJF_00155	72.3094715050
UniClust90_2278-AKCKBCJF_00155|unclassified	72.3094715050
UniClust90_7115-OBEABAKL_01930	72.3094715050
UniClust90_7115-OBEABAKL_01930|unclassified	72.3094715050
UniRef90_A0A378DGJ5	72.3094715050
UniRef90_A0A378DGJ5|unclassified	72.3094715050
UniRef90_B0NFQ0	72.3094715050
UniRef90_B0NFQ0|unclassified	72.3094715050
UniRef90_A0A0P0M3H4	72.2937120334
UniRef90_A0A0P0M3H4|unclassified	72.2937120334
UniClust90_12060-IJBKJBEH_01361	72.1922762514
UniClust90_12060-IJBKJBEH_01361|unclassified	72.1922762514
UniClust90_36733-HLIADCFO_01903	72.1922762514
UniClust90_36733-HLIADCFO_01903|unclassified	72.1922762514
UniClust90_4687-LKAMJPPL_01763	72.1922762514
UniClust90_4687-LKAMJPPL_01763|unclassified	72.1922762514
UniClust90_9271-HBCJALLE_01877	72.1922762514
UniClust90_9271-HBCJALLE_01877|unclassified	72.1922762514
UniRef90_A0A073IP35	72.1922762514
UniRef90_A0A073IP35|unclassified	72.1922762514
UniRef90_A0A125MFM3	72.1922762514
UniRef90_A0A125MFM3|unclassified	72.1922762514
UniRef90_UNK47538-OEDIMDLJ_01227	72.0889768310
UniRef90_UNK47538-OEDIMDLJ_01227|unclassified	72.0889768310
UniClust90_1833-FAAAOFOH_01767	72.0754602704
UniClust90_1833-FAAAOFOH_01767|unclassified	72.0754602704
UniClust90_2329-HEDKPCPK_04472	72.0754602704
UniClust90_2329-HEDKPCPK_04472|unclassified	72.0754602704
UniClust90_66170-AGJHHJLN_01942	72.0754602704
UniClust90_66170-AGJHHJLN_01942|unclassified	72.0754602704
UniClust90_80414-BJBJGMNF_02043	72.0754602704
UniClust90_80414-BJBJGMNF_02043|unclassified	72.0754602704
UniRef90_A0A0K6BTT2	72.0754602704
UniRef90_A0A0K6BTT2|unclassified	72.0754602704
UniClust90_35892-FFCGNFDH_01811	71.9657918241
UniClust90_35892-FFCGNFDH_01811|unclassified	71.9657918241
UniClust90_6792-MMAPIPMO_01232	71.9590217239
UniClust90_6792-MMAPIPMO_01232|unclassified	71.9590217239
UniRef90_A0A352I9K7	71.9590217239
UniRef90_A0A352I9K7|unclassified	71.9590217239
UniRef90_A0A379UW00	71.9590217239
UniRef90_A0A379UW00|unclassified	71.9590217239
UniRef90_UNK4832-MKBGIOPI_01008	71.9590217239
UniRef90_UNK4832-MKBGIOPI_01008|unclassified	71.9590217239
UniRef90_A0A414FXK9	71.9534706344
UniRef90_A0A414FXK9|unclassified	71.9534706344
UniClust90_3573-KACAFLDM_01166	71.8429587856
UniClust90_3573-KACAFLDM_01166|unclassified	71.8429587856
UniClust90_4539-CDFNHHAP_02708	71.8429587856
UniClust90_4539-CDFNHHAP_02708|unclassified	71.8429587856
UniRef90_A0A143XU88	71.8429587856
UniRef90_A0A143XU88|unclassified	71.8429587856
UniRef90_U2BJU6	71.8429587856
UniRef90_U2BJU6|unclassified	71.8429587856
UniRef90_A0A2B4R6Q9	71.7786421843
UniRef90_A0A2B4R6Q9|unclassified	71.7786421843
UniRef90_C2E3N1	71.7431975103
UniRef90_C2E3N1|unclassified	71.7431975103
UniClust90_26954-CJBIOBBO_01881	71.7423887496
UniClust90_26954-CJBIOBBO_01881|unclassified	71.7423887496
UniClust90_13956-IBNBLNAK_00638	71.7297763546
UniClust90_13956-IBNBLNAK_00638|unclassified	71.7297763546
UniRef90_D4LGW1	71.7280136285
