# Pathway HUMAnN v4.0.0.alpha.1	SRR7947168_kegg_Abundance
UNMAPPED	0.0000000000
UNINTEGRATED	64047.6842755631
ko00121	300.5767384671
ko00511	102.0762462047
ko00290	97.8005069984
ko00770	95.3179616423
ko00051	90.4877608303
ko00471	87.4478405069
ko00030	84.2810475510
ko00521	75.3776703900
ko00300	74.2580707047
ko00750	70.5646195288
ko00900	68.4850186296
ko00550	68.4751340359
ko00520	67.5522063487
ko00785	66.0261172335
ko01055	64.5042186356
ko00740	63.1711147307
ko00052	61.7306541886
ko00970	59.5747274646
ko00908	59.0640666893
ko00240	56.4012557993
ko00061	54.7668340053
ko00720	53.8230840255
ko02060	52.6338652333
ko00540	47.8485797227
ko00500	45.2460944938
ko00473	43.6104113434
ko03410	43.1538480727
ko00400	40.4831476776
ko00040	39.6563238692
ko00340	38.9847237333
ko00730	38.5590726774
ko00531	36.3059616820
ko00620	35.9919591571
ko03030	35.3925865000
ko00260	35.1987738201
ko00760	34.4393244989
ko00010	34.3782766033
ko03430	33.6413297525
ko00120	33.3974153852
ko04122	33.3021006982
ko03440	32.8528551755
ko00230	31.5143904808
ko00780	30.2965676627
ko00564	30.1879748088
ko00790	30.1492793114
ko03060	30.1129539454
ko00130	27.5262746737
ko00330	24.9659200234
ko00910	23.6814505534
ko00190	21.3201141403
ko04112	20.8033047633
ko00860	20.2361608105
ko00680	17.3687707710
ko00270	16.6897701376
ko00630	16.2545801965
ko00561	15.4626290995
ko03420	12.4025370233
ko00480	9.2799721952
ko00140	7.8913337635
ko03018	7.8438269511
ko02010	7.7730535860
ko02030	7.3612997229
ko00360	7.1477393466
ko00362	6.5791216307
ko03020	6.5397762941
ko03010	5.6743535957
ko04712	5.5746958629
ko04146	4.6451368809
ko02020	4.2435650680
ko00440	3.6879240444
ko03008	2.5575091191
ko03013	2.3246455775
ko00350	2.0603411261
ko05012	1.2071043079
ko04210	0.5762942335
ko04360	0.5029654101
ko04626	0.4524759482
ko03040	0.3322019511
ko04974	0.1638524446
ko04141	0.1518245426
