# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR7947168_merged
UniClust90_2290-IIDOJGPB_01671	436.1078129202
UniClust90_2296-FDJIIFNO_00854	436.1078129202
UniClust90_1857-JEPKPACM_03962	430.0354256517
UniClust90_58537-AKCPOCKL_01545	426.6634916735
UniClust90_48439-HLNCOHFP_01773	425.7646383840
UniClust90_4631-FGPCFHBK_01172	424.7263463227
UniClust90_14899-CKJMDMNN_01619	423.4855536188
UniClust90_4994-IMJOHGGG_00719	422.1365515281
UniRef90_A0A1C6FIR9	420.5219506085
UniClust90_1710-KGCHIKHI_00040	419.5467567334
UniRef90_UNK1636-GFJLAJJC_00485	416.0751778283
UniRef90_UNK102236-PFKCKDCL_01118	410.7837684441
UniRef90_A0A078QRD2	409.5575482398
UniClust90_66068-FFMJNCGJ_00903	409.0867567989
UniClust90_59785-ODJFKNCL_01254	404.5379407949
UniRef90_A0A0P0M418	403.9056703666
UniClust90_4872-ONKIIBML_00168	403.6390865600
UniRef90_A0A0P0M4W4	400.1788489381
UniClust90_103409-ALAMIAMP_01112	400.0853283774
UniRef90_A0A078Q099	400.0329540946
UniRef90_A0A180FPJ6	399.3153861875
UniRef90_A0A1J0LLU8	397.9333594772
UniRef90_A0A1C6KG18	396.3503102739
UniClust90_98284-FLDGPGBL_01267	396.0759006896
UniRef90_UNK7040-BNOJOHBF_00616	395.1301276164
UniClust90_1878-OFFDKGBM_03945	393.7432333139
UniRef90_A0A0P0M0H7	391.5679088567
UniClust90_4482-NKLCOMOB_00584	390.9412960470
UniClust90_4860-AAAGBKAE_02282	390.9412960470
UniRef90_A0A397WB56	390.0692357788
UniRef90_J9G9K7	389.9750358521
UniRef90_A0A412MGJ1	387.9634528676
UniRef90_Q89ZM7	382.7199584775
UniClust90_15131-OEHMMKMP_02613	382.2537116904
UniClust90_1799-MHENPNDG_01963	382.2537116904
UniRef90_A0A243W6B8	381.2035641308
UniRef90_A0A0P0GNF1	380.7634996264
UniRef90_D7NGB3	379.4430226339
UniRef90_A0A0P0GK50	378.5944318807
UniRef90_A0A1C6EFW6	378.0645350656
UniRef90_A0A0N7I9S5	376.5349026012
UniRef90_D4VI05	374.9992712525
UniClust90_1949-GNIAOHPH_01504	374.3289960846
UniClust90_20349-HNCGLLAF_01898	373.9438483928
UniClust90_35744-CNIFMJEB_01850	373.9438483928
UniClust90_43308-JMGEIOIB_00778	373.9438483928
UniClust90_65710-CEEPDFJD_00010	373.9438483928
UniRef90_A0A0D5MGJ0	373.9438483928
UniClust90_40523-GCJLCIAF_01095	369.9229467972
UniRef90_A0A0P0F1L8	364.7167062368
UniClust90_1894-GOIBEBKO_02153	364.0054189213
UniRef90_A0A078RFD0	362.5005840548
UniClust90_30431-ENKDMLFH_01697	359.4244958199
UniRef90_A0A354D3Y4	358.8492006401
UniClust90_83029-NFHIDEDO_01292	358.3725761881
UniRef90_D4YU49	358.3628547098
UniClust90_79840-HLFBNNPI_03032	355.6581201415
UniRef90_A0A330I5Q4	355.1307529792
UniClust90_41648-KBHJLHGI_02801	354.6683922901
UniClust90_66070-CLKMLAAN_01485	354.6683922901
UniRef90_A0A3D1KHV3	354.6683922901
UniRef90_D8GUM3	354.6683922901
UniClust90_36952-INJGFNMH_00928	352.6137180032
UniRef90_A0A078R7E8	348.8704538747
UniRef90_A0A381HD84	348.6928088904
UniClust90_60597-PNFPLBFA_02378	348.4032266074
UniRef90_U2E513	347.5033742640
UniRef90_W4PQU1	346.3893507020
UniRef90_A0A174PMJ1	345.4757002511
UniRef90_A0A3G2JXH1	344.9580710352
UniClust90_94793-MPLOOIBI_02027	344.0283405214
UniClust90_49997-LFMILECE_00405	340.6221193281
UniClust90_41623-PHHNKMEK_01042	337.7114359638
UniRef90_A0A378C114	337.2826867857
UniRef90_A0A378DLM6	337.2826867857
UniRef90_A0A174I9F5	336.1293755776
UniRef90_A0A377U3K1	334.0080975936
UniRef90_J9F9L1	333.7006876665
UniClust90_4966-EOJAAMPB_02172	333.0240670030
UniClust90_2293-KHMFLONP_01323	330.7964812706
UniClust90_37168-LNMHALIG_00222	330.7964812706
UniClust90_4861-COMHDOJG_01748	330.7964812706
UniRef90_UNK40204-OIFOBKIC_00578	330.7964812706
UniRef90_UNK4553-OLMJEGBF_02262	330.7964812706
UniClust90_98284-FLDGPGBL_01810	329.9711981316
UniClust90_4787-MDJODILJ_03094	327.9137232639
UniClust90_103639-BCBHDFIA_00404	327.6460385918
UniClust90_40860-EHGDBDLA_01764	327.4536745453
UniClust90_1778-OHFIECDL_01735	324.5550382277
UniClust90_7114-CAPNMEGC_01195	324.5550382277
UniRef90_A0A3B0VZ29	324.5550382277
UniRef90_A0A0P0F758	324.3039186968
UniClust90_27790-IPAEFCFJ_00502	322.9063167762
UniClust90_1878-PECLBKDC_00053	321.5218135714
UniClust90_4675-HAJDPKDB_01138	321.5218135714
UniClust90_48103-CNOACAGM_03126	321.5218135714
UniClust90_103651-OJDDNAFN_03748	318.5447597420
UniClust90_1469-NIAGCFLC_00801	317.1845851896
UniClust90_1973-ELJGMHBO_00060	316.2878636710
UniRef90_UNK98147-INONMLNL_00278	316.2878636710
UniRef90_B3DFW5	315.6223307536
UniRef90_UNK5733-PGIHGOAA_00852	315.6223307536
UniRef90_UNK1945-PKNPODCE_00513	315.0997334169
UniRef90_J9BQQ4	314.8607825722
UniClust90_103579-GACKCDDB_02583	314.6925905545
UniRef90_A0A1C5NJW6	314.3047220679
UniRef90_C3QZ05	314.0047077124
UniClust90_5684-ALNMDGMH_01457	313.4670848669
UniClust90_20171-CMPPICIC_01607	312.7530368376
UniClust90_6221-NEMIPHOH_01193	312.7530368376
UniClust90_65958-LOEAELOG_00593	309.9354419112
UniClust90_35510-EPBGFMJH_00590	307.1681611798
UniClust90_36726-GMGFJABL_00960	307.1681611798
UniRef90_UPI00098C5709	307.1681611798
UniRef90_UNK4829-IIAEGMDM_01476	306.2930382135
UniRef90_UPI000688A432	306.0490430800
UniRef90_D4LGB4	305.5894373070
UniRef90_F3Y8R9	304.8386288494
UniClust90_4406-OEGFLNOM_01021	304.4498588685
UniClust90_4814-AFCPAPBN_00107	304.4498588685
UniRef90_A0A116MR50	304.4498588685
UniRef90_A0A377W0J9	304.4498588685
UniRef90_W1FUP4	304.4498588685
UniClust90_71603-KGJPKKFB_01749	302.7635304019
UniRef90_A0A3B3ITT6	302.6895907051
UniClust90_15370-AHAPPILB_01815	302.4556458191
UniClust90_35670-OJDHIFNK_00260	301.1318743886
UniClust90_70509-MMFPEIMP_00250	300.4250259845
UniClust90_7270-KGJJHOGM_03067	300.1418073091
UniRef90_A0A174Y214	299.8495292971
UniClust90_4778-KAMPNKML_01276	299.1550787143
UniRef90_UNK51590-IJBHDDPG_02176	299.1550787143
UniRef90_Q74LY0	299.0433699962
UniClust90_6631-BPJNKMIF_00456	298.7670423505
UniRef90_A0A3D3UCK1	298.2700079852
UniRef90_A6L565	297.5289929420
UniClust90_1791-KHLGLNOO_00159	297.2846615554
UniRef90_UNK7038-PJMFNPOK_00673	297.0762655109
UniClust90_11224-NONHGMIA_01639	296.5761556219
UniClust90_7144-PADEHJCO_00741	296.5761556219
UniRef90_A0A015P8T5	296.5761556219
UniClust90_15272-NGBKFHFC_01274	296.3273521888
UniRef90_A0A0P0M4J6	294.3011641527
UniRef90_D4LKA4	294.0896548925
UniClust90_1370-BENIDHHE_01160	294.0413166849
UniClust90_5792-EALGCBCK_01902	294.0413166849
UniRef90_A0A069S4H2	294.0413166849
UniRef90_Q041W5	292.3911876747
UniRef90_A0A3N5M649	292.3278881212
UniRef90_D1YKN8	292.2993545826
UniClust90_63931-EMFPFOFD_00782	291.6225897251
UniClust90_2121-KCABCEIJ_00722	291.5494411198
UniRef90_UNK36997-HABJADAI_02294	291.5494411198
UniRef90_A0A316MBM5	291.0384265750
UniRef90_Q5L9Q6	290.9387146735
UniClust90_15313-BPDAJOLM_01745	289.2197157353
UniClust90_1886-OPDOBEKH_00305	289.0994458163
UniClust90_4722-HOKJCCFI_02741	289.0994458163
UniRef90_A0A408EA95	289.0994458163
UniRef90_X1US14	289.0994458163
UniRef90_E0NRB9	288.3873133877
UniClust90_7098-ACIFDNIK_00199	286.8695772536
UniClust90_14929-NOEPEDOA_01737	286.6902837678
UniRef90_A0A0T9X6F5	286.6902837678
UniRef90_A0A397WJP8	286.2287833784
UniRef90_D4MW80	285.9931014148
UniRef90_R5V9Z5	284.9401338772
UniClust90_9387-FKJILCON_01010	284.3209425797
UniRef90_A0A174TBW0	284.3209425797
UniClust90_40800-AGCPBHEI_01883	283.2082155439
UniClust90_106017-IJMLIHBL_01518	282.8293237934
UniClust90_1791-BBAADMJP_02185	282.7259386263
UniRef90_A0A485FXR0	282.0843611520
UniClust90_15159-EBPGLOAP_01375	281.9904430503
UniClust90_1877-JOACHKHK_01869	281.9904430503
UniRef90_F2Z324	281.9904430503
UniClust90_1507-LNPDEHAM_01681	280.9564780925
UniClust90_1493-MIADGKKO_01474	279.6978378223
UniRef90_A0A2E7LX10	279.6978378223
UniRef90_A0A447JAR7	279.6978378223
UniRef90_Q5LAS7	279.2926985122
UniRef90_UNK35770-EHHGGHLE_03126	278.1400525236
UniClust90_92011-ANLFKCKC_03942	278.0310670336
UniRef90_C7HVW6	277.9981211931
UniRef90_A0A161XUP0	277.9251012775
UniClust90_15015-MNJMAEDN_00333	277.4422100979
UniClust90_2025-JMLIKCNF_00893	277.4422100979
UniRef90_UNK4808-IFDHPFBH_00430	275.7210286969
UniRef90_K1TD34	275.5375725000
UniClust90_37156-FLOCPACM_00845	275.2226724171
UniClust90_6370-JLMABPAA_00133	275.2226724171
UniClust90_7041-IAMPEKML_00787	275.2226724171
UniClust90_7103-BPPBMJBL_00135	275.2226724171
UniRef90_W6NZ25	275.2226724171
UniRef90_A0A139KIP3	273.9614329349
UniRef90_UNK25497-DFGHODMM_01233	273.6662969619
UniRef90_A0A3D9ACV7	273.2492059298
UniClust90_40800-MCEFJMEK_00764	273.0770668915
UniRef90_A0A0P0M5X8	272.0341639635
UniClust90_1897-JBCMPKEG_02223	271.7024205115
UniRef90_A0A174FKU1	271.4779760448
UniClust90_4826-NMCHBCPO_01905	270.8884571035
UniClust90_4865-KMBIKICG_00131	270.1942158526
UniRef90_F7LY60	269.7687619900
UniRef90_A0A174EVP3	269.5045185602
UniClust90_9272-ICEODBIP_00662	269.3816763813
UniRef90_H0YCJ5	269.1131711922
UniClust90_42493-MJKEBLLN_01455	268.7721410323
UniRef90_A0A0P0FKS7	268.4006326578
UniRef90_A0A2I3MH11	268.3591823034
UniClust90_14893-CIBMCJFG_01203	267.4979547793
UniRef90_A0A096N355	267.4218121065
UniRef90_K1SDV9	266.6886360631
UniRef90_UNK15078-AAKDIDDJ_00153	266.6886360631
UniClust90_1871-NAJFMGKE_03125	266.6832341796
UniRef90_A0A174GYH4	265.6818787263
UniRef90_A0A1H8FH06	265.6688321786
UniRef90_A0A173URQ1	265.4082844487
UniClust90_35609-IKAFAGAM_01400	264.6371850165
UniClust90_82600-HEFIABGG_01427	264.6371850165
UniRef90_A0A0K9QGR7	264.6371850165
UniClust90_35820-IMGAMJON_01427	264.6371850165
UniClust90_35616-AHAHKMKE_01410	263.7217806887
UniRef90_A0A397WH82	263.4394228974
UniClust90_4809-EGGAKFFC_01136	262.9621138099
UniClust90_37187-DGDCHNDI_01372	262.6170538331
UniClust90_41564-OGMBGAPH_01434	262.6170538331
UniClust90_63667-CAHPOBOB_02440	262.5368898973
UniRef90_A0A1L5L519	262.4566689302
UniClust90_63667-DNHJKECH_04497	261.7547439201
UniRef90_A0A2X2U862	261.3940822589
UniClust90_4620-DDAIBHKD_01626	260.8108946477
UniClust90_2303-BOEHBLGA_01578	260.6275306980
UniClust90_2329-HEDKPCPK_04238	260.6275306980
UniClust90_7594-DHIEBEEG_03121	260.6275306980
UniRef90_A0A2X1RGV7	260.6275306980
UniRef90_A0A0N7J6Y3	259.2872301661
UniRef90_UPI0007DC5921	258.7032600263
UniClust90_40406-BDFGLMMG_01139	258.2562540462
UniRef90_A0A015VYS4	256.7375675533
UniRef90_I9QWK9	256.7375675533
UniRef90_J9GU80	256.7375675533
UniRef90_UNK4793-NPAPEEIM_00417	256.7375675533
UniRef90_K1UCX4	256.5262713738
UniClust90_102154-BCKIEPKO_00902	256.5165493752
UniClust90_14294-BMPDDPHG_01567	254.8358077936
UniClust90_4809-EGGAKFFC_01298	254.8358077936
UniRef90_A0A376TWE4	254.8358077936
UniRef90_A0A407R146	254.8358077936
UniClust90_5853-IPOGAOKI_01085	254.4810576518
UniClust90_1848-LPBBCMOF_05418	254.3363998719
UniClust90_37071-MFBLJGGM_01114	253.2044749311
UniClust90_4158-DBPONOCI_03012	252.9620150893
UniClust90_5842-ONEIAAMD_00719	252.9620150893
UniRef90_A0A355ESD8	252.9620150893
UniRef90_A0A377V6L2	252.9620150893
UniRef90_A0A379WLQ2	252.9620150893
UniRef90_A0A1C5TML2	252.9041157953
UniClust90_1424-JDEDJDMF_00628	252.7986029348
UniClust90_1699-FNIMBGDL_00704	252.7986029348
UniClust90_1705-ANEGJEON_01307	252.7986029348
UniRef90_A0A0E9LTP8	252.6416115344
UniRef90_A0A379DYJ6	252.0373535057
UniClust90_41310-GNNHKDKK_01043	251.1155770229
UniRef90_A0A404EWJ1	251.1155770229
UniRef90_E1NNA2	251.1155770229
UniClust90_41515-KAAAFFBO_02460	250.8191226571
UniClust90_1560-BPGFLBFP_00264	249.9863053586
UniRef90_A0A0P0L0W7	249.8554452650
UniRef90_A0A3N5LKN2	249.8149916016
UniRef90_A0A485JNJ1	249.2958989285
UniClust90_5851-PLGJDHDG_00672	249.1264517527
UniRef90_A0A2D3C320	248.7487448572
UniClust90_41705-FJADGNOM_01172	248.3488124315
UniRef90_A0A395W2M0	247.7363113870
UniClust90_47641-HOBMJCLO_00593	247.5024032528
UniClust90_1950-LKKDPCHO_01290	247.2708430860
UniRef90_A0A330I5L0	247.0220139932
UniRef90_A0A174EEF1	246.9509544090
UniClust90_40182-OOPPHOKC_01935	246.7866617444
UniRef90_A0A1V5MQI1	246.6437130391
UniRef90_A0A378EA15	246.6137222496
UniRef90_A0A175ADV7	246.4417917390
UniRef90_A0A2G2XC30	246.2387281679
UniRef90_A0A173W1C8	246.1938545309
UniRef90_A0A174NN45	245.9676410319
UniRef90_Q8A251	245.8437006379
UniClust90_32895-AJBKOIOI_00581	245.7345289439
UniClust90_4797-LJAGGJPN_00699	245.7345289439
UniRef90_A0A0P0GB23	244.7354180608
UniClust90_103651-EJELBAGB_01534	244.3139565648
UniRef90_A0A0N7J6T6	244.3107637947
UniRef90_A0A0P0LPW4	244.0572418550
UniClust90_15278-MEIDEFGA_01354	243.9917308662
UniClust90_2085-DLGDPAJF_02076	243.9917308662
UniClust90_2173-NELOGCCI_00505	243.9917308662
UniClust90_35758-GENNLLHH_01879	243.9917308662
UniClust90_5055-ILNIMCNO_00342	243.3299818611
UniClust90_35860-KANFBGGK_00665	243.0487914176
UniClust90_4752-FCMCLIFF_00296	242.2734792404
UniRef90_A0A2N2F8K6	242.2734792404
UniRef90_A0A408S557	242.2734792404
UniRef90_UNK25497-DFGHODMM_00589	242.2734792404
UniClust90_7050-OFFFEECH_02002	242.0940174039
UniRef90_A0A1R4B5R7	241.6643918185
UniRef90_Q8A9C2	241.6573682443
UniRef90_A0A1C5S5U1	241.0757044044
UniRef90_A0A3D1WJ42	240.5792591059
UniRef90_A0A428GTA3	240.5792591059
UniClust90_44083-NDEAFDGG_00990	240.4360510625
UniRef90_A0A401M2C5	239.3851810622
UniRef90_N2B6M9	239.3683522938
UniClust90_4828-CDFEMCFI_01973	239.2028206491
UniClust90_2329-HEDKPCPK_02637	238.9085698065
UniClust90_3970-BDLFCJNP_00221	238.9085698065
UniClust90_41561-DDAOJPFO_02568	238.9085698065
UniClust90_9860-DOEEFOJI_03045	238.9085698065
UniRef90_A0A0D5YRC5	238.9085698065
UniRef90_UNK101324-ONEEICKC_00726	238.9085698065
UniClust90_41719-NBNIDJAJ_00317	238.2837596609
UniRef90_Q8A0F5	238.1770494971
UniRef90_A0A3E2ZT40	238.1531819744
UniRef90_A0A174MHI7	238.0932993539
UniRef90_R7AML3	237.6863720143
UniClust90_15084-GOHGIICD_01185	237.2609244975
UniRef90_A0A0G3RZN4	237.2609244975
UniRef90_UNK2305-DFHMOEOD_00502	237.2609244975
UniRef90_A0A1C5Z4Z9	236.1860532499
UniClust90_5909-MLBLLOJG_00969	235.8128531273
UniClust90_1930-OEGKNLDM_01332	235.6358496722
UniRef90_A0A2S6E4H6	235.6358496722
UniRef90_W1G3H8	235.6358496722
UniRef90_D0R5S2	235.2321697068
UniClust90_65713-DFPEEMHJ_01151	234.8343671903
UniRef90_Q74HC3	234.5723244607
UniRef90_A0A0T9AFF5	234.3427324582
UniClust90_14198-LBNFCIGO_00782	234.0762141016
UniRef90_A6L083	234.0572497966
UniClust90_1887-PCMIEHDP_01312	234.0328847084
UniRef90_A0A3S4FDZ3	234.0328847084
UniRef90_A0A3C0D023	233.7871709706
UniClust90_41604-LPHILEGG_03803	233.0291653361
UniRef90_A0A0R2H3T7	232.4515814334
UniRef90_S9RRK1	232.4515814334
UniRef90_A0A0J9I2L5	231.8695122847
UniRef90_A0A174PF81	231.3784631410
UniClust90_4550-IMBFHHNE_00008	231.0464308065
UniRef90_R6G581	231.0037618824
UniClust90_40650-MKNMJCGO_02704	230.8915037056
UniClust90_4572-FIDNHDDI_02786	230.8915037056
UniRef90_A0A378G2G0	230.8915037056
UniRef90_A0A406HNX6	230.8915037056
UniRef90_A0A0P0L0B2	230.5881097351
UniRef90_A0A3E4PS02	229.8792735401
UniRef90_A0A3D4QQS3	229.5575551888
UniClust90_4158-DBPONOCI_01970	229.3522270143
UniRef90_A0A3S4IVP8	229.3522270143
UniRef90_A0A396B0Q3	228.8660074120
UniRef90_A0A2X0T314	228.0834185929
UniRef90_O00370	227.8807666097
UniClust90_1810-KBMJCDAD_02485	227.8733141147
UniClust90_4725-GDOJDLFP_04834	227.8333380936
UniRef90_A0A2X2LEN4	227.8333380936
UniRef90_A0A3B1C8S4	227.8333380936
UniRef90_A0A3D0NQM3	227.8333380936
UniClust90_6837-LCPNLFBM_00584	227.5672386626
UniClust90_35516-FHONGHCG_01460	226.3344345535
UniRef90_X0VTH6	226.3344345535
UniClust90_35738-MDBKNEFK_01808	226.2433542982
UniClust90_1950-DACICFIM_02389	225.9780177509
UniRef90_K1UF87	224.9477571965
UniClust90_5790-IMLOGMEK_01325	224.8551245238
UniClust90_63167-MLCPJCFI_01591	224.8551245238
UniClust90_69818-HLPIBJGI_01924	224.8551245238
UniRef90_A0A3B9RJT5	224.8551245238
UniRef90_A0A448F104	224.7150230107
UniClust90_1803-EPJJEJJO_01095	224.6950321555
UniRef90_A0A412C255	224.5341475240
UniClust90_103678-CGKFHMDC_01541	224.3105796991
UniClust90_4434-HDINBBDK_01901	223.8986170721
UniClust90_4833-OGOFIJLB_00603	223.4231806350
UniClust90_103644-EBGAKINF_04307	223.3950263126
UniClust90_33660-LEANMGHA_02614	223.3950263126
UniClust90_4808-OIKADDOF_00935	223.2531020332
UniRef90_A0A1B3PSH7	222.9703972773
UniClust90_41672-MOPFAAGE_01484	221.9537680783
UniRef90_A0A174KW43	221.9537680783
UniRef90_A0A377TM24	221.9537680783
UniClust90_40817-NPCANBOA_01401	221.8818343376
UniRef90_A0A448F0R6	221.5336199690
UniRef90_A0A174DDK7	220.7866214506
UniClust90_7027-FDNLLMCE_00740	220.5400498103
UniClust90_2073-DDFKNIIK_02823	220.5309875137
UniClust90_4711-LGIAKGJI_01926	220.5309875137
UniRef90_A0A1L2JXN6	220.5309875137
UniRef90_A0A1C5ZQY2	220.5233885150
UniRef90_Q8A2B2	220.1423136216
UniRef90_A0A0R1V9E7	219.6654857823
UniRef90_A0A137PKD6	219.5524395237
UniRef90_A0A174BQ24	219.2469413450
UniRef90_A0A0P0LGL8	218.8534482343
UniClust90_1857-FLPDHFPA_03004	218.5157622481
UniClust90_1945-AJCPMKDM_02968	218.4206096379
UniClust90_40800-ENCOHHHH_01902	218.3038922768
UniClust90_27748-FCAIKOLB_00113	217.9182137886
UniClust90_1845-AFONOMOM_03455	217.7626971475
UniClust90_4631-FGPCFHBK_04316	217.7394560262
UniClust90_40732-EKACFPKB_01173	217.6735486830
UniClust90_38730-MBDAJEDH_01441	217.4140078367
UniRef90_A0A174W6E0	217.1787930860
UniRef90_A0A173XIQ9	217.0751235421
UniRef90_B0NAL1	216.9191662089
UniRef90_A0A174NZF6	216.6753079747
UniClust90_2287-KMOKBPOI_01248	216.4612659533
UniRef90_A0A069D476	216.4250081431
UniRef90_A0A0D0RIS0	216.3700254852
UniRef90_A0A192CDZ5	216.3700254852
UniRef90_UNK1845-DICOLEMM_02224	216.3621077086
UniRef90_UNK5852-KAMLKKCG_02390	216.3381360193
UniRef90_A0A174CV27	216.3187982692
UniRef90_A0A2G6QUV9	215.8622442981
UniRef90_UNK40763-NDAAPPAK_01048	215.3800501559
UniClust90_9295-DBIIMHLK_00994	215.0177128259
UniRef90_Q9BQU3	215.0177128259
UniRef90_UPI0009C0C3EC	215.0177128259
UniRef90_UPI000E5CFA73	215.0177128259
UniClust90_4888-AMOPHFKM_00908	214.9352604990
UniRef90_UNK4961-NDCAMEAH_00245	214.5535237663
UniClust90_4824-NIEJDFPC_01144	214.4273174483
UniRef90_UNK1813-HLMLIPBN_02897	213.7254195911
UniClust90_4772-DHIJGFCA_01377	213.6821990816
UniRef90_A0A350J958	213.6821990816
UniRef90_Q89YZ2	213.4528455933
UniRef90_A0A174S112	213.1088894869
UniRef90_K1TZX1	212.6959735474
UniRef90_A0A0N7J6Q5	212.4627909567
UniClust90_1772-NOPCFALI_00614	212.3631731614
UniClust90_5205-ECEMFOGJ_01052	212.3631731614
UniRef90_A0A173R1S0	212.3631731614
UniClust90_4820-ADCOKAMA_02220	211.8577184819
UniClust90_4829-GBIBIABJ_02301	211.7443202279
UniRef90_A0A173UEX9	211.0603316082
UniRef90_A0A330F8X2	211.0603316082
UniRef90_A0A173YE81	209.9885860521
UniRef90_A0A143XGQ5	209.8982434729
UniClust90_1813-HLMLIPBN_02182	209.7733783667
UniClust90_35719-GGIEMPIB_01074	209.7733783667
UniRef90_UNK40830-BAIONAGA_02650	209.7733783667
UniRef90_A0A174QQT5	209.6161753762
UniClust90_28688-LBFNBEMN_01339	209.1531599371
UniRef90_R6L2P2	209.1212602382
UniClust90_4832-JFMLKPPM_01484	208.7194528203
UniRef90_C2E4L0	208.5652120350
UniClust90_1942-GEADOODB_04336	208.5020245584
UniClust90_2278-FBHABOIP_00575	208.5020245584
UniClust90_29581-ACONPCEA_01088	208.5020245584
UniRef90_I7LAA1	208.5020245584
UniRef90_K1S2D4	208.5020245584
UniRef90_UNK2042-CLMJBEJO_00176	208.5020245584
UniClust90_28312-MPJINMNB_01694	207.8086641451
UniRef90_A0A076IIT3	207.7021973807
UniRef90_A0A379MPZ0	207.4722811760
UniClust90_100865-KOLKANDG_00760	207.2930045701
UniClust90_7200-AFDKFEAL_02421	207.2459882659
UniRef90_A7AGR1	207.2459882659
UniClust90_2306-MMPCELFA_01360	206.9079095169
UniRef90_A0A0K6BSL3	206.9074838038
UniRef90_A0A413USE2	206.7299849744
UniRef90_A0A174N1G4	206.3074531005
UniRef90_A0A0T9AEG2	206.3026394981
UniRef90_E6SV62	206.2343349091
UniClust90_1858-AGMNEGDM_01620	206.0049943242
UniClust90_41485-ACIAGNJH_01296	206.0049943242
UniClust90_4407-GAOGECGB_00224	206.0049943242
UniRef90_A0A376REC2	206.0049943242
