# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR7947168_merged
K02510	47.2566401815
K02518	73.5101292879
K02520	61.5435313992
K02528	149.4607924211
K02529	98.3921489145
K02551	92.6923079635
K02552	30.1779246071
K02563	16.0754853552
K02564	154.8596793636
K02567	5.3939476113
K02586	27.2174320033
K02600	23.595908129
K02611	47.7817139613
K02621	123.2429236722
K02622	3.6990879004
K02755	63.7482845318
K02756	63.7482845318
K02757	63.7482845318
K02761	130.1801727578
K02769	152.9014846762
K02774	142.7503487641
K02775	38.9447582138
K02777	15.559852579
K02793	217.53484227410001
K02794	254.7673466595
K02796	304.8386288494
K02809	13.7388025472
K02810	13.7388025472
K02812	91.7408908057
K02818	23.8577212567
K02819	23.8577212567
K02821	84.3206716964
K02822	285.9931014148
K02906	59.9352509619
K02907	238.9085698065
K02959	83.9701966725
K02986	25.7394414496
K03040	63.6052949635
K03043	40.121492667300004
K03046	21.3862655464
K03070	123.90612962280001
K03088	71.0802356449
K03100	412.57315186150004
K03101	65.7797974228
K03149	23.3081531519
K03150	232.2821967315
K03168	22.3720561568
K03177	61.3241248701
K03179	41.8017424692
K03183	299.0433699962
K03184	30.4449858868
K03215	131.1013650091
K03216	143.3920020153
K03218	49.3584419686
K03269	148.2359779077
K03270	69.0819960886
K03271	31.9728941005
K03273	147.8070168029
K03307	24.1932728918
K03310	48.8009117295
K03313	79.9131521598
K03340	290.9387146735
K03385	116.353239622
K03387	75.7478677053
K03389	39.272641612
K03404	18.0877150642
K03411	71.672570942
K03426	48.5230381553
K03427	51.7972291297
K03430	3.0321345012
K03437	118.9993304646
K03438	323.24392833390004
K03439	200.7217310437
K03469	66.65790182090001
K03470	192.2443599393
K03474	108.28556395870001
K03496	30.9796072044
K03498	52.5315478739
K03501	125.1113698787
K03522	58.3099301012
K03525	78.2440208385
K03526	55.5230363118
K03527	146.5373760723
K03529	24.551668048499998
K03534	31.4939261878
K03544	161.07083211
K03547	28.6929391594
K03550	94.7896846709
K03551	12.2802245782
K03569	74.089525964
K03574	204.35043557379998
K03575	104.2887785578
K03583	5.2732731533
K03587	41.6883811514
K03594	80.7578264135
K03601	64.4334291381
K03606	101.6061799208
K03613	60.461922763
K03614	38.873258816
K03615	8.5920679361
K03617	65.5292077184
K03648	261.196723942
K03650	5.8800452965
K03654	52.7603795176
K03657	65.0084318041
K03658	20.6191730009
K03672	96.0973018216
K03685	104.857873882
K03695	71.6393464703
K03696	27.8057784599
K03697	13.0994413728
K03700	68.6683314414
K03701	41.8765126201
K03702	19.1353486054
K03722	5.4220384637
K03723	15.333863481999998
K03724	6.7775480796
K03734	206.7562293791
K03735	32.702389212
K03744	62.7788942557
K03760	10.0747081294
K03763	86.3404470788
K03768	44.5632565442
K03770	32.8913717519
K03775	62.0989784335
K03778	161.2589427419
K03787	94.2571698834
K03797	132.2259594177
K03801	132.052234467
K03814	53.1728501579
K03816	80.5686980144
K03817	72.1233418284
K03820	22.9811850716
K03883	4.859157352
K04041	97.9372229262
K04042	40.6228993518
K04066	93.9997921364
K04069	26.2017014868
K04072	16.6139347266
K04073	19.3569985377
K04074	44.8537601723
K04075	158.5145890488
K04077	28.2622779062
K04084	52.3146020905
K04094	27.0675326925
K04095	70.7877243871
K04477	51.9680272691
K04485	26.4433774421
K04486	140.76409768759999
K04564	63.827150375
K04567	94.306111633
K04773	19.8745430688
K05100	8.2639524507
K05306	48.5988021199
K05341	56.3629950319
K05349	381.6666343887
K05366	69.0225522226
K05502	18.22184007
K05606	100.2998077322
K05687	63.945788201
K05713	38.7856077251
K05743	20.1186164048
K05815	43.3285063629
K05823	9.3500890225
K05833	117.7113349766
K05837	74.3219610153
K05851	1.5241376064
K05878	36.0995110725
K05946	22.878581444
K05970	70.8215715042
K05982	237.2609244975
K05989	11.636824014
K06012	77.1038573652
K06019	63.1244661507
K06041	268.4006326578
K06113	18.4961473399
K06121	69.3605525245
K06147	106.748121105
K06148	13.4228771175
K06153	110.11628282710001
K06158	92.9560433495
K06167	97.6181834495
K06168	142.6261913963
K06173	236.4457213499
K06178	23.8492900794
K06180	165.6998535653
K06200	19.6027544457
K06201	49.7870246775
K06207	13.7165489888
K06221	13.7597174423
K06398	23.791724794
K06605	40.7616517205
K06885	73.225204263
K06894	15.7885098069
K06897	43.7695089722
K06901	27.9102654732
K06911	154.5865304253
K06941	190.95247696
K06959	15.049358728
K06967	107.6166623931
K06969	225.60076146199998
K06994	36.7166451963
K07029	119.2734584673
K07030	20.2607974394
K07056	98.91407079289999
K07085	33.4038871847
K07106	134.1280713051
K07148	29.5811126846
K07248	7.6517181235
K07258	135.8718632284
K07263	49.5921645415
K07273	41.9546756733
K07304	34.3131102379
K07319	12.7417903897
K07321	19.667805269
K07386	111.0830739764
K07391	42.520215005400004
K07404	30.6894148547
K07406	80.6358600611
K07443	238.0932993539
K07444	14.9335929194
K07456	51.5258726697
K07464	54.0925063713
K07478	28.3851766107
K07481	64.5456548821
K07496	235.9056296332
K07533	80.3804533928
K07636	159.4733116756
K07645	25.7506242905
K07646	134.9176059079
K07704	21.5827064317
K08218	135.8897264238
K08300	23.6283200908
K08301	22.663263539
K08307	73.300074326
K08309	24.5797607885
K08325	30.7442663558
K08483	14.1168789709
K08591	51.8114970665
K08681	29.3489614406
K08728	84.7360444634
K08857	13.8609323337
K09013	47.9186614281
K09022	51.501248581
K09121	53.676150487
K09473	54.4348640065
K09680	88.2267289991
K09691	14.1265863657
K09761	80.1768224533
K09765	49.3584419686
K09773	47.5177265914
K09810	27.2916002981
K09817	48.6603027612
K09955	218.8072867061
K10026	384.2012539243
K10112	26.2216722958
K10206	30.4449858868
K10213	113.5197899142
K10254	39.6917909561
K10353	234.5723244607
K10441	96.5794265686
K10547	60.8571154169
K10661	10.4758934385
K10670	128.3687837766
K10671	16.0311435471
K10773	117.9917455926
K10794	50.0769054616
K10899	15.4619478886
K10907	56.167151612
K11066	23.3397788685
K11070	43.9372082403
K11072	106.4705806374
K11085	45.0286719296
K11144	40.04986502
K11189	14.1168789709
K11201	14.1168789709
K11261	72.5798186754
K11367	3.9317524631
K11529	28.1759492647
K11717	9.8293811578
K11751	9.5936514367
K11752	14.0019104667
K11753	82.4072541795
K11754	70.3198568292
K11755	60.9979327166
K11785	21.9966969643
K11787	11.2464315306
K11927	94.1007823707
K11963	50.3701816283
K11991	168.0221193027
K12112	86.0070851303
K12132	66.89635035479999
K12267	33.8277620965
K12276	20.3687590599
K12308	144.7179091128
K12373	157.6428304987
K12507	21.0801679241
K12858	19.9321170638
K13038	30.854559688
K13043	201.4131547893
K13292	21.4481509053
K13378	33.7604992186
K13381	13.0511510061
K13668	145.1824710289
K13678	10.6675454425
K13787	32.3639078571
K13789	234.027810735
K13821	19.7802733646
K13918	3.7120019478
K13929	21.3549559604
K14155	91.1530184021
K14170	31.4181132896
K14260	59.9909917208
K14441	109.3722246019
K14652	108.7508882165
K14676	2.9950102315
K15051	29.7860035083
K15342	88.6670980725
K15555	58.2112251305
K15584	43.7416834738
K15633	134.2542695714
K15726	11.1408141361
K15923	89.9431449355
K15984	142.6306287988
K15986	44.4343145819
K15987	62.918982942
K16012	61.4293872154
K16153	8.2303430747
K16212	14.9903416349
K16342	14.0534452827
K16363	166.88573922220002
K16509	45.2775872267
K16724	8.9637399823
K16786	21.2363173161
K16787	21.2363173161
K16841	56.9583345234
K16898	32.5669186615
K16899	9.5114277169
K16950	36.715938156
K16951	46.5532260516
K17074	81.911509648
K17103	157.4634063732
K17450	24.6438639342
K17716	40.0032954095
K17758	116.1368592753
K17759	72.3115929668
K17810	28.0381695616
K17828	162.3206111322
K18014	165.2284957821
K18220	27.5780812552
K18234	55.3990886508
K18330	324.3039186968
K18332	30.4272255784
K18682	11.3508897869
K18707	26.5864250789
K18785	81.02716236879999
K18866	48.1158518212
K19051	7.4853859992
K19157	137.6113362086
K19225	40.7162072311
K19244	33.8944177854
K19265	192.67637485370003
K19271	66.5431993272
K19506	93.2326126074
K19648	17.7412550388
K19802	32.478111982
K19868	17.6969310968
K19955	30.9656472116
K20107	15.559852579
K20108	15.559852579
K20112	241.9101776577
K20459	18.3650930104
K20509	159.29876144760001
K20811	39.8349557716
K20885	34.2316756738
K20974	9.0130558166
K21063	121.9484117111
K21071	143.8267912332
K21085	20.7121216449
K21467	17.4103411195
K21567	36.9129120731
K21572	141.05247834669998
K21573	11.6817772673
K21574	152.9442575346
K21575	78.1816505908
K21636	85.7353904163
K21749	94.3605508709
K22131	23.6283200908
K22132	4.7431116499
K22393	158.5790045937
K22394	67.1930352581
K22605	47.8481697526
K22927	36.072930355400004
K22958	24.0075603993
K23003	96.6488689992
K23259	80.79081836419999
K23351	78.9055826884
K23352	186.1079288122
