# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR7947168_merged
READS_UNMAPPED	0.0739283
UniClust90_1942-GBOKNFNA_04548	0.00224796
UniRef90_A0A172E6W9	0.00163746
UniRef90_A0A2W0APQ0	0.00156412
UniRef90_A0A069RJB6	0.00128283
UniClust90_3054-OPPDGPDN_00022	0.00128098
UniClust90_12290-LMJGEGCL_02369	0.00117182
UniClust90_1818-OMCNLIBF_00732	0.00114834
UniClust90_28244-DOMIGIEM_01735	0.00111567
UniClust90_42083-ACPKOMKP_02531	0.00107437
UniClust90_4119-GLJLLHIG_01069	0.000975729
UniClust90_87130-BLEPMJCG_00888	0.000897295
UniRef90_A0A414GM97	0.000889223
UniRef90_A0A0M3C7F2	0.000854938
UniRef90_A0A3R6AEQ3	0.000854816
UniClust90_4530-EELFJPHB_01513	0.000818108
UniClust90_6629-MAMEGABH_00723	0.000810578
UniClust90_1899-GJHFOBPN_00746	0.000734157
UniRef90_Q8A245	0.000730121
UniRef90_A0A0U1CS47	0.000726881
UniRef90_J9GMQ9	0.000722771
UniRef90_A0A351ECB7	0.000713361
UniRef90_J7TG29	0.000704956
UniClust90_39966-AEDHJODP_00379	0.000703119
UniClust90_2325-KLFHGMIP_01864	0.000702135
UniRef90_I9S795	0.000688733
UniRef90_A0A417M1R1	0.000687495
UniClust90_1848-GPGMDHOG_04206	0.000683479
UniClust90_37323-PAGEELHO_00917	0.000665317
UniClust90_40817-FDKLBMFA_00117	0.000665132
UniClust90_71327-LIFNEGGO_00338	0.000658861
UniClust90_1959-JACFLFGM_00153	0.000644408
UniClust90_14110-IHKKKGPA_01447	0.000639684
UniRef90_A0A3C2ENE0	0.000624139
UniClust90_101324-MKJDENCN_00702	0.000606613
UniRef90_A0A174BQ24	0.000606613
UniClust90_2141-PGJDNHJA_02504	0.000602313
UniClust90_17345-EJLFMANA_00198	0.000601377
UniClust90_41446-BBOFLENI_00513	0.000597821
UniClust90_42343-MNLAPBNM_01466	0.000597459
UniClust90_35725-LOMJFFOD_01944	0.000591827
UniClust90_1930-CGNJEKMA_00552	0.000591089
UniClust90_2279-MGBOGCKE_01330	0.000589281
UniClust90_4866-KCGMKMIF_01832	0.000586918
UniClust90_4042-FKNCLMIP_01235	0.000585131
UniRef90_A0A016DQP7	0.000583768
UniRef90_A0A174QKC8	0.000573455
UniRef90_UNK4832-MKKGFMHD_01619	0.000571265
UniClust90_63713-IMEJGDOD_02187	0.000568516
UniRef90_A0A357CXW2	0.000567521
UniClust90_1887-HMJPLMCC_01690	0.000565064
UniClust90_39954-CKIIDPLF_01945	0.00056446
UniClust90_1890-KDKMJJBK_02506	0.000562295
UniRef90_A0A1C5M7Z5	0.000560767
UniRef90_A0A3E4KN39	0.000560096
UniRef90_K1UIN2	0.000557428
UniClust90_105952-NLIDDOIN_01351	0.000554586
UniRef90_A0A3G2JXX4	0.000553907
UniRef90_UNK1845-CMOCOLII_00895	0.00055228
UniClust90_1782-BHMDGLOD_01717	0.000550216
UniClust90_11307-CJNGGNPL_01291	0.000548631
UniClust90_4829-GJJBEGAP_01738	0.000546953
UniClust90_1493-KEOGMPBH_01087	0.000546569
UniRef90_A0A1H3AWX1	0.000545269
UniClust90_1857-JEPKPACM_03962	0.000515621
UniClust90_58537-AKCPOCKL_01545	0.000511578
UniClust90_1526-EPMBCCHH_00409	0.000511433
UniClust90_48439-HLNCOHFP_01773	0.0005105
UniClust90_4631-FGPCFHBK_01172	0.000509255
UniClust90_4994-IMJOHGGG_00719	0.00050615
UniClust90_1710-KGCHIKHI_00040	0.000503045
UniRef90_UNK1636-GFJLAJJC_00485	0.000498882
UniRef90_UNK102236-PFKCKDCL_01118	0.000492538
UniRef90_A0A078QRD2	0.000491068
UniClust90_66068-FFMJNCGJ_00903	0.000490503
UniRef90_A7V007	0.00048529
UniRef90_A0A0P0M418	0.000484291
UniClust90_4872-ONKIIBML_00168	0.000483971
UniClust90_103409-ALAMIAMP_01112	0.00047971
UniClust90_6497-HOLFHJCD_00296	0.000479647
UniRef90_A0A078Q099	0.000479647
UniRef90_A0A1J0LLU8	0.00047713
UniClust90_98284-FLDGPGBL_01267	0.000474903
UniRef90_UNK7040-BNOJOHBF_00616	0.000473769
UniClust90_1878-OFFDKGBM_03945	0.000472106
UniClust90_4482-NKLCOMOB_00584	0.000468746
UniClust90_4860-AAAGBKAE_02282	0.000468746
UniRef90_UPI000A058459	0.000467422
UniRef90_A0A412MGJ1	0.000465176
UniRef90_Q89ZM7	0.000458889
UniClust90_1799-MHENPNDG_01963	0.00045833
UniRef90_A0A243W6B8	0.000457071
UniRef90_D7NGB3	0.00045496
UniRef90_A0A0P0GK50	0.000453942
UniRef90_A0A1C6EFW6	0.000453307
UniRef90_A0A0N7I9S5	0.000451473
UniRef90_D4VI05	0.000449631
UniClust90_1949-GNIAOHPH_01504	0.000448828
UniClust90_20349-HNCGLLAF_01898	0.000448366
UniClust90_35744-CNIFMJEB_01850	0.000448366
UniClust90_43308-JMGEIOIB_00778	0.000448366
UniClust90_65710-CEEPDFJD_00010	0.000448366
UniRef90_A0A0D5MGJ0	0.000448366
UniClust90_40523-GCJLCIAF_01095	0.000443545
UniClust90_35744-AIHNLDFB_01220	0.000441223
UniRef90_A0A0P0F1L8	0.000437302
UniClust90_1894-GOIBEBKO_02153	0.00043645
UniClust90_4865-KMBIKICG_00131	0.000433094
UniClust90_83029-NFHIDEDO_01292	0.000429696
UniRef90_D4YU49	0.000429684
UniClust90_79840-HLFBNNPI_03032	0.000426441
UniRef90_A0A330I5Q4	0.000425809
UniClust90_41648-KBHJLHGI_02801	0.000425254
UniClust90_66070-CLKMLAAN_01485	0.000425254
UniRef90_A0A3D1KHV3	0.000425254
UniClust90_36952-INJGFNMH_00928	0.000422791
UniRef90_A0A0P0M0H7	0.000419132
UniRef90_A0A381HD84	0.00041809
UniClust90_60597-PNFPLBFA_02378	0.000417742
UniRef90_A0A1C6KG18	0.000416568
UniRef90_A0A397WB56	0.00041522
UniRef90_A0A174PMJ1	0.000414232
UniClust90_94793-MPLOOIBI_02027	0.000412497
UniClust90_49997-LFMILECE_00405	0.000408413
UniRef90_A0A0P0GNF1	0.000405743
UniClust90_41623-PHHNKMEK_01042	0.000404923
UniRef90_A0A378C114	0.000404409
UniRef90_A0A378DLM6	0.000404409
UniRef90_A0A174I9F5	0.000403026
UniRef90_A0A377U3K1	0.000400482
UniRef90_J9F9L1	0.000400114
UniClust90_4966-EOJAAMPB_02172	0.000399302
UniClust90_2293-KHMFLONP_01323	0.000396631
UniClust90_37168-LNMHALIG_00222	0.000396631
UniClust90_4861-COMHDOJG_01748	0.000396631
UniRef90_A0A3B8U2W2	0.000396631
UniRef90_UNK40204-OIFOBKIC_00578	0.000396631
UniRef90_UNK4553-OLMJEGBF_02262	0.000396631
UniClust90_4787-MDJODILJ_03094	0.000393175
UniRef90_G7JRM2	0.000392065
UniClust90_1778-OHFIECDL_01735	0.000389148
UniClust90_7114-CAPNMEGC_01195	0.000389148
UniRef90_A0A3B0VZ29	0.000389148
UniRef90_A0A0P0F758	0.000388847
UniClust90_1878-PECLBKDC_00053	0.000385511
UniClust90_4675-HAJDPKDB_01138	0.000385511
