# Reaction HUMAnN v4.0.0.alpha.1	SRR7947168_1
RXN-14371	29.8430584131
RXN-14371|unclassified	29.8430584131
RXN-14372	29.8430584131
RXN-14372|unclassified	29.8430584131
RXN-18777	29.8430584131
RXN-18777|unclassified	29.8430584131
RXN-7669	29.8430584131
RXN-7669|unclassified	29.8430584131
RXN-7710	29.8430584131
RXN-7710|unclassified	29.8430584131
GLYC3PDEHYDROGBIOSYN-RXN	29.6492891806
GLYC3PDEHYDROGBIOSYN-RXN|unclassified	29.6492891806
GLYCOGENSYN-RXN	29.5760549317
GLYCOGENSYN-RXN|unclassified	29.5760549317
5.4.2.10-RXN	29.3719095097
5.4.2.10-RXN|unclassified	29.3719095097
RIBOPHOSPHAT-RXN	29.1171253250
RIBOPHOSPHAT-RXN|unclassified	29.1171253250
RXN-16702	29.1168435821
RXN-16702|unclassified	29.1168435821
GUANYL-KIN-RXN	29.0860855404
GUANYL-KIN-RXN|unclassified	29.0860855404
DXS-RXN	28.9665582555
DXS-RXN|unclassified	28.9665582555
GLUTAMIDOTRANS-RXN	28.9391838002
GLUTAMIDOTRANS-RXN|unclassified	28.9391838002
ALPHA-L-FUCOSIDASE-RXN	28.8679201863
ALPHA-L-FUCOSIDASE-RXN|unclassified	28.8679201863
RXN-19378	28.8679201863
RXN-19378|unclassified	28.8679201863
RXN-19379	28.8679201863
RXN-19379|unclassified	28.8679201863
RXN-21816	28.8679201863
RXN-21816|unclassified	28.8679201863
RXN197R-54	28.8679201863
RXN197R-54|unclassified	28.8679201863
GLUTDEHYD-RXN	28.7666928516
GLUTDEHYD-RXN|unclassified	28.7666928516
FUMHYDR-RXN	28.4722353626
FUMHYDR-RXN|unclassified	28.4722353626
TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN	28.2730714882
TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN|unclassified	28.2730714882
TRYPTOPHAN--TRNA-LIGASE-RXN	28.1510868092
TRYPTOPHAN--TRNA-LIGASE-RXN|unclassified	28.1510868092
DTDPGLUCOSEPP-RXN	28.0192937882
DTDPGLUCOSEPP-RXN|unclassified	28.0192937882
BTUR2-RXN	27.9365621385
BTUR2-RXN|unclassified	27.9365621385
RXN-19335	27.9365621385
RXN-19335|unclassified	27.9365621385
RXN-19339	27.9365621385
RXN-19339|unclassified	27.9365621385
RXN-19368	27.9365621385
RXN-19368|unclassified	27.9365621385
RXN-19369	27.9365621385
RXN-19369|unclassified	27.9365621385
3.1.26.3-RXN	27.9295496211
3.1.26.3-RXN|unclassified	27.9295496211
2.7.7.60-RXN	27.8668100185
2.7.7.60-RXN|unclassified	27.8668100185
ACETYLHOMOSER-CYS-RXN	27.6933372484
ACETYLHOMOSER-CYS-RXN|unclassified	27.6933372484
O-ACETYLHOMOSERINE-THIOL-LYASE-RXN	27.6933372484
O-ACETYLHOMOSERINE-THIOL-LYASE-RXN|unclassified	27.6933372484
2.7.3.9-RXN	27.4857257676
2.7.3.9-RXN|unclassified	27.4857257676
POLYNUCLEOTIDE-ADENYLYLTRANSFERASE-RXN	27.3274998047
POLYNUCLEOTIDE-ADENYLYLTRANSFERASE-RXN|unclassified	27.3274998047
DIHYDROFOLATEREDUCT-RXN	27.2624442352
DIHYDROFOLATEREDUCT-RXN|unclassified	27.2624442352
RXN-18357	27.2624442352
RXN-18357|unclassified	27.2624442352
RXN-19329	27.2624442352
RXN-19329|unclassified	27.2624442352
RXN0-5189	27.2501561614
RXN0-5189|unclassified	27.2501561614
3.4.21.53-RXN	27.1742865177
3.4.21.53-RXN|unclassified	27.1742865177
RXN-11475	26.9121538329
RXN-11475|unclassified	26.9121538329
4.3.1.17-RXN	26.8735618302
4.3.1.17-RXN|unclassified	26.8735618302
3.6.3.52-RXN	26.7803298041
3.6.3.52-RXN|unclassified	26.7803298041
GLUC1PADENYLTRANS-RXN	26.7694623758
GLUC1PADENYLTRANS-RXN|unclassified	26.7694623758
2.3.1.128-RXN	26.6879136346
2.3.1.128-RXN|unclassified	26.6879136346
FGAMSYN-RXN	26.5998440099
FGAMSYN-RXN|unclassified	26.5998440099
PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN	26.4567801262
PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN|unclassified	26.4567801262
GLUTRACE-RXN	26.2859060800
GLUTRACE-RXN|unclassified	26.2859060800
3.4.16.4-RXN	25.9552688314
3.4.16.4-RXN|unclassified	25.9552688314
RXN-11065	25.9552688314
RXN-11065|unclassified	25.9552688314
RXN-11302	25.9552688314
RXN-11302|unclassified	25.9552688314
RXN-11351	25.9552688314
RXN-11351|unclassified	25.9552688314
RXN-16649	25.9552688314
RXN-16649|unclassified	25.9552688314
RXN-16659	25.9552688314
RXN-16659|unclassified	25.9552688314
RXN-19249	25.9552688314
RXN-19249|unclassified	25.9552688314
RXN-19253	25.9552688314
RXN-19253|unclassified	25.9552688314
RXN-19256	25.9552688314
RXN-19256|unclassified	25.9552688314
GALACTOACETYLTRAN-RXN	25.9423697813
GALACTOACETYLTRAN-RXN|unclassified	25.9423697813
LTARTDEHYDRA-RXN	25.9022965991
LTARTDEHYDRA-RXN|unclassified	25.9022965991
DTDPGLUCDEHYDRAT-RXN	25.8774243250
DTDPGLUCDEHYDRAT-RXN|unclassified	25.8774243250
TRANS-RXN-236	25.8063950316
TRANS-RXN-236|unclassified	25.8063950316
COBALAMIN5PSYN-RXN	25.7608163739
COBALAMIN5PSYN-RXN|unclassified	25.7608163739
COBALAMINSYN-RXN	25.7608163739
COBALAMINSYN-RXN|unclassified	25.7608163739
RXN-19296	25.7608163739
RXN-19296|unclassified	25.7608163739
RXN-19297	25.7608163739
RXN-19297|unclassified	25.7608163739
RXN-19302	25.7608163739
RXN-19302|unclassified	25.7608163739
RXN-19303	25.7608163739
RXN-19303|unclassified	25.7608163739
RXN-19304	25.7608163739
RXN-19304|unclassified	25.7608163739
RXN-19305	25.7608163739
RXN-19305|unclassified	25.7608163739
RXN-19307	25.7608163739
RXN-19307|unclassified	25.7608163739
RXN-19308	25.7608163739
RXN-19308|unclassified	25.7608163739
RXN-19318	25.7608163739
RXN-19318|unclassified	25.7608163739
OROPRIBTRANS-RXN	25.5949481574
OROPRIBTRANS-RXN|unclassified	25.5949481574
RXN0-2161	25.4824340891
RXN0-2161|unclassified	25.4824340891
SERINE--TRNA-LIGASE-RXN	25.4824340891
SERINE--TRNA-LIGASE-RXN|unclassified	25.4824340891
ADENYLYLSULFKIN-RXN	25.4716396982
ADENYLYLSULFKIN-RXN|unclassified	25.4716396982
RXN-20789	25.4216399837
RXN-20789|unclassified	25.4216399837
UDPNACETYLGLUCOSAMACYLTRANS-RXN	25.4216399837
UDPNACETYLGLUCOSAMACYLTRANS-RXN|unclassified	25.4216399837
TRANS-RXN-214	25.3363868353
TRANS-RXN-214|unclassified	25.3363868353
3.4.21.105-RXN	25.3188216861
3.4.21.105-RXN|unclassified	25.3188216861
PEPCARBOXYKIN-RXN	25.2108287750
PEPCARBOXYKIN-RXN|unclassified	25.2108287750
MYO-INOSITOL-2-DEHYDROGENASE-RXN	25.2072156133
MYO-INOSITOL-2-DEHYDROGENASE-RXN|unclassified	25.2072156133
ARGSUCCINLYA-RXN	25.1537484031
ARGSUCCINLYA-RXN|unclassified	25.1537484031
RXN-22	25.1537484031
RXN-22|unclassified	25.1537484031
POLYPHOSPHATE-KINASE-RXN	25.1379254641
POLYPHOSPHATE-KINASE-RXN|unclassified	25.1379254641
ATPASE-RXN	25.0466161561
ATPASE-RXN|unclassified	25.0466161561
NUCLEOSIDE-TRIPHOSPHATASE-RXN	25.0466161561
NUCLEOSIDE-TRIPHOSPHATASE-RXN|unclassified	25.0466161561
RXN-12195	25.0466161561
RXN-12195|unclassified	25.0466161561
RXN-12196	25.0466161561
RXN-12196|unclassified	25.0466161561
PHOSPHASERDECARB-RXN	24.9987105358
PHOSPHASERDECARB-RXN|unclassified	24.9987105358
ARABISOM-RXN	24.9580229896
ARABISOM-RXN|unclassified	24.9580229896
NADH-PEROXIDASE-RXN	24.8363800750
NADH-PEROXIDASE-RXN|unclassified	24.8363800750
HOMOCYSTEINE-DESULFHYDRASE-RXN	24.6783375471
HOMOCYSTEINE-DESULFHYDRASE-RXN|unclassified	24.6783375471
GLYOHMETRANS-RXN	24.4775501167
GLYOHMETRANS-RXN|unclassified	24.4775501167
HYDROXYLAMINE-REDUCTASE-RXN	24.4711385245
HYDROXYLAMINE-REDUCTASE-RXN|unclassified	24.4711385245
AKBLIG-RXN	24.4541519897
AKBLIG-RXN|unclassified	24.4541519897
GUANPRIBOSYLTRAN-RXN	24.4326984672
GUANPRIBOSYLTRAN-RXN|unclassified	24.4326984672
HYPOXANPRIBOSYLTRAN-RXN	24.4326984672
HYPOXANPRIBOSYLTRAN-RXN|unclassified	24.4326984672
ALARACECAT-RXN	24.4183587210
ALARACECAT-RXN|unclassified	24.4183587210
ASPDECARBOX-RXN	24.3867171004
ASPDECARBOX-RXN|unclassified	24.3867171004
RXN0-1602	24.3812683588
RXN0-1602|unclassified	24.3812683588
RXN0-1603	24.3812683588
RXN0-1603|unclassified	24.3812683588
ASPAMINOTRANS-RXN	24.3442232000
ASPAMINOTRANS-RXN|unclassified	24.3442232000
RXN-11737	24.3442232000
RXN-11737|unclassified	24.3442232000
RXN-13697	24.3442232000
RXN-13697|unclassified	24.3442232000
GLUTAMINE--TRNA-LIGASE-RXN	24.2979187295
GLUTAMINE--TRNA-LIGASE-RXN|unclassified	24.2979187295
UREA-CARBOXYLASE-RXN	24.2690996882
UREA-CARBOXYLASE-RXN|unclassified	24.2690996882
ABC-16-RXN	24.2340659396
ABC-16-RXN|unclassified	24.2340659396
TRANS-RXN0-503	24.2340659396
TRANS-RXN0-503|unclassified	24.2340659396
TRANS-RXN0-504	24.2340659396
TRANS-RXN0-504|unclassified	24.2340659396
UROCANATE-HYDRATASE-RXN	24.2189227457
UROCANATE-HYDRATASE-RXN|unclassified	24.2189227457
RXN-982	24.1922322664
RXN-982|unclassified	24.1922322664
AICARSYN-RXN	23.9204657646
AICARSYN-RXN|unclassified	23.9204657646
AMPSYN-RXN	23.9204657646
AMPSYN-RXN|unclassified	23.9204657646
ASPARTATEKIN-RXN	23.9028595947
ASPARTATEKIN-RXN|unclassified	23.9028595947
OROTPDECARB-RXN	23.8229590062
OROTPDECARB-RXN|unclassified	23.8229590062
ASPCARBTRANS-RXN	23.8105643326
ASPCARBTRANS-RXN|unclassified	23.8105643326
PHOSACETYLTRANS-RXN	23.7183810805
PHOSACETYLTRANS-RXN|unclassified	23.7183810805
2.7.1.156-RXN	23.6857315838
2.7.1.156-RXN|unclassified	23.6857315838
COBINAMIDEKIN-RXN	23.6857315838
COBINAMIDEKIN-RXN|unclassified	23.6857315838
RXN-14063	23.6857315838
RXN-14063|unclassified	23.6857315838
PANTEPADENYLYLTRAN-RXN	23.5048712166
PANTEPADENYLYLTRAN-RXN|unclassified	23.5048712166
QOR-RXN	23.3792788063
QOR-RXN|unclassified	23.3792788063
RXN-15513	23.3340381336
RXN-15513|unclassified	23.3340381336
EXOPOLYPHOSPHATASE-RXN	23.2902824945
EXOPOLYPHOSPHATASE-RXN|unclassified	23.2902824945
RXN-12093	23.2587920739
RXN-12093|unclassified	23.2587920739
HOMOCYSMETB12-RXN	23.2338121595
HOMOCYSMETB12-RXN|unclassified	23.2338121595
3.4.11.4-RXN	23.1836019328
3.4.11.4-RXN|unclassified	23.1836019328
4.2.99.18-RXN	23.1397612663
4.2.99.18-RXN|unclassified	23.1397612663
RXN-11638	23.1249160835
RXN-11638|unclassified	23.1249160835
METHYLENETHFDEHYDROG-NADP-RXN	23.0235138310
METHYLENETHFDEHYDROG-NADP-RXN|unclassified	23.0235138310
ANTHRANSYN-RXN	23.0013837590
ANTHRANSYN-RXN|unclassified	23.0013837590
1.5.1.20-RXN	22.8960809944
1.5.1.20-RXN|unclassified	22.8960809944
5-NUCLEOTID-RXN	22.8353780074
5-NUCLEOTID-RXN|unclassified	22.8353780074
AMP-DEPHOSPHORYLATION-RXN	22.8353780074
AMP-DEPHOSPHORYLATION-RXN|unclassified	22.8353780074
RXN-14025	22.8353780074
RXN-14025|unclassified	22.8353780074
RXN-14227	22.8353780074
RXN-14227|unclassified	22.8353780074
RXN-5841	22.8353780074
RXN-5841|unclassified	22.8353780074
RXN-7609	22.8353780074
RXN-7609|unclassified	22.8353780074
XMPXAN-RXN	22.8353780074
XMPXAN-RXN|unclassified	22.8353780074
CHOLOYLGLYCINE-HYDROLASE-RXN	22.6940302135
CHOLOYLGLYCINE-HYDROLASE-RXN|unclassified	22.6940302135
RXN-17388	22.6940302135
RXN-17388|unclassified	22.6940302135
ISPH2-RXN	22.6390659159
ISPH2-RXN|unclassified	22.6390659159
RXN0-884	22.6390659159
RXN0-884|unclassified	22.6390659159
RXN0-11	22.6273648149
RXN0-11|unclassified	22.6273648149
ACETYL-COA-CARBOXYLTRANSFER-RXN	22.4669271892
ACETYL-COA-CARBOXYLTRANSFER-RXN|unclassified	22.4669271892
RXN-15041	22.4335356494
RXN-15041|unclassified	22.4335356494
RXN-19726	22.4335356494
RXN-19726|unclassified	22.4335356494
RXN-19727	22.4335356494
RXN-19727|unclassified	22.4335356494
RXN-19728	22.4335356494
RXN-19728|unclassified	22.4335356494
RXN-19729	22.4335356494
RXN-19729|unclassified	22.4335356494
RXN0-6366	22.4079687384
RXN0-6366|unclassified	22.4079687384
PEPDEPHOS-RXN	22.3514048381
PEPDEPHOS-RXN|unclassified	22.3514048381
RXN-14117	22.3514048381
RXN-14117|unclassified	22.3514048381
RXN-14192	22.3514048381
RXN-14192|unclassified	22.3514048381
RXN-14207	22.3514048381
RXN-14207|unclassified	22.3514048381
3-DEHYDROQUINATE-SYNTHASE-RXN	22.3468619804
3-DEHYDROQUINATE-SYNTHASE-RXN|unclassified	22.3468619804
RXN-12458	22.0479213879
RXN-12458|unclassified	22.0479213879
RXN-14517	22.0479213879
RXN-14517|unclassified	22.0479213879
RIBULP3EPIM-RXN	21.9930647632
RIBULP3EPIM-RXN|unclassified	21.9930647632
UDPGLCNACEPIM-RXN	21.9858652445
UDPGLCNACEPIM-RXN|unclassified	21.9858652445
UGD-RXN	21.9384251172
UGD-RXN|unclassified	21.9384251172
TRANS-RXN-276	21.8147113478
TRANS-RXN-276|unclassified	21.8147113478
HISTAMINOTRANS-RXN	21.6867142767
HISTAMINOTRANS-RXN|unclassified	21.6867142767
ENOYL-COA-HYDRAT-RXN	21.6144780477
ENOYL-COA-HYDRAT-RXN|unclassified	21.6144780477
METHYLACYLYLCOA-HYDROXY-RXN	21.6144780477
METHYLACYLYLCOA-HYDROXY-RXN|unclassified	21.6144780477
RXN-12567	21.6144780477
RXN-12567|unclassified	21.6144780477
RXN-13616	21.6144780477
RXN-13616|unclassified	21.6144780477
RXN-14266	21.6144780477
RXN-14266|unclassified	21.6144780477
RXN-14272	21.6144780477
RXN-14272|unclassified	21.6144780477
RXN-14273	21.6144780477
RXN-14273|unclassified	21.6144780477
RXN-16135	21.6144780477
RXN-16135|unclassified	21.6144780477
RXN-16558	21.6144780477
RXN-16558|unclassified	21.6144780477
RXN-17114	21.6144780477
RXN-17114|unclassified	21.6144780477
RXN-17475	21.6144780477
RXN-17475|unclassified	21.6144780477
RXN-17776	21.6144780477
RXN-17776|unclassified	21.6144780477
RXN-17780	21.6144780477
RXN-17780|unclassified	21.6144780477
RXN-17785	21.6144780477
RXN-17785|unclassified	21.6144780477
RXN-17789	21.6144780477
RXN-17789|unclassified	21.6144780477
RXN-17793	21.6144780477
RXN-17793|unclassified	21.6144780477
RXN-17797	21.6144780477
RXN-17797|unclassified	21.6144780477
RXN-20675	21.6144780477
RXN-20675|unclassified	21.6144780477
RXN-20678	21.6144780477
RXN-20678|unclassified	21.6144780477
RXN-21223	21.6144780477
RXN-21223|unclassified	21.6144780477
RXN-21755	21.6144780477
RXN-21755|unclassified	21.6144780477
RXN-21759	21.6144780477
RXN-21759|unclassified	21.6144780477
RXN-21766	21.6144780477
RXN-21766|unclassified	21.6144780477
RXN-21779	21.6144780477
RXN-21779|unclassified	21.6144780477
RXN-21780	21.6144780477
RXN-21780|unclassified	21.6144780477
RXN-21781	21.6144780477
RXN-21781|unclassified	21.6144780477
RXN-2425	21.6144780477
RXN-2425|unclassified	21.6144780477
RXN0-5393	21.6144780477
RXN0-5393|unclassified	21.6144780477
TIGLYLCOA-HYDROXY-RXN	21.6144780477
TIGLYLCOA-HYDROXY-RXN|unclassified	21.6144780477
ALDOSE-1-EPIMERASE-RXN	21.5573151756
ALDOSE-1-EPIMERASE-RXN|unclassified	21.5573151756
ALDOSE1EPIM-RXN	21.5573151756
ALDOSE1EPIM-RXN|unclassified	21.5573151756
THYMIDYLATESYN-RXN	21.2025813683
THYMIDYLATESYN-RXN|unclassified	21.2025813683
ASPARTATE--TRNA-LIGASE-RXN	21.1007009468
ASPARTATE--TRNA-LIGASE-RXN|unclassified	21.1007009468
NAD-KIN-RXN	21.0570328421
NAD-KIN-RXN|unclassified	21.0570328421
UDPNACETYLMURAMATEDEHYDROG-RXN	21.0536817970
UDPNACETYLMURAMATEDEHYDROG-RXN|unclassified	21.0536817970
3.1.21.3-RXN	21.0512462761
3.1.21.3-RXN|unclassified	21.0512462761
TYROSINE--TRNA-LIGASE-RXN	20.9867231779
TYROSINE--TRNA-LIGASE-RXN|unclassified	20.9867231779
METHENYLTHFCYCLOHYDRO-RXN	20.9684540732
METHENYLTHFCYCLOHYDRO-RXN|unclassified	20.9684540732
3.1.3.16-RXN	20.8735693428
3.1.3.16-RXN|unclassified	20.8735693428
DIAMACTRANS-RXN	20.8172597695
DIAMACTRANS-RXN|unclassified	20.8172597695
RXN-0	20.8172597695
RXN-0|unclassified	20.8172597695
RXN-19536	20.8172597695
RXN-19536|unclassified	20.8172597695
RXN-9939	20.8172597695
RXN-9939|unclassified	20.8172597695
RXN0-7165	20.8172597695
RXN0-7165|unclassified	20.8172597695
SPERMACTRAN-RXN	20.8172597695
SPERMACTRAN-RXN|unclassified	20.8172597695
RIBOKIN-RXN	20.7887328930
RIBOKIN-RXN|unclassified	20.7887328930
SUPEROX-DISMUT-RXN	20.5768902217
SUPEROX-DISMUT-RXN|unclassified	20.5768902217
2.7.1.148-RXN	20.5393188258
2.7.1.148-RXN|unclassified	20.5393188258
RXN-14014	20.4903054927
RXN-14014|unclassified	20.4903054927
2.3.1.179-RXN	20.4689958662
2.3.1.179-RXN|unclassified	20.4689958662
RXN-21617	20.4689958662
RXN-21617|unclassified	20.4689958662
RXN-21621	20.4689958662
RXN-21621|unclassified	20.4689958662
RXN-21625	20.4689958662
RXN-21625|unclassified	20.4689958662
RXN-21629	20.4689958662
RXN-21629|unclassified	20.4689958662
RXN-21634	20.4689958662
RXN-21634|unclassified	20.4689958662
RXN-21649	20.4689958662
RXN-21649|unclassified	20.4689958662
RXN-21654	20.4689958662
RXN-21654|unclassified	20.4689958662
RXN-21659	20.4689958662
RXN-21659|unclassified	20.4689958662
RXN-21664	20.4689958662
RXN-21664|unclassified	20.4689958662
RXN-21669	20.4689958662
RXN-21669|unclassified	20.4689958662
RXN-21680	20.4689958662
RXN-21680|unclassified	20.4689958662
RXN-21685	20.4689958662
RXN-21685|unclassified	20.4689958662
RXN-21690	20.4689958662
RXN-21690|unclassified	20.4689958662
RXN-21695	20.4689958662
RXN-21695|unclassified	20.4689958662
RXN-21701	20.4689958662
RXN-21701|unclassified	20.4689958662
RXN-8391	20.4689958662
RXN-8391|unclassified	20.4689958662
ARGDECARBOX-RXN	20.4263911665
ARGDECARBOX-RXN|unclassified	20.4263911665
OROTATE-REDUCTASE-NADH-RXN	20.3143287413
OROTATE-REDUCTASE-NADH-RXN|unclassified	20.3143287413
H2PTEROATESYNTH-RXN	20.2882936306
H2PTEROATESYNTH-RXN|unclassified	20.2882936306
PDXJ-RXN	20.2627096916
PDXJ-RXN|unclassified	20.2627096916
ACSERLY-RXN	20.1961276899
ACSERLY-RXN|unclassified	20.1961276899
RXN-12726	20.1961276899
RXN-12726|unclassified	20.1961276899
RXN-11586	20.1845887275
RXN-11586|unclassified	20.1845887275
RXN-11578	20.1722096587
RXN-11578|unclassified	20.1722096587
KDO-8PSYNTH-RXN	20.1555296899
KDO-8PSYNTH-RXN|unclassified	20.1555296899
LONG-CHAIN-ALCOHOL-DEHYDROGENASE-RXN	20.0506092621
LONG-CHAIN-ALCOHOL-DEHYDROGENASE-RXN|unclassified	20.0506092621
UDP-NACMURALGLDAPLIG-RXN	20.0147852739
UDP-NACMURALGLDAPLIG-RXN|unclassified	20.0147852739
GLUTSEMIALDEHYDROG-RXN	20.0083573833
GLUTSEMIALDEHYDROG-RXN|unclassified	20.0083573833
TRANS-RXN-2	19.9916946133
TRANS-RXN-2|unclassified	19.9916946133
ISOLEUCINE--TRNA-LIGASE-RXN	19.9596469094
ISOLEUCINE--TRNA-LIGASE-RXN|unclassified	19.9596469094
3.2.1.55-RXN	19.9538873765
3.2.1.55-RXN|unclassified	19.9538873765
RXN-19757	19.9538873765
RXN-19757|unclassified	19.9538873765
RXN-19758	19.9538873765
RXN-19758|unclassified	19.9538873765
RXN-19769	19.9538873765
RXN-19769|unclassified	19.9538873765
RIBULPEPIM-RXN	19.9412898916
RIBULPEPIM-RXN|unclassified	19.9412898916
2.4.1.212-RXN	19.8791526875
2.4.1.212-RXN|unclassified	19.8791526875
RXN-11627	19.8791526875
RXN-11627|unclassified	19.8791526875
AIRS-RXN	19.8789822621
AIRS-RXN|unclassified	19.8789822621
DIHYDRODIPICSYN-RXN	19.8455096094
DIHYDRODIPICSYN-RXN|unclassified	19.8455096094
XANPRIBOSYLTRAN-RXN	19.8286170816
XANPRIBOSYLTRAN-RXN|unclassified	19.8286170816
L-LACTATE-DEHYDROGENASE-RXN	19.8183436967
L-LACTATE-DEHYDROGENASE-RXN|unclassified	19.8183436967
RXN-7572	19.8183436967
RXN-7572|unclassified	19.8183436967
4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN	19.8182596849
4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN|unclassified	19.8182596849
RXN0-20	19.7982503462
RXN0-20|unclassified	19.7982503462
ADPREDUCT-RXN	19.7478268833
ADPREDUCT-RXN|unclassified	19.7478268833
CDPREDUCT-RXN	19.7478268833
CDPREDUCT-RXN|unclassified	19.7478268833
GDPREDUCT-RXN	19.7478268833
GDPREDUCT-RXN|unclassified	19.7478268833
RIBONUCLEOSIDE-DIP-REDUCTI-RXN	19.7478268833
RIBONUCLEOSIDE-DIP-REDUCTI-RXN|unclassified	19.7478268833
RIBONUCLEOSIDE-DIP-REDUCTII-RXN	19.7478268833
RIBONUCLEOSIDE-DIP-REDUCTII-RXN|unclassified	19.7478268833
RXN0-722	19.7478268833
RXN0-722|unclassified	19.7478268833
RXN0-747	19.7478268833
RXN0-747|unclassified	19.7478268833
RXN0-748	19.7478268833
RXN0-748|unclassified	19.7478268833
UDPREDUCT-RXN	19.7478268833
UDPREDUCT-RXN|unclassified	19.7478268833
GLUTKIN-RXN	19.7164237917
GLUTKIN-RXN|unclassified	19.7164237917
PYRUVATE-CARBOXYLASE-RXN	19.6875767578
PYRUVATE-CARBOXYLASE-RXN|unclassified	19.6875767578
ALANINE-DEHYDROGENASE-RXN	19.5736709991
ALANINE-DEHYDROGENASE-RXN|unclassified	19.5736709991
PANTOTHENATE-KIN-RXN	19.5498332392
PANTOTHENATE-KIN-RXN|unclassified	19.5498332392
DAHPSYN-RXN	19.5471297445
DAHPSYN-RXN|unclassified	19.5471297445
3.2.1.3-RXN	19.5156114727
3.2.1.3-RXN|unclassified	19.5156114727
RXN-9024	19.5156114727
RXN-9024|unclassified	19.5156114727
RXN0-6575	19.4912629372
RXN0-6575|unclassified	19.4912629372
GALACTOKIN-RXN	19.3920597482
GALACTOKIN-RXN|unclassified	19.3920597482
3.2.1.8-RXN	19.2671467713
3.2.1.8-RXN|unclassified	19.2671467713
ACETOLACTREDUCTOISOM-RXN	19.2474416513
ACETOLACTREDUCTOISOM-RXN|unclassified	19.2474416513
ACETOOHBUTREDUCTOISOM-RXN	19.2474416513
ACETOOHBUTREDUCTOISOM-RXN|unclassified	19.2474416513
GLYOXI-RXN	19.2084866080
GLYOXI-RXN|unclassified	19.2084866080
PYRUVATE-DEHYDROGENASE-NADP+-RXN	19.1336065615
PYRUVATE-DEHYDROGENASE-NADP+-RXN|unclassified	19.1336065615
RXN-14570	19.1254035890
RXN-14570|unclassified	19.1254035890
ABC-56-RXN	19.1053556158
ABC-56-RXN|unclassified	19.1053556158
F16BDEPHOS-RXN	19.1016123139
F16BDEPHOS-RXN|unclassified	19.1016123139
PRTRANS-RXN	19.0773820315
PRTRANS-RXN|unclassified	19.0773820315
HISTPRATPHYD-RXN	19.0574875863
HISTPRATPHYD-RXN|unclassified	19.0574875863
RXN0-743	19.0159826944
RXN0-743|unclassified	19.0159826944
PMPOXI-RXN	19.0083090578
PMPOXI-RXN|unclassified	19.0083090578
PNPOXI-RXN	19.0083090578
PNPOXI-RXN|unclassified	19.0083090578
DIACYLGLYKIN-RXN	18.9639590684
DIACYLGLYKIN-RXN|unclassified	18.9639590684
DIAMINOPIMEPIM-RXN	18.9579845786
DIAMINOPIMEPIM-RXN|unclassified	18.9579845786
FUCISOM-RXN	18.9344044550
FUCISOM-RXN|unclassified	18.9344044550
ARGSUCCINSYN-RXN	18.9021489618
ARGSUCCINSYN-RXN|unclassified	18.9021489618
RXN-10	18.9021489618
RXN-10|unclassified	18.9021489618
ORNCARBAMTRANSFER-RXN	18.8059697327
ORNCARBAMTRANSFER-RXN|unclassified	18.8059697327
RXN-13482	18.8059697327
RXN-13482|unclassified	18.8059697327
RXN-14047	18.7942417704
RXN-14047|unclassified	18.7942417704
ADENPHOSPHOR-RXN	18.7755536023
ADENPHOSPHOR-RXN|unclassified	18.7755536023
DEOXYADENPHOSPHOR-RXN	18.7755536023
DEOXYADENPHOSPHOR-RXN|unclassified	18.7755536023
DEOXYGUANPHOSPHOR-RXN	18.7755536023
DEOXYGUANPHOSPHOR-RXN|unclassified	18.7755536023
DEOXYINOPHOSPHOR-RXN	18.7755536023
DEOXYINOPHOSPHOR-RXN|unclassified	18.7755536023
INOPHOSPHOR-RXN	18.7755536023
INOPHOSPHOR-RXN|unclassified	18.7755536023
PNP-RXN	18.7755536023
PNP-RXN|unclassified	18.7755536023
RXN-11715	18.7755536023
RXN-11715|unclassified	18.7755536023
RXN-11743	18.7755536023
RXN-11743|unclassified	18.7755536023
RXN-14029	18.7755536023
RXN-14029|unclassified	18.7755536023
RXN-7001	18.7755536023
RXN-7001|unclassified	18.7755536023
XANTHOSINEPHOSPHORY-RXN	18.7755536023
XANTHOSINEPHOSPHORY-RXN|unclassified	18.7755536023
RXN-11637	18.7706733243
RXN-11637|unclassified	18.7706733243
2-OXOGLUTARATE-SYNTHASE-RXN	18.7565849476
2-OXOGLUTARATE-SYNTHASE-RXN|unclassified	18.7565849476
GLUTAMINESYN-RXN	18.7351773774
GLUTAMINESYN-RXN|unclassified	18.7351773774
3.2.1.73-RXN	18.5804743041
3.2.1.73-RXN|unclassified	18.5804743041
SERINE-O-ACETTRAN-RXN	18.5698420128
SERINE-O-ACETTRAN-RXN|unclassified	18.5698420128
DARAB5PISOM-RXN	18.5191611371
DARAB5PISOM-RXN|unclassified	18.5191611371
3.2.1.37-RXN	18.4331206542
3.2.1.37-RXN|unclassified	18.4331206542
PHOSPHAGLYPSYN-RXN	18.3736388188
PHOSPHAGLYPSYN-RXN|unclassified	18.3736388188
1.1.1.274-RXN	18.3358010919
1.1.1.274-RXN|unclassified	18.3358010919
