# Reaction HUMAnN v4.0.0.alpha.1	SRR7947168_merged
RXN-14047	21.2258696333
TRANS-RXN-194	21.1577805467
DIACYLGLYKIN-RXN	21.1057873321
RXN0-5306	21.0007051004
RXN-19792	20.9984470266
RXN-2103	20.9984470266
HISTPRATPHYD-RXN	20.8845937653
PYRUVATE-CARBOXYLASE-RXN	20.8173850292
DIAMACTRANS-RXN	20.8172597695
RXN-0	20.8172597695
RXN-19536	20.8172597695
RXN-9939	20.8172597695
RXN0-7165	20.8172597695
SPERMACTRAN-RXN	20.8172597695
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	20.7113747901
RXN-9591	20.6478031725
RXN-12720	20.5851476432
SULFATE-ADENYLYLTRANS-RXN	20.5851476432
ABC-16-RXN	20.5814175688
TRANS-RXN0-503	20.5814175688
TRANS-RXN0-504	20.5814175688
L-LACTATE-DEHYDROGENASE-RXN	20.4088826513
RXN-7572	20.4088826513
GLUTRNAREDUCT-RXN	20.3567609618
RXN-11600	20.3487113993
R125-RXN	20.3426676535
UDPMANNACADEHYDROG-RXN	20.3285562208
2-OXOGLUTARATE-SYNTHASE-RXN	20.3045276900
GLUCISOM-RXN	20.2891660669
XYLISOM-RXN	20.2891660669
GLYCPDIESTER-RXN	20.1822929379
RXN-14073	20.1822929379
RXN-14136	20.1822929379
RXN-20556	20.1822929379
RXN-20557	20.1822929379
RXN-10819	20.1190916383
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	20.0233405686
4.2.1.58-RXN	20.0233405686
4.2.1.59-RXN	20.0233405686
4.2.1.61-RXN	20.0233405686
RXN-10656	20.0233405686
RXN-10660	20.0233405686
RXN-11477	20.0233405686
RXN-11481	20.0233405686
RXN-13009	20.0233405686
RXN-16619	20.0233405686
RXN-16623	20.0233405686
RXN-16627	20.0233405686
RXN-16631	20.0233405686
RXN-21615	20.0233405686
RXN-21619	20.0233405686
RXN-21623	20.0233405686
RXN-21627	20.0233405686
RXN-21632	20.0233405686
RXN-21636	20.0233405686
RXN-21646	20.0233405686
RXN-21651	20.0233405686
RXN-21656	20.0233405686
RXN-21661	20.0233405686
RXN-21666	20.0233405686
RXN-21671	20.0233405686
RXN-21677	20.0233405686
RXN-21682	20.0233405686
RXN-21687	20.0233405686
RXN-21692	20.0233405686
RXN-21698	20.0233405686
RXN-21703	20.0233405686
RXN-9520	20.0233405686
RXN-9533	20.0233405686
RXN-9537	20.0233405686
RXN-9557	20.0233405686
RXN-9634	20.0233405686
RXN-9655	20.0233405686
RXN0-2144	20.0233405686
RXN1G-320	20.0233405686
PDXJ-RXN	19.9438586927
2.8.1.6-RXN	19.8186825060
3.1.11.6-RXN	19.7389430189
1TRANSKETO-RXN	19.6442570033
2TRANSKETO-RXN	19.6442570033
3.1.1.64-RXN	19.5975557595
CARBOXYLESTERASE-RXN	19.5975557595
RETINYL-PALMITATE-ESTERASE-RXN	19.5975557595
RXN-10711	19.5975557595
RXN-10767	19.5975557595
RXN-12252	19.5975557595
RXN-12575	19.5975557595
RXN18C3-61	19.5975557595
RXNQT-4366	19.5975557595
ALKAPHOSPHA-RXN	19.5296109622
RXN-8748	19.5296109622
TRNA-CYTIDYLYLTRANSFERASE-RXN	19.4673322768
1.6.4.4-RXN	19.4431107020
ENOYL-ACP-REDUCT-NADH-RXN	19.4291177861
RXN-10657	19.4291177861
RXN-10661	19.4291177861
RXN-11478	19.4291177861
RXN-11482	19.4291177861
RXN-16620	19.4291177861
RXN-16624	19.4291177861
RXN-16628	19.4291177861
RXN-16632	19.4291177861
RXN-21616	19.4291177861
RXN-21620	19.4291177861
RXN-21624	19.4291177861
RXN-21628	19.4291177861
RXN-21633	19.4291177861
RXN-21637	19.4291177861
RXN-21647	19.4291177861
RXN-21652	19.4291177861
RXN-21657	19.4291177861
RXN-21662	19.4291177861
RXN-21667	19.4291177861
RXN-21672	19.4291177861
RXN-21678	19.4291177861
RXN-21683	19.4291177861
RXN-21688	19.4291177861
RXN-21693	19.4291177861
RXN-21699	19.4291177861
RXN-21704	19.4291177861
RXN-9558	19.4291177861
RXN-9635	19.4291177861
RXN-9657	19.4291177861
RXN-9658	19.4291177861
RXN-9659	19.4291177861
RXN-9660	19.4291177861
RXN-9661	19.4291177861
RXN-9662	19.4291177861
RXN-9663	19.4291177861
RXN0-2145	19.4291177861
RXN1G-395	19.4291177861
RXN-19782	19.3799032672
RXN-2102	19.3799032672
ISOCITDEH-RXN	19.3558501353
ASNSYNB-RXN	19.3520650702
DIOHBUTANONEPSYN-RXN	19.3180061588
PHOSPHAGLYPSYN-RXN	19.2867850731
RXN0-1321	19.2696332363
ACETYLORNTRANSAM-RXN	19.2157176531
RXN-15007	19.2157176531
ORNCARBAMTRANSFER-RXN	19.1988421881
RXN-13482	19.1988421881
RXN-11601	19.1732678812
NADPYROPHOSPHAT-RXN	19.1720989833
RXN0-4401	19.1720989833
3.4.22.40-RXN	19.1603404339
RXN-21218	19.1603404339
RXN-21219	19.1603404339
RXN-21220	19.1603404339
FPPSYN-RXN	19.0876712882
ABC-63-RXN	19.0548503677
RXN0-743	19.0159826944
PMPOXI-RXN	19.0083090578
PNPOXI-RXN	19.0083090578
ABC-56-RXN	18.9062355367
7KAPSYN-RXN	18.9055896630
RXN-11484	18.9055896630
RXN-15025	18.8985327683
RXN0-7078	18.8985327683
1.8.1.4-RXN	18.8346468435
RXN-7716	18.8346468435
RXN-7719	18.8346468435
RXN-8629	18.8346468435
RXN0-1132	18.8346468435
SUCCCOASYN-RXN	18.7480733560
GSHTRAN-RXN	18.7101366117
GST-RXN	18.7101366117
RXN-11663	18.7101366117
RXN-13673	18.7101366117
RXN-15680	18.7101366117
RXN-18405	18.7101366117
RXN-18407	18.7101366117
RXN-19573	18.7101366117
RXN-19600	18.7101366117
RXN-19601	18.7101366117
RXN-19610	18.7101366117
RXN-19611	18.7101366117
RXN-19626	18.7101366117
RXNQT-4363	18.7101366117
IPPISOM-RXN	18.6867496060
2-DEHYDROPANTOATE-REDUCT-RXN	18.6582707971
DARAB5PISOM-RXN	18.5191611371
3.4.13.19-RXN	18.5091262161
RXN-15682	18.5091262161
RXN66-337	18.5091262161
3.4.21.102-RXN	18.5071339189
TAGAKIN-RXN	18.4936907509
2.5.1.64-RXN	18.4893851780
3.2.1.99-RXN	18.4409459754
CARBAMATE-KINASE-RXN	18.4196300383
ADENINE-DEAMINASE-RXN	18.3865275868
3.4.19.12-RXN	18.2736402520
MALATE-DEH-RXN	18.1080658654
6.1.1.23-RXN	18.0630619845
RXN490-3616	18.0630619845
RXN-14971	18.0516110099
RXN-15378	18.0516110099
RXN-21393	18.0516110099
RXN-21394	18.0516110099
RXN1YI0-14	18.0516110099
SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN	18.0516110099
SUCCINATE-DEHYDROGENASE-UBIQUINONE6-RXN	18.0516110099
DLACTDEHYDROGNAD-RXN	17.9574714363
CELLULOSE-SYNTHASE-UDP-FORMING-RXN	17.9052717070
3.1.1.72-RXN	17.8890389063
2.7.1.90-RXN	17.8750549389
RXN-21730	17.8750549389
RXN-11592	17.8749384864
RXN-18388	17.8590301962
5.1.3.9-RXN	17.8347277848
NANE-RXN	17.8347277848
RXN-15479	17.6496262099
RXN-12174	17.6053306281
2.5.1.19-RXN	17.5880265850
RXN-14338	17.5206170005
GLUTDECARBOX-RXN	17.4287166607
DTDPDEHYDRHAMEPIM-RXN	17.3321916450
DARABALDOL-RXN	17.2962079268
FUCPALDOL-RXN	17.2962079268
COBINPGUANYLYLTRANS-RXN	17.2807548029
RXN-15083	17.0727343985
RXN-15143	17.0727343985
TRANS-RXN-153A	17.0727343985
TRANS-RXN-157	17.0727343985
TRANS-RXN0-540	17.0727343985
CELLOBIOSE-EPIMERASE-RXN	17.0353950664
RXN-15344	17.0353950664
RXN-15709	17.0353950664
RXN-11588	17.0221172983
RXN-10837	16.9957909532
RXN-9382	16.9957909532
RXN-19040	16.9496167612
RXN0-6359	16.9496167612
THIOSULFATE-SULFURTRANSFERASE-RXN	16.9496167612
ADOMET-DMK-METHYLTRANSFER-RXN	16.8889917611
RXN-11046	16.8889917611
RXN-14177	16.8889917611
RXN-19667	16.8889917611
RXN-9191	16.8889917611
RXN-9205	16.8889917611
RXN-9220	16.8889917611
RXN-9361	16.8889917611
RXN-9362	16.8889917611
RXN-9363	16.8889917611
RXN-9366	16.8889917611
RXN-11839	16.8658706898
GLYRIBONUCSYN-RXN	16.8536663873
3.2.1.135-RXN	16.8181959924
ERYTHRON4PDEHYDROG-RXN	16.8055481629
THREDEHYD-RXN	16.7225811112
GCVP-RXN	16.7059675208
5-DEHYDRO-2-DEOXYGLUCONOKINASE-RXN	16.7054775433
MANNONDEHYDRAT-RXN	16.6766453288
RXN-11591	16.3700284478
AMYLOMALT-RXN	16.2711975869
RXN-12193	16.2711975869
RXN-12391	16.2711975869
RXN-14260	16.2711975869
RXN-14261	16.2711975869
RXN-14354	16.2711975869
RXN-1828	16.2711975869
RXN-9023	16.2711975869
THI-P-KIN-RXN	16.2585679123
D-PPENTOMUT-RXN	16.1751848656
PPENTOMUT-RXN	16.1751848656
3.1.2.23-RXN	16.1054838560
RXN-7682	16.0715070493
RXN-8751	16.0715070493
RXN-8752	16.0715070493
RXN-8753	16.0715070493
RXN0-901	16.0715070493
MERCURY-II-REDUCTASE-RXN	16.0022284078
3.4.24.75-RXN	15.9894647327
RXN0-2661	15.9866225939
CPM-KDOSYNTH-RXN	15.9809264873
2.3.1.89-RXN	15.9755854159
PYRUVATE-DEHYDROGENASE-NADP+-RXN	15.9569175342
DIHYDROOROT-RXN	15.9162711334
RXN-7737	15.8592161965
L-ASPARTATE-OXID-RXN	15.7984447327
METHGLYSYN-RXN	15.7886180652
3.4.13.18-RXN	15.7717721544
RXN-6622	15.7717721544
RXN0-6974	15.7717721544
RXN0-6975	15.7717721544
RXN0-6976	15.7717721544
RXN0-6977	15.7717721544
RXN0-6978	15.7717721544
RXN0-6979	15.7717721544
RXN0-6980	15.7717721544
RXN0-6981	15.7717721544
RXN0-6982	15.7717721544
RXN0-6983	15.7717721544
RXN0-6984	15.7717721544
RXN0-6985	15.7717721544
RXN0-6987	15.7717721544
RXN0-6988	15.7717721544
3.2.1.10-RXN	15.7494290896
AMP-NUCLEOSID-RXN	15.7085105752
3.4.13.9-RXN	15.6911643112
3.1.21.2-RXN	15.6596285001
PREPHENATEDEHYDRAT-RXN	15.6219975551
HYDROG-RXN	15.6056332957
BETA-PHOSPHOGLUCOMUTASE-RXN	15.5877581007
3.4.14.12-RXN	15.5844015677
HISTIDINE-AMMONIA-LYASE-RXN	15.5690611969
HEMN-RXN	15.4744112691
RXN-12444	15.4254278556
3.1.11.2-RXN	15.4094340152
RHAMNULPALDOL-RXN	15.3969063471
2.1.3.1-RXN	15.3702893643
RXN0-1483	15.3622671150
HOMOSERDEHYDROG-RXN	15.3132067313
RXN-8340	15.2451157056
RXN-14249	15.2355506752
THREODEHYD-RXN	15.2355506752
UREASE-RXN	15.2066627366
2.6.1.37-RXN	15.1588683969
RXN-14089	15.1413602133
3.2.1.83-RXN	15.1277400221
THIAZOLSYN3-RXN	14.9935250971
ACNEULY-RXN	14.9872423721
RXN-15313	14.9872423721
RXN0-6515	14.8997023466
RXN-9590	14.8538800832
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN	14.8086254757
RXN-10949	14.8086254757
RXN-10952	14.8086254757
RXN-10953	14.8086254757
RXN-10954	14.8086254757
RXN-7253	14.8086254757
RXN0-5408	14.8086254757
RXN-13141	14.7963865695
RXN0-6727	14.7963865695
MALIC-NADP-RXN	14.7960572785
DARABISOM-RXN	14.7307933306
RXN-14969	14.7307933306
DMBPPRIBOSYLTRANS-RXN	14.6848375900
RXN-19295	14.6848375900
RXN-19298	14.6848375900
RXN-19299	14.6848375900
RXN-19300	14.6848375900
RXN-19301	14.6848375900
RXN-19306	14.6848375900
RXN-19316	14.6848375900
H2NEOPTERINALDOL-RXN	14.6654367327
RXN-10857	14.6654367327
RXN0-3521	14.6211731690
RXN-12979	14.5906559642
3.6.3.44-RXN	14.5696467842
RXN-20868	14.5696467842
TRANS-RXN-220	14.5696467842
TRANS-RXN-366	14.5696467842
RXN-15294	14.5471391649
PTAALT-RXN	14.5047162053
SUCCDIAMINOPIMDESUCC-RXN	14.4912052462
CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN	14.4461344089
RXN-21514	14.4461344089
4.2.2.2-RXN	14.3967274986
DIMETHYLMALEATE-HYDRATASE-RXN	14.3784265996
GLUCONATE-5-DEHYDROGENASE-RXN	14.3766063370
FADSYN-RXN	14.3749732651
RXN-18511	14.3749732651
5.4.1.2-RXN	14.3016178663
RXN-12402	14.2852189590
RXN0-5001	14.2852189590
RXN-8668	14.1796967151
PYROGLUTAMYL-PEPTIDASE-I-RXN	14.1470478910
PANTOATE-BETA-ALANINE-LIG-RXN	14.0498791635
ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN	14.0467195561
RXN0-6550	14.0467195561
BETA-GLUCURONID-RXN	13.9114904395
RXN-15289	13.9114904395
RXN-15291	13.9114904395
3.2.1.18-RXN	13.8709197576
RXN-6501	13.8498278623
CHORISMATEMUT-RXN	13.7999534773
PGLYCDEHYDROG-RXN	13.7845863691
BIOTIN-CARBOXYL-RXN	13.7444063724
3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN	13.7272326863
RXN-15635	13.7272326863
GSAAMINOTRANS-RXN	13.7181061101
RXN-19911	13.6145515218
RXN0-7013	13.6145515218
3.2.1.49-RXN	13.6083546300
RXN-11148	13.6048132405
RXN-11361	13.5344262820
OXALOACETATE-TAUTOMERASE-RXN	13.4649314118
RXN-16937	13.2392705620
HISTIDPHOS-RXN	13.2060034721
ASNSYNA-RXN	13.1489964961
MORPHINE-6-DEHYDROGENASE-RXN	13.1246651590
RXN-11070	13.0868906301
3.2.1.40-RXN	13.0360411711
RXN-13788	13.0360411711
RXN-16248	13.0360411711
RXN-16249	13.0360411711
RXN-16250	13.0360411711
1.17.4.2-RXN	13.0036270560
RXN-21262	13.0036270560
RXN-21263	13.0036270560
RXN-21264	13.0036270560
RXN-21265	13.0036270560
QUINOLINATE-SYNTHA-RXN	12.9854217127
3.4.14.5-RXN	12.8432865276
6.3.2.10-RXN	12.8139023135
UDP-NACMURALGLDAPAALIG-RXN	12.8139023135
BUTYRYL-COA-DEHYDROGENASE-RXN	12.8008611505
PROPCOASYN-RXN	12.8008611505
RXN-13449	12.8008611505
2.3.1.184-RXN	12.7253933142
RXN-10020	12.7253933142
RXN-10022	12.7253933142
RXN-10023	12.7253933142
RXN-10024	12.7253933142
RXN-10025	12.7253933142
RXN-10026	12.7253933142
RXN-16001	12.7157293490
3.2.1.82-RXN	12.6891170152
GDPMANDEHYDRA-RXN	12.6676339717
PRAISOM-RXN	12.6594762281
RXN-9297	12.6418303345
RXN-14400	12.6331735838
RXN-9995	12.6331735838
1.1.1.292-RXN	12.6289900058
NAD-SYNTH-GLN-RXN	12.5744556980
MANNPISOM-RXN	12.5427016710
3.4.19.5-RXN	12.5146933377
RXN-21711	12.5146933377
RXN0-3241	12.5146933377
NITROGENASE-RXN	12.5117353565
RXN-20190	12.5117353565
3.2.1.14-RXN	12.5084654430
RXN-17121	12.5079478973
RXN0-6563	12.4448728237
GLYOXII-RXN	12.4198308678
RXN-7919	12.4198308678
ABC-7-RXN	12.4141606588
ABC-70-RXN	12.4141606588
RNA-DIRECTED-RNA-POLYMERASE-RXN	12.3781886285
1.2.7.8-RXN	12.3059257174
1.7.2.2-RXN	12.2840927762
RXN-18605	12.2840927762
RXN-8457	12.2706813826
OXALATE-DECARBOXYLASE-RXN	12.2686441814
DIAMINOPIMELATE-DEHYDROGENASE-RXN	12.2499905704
CHEBDEAMID-RXN	12.1951476612
4.2.2.3-RXN	12.0942122733
3.5.1.80-RXN	12.0338303243
NAG6PDEACET-RXN	12.0338303243
IMPCYCLOHYDROLASE-RXN	12.0191123073
2.7.9.3-RXN	11.9788450735
RIBOFLAVINKIN-RXN	11.9145818392
RXN-18510	11.9145818392
3.5.1.98-RXN	11.8714183310
RXN-20784	11.8264666811
TETRAACYLDISACC4KIN-RXN	11.8264666811
RXN-14571	11.7940766690
CYTIDEAM-RXN	11.7800330121
CYTIDEAM2-RXN	11.7800330121
3.4.13.20-RXN	11.7460326050
RXN-19944	11.7460326050
RXN-8999	11.7411511753
RIBOFLAVINSYNDEAM-RXN	11.6523432701
RXN-10058	11.6523432701
5-FORMYL-THF-CYCLO-LIGASE-RXN	11.6517533878
RXN-8001	11.6222227918
3.4.11.6-RXN	11.6176895935
RXN-19736	11.5897324811
LYSYLTRANSFERASE-RXN	11.5744136940
CHER-RXN	11.4677515969
TRANS-RXN-250	11.4318445000
RXN-7668	11.4223337930
RXN0-4641	11.1997063199
RXN-11565	11.1834205636
RXN-11566	11.1834205636
CDP-GLUCOSE-46-DEHYDRATASE-RXN	11.1540381380
RXN-11791	11.1465966562
METHYLMALONYL-COA-EPIM-RXN	11.1221454666
RXN-16391	11.1221454666
RXN-13158	11.1055407920
RXN-14986	11.1055407920
RXNQT-4165	11.1055407920
RXNQT-4168	11.1055407920
RXNQT-4171	11.1055407920
RXNQT-4174	11.1055407920
RXNQT-4178	11.1055407920
ALTRO-OXIDOREDUCT-RXN	11.0915836735
ADENPRIBOSYLTRAN-RXN	11.0474553412
RXN-14270	11.0474553412
XYLULOKIN-RXN	10.9862618088
RXN-19748	10.9775362902
DCMP-DEAMINASE-RXN	10.9723602268
TSA-REDUCT-RXN	10.9392299298
2.1.3.9-RXN	10.8685664709
RXN-20788	10.8619030715
UDPACYLGLCNACDEACETYL-RXN	10.8619030715
NMNAMIDOHYDRO-RXN	10.7965709529
3.6.3.28-RXN	10.7913347727
ABC-23-RXN	10.7913347727
TRANS-RXN-238	10.7913347727
S-CARBOXYMETHYLCYSTEINE-SYNTHASE-RXN	10.7487057958
RXN-8348	10.7283414891
RXN-8890	10.6837499097
FATTY-ACYL-COA-SYNTHASE-RXN	10.5405958739
RXN-10059	10.5405958739
RXN-10060	10.5405958739
RXN-10061	10.5405958739
RXN-10062	10.5405958739
RXN-20769	10.5405958739
RXN-20770	10.5405958739
RXN-21719	10.5405958739
RXN-21720	10.5405958739
RXN-21721	10.5405958739
RXN-21722	10.5405958739
RXN-21723	10.5405958739
RXN-21724	10.5405958739
RXN-21725	10.5405958739
RXN-21726	10.5405958739
RXN1G-499	10.5405958739
RXN1G-508	10.5405958739
RXN1G-517	10.5405958739
RXN1G-526	10.5405958739
RXN1G-536	10.5405958739
RXN3O-1803	10.5405958739
RXN3O-5293	10.5405958739
RXN3O-5304	10.5405958739
PYRROLINECARBREDUCT-RXN	10.4344697460
RXN66-546	10.4344697460
PRIBFAICARPISOM-RXN	10.3658448843
HISTCYCLOHYD-RXN	10.3183119660
P-PANTOCYSDECARB-RXN	10.3057156980
P-PANTOCYSLIG-RXN	10.3057156980
HYDROGEN-DEHYDROGENASE-RXN	10.2544774487
RXN0-5204	10.2010038920
ATPPHOSPHORIBOSYLTRANS-RXN	10.1826405177
LEVANSUCRASE-RXN	10.1556593601
RXN-1803	10.1556593601
RXN-1804	10.1556593601
RXN-9068	10.1556593601
RIBOFLAVINSYNREDUC-RXN	10.1325864312
METHIONINE-GAMMA-LYASE-RXN	10.0372677191
RXN-11063	10.0372677191
RXN-11064	10.0372677191
RXN-9952	10.0370291466
3.2.1.50-RXN	10.0187207885
RXN-12178	10.0130759512
RXN-12270	10.0130759512
PGPPHOSPHA-RXN	10.0111268768
RXN-13313	10.0111268768
RXN-20787	9.9578674895
UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN	9.9578674895
BETA-GLUCOSIDE-KINASE-RXN	9.9398660036
3.4.15.5-RXN	9.8980740750
DETHIOBIOTIN-SYN-RXN	9.8510413946
FUMARATE-REDUCTASE-NADH-RXN	9.8139534884
RXN0-6373	9.8039215686
RXN-12104	9.8013158728
5.3.1.17-RXN	9.7725805340
RXN-13294	9.7072999267
RXN-13295	9.7072999267
RXN-13296	9.7072999267
RXN-13297	9.7072999267
RXN-13322	9.7072999267
RXN-13441	9.7072999267
RXN-14492	9.7072999267
RXN-16094	9.7072999267
RXN-16153	9.7072999267
RXN-20332	9.7072999267
RXN-20336	9.7072999267
RXN-20340	9.7072999267
RXN-20344	9.7072999267
RXN-20348	9.7072999267
RXN-20375	9.7072999267
RXN-20379	9.7072999267
RXN-20383	9.7072999267
RXN-20384	9.7072999267
RXN-20385	9.7072999267
RXN-20386	9.7072999267
RXN-7697	9.7072999267
RXN-9543	9.7072999267
RXN0-5055	9.6561296969
2.1.1.79-RXN	9.6346226352
RXN-7421	9.6346226352
RXN1G-2544	9.6346226352
RXN1G-3641	9.6346226352
RXN1G01-65	9.6346226352
RXN-14950	9.6180270234
RXN-14957	9.6180270234
RXN-14959	9.6180270234
RXN0-949	9.6180270234
3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN	9.6140001796
ADENOSYLHOMOCYSTEINASE-RXN	9.5623516148
3.2.1.165-RXN	9.5146599573
RFFTRANS-RXN	9.4956328259
RXN-11319	9.4803701674
ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN	9.4691232426
ENZRXN-201-RXN	9.4691232426
RXN-10717	9.4691232426
RXN-12299	9.4691232426
RXN-12484	9.4691232426
RXN-14023	9.4691232426
RXN0-7154	9.4691232426
RXN-9310	9.3995651739
THRESYN-RXN	9.3667862508
RXN-15123	9.3403099695
RXN-15127	9.3403099695
RXN-12977	9.2175621122
RXN-14236	9.1942777396
RXN0-2605	9.1867931398
IMIDPHOSDEHYD-RXN	9.1707228472
3.2.1.89-RXN	9.1623985312
N-ACYLGLUCOSAMINE-2-EPIMERASE-RXN	9.1173865998
R381-RXN	9.1173865998
RXN-16006	9.1173865998
RXN-16427	9.1166859638
RXN-21295	9.1166859638
RXN-21601	9.1166859638
RXN0-262	9.1166859638
RXN0-4022	9.1014018207
AMIDASE-RXN	9.0529696750
GUANIDINOBUTANAMIDE-NH3-RXN	9.0529696750
PYRAZIN-RXN	9.0529696750
R311-RXN	9.0529696750
RXN-14727	9.0529696750
RXN-14728	9.0529696750
RXN-17608	9.0529696750
RXNN-404	9.0529696750
2.1.1.64-RXN	9.0128629688
DHHB-METHYLTRANSFER-RXN	9.0128629688
RXN-11758	9.0128629688
RXN-9229	9.0128629688
RXN-9237	9.0128629688
RXN3O-102	9.0128629688
RXN-11860	8.9882143824
RXN-11865	8.9882143824
GPPSYN-RXN	8.9520383966
ALANINE-AMINOTRANSFERASE-RXN	8.9207321697
RXN-13698	8.9207321697
3.4.13.22-RXN	8.8780079796
RXN-12446	8.8307641133
4.1.1.83-RXN	8.8140824561
RXN-20409	8.8140824561
PYRIMSYN3-RXN	8.7675712594
DGTPTRIPHYDRO-RXN	8.7233778733
RXN0-3942	8.6599320748
RXN-12480	8.6104887282
1.8.4.12-RXN	8.5716867474
KDUD-RXN	8.5545616302
1.8.98.1-RXN	8.5310254174
NQOR-RXN	8.5230639640
RXN-12303	8.5230639640
RXN-19671	8.5230639640
RXN1YI0-16	8.5230639640
2.4.1.117-RXN	8.5205635030
RXN-12086	8.5158900558
RXN-12579	8.5158900558
RXN-21399	8.5158900558
RXN-17762	8.4663322693
GMP-REDUCT-RXN	8.4613102660
UDP-GLUCOSE-46-DEHYDRATASE-RXN	8.4033613445
KETOACYLCOATHIOL-RXN	8.3923351585
METHYLACETOACETYLCOATHIOL-RXN	8.3923351585
RXN-10699	8.3923351585
RXN-10700	8.3923351585
RXN-10701	8.3923351585
RXN-11246	8.3923351585
RXN-12710	8.3923351585
RXN-12751	8.3923351585
RXN-13617	8.3923351585
RXN-14268	8.3923351585
RXN-14274	8.3923351585
RXN-14277	8.3923351585
RXN-14394	8.3923351585
RXN-14774	8.3923351585
RXN-14788	8.3923351585
RXN-14793	8.3923351585
RXN-14799	8.3923351585
RXN-14803	8.3923351585
RXN-16137	8.3923351585
RXN-17116	8.3923351585
RXN-17778	8.3923351585
RXN-17782	8.3923351585
RXN-17787	8.3923351585
RXN-17791	8.3923351585
RXN-17795	8.3923351585
RXN-17799	8.3923351585
RXN-19800	8.3923351585
RXN-19804	8.3923351585
RXN-20153	8.3923351585
RXN-21225	8.3923351585
RXN-21757	8.3923351585
RXN-21761	8.3923351585
RXN-21768	8.3923351585
RXN-21785	8.3923351585
RXN-21786	8.3923351585
RXN-21787	8.3923351585
GLU6PDEHYDROG-RXN	8.3726478900
5-OXOPROLINASE-ATP-HYDROLYSING-RXN	8.3664187339
UDP-GLUCURONATE-DECARBOXYLASE-RXN	8.3536065167
6PGLUCONOLACT-RXN	8.3380415576
RXN0-5146	8.3380061136
4-NITROPHENYLPHOSPHATASE-RXN	8.3227333197
RXN-9158	8.3199187295
QUERCETIN-23-DIOXYGENASE-RXN	8.2982966709
4OH2OXOGLUTARALDOL-RXN	8.2530724078
PHOSMANMUT-RXN	8.2530049274
BIOTINLIG-RXN	8.2487948587
RXN0-7192	8.2487948587
RXN-13404	8.2427521011
3.2.2.21-RXN	8.2357830601
MANNPGUANYLTRANGDP-RXN	8.2231334694
PPGPPSYN-RXN	8.2158766265
RXN0-6427	8.2158766265
QUINOPRIBOTRANS-RXN	8.2124135079
FORMYLTETRAHYDROFOLATE-DEHYDROGENASE-RXN	8.1967213115
RXN-11322	8.1581125164
RXN-11842	8.1484937748
ACETATE--COA-LIGASE-RXN	8.1477999598
RXN-18446	8.1477999598
RXN-18447	8.1477999598
RXN-18448	8.1477999598
ASPARTATE-RACEMASE-RXN	8.1365390483
RXN-16274	8.1339254765
RXN-16275	8.1339254765
RXN-20913	8.1339254765
RXN-20914	8.1339254765
RXN-20915	8.1339254765
RXN-20916	8.1339254765
RXN-20918	8.1339254765
RXN-20919	8.1339254765
RXN0-1842	8.1339254765
2.1.1.77-RXN	8.1179925402
NICONUCADENYLYLTRAN-RXN	8.0989568872
FOLYLPOLYGLUTAMATESYNTH-RXN	8.0856753144
FORMYLTHFGLUSYNTH-RXN	8.0856753144
RXN-6341	8.0856753144
RXN0-2921	8.0856753144
SULFITE-REDUCT-RXN	8.0735197913
RXN-12610	8.0523314997
RXN-12611	8.0523314997
THI-P-SYN-RXN	8.0523314997
PPPGPPHYDRO-RXN	8.0437381786
PENICILLIN-AMIDASE-RXN	8.0297940470
RXN-17099	8.0297940470
RXN-19051	7.9932475101
KDO-8PPHOSPHAT-RXN	7.9924356448
LACTALDDEHYDROG-RXN	7.9691868229
R145-RXN	7.9658452404
AMINOACYLASE-RXN	7.9395792897
ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN	7.9331862989
COA-DISULFIDE-REDUCTASE-NADH-RXN	7.9298968311
RXN0-5398	7.9156941702
RXN-11840	7.9073184364
3.1.3.46-RXN	7.8839869281
KETOGLUTREDUCT-RXN	7.8740157480
RXN-16701	7.8740157480
MYO-INOSOSE-2-DEHYDRATASE-RXN	7.8260965629
2.7.8.6-RXN	7.8019360365
2.1.1.74-RXN	7.7961496987
ATP-PYROPHOSPHATASE-RXN	7.7949765811
H2PTERIDINEPYROPHOSPHOKIN-RXN	7.7600657255
RXN-15733	7.7600657255
RXN-11597	7.7148055541
CREATININASE-RXN	7.7111195472
TRANS-RXN-334	7.7020759757
ADDALT-RXN	7.5977721989
ADENODEAMIN-RXN	7.5977721989
LYSINE-23-AMINOMUTASE-RXN	7.5953935448
RXN-11496	7.5626431125
RXN-11496-YEAST	7.5626431125
RXN0-6731	7.5413185937
RXN-969	7.5173588174
S-2-HYDROXY-ACID-OXIDASE-RXN	7.5173588174
OHMETPYRKIN-RXN	7.4772486787
3.1.30.1-RXN	7.4572541053
