# Pathway HUMAnN v4.0.0.alpha.1	SRR7947175_kegg_Abundance
UNMAPPED	0.0000000000
UNINTEGRATED	60262.8504743990
ko01055	184.5139241796
ko00785	148.5384461870
ko00121	143.3415936068
ko00290	87.3618339475
ko00750	77.4854473006
ko00550	74.5068344759
ko00340	71.7270699573
ko00521	68.0962034191
ko00030	67.0448182331
ko00770	65.8901276636
ko00061	65.1281858658
ko00908	63.1240697999
ko00051	62.9426570064
ko00511	61.1606614192
ko00300	53.0480937751
ko00240	47.6221009223
ko00520	44.0556574751
ko00040	43.6221108207
ko00900	43.4707910997
ko00540	43.2379946041
ko00970	42.2248731673
ko03410	39.0847429625
ko00010	37.3254566089
ko03430	36.8473309136
ko00620	36.7499309451
ko00052	36.1877939393
ko00720	35.5789568493
ko00400	35.2417765930
ko00730	34.7435108826
ko04112	33.6673791460
ko00500	33.5799512056
ko00780	33.3891052648
ko00531	32.3749487322
ko00740	32.2770713578
ko00790	31.7822125190
ko00760	29.4710855385
ko00860	28.1322468722
ko03060	27.2552203075
ko00561	27.0395522216
ko00330	26.7610041200
ko03440	26.0102205024
ko00130	25.3484156920
ko00230	24.6270920102
ko00190	22.6519804406
ko00260	22.2403524471
ko00910	21.6448761095
ko03010	21.1419644012
ko00564	20.7898497977
ko00473	19.7226842195
ko03030	19.4864445590
ko00630	18.7613336714
ko00680	17.8438829160
ko00920	17.0227041165
ko00120	15.9268437341
ko00480	14.8130052027
ko04712	14.0024701133
ko03420	13.3592062790
ko00270	12.1304949679
ko03018	9.7403537749
ko00650	8.9328794696
ko04122	8.4889528280
ko00140	7.2698315839
ko02010	6.7419003636
ko00360	6.5376476874
ko00053	6.3046317489
ko02020	5.7445511711
ko00440	5.2632832506
ko04146	5.0554160821
ko00362	3.7140526385
ko03013	3.4216447861
ko04626	3.2302915604
ko00350	1.0333679395
ko04974	0.8920356207
ko04012	0.5996518700
ko04020	0.2076480816
ko03040	0.1374202202
ko04141	0.0355934415
