# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR7947175_merged
K00962	118.5677216839
K00963	35.4756223568
K00969	85.2590636353
K00971	197.4065075325
K00973	17.9826582652
K00975	43.8306287436
K00978	24.8152185588
K00980	102.3990671522
K00981	66.2412044572
K00991	78.9541628884
K01000	114.45452779
K01007	18.9031732187
K01056	474.7284031485
K01069	215.6977776686
K01077	71.1918418308
K01089	173.5778727534
K01091	233.94795046529998
K01092	154.4289035662
K01142	65.2277785197
K01151	218.36828501399998
K01153	137.364753251
K01154	462.6027201414
K01156	31.841825991599997
K01159	90.0168383027
K01176	54.0705156895
K01179	78.8879822574
K01182	13.2930795782
K01183	114.106563006
K01186	110.40720630339999
K01187	143.9340013949
K01190	188.2293388658
K01191	18.7445134915
K01192	18.4423015162
K01193	29.929018989
K01195	27.5712949769
K01197	21.7526775305
K01198	25.8537887297
K01205	52.2433670255
K01206	23.0854991821
K01209	65.6276387989
K01218	87.28316204570001
K01255	32.4334528048
K01256	21.966133046499998
K01262	53.9160223613
K01265	156.56687645190001
K01270	2.7412465955
K01277	69.4178541391
K01278	22.3008905163
K01284	24.759610291500003
K01297	108.7054309907
K01299	32.3439812108
K01322	21.8744275913
K01338	58.1586562462
K01356	73.2793324308
K01358	198.0668560607
K01372	88.1730258785
K01409	97.6702046996
K01424	240.0810989945
K01426	54.3438850008
K01439	89.3499264665
K01442	143.34159360680002
K01462	289.6839476143
K01465	71.1398427994
K01468	19.5054034241
K01470	63.9819546462
K01486	61.0321925552
K01489	216.4957813135
K01491	174.3818174792
K01493	740.2374417765
K01496	183.9167559047
K01515	87.9901927874
K01520	237.2998142334
K01524	107.8770159205
K01531	17.6311175773
K01534	147.9033412661
K01537	91.32952041370001
K01585	129.7224549748
K01586	42.6740425439
K01591	63.3767199401
K01599	51.8791734023
K01607	141.13400026120001
K01613	71.4920316398
K01627	66.7123367791
K01629	130.7191770767
K01639	53.5374118216
K01643	134.9761292912
K01649	293.5519250106
K01658	175.5888163287
K01662	40.5722059112
K01665	91.5174186975
K01681	64.2830095115
K01689	37.8826920482
K01693	99.1517394412
K01695	71.9306330609
K01696	83.3110123006
K01704	52.0301994282
K01710	184.5139241796
K01711	47.2293784045
K01719	198.7637747318
K01729	34.2827286226
K01733	38.2223086843
K01734	248.7516039146
K01736	91.3319388847
K01738	17.5069795403
K01740	41.6196304873
K01744	68.2427102222
K01745	32.1004604762
K01749	54.9809762669
K01755	73.5997076287
K01756	102.9748268955
K01759	134.3804376954
K01770	238.9936421621
K01775	59.1680526585
K01778	59.3655351338
K01785	198.8832395844
K01791	43.7080827173
K01803	142.649384813
K01805	113.5509707547
K01807	352.6223515466
K01808	123.4178230413
K01809	256.5414196177
K01810	151.157228771
K01812	55.052403425
K01813	121.9391378706
K01814	67.6749967615
K01815	296.58432902109996
K01817	250.6249915043
K01818	27.5389152999
K01839	42.1372621345
K01840	280.6613507453
K01841	73.6859655083
K01847	34.5944423651
K01866	19.5056991007
K01868	33.559209557
K01869	75.1419272086
K01870	104.2369403743
K01872	112.782058179
K01873	63.940463792100005
K01874	51.8062742203
K01876	6.1741406998
K01880	15.6852082795
K01881	167.400698915
K01883	69.6026463214
K01885	236.76787738710001
K01887	27.4764716636
K01889	16.776087043
K01890	69.0973174802
K01892	130.25012666959998
K01895	46.7015457811
K01897	68.8943986444
K01903	45.3128239185
K01905	68.4167337798
K01912	115.6349548711
K01915	119.24135311420001
K01918	116.0199159309
K01923	26.1897808232
K01924	53.4246238683
K01925	37.0600455094
K01928	138.749921097
K01933	47.6129672647
K01939	127.86237462599999
K01940	41.0312972491
K01950	64.3584314173
K01951	36.8701043677
K01952	22.708756164900002
K01955	14.5784186371
K01956	60.612577658
K01961	21.9975481969
K01972	121.7734481449
K01990	392.4431831695
K02001	109.1312845585
K02013	96.548817165
K02031	25.9395867012
K02032	25.9395867012
K02034	26.6544292555
K02035	30.3945384029
K02041	62.7828283209
K02050	31.3285055148
K02057	49.4712792782
K02111	30.9562856473
K02118	197.9283893776
K02119	46.7584972639
K02120	162.01129674930002
K02122	165.1365237877
K02124	105.3905005746
K02190	162.4240201691
K02193	107.0748236431
K02217	222.5139649994
K02230	73.6792899479
K02233	67.8708722948
K02238	48.275760685
K02261	24.5414823421
K02304	79.8956946434
K02313	97.7172967091
K02316	15.398736737
K02323	27.8330995583
K02334	24.5158247547
K02335	16.1330487636
K02337	32.6842662261
K02338	57.4036386239
K02339	42.3588988059
K02340	93.0071918828
K02343	45.1744444198
K02346	78.266386064
K02350	3.9920644157
K02355	234.35949840319998
K02358	113.0602046124
K02361	61.3568472197
K02371	134.0454880542
K02428	402.6554856203
K02429	36.525523953
K02493	124.18779079800001
K02501	84.9615448473
K02503	63.5854170773
K02510	32.0344061231
K02518	125.3977881168
K02519	16.5603011143
K02528	146.3017213596
K02529	46.205687444
K02536	94.9111100252
K02551	114.3511514278
K02563	85.5456832935
K02564	200.384224078
K02573	71.0545941166
K02621	90.7782578491
K02775	35.6644659739
K02777	101.0749412838
K02787	30.4537485427
K02788	30.4537485427
K02844	45.621374276
K02853	20.0165483379
K02864	93.4238501109
K02881	1011.6043189629
K02884	146.1020958121
K02963	271.0911719982
K03040	49.4712792782
K03041	6.2651414754
K03043	49.7214760605
K03046	33.2548016839
K03070	116.690114939
K03077	78.0345636534
K03100	260.5416794458
K03101	167.8726117651
K03150	265.46287577
K03168	60.0262781827
K03169	71.367601758
K03177	181.9445512426
K03181	51.7646498407
K03183	279.4956653513
K03215	163.9510935258
K03243	13.5426420176
K03269	131.716315802
K03270	96.1040425322
K03296	6.7897617213
K03313	37.6394644909
K03321	30.6527926508
K03324	30.8341701221
K03332	17.4474601026
K03340	167.4622051111
K03385	98.6077194983
K03387	141.1471924042
K03388	199.6249175389
K03394	71.4920316398
K03407	69.219595327
K03426	63.4624800483
K03427	69.1524134156
K03437	134.4773896909
K03438	217.1410470924
K03439	170.6017643975
K03470	82.7138849307
K03474	293.8854491505
K03496	113.2826463549
K03500	78.9079085393
K03501	170.7376175724
K03502	116.0860711775
K03524	101.7759163416
K03525	54.8523657961
K03526	68.5489341944
K03544	99.189574026
K03545	37.2212482188
K03550	127.7555014326
K03551	49.8923114422
K03575	60.0456882676
K03587	89.2486911197
K03601	58.624764389
K03602	200.4221057936
K03606	70.5248291331
K03615	36.1315660676
K03616	48.1013053905
K03621	47.5164870878
K03644	58.9921669883
K03648	278.4816478603
K03654	29.6986941765
K03657	98.1458355158
K03658	27.3145168667
K03665	26.8146213583
K03694	19.6640556628
K03695	22.174360641
K03696	9.949029319
K03698	47.2293784045
K03701	26.1679370457
K03702	58.400681224900005
K03722	24.9461557211
K03734	57.3334630265
K03768	58.9921669883
K03771	94.172360878
K03775	179.193696401
K03778	50.1055264484
K03787	141.1442611317
K03797	338.260334499
K03798	42.964970312700004
K03801	238.08472538569998
K03814	72.1519580857
K03816	100.6411432526
K03817	128.0655291963
K03820	121.93619420499999
K03885	82.1609641135
K03929	29.2386363814
K04041	256.7332900486
K04043	32.8422778401
K04066	225.88047517290002
K04069	126.45254417199999
K04075	103.42208881100001
K04077	24.6576092301
K04084	162.63086690539998
K04485	35.9377569009
K04486	189.884280152
K04564	44.5826841822
K04567	50.0774316444
K04707	17.9895561011
K04720	47.1344449806
K04771	64.1350738539
K04773	24.1870927054
K05341	50.9633829031
K05349	152.74835392309998
K05366	19.8219665071
K05515	25.7827227904
K05592	101.77146253039999
K05774	82.423150713
K05837	48.7196992318
K05847	42.9869594461
K05853	13.9124214642
K05878	51.9366254216
K05879	78.0345636534
K05970	48.562603549100004
K05985	173.5921018624
K05989	34.4206421006
K05995	168.3977477763
K06001	7.293456426
K06041	59.9728551863
K06113	101.2438677769
K06147	115.0467915625
K06153	455.90129726099997
K06158	59.6691951601
K06162	45.0516549046
K06167	194.3550789034
K06168	166.5958251863
K06173	153.0515262844
K06201	25.3919048218
K06207	53.523710053
K06287	106.8309174389
K06382	23.6146892023
K06889	38.6953570592
K06894	17.3254439934
K06901	110.7632241311
K06911	146.4124521146
K06941	280.94940034850003
K06969	41.2478212451
K07010	75.5213731976
K07012	9.7909755231
K07030	29.8528152487
K07056	58.3318069101
K07106	57.2634587982
K07107	122.4511038008
K07112	24.2403171485
K07133	158.7704780732
K07250	29.0238455318
K07258	139.1990564862
K07263	67.9177469686
K07273	110.4898404538
K07313	75.7653840964
K07391	41.886920038599996
K07404	46.3884992638
K07405	111.2994847427
K07407	99.7549994128
K07443	156.852082795
K07448	60.9074970853
K07456	97.8940172121
K07496	87.8171099594
K07560	81.3540544435
K07636	249.20136729979998
K07714	36.2152685372
K07793	31.5179924433
K07812	18.2485497104
K08218	130.7175423678
K08234	135.1549647138
K08282	26.7327888419
K08300	4.9993361854
K08301	31.8605793177
K08307	35.6373653159
K08325	41.9488128405
K08591	122.3427304854
K08678	49.8923114422
K08956	18.5005020733
K09121	91.7074865288
K09458	58.9249562473
K09680	124.7404778016
K09761	104.30805456159999
K09765	92.5025103663
K09810	76.2581670824
K09812	36.9824099862
K09955	159.9348279086
K10026	92.868856942
K10231	20.4798134304
K10542	109.8316132559
K10563	60.7497056421
K10823	17.8909161135
K11004	22.3860490481
K11070	141.0012769662
K11072	38.016147975
K11074	63.5484725687
K11085	52.1242626756
K11175	83.4497735866
K11529	42.6740425439
K11754	116.2782225471
K11755	253.8016811947
K11991	115.799438903
K12111	5.3191304021
K12132	168.0296413596
K12267	14.8337845912
K12308	140.2283331541
K12343	130.8569685095
K12373	125.0573015924
K12507	22.5148792198
K12555	22.8551524151
K12573	19.7136497502
K12818	8.245213213
K12941	68.91836863879999
K12960	36.7833511809
K13043	208.3825018552
K13378	154.9665609005
K13525	2.4559474631
K13747	85.00927370010001
K13789	107.4330740506
K13798	7.1385339797
K13821	20.1937117276
K14051	36.2439480481
K14155	139.5041102111
K14170	138.882041391
K14415	39.4770814442
K14441	114.3427138776
K14652	348.1072390926
K14682	56.6410298982
K15460	71.6011797797
K15531	41.9113250721
K15581	107.60689083060001
K15633	96.0022302021
K15635	40.0160177096
K15923	97.3799422083
K15924	58.8441545969
K15987	77.6678939299
K16213	85.522796726
K16363	126.9496912953
K16371	75.9396001935
K16704	72.9374381893
K16786	34.4337538588
K16787	34.4337538588
K17103	70.4185777113
K17758	33.3561683895
K17759	33.3561683895
K17828	163.7954561786
K18014	53.7022245711
K18138	15.4934829057
K18220	31.1528441739
K18231	32.9576758649
K18234	50.3205716263
K18330	119.9457103726
K18332	27.8165911955
K18446	48.3492502636
K18707	39.3116284624
K18785	49.3152184602
K18930	49.9934075071
K19049	44.6336192344
K19265	55.50169704619999
K19506	120.2532634761
K19802	63.1681019353
K19852	18.1637384801
K20459	98.734258433
K20488	74.5608469884
K20509	103.72640834090001
K21063	83.1538524037
K21071	237.9578106077
K21572	141.1262357081
K21574	173.5256689612
K21575	65.0412262527
K21636	172.82513845149998
K21672	46.2969128881
K21929	33.2712310369
K22517	5.350076746
K22927	24.2120664717
K23003	53.3546902795
K23007	23.903553902
