# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR7947175_1
UniRef90_P20458	160.5469306259
UniRef90_P20458|unclassified	160.5469306259
UniRef90_UNK41490-BCIJCCKE_01978	160.5469306259
UniRef90_UNK41490-BCIJCCKE_01978|unclassified	160.5469306259
UniRef90_A0A411SQE0	160.4152202503
UniRef90_A0A411SQE0|unclassified	160.4152202503
UniRef90_UNK1860-NKIOAOFE_01542	160.2817251057
UniRef90_UNK1860-NKIOAOFE_01542|unclassified	160.2817251057
UniRef90_A6L1Q8	160.2540285209
UniRef90_A6L1Q8|unclassified	160.2540285209
UniClust90_39169-DMIEIPHO_01985	160.1188054775
UniClust90_39169-DMIEIPHO_01985|unclassified	160.1188054775
UniRef90_A0A358M9F5	160.1188054775
UniRef90_A0A358M9F5|unclassified	160.1188054775
UniRef90_A0A3A5QBA9	160.1188054775
UniRef90_A0A3A5QBA9|unclassified	160.1188054775
UniRef90_A0A3D3YPA6	160.1188054775
UniRef90_A0A3D3YPA6|unclassified	160.1188054775
UniRef90_K1S319	160.1188054775
UniRef90_K1S319|unclassified	160.1188054775
UniRef90_A0A0P0FVA1	159.7053754823
UniRef90_A0A0P0FVA1|unclassified	159.7053754823
UniClust90_43560-JNPFODAJ_01303	159.6929575906
UniClust90_43560-JNPFODAJ_01303|unclassified	159.6929575906
UniClust90_4368-PCMFNHIJ_01417	159.6929575906
UniClust90_4368-PCMFNHIJ_01417|unclassified	159.6929575906
UniClust90_4713-GDKGGHEK_01027	159.6929575906
UniClust90_4713-GDKGGHEK_01027|unclassified	159.6929575906
UniClust90_4780-LHBMDIFK_02309	159.6929575906
UniClust90_4780-LHBMDIFK_02309|unclassified	159.6929575906
UniRef90_A0A1I7BLW5	159.6929575906
UniRef90_A0A1I7BLW5|unclassified	159.6929575906
UniRef90_A0A379EG82	159.6929575906
UniRef90_A0A379EG82|unclassified	159.6929575906
UniRef90_A0A450RHU6	159.6929575906
UniRef90_A0A450RHU6|unclassified	159.6929575906
UniRef90_B0NCC2	159.6929575906
UniRef90_B0NCC2|unclassified	159.6929575906
UniRef90_UNK1673-ALELINHI_01885	159.6929575906
UniRef90_UNK1673-ALELINHI_01885|unclassified	159.6929575906
UniRef90_UNK4948-FLGDFOHK_00168	159.6929575906
UniRef90_UNK4948-FLGDFOHK_00168|unclassified	159.6929575906
UniRef90_A0A0K6BZ74	159.4946652205
UniRef90_A0A0K6BZ74|unclassified	159.4946652205
UniClust90_2166-OEMKKENL_00687	159.3751253967
UniClust90_2166-OEMKKENL_00687|unclassified	159.3751253967
UniClust90_5203-AJCBCMKO_01751	159.3458356189
UniClust90_5203-AJCBCMKO_01751|unclassified	159.3458356189
UniClust90_41554-MNEJGMPC_02823	159.2844460714
UniClust90_41554-MNEJGMPC_02823|unclassified	159.2844460714
UniClust90_14270-HJFCIOOJ_03251	159.2693688437
UniClust90_14270-HJFCIOOJ_03251|unclassified	159.2693688437
UniClust90_27814-ODHKIJFJ_03758	159.2693688437
UniClust90_27814-ODHKIJFJ_03758|unclassified	159.2693688437
UniClust90_88286-EBGLICDD_03517	159.2693688437
UniClust90_88286-EBGLICDD_03517|unclassified	159.2693688437
UniRef90_A0A354FEV7	159.2693688437
UniRef90_A0A354FEV7|unclassified	159.2693688437
UniRef90_J9GPC9	159.2693688437
UniRef90_J9GPC9|unclassified	159.2693688437
UniRef90_R6CV75	159.1307145019
UniRef90_R6CV75|unclassified	159.1307145019
UniClust90_14868-KOBJEPKL_00339	158.8480213071
UniClust90_14868-KOBJEPKL_00339|unclassified	158.8480213071
UniClust90_35630-BFAKJKOM_01084	158.8480213071
UniClust90_35630-BFAKJKOM_01084|unclassified	158.8480213071
UniClust90_70050-PMFCJFMO_00880	158.8480213071
UniClust90_70050-PMFCJFMO_00880|unclassified	158.8480213071
UniRef90_A0A377CQG2	158.8480213071
UniRef90_A0A377CQG2|unclassified	158.8480213071
UniRef90_A0A3D1X5V2	158.8480213071
UniRef90_A0A3D1X5V2|unclassified	158.8480213071
UniRef90_UNK15333-PFCIOIMM_00026	158.8480213071
UniRef90_UNK15333-PFCIOIMM_00026|unclassified	158.8480213071
UniClust90_1891-EHJEAKEH_01547	158.7072980853
UniClust90_1891-EHJEAKEH_01547|unclassified	158.7072980853
UniClust90_15067-ENIJCAPI_01434	158.4288972403
UniClust90_15067-ENIJCAPI_01434|unclassified	158.4288972403
UniClust90_1857-CEMPDLHO_03316	158.4288972403
UniClust90_1857-CEMPDLHO_03316|unclassified	158.4288972403
UniClust90_21235-CAFCCOBD_00503	158.4288972403
UniClust90_21235-CAFCCOBD_00503|unclassified	158.4288972403
UniRef90_A0A150IX10	158.4288972403
UniRef90_A0A150IX10|unclassified	158.4288972403
UniClust90_4759-GNPBMJOE_02919	158.4273896786
UniClust90_4759-GNPBMJOE_02919|unclassified	158.4273896786
UniRef90_A0A1E3AY14	158.3327429209
UniRef90_A0A1E3AY14|unclassified	158.3327429209
UniClust90_15172-MJJFOECP_01031	158.0119790897
UniClust90_15172-MJJFOECP_01031|unclassified	158.0119790897
UniClust90_1948-FOFFOCNH_01148	158.0119790897
UniClust90_1948-FOFFOCNH_01148|unclassified	158.0119790897
UniClust90_4701-JHGPNAAD_01306	158.0119790897
UniClust90_4701-JHGPNAAD_01306|unclassified	158.0119790897
UniClust90_79840-HLFBNNPI_03032	158.0119790897
UniClust90_79840-HLFBNNPI_03032|unclassified	158.0119790897
UniRef90_A0A0P0GK50	158.0119790897
UniRef90_A0A0P0GK50|unclassified	158.0119790897
UniRef90_K1TYT4	158.0119790897
UniRef90_K1TYT4|unclassified	158.0119790897
UniRef90_A0A174MAF3	157.9755646562
UniRef90_A0A174MAF3|unclassified	157.9755646562
UniClust90_3937-CCMLCHPF_00481	157.9503119353
UniClust90_3937-CCMLCHPF_00481|unclassified	157.9503119353
UniRef90_A0A3P8M9N4	157.8741299375
UniRef90_A0A3P8M9N4|unclassified	157.8741299375
UniRef90_A0A078S7A5	157.8656757454
UniRef90_A0A078S7A5|unclassified	157.8656757454
UniRef90_A0A173Z7A7	157.6852057097
UniRef90_A0A173Z7A7|unclassified	157.6852057097
UniRef90_A0A174M0L1	157.5996922859
UniRef90_A0A174M0L1|unclassified	157.5996922859
UniClust90_15042-GELIIBLB_02776	157.5972494858
UniClust90_15042-GELIIBLB_02776|unclassified	157.5972494858
UniRef90_A0A060CIB0	157.5972494858
UniRef90_A0A060CIB0|unclassified	157.5972494858
UniRef90_A0A380FDP6	157.5972494858
UniRef90_A0A380FDP6|unclassified	157.5972494858
UniRef90_UNK40030-DFMIFJBM_01734	157.5972494858
UniRef90_UNK40030-DFMIFJBM_01734|unclassified	157.5972494858
UniRef90_UNK40205-BPIDCBBL_00176	157.5972494858
UniRef90_UNK40205-BPIDCBBL_00176|unclassified	157.5972494858
UniRef90_A0A015R5N1	157.5088140557
UniRef90_A0A015R5N1|unclassified	157.5088140557
UniRef90_UNK1835-GDCGEDKL_01910	157.3242937191
UniRef90_UNK1835-GDCGEDKL_01910|unclassified	157.3242937191
UniRef90_A0A0E9FRB7	157.3215306211
UniRef90_A0A0E9FRB7|unclassified	157.3215306211
UniClust90_62912-EIIKAGNH_02082	157.1846912410
UniClust90_62912-EIIKAGNH_02082|unclassified	157.1846912410
UniRef90_A0A174HHV4	157.1846912410
UniRef90_A0A174HHV4|unclassified	157.1846912410
UniClust90_37565-NDKCLGNM_01017	157.1585947056
UniClust90_37565-NDKCLGNM_01017|unclassified	157.1585947056
UniRef90_Q8A2E9	157.0652999033
UniRef90_Q8A2E9|unclassified	157.0652999033
UniClust90_40026-ELLAGEKF_01376	157.0539469009
UniClust90_40026-ELLAGEKF_01376|unclassified	157.0539469009
UniRef90_U2FEA8	157.0316076902
UniRef90_U2FEA8|unclassified	157.0316076902
UniRef90_A0A3B0UCG7	156.9196488594
UniRef90_A0A3B0UCG7|unclassified	156.9196488594
UniClust90_35749-FINDJPKA_01426	156.8427173859
UniClust90_35749-FINDJPKA_01426|unclassified	156.8427173859
UniRef90_R6GT34	156.8427173859
UniRef90_R6GT34|unclassified	156.8427173859
UniClust90_14963-OKFADFMG_02392	156.7742873474
UniClust90_14963-OKFADFMG_02392|unclassified	156.7742873474
UniClust90_1957-LBEDKFCM_01229	156.7742873474
UniClust90_1957-LBEDKFCM_01229|unclassified	156.7742873474
UniClust90_89870-NICOBNKD_02413	156.7742873474
UniClust90_89870-NICOBNKD_02413|unclassified	156.7742873474
UniRef90_A0A0P0GSM4	156.7742873474
UniRef90_A0A0P0GSM4|unclassified	156.7742873474
UniRef90_A0A0P0L2L4	156.7742873474
UniRef90_A0A0P0L2L4|unclassified	156.7742873474
UniRef90_A0A2N2CJT1	156.7742873474
UniRef90_A0A2N2CJT1|unclassified	156.7742873474
UniRef90_A0A2Z4AD95	156.7742873474
UniRef90_A0A2Z4AD95|unclassified	156.7742873474
UniRef90_C7GGD0	156.7742873474
UniRef90_C7GGD0|unclassified	156.7742873474
UniRef90_UPI000B90B1AC	156.4684857466
UniRef90_UPI000B90B1AC|unclassified	156.4684857466
UniClust90_1684-MELEENMO_00839	156.3660209741
UniClust90_1684-MELEENMO_00839|unclassified	156.3660209741
UniClust90_4809-JCACJHGO_00171	156.3660209741
UniClust90_4809-JCACJHGO_00171|unclassified	156.3660209741
UniClust90_6747-LMBMDEIO_00640	156.3660209741
UniClust90_6747-LMBMDEIO_00640|unclassified	156.3660209741
UniRef90_A0A174QKC8	156.3660209741
UniRef90_A0A174QKC8|unclassified	156.3660209741
UniRef90_Q8A1A2	156.1188167853
UniRef90_Q8A1A2|unclassified	156.1188167853
UniClust90_1828-OOJOIKFM_02075	156.0691869806
UniClust90_1828-OOJOIKFM_02075|unclassified	156.0691869806
UniRef90_F0TE13	156.0691869806
UniRef90_F0TE13|unclassified	156.0691869806
UniClust90_15339-NCLNHIHG_00163	155.9598754651
UniClust90_15339-NCLNHIHG_00163|unclassified	155.9598754651
UniClust90_1667-LGINOICE_01582	155.9598754651
UniClust90_1667-LGINOICE_01582|unclassified	155.9598754651
UniClust90_1778-IFHHGOGE_01828	155.9598754651
UniClust90_1778-IFHHGOGE_01828|unclassified	155.9598754651
UniClust90_41425-HMIEDABP_00242	155.9598754651
UniClust90_41425-HMIEDABP_00242|unclassified	155.9598754651
UniClust90_8325-HDOHIEOK_00307	155.9598754651
UniClust90_8325-HDOHIEOK_00307|unclassified	155.9598754651
UniRef90_A0A355FZI0	155.9598754651
UniRef90_A0A355FZI0|unclassified	155.9598754651
UniRef90_A0A173UW28	155.9324121825
UniRef90_A0A173UW28|unclassified	155.9324121825
UniClust90_35851-INDIKAHE_00633	155.8926076067
UniClust90_35851-INDIKAHE_00633|unclassified	155.8926076067
UniRef90_K4LDQ5	155.8639850338
UniRef90_K4LDQ5|unclassified	155.8639850338
UniClust90_14863-DKDHAEIA_01295	155.5558343370
UniClust90_14863-DKDHAEIA_01295|unclassified	155.5558343370
UniClust90_36255-BKDGEDAE_01252	155.5558343370
UniClust90_36255-BKDGEDAE_01252|unclassified	155.5558343370
UniRef90_A0A3R2QNT8	155.5558343370
UniRef90_A0A3R2QNT8|unclassified	155.5558343370
UniRef90_A8T9Q3	155.5558343370
UniRef90_A8T9Q3|unclassified	155.5558343370
UniRef90_D4MWP0	155.5558343370
UniRef90_D4MWP0|unclassified	155.5558343370
UniRef90_W4UWC9	155.5558343370
UniRef90_W4UWC9|unclassified	155.5558343370
UniRef90_D3IM54	155.3127275387
UniRef90_D3IM54|unclassified	155.3127275387
UniClust90_40452-EHEINONJ_00672	154.7540001394
UniClust90_40452-EHEINONJ_00672|unclassified	154.7540001394
UniClust90_4924-IGCKBGMH_02520	154.7540001394
UniClust90_4924-IGCKBGMH_02520|unclassified	154.7540001394
UniClust90_40338-KBOJKCCB_00452	154.6434002846
UniClust90_40338-KBOJKCCB_00452|unclassified	154.6434002846
UniClust90_2167-KBOOFOOA_00788	154.3561749462
UniClust90_2167-KBOOFOOA_00788|unclassified	154.3561749462
UniClust90_40209-KJCKBLPJ_01089	154.3561749462
UniClust90_40209-KJCKBLPJ_01089|unclassified	154.3561749462
UniClust90_4183-JMJHMLMH_01282	154.3561749462
UniClust90_4183-JMJHMLMH_01282|unclassified	154.3561749462
UniClust90_4680-GNBELKGF_00385	154.3561749462
UniClust90_4680-GNBELKGF_00385|unclassified	154.3561749462
UniClust90_87940-ANLPGOAD_02093	154.3561749462
UniClust90_87940-ANLPGOAD_02093|unclassified	154.3561749462
UniRef90_B0N043	154.3561749462
UniRef90_B0N043|unclassified	154.3561749462
UniClust90_3928-AAFMHJMG_01499	154.3416152298
UniClust90_3928-AAFMHJMG_01499|unclassified	154.3416152298
UniClust90_4724-MPGEKPBA_02382	154.1127838044
UniClust90_4724-MPGEKPBA_02382|unclassified	154.1127838044
UniClust90_43075-BNGADKNE_01660	153.9603898822
UniClust90_43075-BNGADKNE_01660|unclassified	153.9603898822
UniClust90_58484-JLLNGOJH_01311	153.9603898822
UniClust90_58484-JLLNGOJH_01311|unclassified	153.9603898822
UniClust90_5855-FALOLJBI_01102	153.9603898822
UniClust90_5855-FALOLJBI_01102|unclassified	153.9603898822
UniRef90_A0A2X2IYV5	153.9603898822
UniRef90_A0A2X2IYV5|unclassified	153.9603898822
UniRef90_UNK58484-JLLNGOJH_01311	153.9603898822
UniRef90_UNK58484-JLLNGOJH_01311|unclassified	153.9603898822
UniRef90_A0A1C5PFJ1	153.8126824407
UniRef90_A0A1C5PFJ1|unclassified	153.8126824407
UniClust90_3723-GLPJMBLD_00953	153.5666292943
UniClust90_3723-GLPJMBLD_00953|unclassified	153.5666292943
UniRef90_A0A0P0F758	153.5666292943
UniRef90_A0A0P0F758|unclassified	153.5666292943
UniRef90_A0A174ISI2	153.5666292943
UniRef90_A0A174ISI2|unclassified	153.5666292943
UniRef90_C0B6H1	153.5666292943
UniRef90_C0B6H1|unclassified	153.5666292943
UniRef90_R6KHE6	153.5666292943
UniRef90_R6KHE6|unclassified	153.5666292943
UniClust90_40830-BGHDPOFH_02972	153.4639433482
UniClust90_40830-BGHDPOFH_02972|unclassified	153.4639433482
UniClust90_1824-GKCJBLED_02398	153.2023476189
UniClust90_1824-GKCJBLED_02398|unclassified	153.2023476189
UniClust90_2019-BGADMCOG_00908	153.1748776890
UniClust90_2019-BGADMCOG_00908|unclassified	153.1748776890
UniClust90_43916-KNIJABLL_01104	153.1748776890
UniClust90_43916-KNIJABLL_01104|unclassified	153.1748776890
UniClust90_4629-GGLFNDND_02447	153.1748776890
UniClust90_4629-GGLFNDND_02447|unclassified	153.1748776890
UniRef90_A0A068RG01	153.1748776890
UniRef90_A0A068RG01|unclassified	153.1748776890
UniRef90_UNK15346-LJKODLCE_01928	153.1748776890
UniRef90_UNK15346-LJKODLCE_01928|unclassified	153.1748776890
UniClust90_4598-GMIONHMA_01802	153.0079144287
UniClust90_4598-GMIONHMA_01802|unclassified	153.0079144287
UniClust90_1928-CDHGCBPC_00166	152.7851197305
UniClust90_1928-CDHGCBPC_00166|unclassified	152.7851197305
UniClust90_48200-LPGLIOEN_00921	152.7851197305
UniClust90_48200-LPGLIOEN_00921|unclassified	152.7851197305
UniClust90_7076-BPGMPEHC_00789	152.7851197305
UniClust90_7076-BPGMPEHC_00789|unclassified	152.7851197305
UniRef90_A0A3M1KXM3	152.7851197305
UniRef90_A0A3M1KXM3|unclassified	152.7851197305
UniRef90_K1U722	152.7851197305
UniRef90_K1U722|unclassified	152.7851197305
UniRef90_UNK40470-ACHANODI_01383	152.7675765905
UniRef90_UNK40470-ACHANODI_01383|unclassified	152.7675765905
UniClust90_4760-CLGOKFKF_03541	152.6842789953
UniClust90_4760-CLGOKFKF_03541|unclassified	152.6842789953
UniClust90_35754-MGNHBIGO_01891	152.4439172655
UniClust90_35754-MGNHBIGO_01891|unclassified	152.4439172655
UniClust90_102361-NCLFHGGG_00854	152.3973402388
UniClust90_102361-NCLFHGGG_00854|unclassified	152.3973402388
UniClust90_1796-CNEABBOP_00171	152.3973402388
UniClust90_1796-CNEABBOP_00171|unclassified	152.3973402388
UniClust90_2303-OIPBCEAL_02323	152.3973402388
UniClust90_2303-OIPBCEAL_02323|unclassified	152.3973402388
UniClust90_95257-IPJFMBOD_01095	152.3973402388
UniClust90_95257-IPJFMBOD_01095|unclassified	152.3973402388
UniRef90_A0A2W4K9U2	152.3973402388
UniRef90_A0A2W4K9U2|unclassified	152.3973402388
UniRef90_A0A350W1G0	152.3973402388
UniRef90_A0A350W1G0|unclassified	152.3973402388
UniRef90_A0A139KHD6	152.3888076419
UniRef90_A0A139KHD6|unclassified	152.3888076419
UniClust90_35781-MEAEDAFI_01126	152.1913608618
UniClust90_35781-MEAEDAFI_01126|unclassified	152.1913608618
UniRef90_A0A174F6S5	152.1130386590
UniRef90_A0A174F6S5|unclassified	152.1130386590
UniClust90_4756-BODNJODD_01980	152.0115241875
UniClust90_4756-BODNJODD_01980|unclassified	152.0115241875
UniRef90_A0A3B8U270	152.0115241875
UniRef90_A0A3B8U270|unclassified	152.0115241875
UniClust90_35846-CMDLCMEE_01664	151.8280835770
UniClust90_35846-CMDLCMEE_01664|unclassified	151.8280835770
UniRef90_A0A174C746	151.6286236228
UniRef90_A0A174C746|unclassified	151.6286236228
UniClust90_43542-APPMKDNJ_02643	151.6276567022
UniClust90_43542-APPMKDNJ_02643|unclassified	151.6276567022
UniClust90_6371-KONOPJIJ_01681	151.6276567022
UniClust90_6371-KONOPJIJ_01681|unclassified	151.6276567022
UniRef90_A0A0B8XR56	151.6276567022
UniRef90_A0A0B8XR56|unclassified	151.6276567022
UniClust90_15015-NPAFIFCN_01489	151.5899801944
UniClust90_15015-NPAFIFCN_01489|unclassified	151.5899801944
UniRef90_A0A412FUC2	151.2466826904
UniRef90_A0A412FUC2|unclassified	151.2466826904
UniClust90_15310-DKGIEOKJ_01718	151.2457230581
UniClust90_15310-DKGIEOKJ_01718|unclassified	151.2457230581
UniClust90_1782-AINGIKFM_00414	151.2457230581
UniClust90_1782-AINGIKFM_00414|unclassified	151.2457230581
UniClust90_42481-JPEPKNAO_00943	151.2457230581
UniClust90_42481-JPEPKNAO_00943|unclassified	151.2457230581
UniRef90_A0A1V5NN28	151.2457230581
UniRef90_A0A1V5NN28|unclassified	151.2457230581
UniRef90_A0A3M1M7P7	151.2457230581
UniRef90_A0A3M1M7P7|unclassified	151.2457230581
UniClust90_2039-HNPHJGJO_00217	151.1236189132
UniClust90_2039-HNPHJGJO_00217|unclassified	151.1236189132
UniClust90_29420-CLDEIKOA_00005	150.8657086786
UniClust90_29420-CLDEIKOA_00005|unclassified	150.8657086786
UniClust90_59267-ADAFFIGB_05036	150.8657086786
UniClust90_59267-ADAFFIGB_05036|unclassified	150.8657086786
UniClust90_65712-LONHCEPG_01399	150.8657086786
UniClust90_65712-LONHCEPG_01399|unclassified	150.8657086786
UniRef90_A0A015Q8V6	150.8657086786
UniRef90_A0A015Q8V6|unclassified	150.8657086786
UniRef90_A0A369QKE6	150.8657086786
UniRef90_A0A369QKE6|unclassified	150.8657086786
UniRef90_W4PRD3	150.6337769502
UniRef90_W4PRD3|unclassified	150.6337769502
UniRef90_A0A174DTK3	150.6024108049
UniRef90_A0A174DTK3|unclassified	150.6024108049
UniClust90_1945-AJCPMKDM_02968	150.5882113928
UniClust90_1945-AJCPMKDM_02968|unclassified	150.5882113928
UniClust90_14291-BAFLEBIK_01789	150.4875991330
UniClust90_14291-BAFLEBIK_01789|unclassified	150.4875991330
UniClust90_1928-FIIPHFKP_00026	150.4875991330
UniClust90_1928-FIIPHFKP_00026|unclassified	150.4875991330
UniClust90_48242-HIPEAIOF_00490	150.1638080512
UniClust90_48242-HIPEAIOF_00490|unclassified	150.1638080512
UniRef90_C7GD78	150.1533146112
UniRef90_C7GD78|unclassified	150.1533146112
UniClust90_25431-AGIPFION_01112	150.1113801352
UniClust90_25431-AGIPFION_01112|unclassified	150.1113801352
UniClust90_35533-BHDKMMBN_00936	150.1113801352
UniClust90_35533-BHDKMMBN_00936|unclassified	150.1113801352
UniClust90_40208-NONIFCIE_00060	150.1113801352
UniClust90_40208-NONIFCIE_00060|unclassified	150.1113801352
UniClust90_40800-OJLHGMFF_01865	150.1113801352
UniClust90_40800-OJLHGMFF_01865|unclassified	150.1113801352
UniClust90_47662-GIEAFLKE_01656	150.1113801352
UniClust90_47662-GIEAFLKE_01656|unclassified	150.1113801352
UniClust90_63667-CAHPOBOB_02737	150.1113801352
UniClust90_63667-CAHPOBOB_02737|unclassified	150.1113801352
UniRef90_A0A173T2M8	150.1113801352
UniRef90_A0A173T2M8|unclassified	150.1113801352
UniRef90_D7JXD1	150.0919001853
UniRef90_D7JXD1|unclassified	150.0919001853
UniRef90_D4VCJ4	149.8515004276
UniRef90_D4VCJ4|unclassified	149.8515004276
UniClust90_14985-BLCKEBGI_00920	149.7370375413
UniClust90_14985-BLCKEBGI_00920|unclassified	149.7370375413
UniClust90_2292-DFDHHPAD_00650	149.7370375413
UniClust90_2292-DFDHHPAD_00650|unclassified	149.7370375413
UniClust90_53522-NFONFGFP_00497	149.7370375413
UniClust90_53522-NFONFGFP_00497|unclassified	149.7370375413
UniRef90_A0A173XCD1	149.7370375413
UniRef90_A0A173XCD1|unclassified	149.7370375413
UniRef90_A0A174HL01	149.7370375413
UniRef90_A0A174HL01|unclassified	149.7370375413
UniRef90_A0A174I9F5	149.7370375413
UniRef90_A0A174I9F5|unclassified	149.7370375413
UniRef90_K1RYV6	149.7070312377
UniRef90_K1RYV6|unclassified	149.7070312377
UniRef90_W4UN31	149.4580244279
UniRef90_W4UN31|unclassified	149.4580244279
UniClust90_38023-LEAFCPLL_00044	149.3645573484
UniClust90_38023-LEAFCPLL_00044|unclassified	149.3645573484
UniClust90_43496-DLDGIJEE_00794	149.3645573484
UniClust90_43496-DLDGIJEE_00794|unclassified	149.3645573484
UniRef90_A0A1V4VXQ0	149.3645573484
UniRef90_A0A1V4VXQ0|unclassified	149.3645573484
UniRef90_UNK6148-BGMKBCCE_02120	149.3645573484
UniRef90_UNK6148-BGMKBCCE_02120|unclassified	149.3645573484
UniRef90_UNK7279-IHBLODGA_01255	149.3645573484
UniRef90_UNK7279-IHBLODGA_01255|unclassified	149.3645573484
UniRef90_A0A1C5KQ07	149.3137717646
UniRef90_A0A1C5KQ07|unclassified	149.3137717646
UniClust90_7493-NJILMNFC_02218	149.2814716430
UniClust90_7493-NJILMNFC_02218|unclassified	149.2814716430
UniRef90_A0A174XPV5	149.2453182350
UniRef90_A0A174XPV5|unclassified	149.2453182350
UniRef90_Q89ZL5	149.2244141227
UniRef90_Q89ZL5|unclassified	149.2244141227
UniRef90_A0A174P2H5	149.2033509622
UniRef90_A0A174P2H5|unclassified	149.2033509622
UniClust90_104878-PJCAECOC_01450	148.9939256925
UniClust90_104878-PJCAECOC_01450|unclassified	148.9939256925
UniRef90_A0A3R6EZA1	148.9939256925
UniRef90_A0A3R6EZA1|unclassified	148.9939256925
UniRef90_K1T474	148.9939256925
UniRef90_K1T474|unclassified	148.9939256925
UniClust90_4872-ICNHJNCE_00592	148.9112276495
UniClust90_4872-ICNHJNCE_00592|unclassified	148.9112276495
UniRef90_A0A396EUT1	148.8501703702
UniRef90_A0A396EUT1|unclassified	148.8501703702
UniRef90_A0A1H6F591	148.6251288467
UniRef90_A0A1H6F591|unclassified	148.6251288467
UniRef90_A0A1R4HQQ5	148.6251288467
UniRef90_A0A1R4HQQ5|unclassified	148.6251288467
UniRef90_I0K3R3	148.6251288467
UniRef90_I0K3R3|unclassified	148.6251288467
UniRef90_W4PQL1	148.5965161720
UniRef90_W4PQL1|unclassified	148.5965161720
UniRef90_A0A0P0LH65	148.5352324195
UniRef90_A0A0P0LH65|unclassified	148.5352324195
UniRef90_A0A373PHW6	148.5338388388
UniRef90_A0A373PHW6|unclassified	148.5338388388
UniClust90_4710-JDEABOIN_02569	148.4970820230
UniClust90_4710-JDEABOIN_02569|unclassified	148.4970820230
UniRef90_R6L2P2	148.4767704253
UniRef90_R6L2P2|unclassified	148.4767704253
UniClust90_15091-HACNFBLD_00683	148.2581532199
UniClust90_15091-HACNFBLD_00683|unclassified	148.2581532199
UniClust90_4778-KAMPNKML_00524	148.2581532199
UniClust90_4778-KAMPNKML_00524|unclassified	148.2581532199
UniClust90_6170-HDKJDIFK_02627	148.2581532199
UniClust90_6170-HDKJDIFK_02627|unclassified	148.2581532199
UniClust90_9295-OLELILIL_01118	148.2581532199
UniClust90_9295-OLELILIL_01118|unclassified	148.2581532199
UniRef90_A0A0P0FJM7	148.2581532199
UniRef90_A0A0P0FJM7|unclassified	148.2581532199
UniRef90_A0A0P0M322	148.2581532199
UniRef90_A0A0P0M322|unclassified	148.2581532199
UniRef90_Q8A018	148.1650058881
UniRef90_Q8A018|unclassified	148.1650058881
UniRef90_A0A017NF28	148.1244718094
UniRef90_A0A017NF28|unclassified	148.1244718094
UniRef90_A5ZAA5	148.1083132979
UniRef90_A5ZAA5|unclassified	148.1083132979
UniRef90_UNK1692-KDCKDOJJ_01604	148.0935822512
UniRef90_UNK1692-KDCKDOJJ_01604|unclassified	148.0935822512
UniRef90_A0A0U5PG50	148.0904422000
UniRef90_A0A0U5PG50|unclassified	148.0904422000
UniClust90_6768-PMKEICMB_02757	147.8934565601
UniClust90_6768-PMKEICMB_02757|unclassified	147.8934565601
UniClust90_103389-PFCCHDLH_04627	147.8929853549
UniClust90_103389-PFCCHDLH_04627|unclassified	147.8929853549
UniClust90_22166-BCLLFFMI_00024	147.8929853549
UniClust90_22166-BCLLFFMI_00024|unclassified	147.8929853549
UniClust90_2296-PPELKEJH_01810	147.8929853549
UniClust90_2296-PPELKEJH_01810|unclassified	147.8929853549
UniClust90_64365-CNFFNEDJ_01698	147.8929853549
UniClust90_64365-CNFFNEDJ_01698|unclassified	147.8929853549
UniRef90_A0A174ZGP7	147.8929853549
UniRef90_A0A174ZGP7|unclassified	147.8929853549
UniRef90_UNK4808-HLCGCHGM_01340	147.8929853549
UniRef90_UNK4808-HLCGCHGM_01340|unclassified	147.8929853549
UniClust90_35777-HJDAHLGJ_00448	147.7368935901
UniClust90_35777-HJDAHLGJ_00448|unclassified	147.7368935901
UniRef90_A0A108T8E5	147.5991047992
UniRef90_A0A108T8E5|unclassified	147.5991047992
UniRef90_A0A139P8T6	147.5296119265
UniRef90_A0A139P8T6|unclassified	147.5296119265
UniRef90_A0A329UNI4	147.5296119265
UniRef90_A0A329UNI4|unclassified	147.5296119265
UniRef90_A0A174NJ37	147.2177662282
UniRef90_A0A174NJ37|unclassified	147.2177662282
UniClust90_3056-JEKBDOLD_00559	147.1680197404
UniClust90_3056-JEKBDOLD_00559|unclassified	147.1680197404
UniClust90_41561-CNGDNFIA_02233	147.1680197404
UniClust90_41561-CNGDNFIA_02233|unclassified	147.1680197404
UniRef90_A0A372FDP6	147.1680197404
UniRef90_A0A372FDP6|unclassified	147.1680197404
UniRef90_Q383G8	147.1680197404
UniRef90_Q383G8|unclassified	147.1680197404
UniRef90_A0A0P0GBC6	147.1620680583
UniRef90_A0A0P0GBC6|unclassified	147.1620680583
UniClust90_21927-NIHKEJDN_00180	147.0917714101
UniClust90_21927-NIHKEJDN_00180|unclassified	147.0917714101
UniRef90_A0A0K6C0P9	147.0639102040
UniRef90_A0A0K6C0P9|unclassified	147.0639102040
UniRef90_A0A1Y3V4R5	146.9607019349
UniRef90_A0A1Y3V4R5|unclassified	146.9607019349
UniClust90_1808-HHHAICNL_01473	146.9462288687
UniClust90_1808-HHHAICNL_01473|unclassified	146.9462288687
UniClust90_69981-MNLENMFJ_02075	146.9462288687
UniClust90_69981-MNLENMFJ_02075|unclassified	146.9462288687
