	Abundance
(S)-Malate	350.2442739743
Oxaloacetate	408.107998316
(2R)-3-Sulfolactate	288.2867348036
3-Sulfopyruvate	288.2867348036
Quinone	384.38594037979993
Succinate	601.6671907022
Hydroquinone	384.38594037979993
D-Glutamate	487.7785340947
Thiamine	281.1677158306
Thiamin diphosphate	669.6425727702
Butanoyl-CoA	612.0255109406999
Acetate	988.6186617747998
Butanoic acid	588.4246921731999
Acetoacetyl-CoA	588.4246921731999
Acetoacetate	588.4246921731999
3-Hydroxy-5-oxohexanoate	308.6770153115
3-Hydroxy-5-oxohexanoyl-CoA	308.6770153115
Acetone	261.2737736728
NADPH	3005.9744732987997
Propan-2-ol	261.2737736728
Methylphosphonate	260.0471362377
alpha-D-Ribose 1-methylphosphonate 5-triphosphate	260.0471362377
dTTP	255.3562621647
D-Glucose 1-phosphate	398.1120793576
dTDP-glucose	255.3562621647
IMP	587.0583358567001
1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide	504.6954663382
10-Formyltetrahydrofolate	469.8478903103
Tetrahydrofolate	789.0802455487999
2-Phospho-D-glycerate	368.2873543904
3-Phospho-D-glycerate	244.1713408731
1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate	403.24930931819995
L-Aspartate	665.9441306476999
1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole	275.3145859724
D-Fructose	857.1632680259
beta-D-Fructose	302.2789791891
5-Dehydro-4-deoxy-D-glucuronate	240.4777424832
(4S)-4,6-Dihydroxy-2,5-dioxohexanoate	240.4777424832
2-Iminobutanoate	237.3858857941
2-Oxobutanoate	522.7253537682
2-Iminopropanoate	237.3858857941
Demethylmenaquinol	299.6260290341
2-Methoxy-6-all-trans-polyprenyl-1,4-benzoquinol	382.68237822519995
5-Methoxy-2-methyl-3-(all-trans-polyprenyl)benzene-1,4-diol	235.3684420055
D-Mannose 6-phosphate	464.8115246318
Hippurate	228.2556594174
Benzoate	228.2556594174
Glycine	1110.1848943626999
1,4-beta-D-Mannooligosaccharide(n)	227.942551517
(n-2) Orthophosphate	227.942551517
Mannobiose	227.942551517
(n-2) D-Mannose 1-phosphate	227.942551517
beta-D-Mannosyl-1,4-N-acetyl-D-glucosamine	227.942551517
N-Acetyl-D-glucosamine	286.2478567998
D-Mannose 1-phosphate	414.3360050709
UMP	1025.7866586491
5-Fluorouridine	343.9963956852
5-Fluorouridine monophosphate	227.3703911367
Orotidine 5'-phosphate	227.0083607321
CO2	4176.36780903
(R)-Lactate	224.5542162917
N-Acetyl-D-glucosamine 6-phosphate	224.5542162917
N-Acetylmuramic acid 6-phosphate	224.5542162917
Reduced FMN	671.8468465871999
FMN	671.8468465871999
Alkanesulfonate	223.9489488624
Oxygen	980.5744537384999
Aldehyde	229.6387321206
Sulfite	834.3917870359999
Methanesulfonic acid	223.9489488624
Formaldehyde	223.9489488624
L-Proline	444.3051338392
(S)-1-Pyrroline-5-carboxylate	444.3051338392
Hydroxyproline	444.3051338392
L-1-Pyrroline-3-hydroxy-5-carboxylate	444.3051338392
L-Methionyl-tRNA	233.151084955
N-Formylmethionyl-tRNA	217.5001571412
Carbamoyl phosphate	412.39113986010005
N-Carbamoyl-L-aspartate	350.8549356838
trans-2,3-Dehydroacyl-[acyl-carrier protein]	213.8611583731
Butyryl-[acp]	213.8611583731
But-2-enoyl-[acyl-carrier protein]	213.8611583731
Dodecanoyl-[acyl-carrier protein]	213.8611583731
trans-Dodec-2-enoyl-[acp]	213.8611583731
Hexanoyl-[acp]	213.8611583731
trans-Hex-2-enoyl-[acp]	213.8611583731
Octanoyl-[acp]	213.8611583731
trans-Oct-2-enoyl-[acp]	213.8611583731
Decanoyl-[acp]	213.8611583731
trans-Dec-2-enoyl-[acp]	213.8611583731
Tetradecanoyl-[acp]	213.8611583731
trans-Tetradec-2-enoyl-[acp]	213.8611583731
Hexadecanoyl-[acp]	213.8611583731
trans-Hexadec-2-enoyl-[acp]	213.8611583731
(2E)-Octadecenoyl-[acp]	213.8611583731
Octadecanoyl-[acyl-carrier protein]	213.8611583731
D-Tagatose 6-phosphate	824.6656082176
D-Tagatose 1,6-bisphosphate	824.6656082176
CDP	289.75298155940004
UTP	232.7323684902
UDP	316.33169557990004
ITP	206.1664020544
IDP	206.1664020544
L-Glutamine	1099.6189070873002
D-Glutamine	205.6560891781
Ubiquinone	948.7747384497001
Ubiquinol	948.7747384497001
L-Serine	805.3532573594
O-Acetyl-L-serine	266.4773337003
Malonyl-CoA	588.1982824733
3-Oxoacyl-CoA	202.1534307249
Very-long-chain acyl-CoA	202.1534307249
Very-long-chain 3-oxoacyl-CoA	202.1534307249
Chorismate	201.0014190603
Prephenate	402.0028381206
3-(4-Hydroxyphenyl)pyruvate	201.0014190603
L-Phenylalanine	200.6885507921
tRNA(Phe)	200.6885507921
L-Phenylalanyl-tRNA(Phe)	200.6885507921
5,10-Methylenetetrahydrofolate	507.453815389
Dihydrofolate	197.3516865272
dTMP	197.3516865272
Guanosine 3'-diphosphate 5'-triphosphate	196.4185816263
Guanosine 3',5'-bis(diphosphate)	196.4185816263
sn-Glycero-3-phosphocholine	193.4460070499
Choline	193.4460070499
sn-Glycerol 3-phosphate	512.3981470725
sn-Glycero-3-phosphoethanolamine	193.4460070499
Ethanolamine	193.4460070499
GMP	421.8957002241
Guanine	193.1687627763
Xanthosine 5'-phosphate	421.8957002241
6-Mercaptopurine	193.1687627763
6-Thioinosine-5'-monophosphate	193.1687627763
6-Methylmercaptopurine	193.1687627763
6-Methylthiopurine 5'-monophosphate ribonucleotide	193.1687627763
Thioguanine	193.1687627763
6-Thioguanosine monophosphate	307.5322315002
Uracil	425.1343648197
D-Ribose	383.7647114454
Cytosine	191.8823557227
Molybdopterin	188.401496662
Adenylated molybdopterin	341.978317416
4-Hydroxy-2-oxoglutarate	187.1285135764
Glyoxylate	187.1285135764
2-Dehydro-3-deoxy-6-phospho-D-gluconate	187.1285135764
L-Homocysteine	338.9649448339
L-Methionine	747.9605872403
GDP-mannose	186.3934535539
Uroporphyrinogen III	305.543793976
Coproporphyrinogen III	184.4285461219
Uroporphyrinogen I	184.4285461219
Coproporphyrinogen I	184.4285461219
HCO3-	367.782842047
Holo-[carboxylase]	183.8914210235
Carboxybiotin-carboxyl-carrier protein	183.8914210235
Sirohydrochlorin	182.8054126027
Cobalt ion	182.8054126027
Cobalt-sirohydrochlorin	182.8054126027
Malonyl-[acyl-carrier protein]	179.0626293706
Acetoacetyl-[acp]	179.0626293706
L-Threonine	177.7225109416
tRNA(Thr)	177.7225109416
L-Threonyl-tRNA(Thr)	177.7225109416
L-Ornithine	177.7220535357
L-Citrulline	177.7220535357
Estradiol-17beta	352.4286745618
Estrone	352.4286745618
Estriol	352.4286745618
16alpha-Hydroxyestrone	352.4286745618
11beta,17beta-Dihydroxy-4-androsten-3-one	352.4286745618
11beta-Hydroxyandrost-4-ene-3,17-dione	352.4286745618
L-Threonylcarbamoyladenylate	176.2143372809
N6-L-Threonylcarbamoyladenine in tRNA	246.66937150889999
Hydrogen sulfide	584.8941671798
alpha-D-Glucose	539.8969088257
beta-D-Glucose	1673.3252524851
D-Galactose	576.7248298048
alpha-D-Galactose	174.1825157818
UDPMurNAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)	301.4347391737
di-trans,poly-cis-Undecaprenyl phosphate	344.0375156436
MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho-undecaprenol	172.0187578218
UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine	301.4347391737
Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	172.0187578218
Taurocholate	170.6058727473
Cholic acid	341.2117454946
Taurine	604.4346723345
Glycochenodeoxycholate	170.6058727473
Chenodeoxycholate	341.2117454946
Taurochenodeoxycholate	170.6058727473
Glycodeoxycholate	170.6058727473
Deoxycholic acid	341.2117454946
Taurodeoxycholate	170.6058727473
Glycocholate	170.6058727473
tRNA uridine	170.430892365
[Enzyme]-S-sulfanylcysteine	170.430892365
tRNA containing 2-thiouridine	170.430892365
[Enzyme]-cysteine	170.430892365
1-Acylglycerol	339.8161964332
1,2-Diacyl-sn-glycerol	339.8161964332
2,3-Dehydroacyl-CoA	169.9080982166
L-Rhamnose	168.4753040265
L-Rhamnulose	168.4753040265
Vitamin K	164.8513095792
Reduced Vitamin K	164.8513095792
Phylloquinone	164.8513095792
Phylloquinol	164.8513095792
L-Histidinol phosphate	162.1171902984
L-Histidinol	162.1171902984
D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate	162.1171902984
3-(Imidazol-4-yl)-2-oxopropyl phosphate	162.1171902984
5-Carboxyamino-1-(5-phospho-D-ribosyl)imidazole	159.240322452
Indole	314.7161364694
L-Tryptophan	314.7161364694
Indoleglycerol phosphate	314.7161364694
[Ribosomal protein uS12]-L-aspartate	157.3580682347
Sulfur donor	483.2629411343
Reduced acceptor	330.32587655960003
[Ribosomal protein uS12]-3-methylthioaspartate	157.3580682347
5'-Deoxyadenosine	536.471432987
Acceptor	330.32587655960003
Succinyl-CoA	154.1466790871
Itaconate	154.1466790871
Itaconyl-CoA	154.1466790871
Molybdate	153.576820754
Cellobiose	460.635332394
D-Glucose	1474.2686361985002
Prunasin	307.090221596
Mandelonitrile	153.545110798
Cellodextrin	153.545110798
(n-2) H2O	153.545110798
(n-2) D-Glucose	153.545110798
Amygdalin	153.545110798
beta-D-Glucoside	153.545110798
ROH	153.545110798
Cyanoglycoside	153.545110798
Cyanohydrin	153.545110798
cis-beta-D-Glucosyl-2-hydroxycinnamate	153.545110798
cis-2-Hydroxycinnamate	153.545110798
Dhurrin	153.545110798
(S)-4-Hydroxymandelonitrile	153.545110798
Lotaustralin	153.545110798
(2R)-2-Hydroxy-2-methylbutanenitrile	153.545110798
Linamarin	153.545110798
Acetone cyanohydrin	153.545110798
Daidzin	153.545110798
Daidzein	153.545110798
Genistin	153.545110798
Genistein	153.545110798
Isoquercitrin	153.545110798
Quercetin	153.545110798
Naringenin 7-O-beta-D-glucoside	153.545110798
Naringenin	153.545110798
2-Polyprenyl-6-methoxyphenol	147.3139362197
D-Mannonate	351.2313645879
2-Dehydro-3-deoxy-D-gluconate	434.0502028697
Citrate	292.515662364
Isocitrate	292.515662364
cis-Aconitate	292.515662364
L-Galactonate	145.8261977404
D-Tagaturonate	278.3382552012
LL-2,6-Diaminoheptanedioate	145.5079860384
2-Oxoglutarate	761.6983217428001
2,3,4,5-Tetrahydrodipicolinate	145.5079860384
5,6,7,8-Tetrahydromethanopterin	143.373701515
5,10-Methylenetetrahydromethanopterin	143.373701515
L-Cysteine	254.05496401850002
L-Cystathionine	143.1267183944
L-Cystine	143.1267183944
Thiocysteine	143.1267183944
L-Selenocystathionine	143.1267183944
Selenohomocysteine	152.2569447711
L-Cysteine-S-conjugate	143.1267183944
Thiol	143.1267183944
D-Gluconic acid	142.6352961853
D-Galactonate	180.0273123995
2-Dehydro-3-deoxy-D-galactonate	219.6387832114
N6-(1,2-Dicarboxyethyl)-AMP	172.8474390175
2,3,2'3'-Tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate	141.421378771
CMP-3-deoxy-D-manno-octulosonate	848.5282726260001
3-Deoxy-D-manno-octulosonyl-lipid IV(A)	424.264136313
KDO2-lipid IVA	282.842757542
Di[3-deoxy-D-manno-octulosonyl]-lipid IV(A)	282.842757542
alpha-Kdo-(2->8)-alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid IVA	424.264136313
alpha-Kdo-(2->8)-[alpha-Kdo-(2->4)]-alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid IVA	141.421378771
Sorbitol 6-phosphate	140.7028958983
Sorbose 1-phosphate	140.7028958983
(S)-Dihydroorotate	134.7689538166
D-Altronate	132.5120574608
UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine	129.4159813519
D-Alanyl-D-alanine	258.8319627038
UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimelate	245.8631572845
Fructan(n	128.1188281078
1)	158.6704221611
Fructan(n)	128.1188281078
Ferricytochrome c	961.9247431308
Nitrite	370.21550433299996
Ferrocytochrome c	961.9247431308
2-Methylthio-N6-dimethylallyladenine in tRNA	255.4498386716
2-Thio-N6-dimethylallyladenine in tRNA	255.4498386716
Acetaldehyde	199.85816562180003
tRNA(Glu)	125.7911582558
L-Glutamyl-tRNA(Glu)	125.7911582558
FAD	250.88338153780003
FADH2	250.88338153780003
D-Ribitol 5-phosphate	249.5046847686
CDP-ribitol	124.7523423843
Sucrose	310.82246573019995
[tRNA(Ile2)]-cytidine34	121.7910479741
L-Lysine	225.06384071850002
[tRNA(Ile2)]-lysidine34	121.7910479741
Hydroxymethylbilane	121.1152478541
3-Dehydroquinate	120.6065204089
3-Dehydroshikimate	120.6065204089
Betaine aldehyde	235.8695813426
Betaine	235.8695813426
Galactan	336.1376699608
Lactose	234.4734790426
Lactosylceramide	117.2367395213
Glucosylceramide	117.2367395213
3-Ketolactose	117.2367395213
3-Keto-beta-D-galactose	117.2367395213
beta-D-Galactose	117.2367395213
alpha-D-Ribose 1-phosphate	233.252009097
2-Deoxy-D-ribose 1-phosphate	116.6260045485
5-FU	116.6260045485
UDP-N-acetylmuramoyl-L-alanyl-D-glutamate	116.4471759326
meso-2,6-Diaminoheptanedioate	116.4471759326
6-Thioxanthine 5'-monophosphate	114.3634687239
Hydrogenobyrinate	114.1467587036
Hydrogenobyrinate a,c diamide	114.1467587036
Cobyrinate	114.1467587036
Cob(II)yrinate a,c diamide	114.1467587036
Isochorismate	109.9008730528
2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate	109.9008730528
Glutaconyl-1-CoA	107.0683763247
Crotonoyl-CoA	124.97941183399999
Carboxybiotinyl-[protein]	107.0683763247
Biotinyl-[protein]	107.0683763247
Sodium cation	428.2735052988
Heparan sulfate	213.7236270816
G13034	106.8618135408
3'-AMP	213.5862725654
Adenosine	106.7931362827
3'-UMP	213.5862725654
Guanosine 3'-phosphate	213.5862725654
Guanosine	106.7931362827
3'-CMP	213.5862725654
2',3'-Cyclic AMP	106.7931362827
2',3'-Cyclic UMP	106.7931362827
2',3'-Cyclic CMP	106.7931362827
2',3'-Cyclic GMP	106.7931362827
Agmatine	105.1709620607
2-Hydroxy-2,4-pentadienoate	204.643004995
2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate	198.8198300561
2-Hydroxy-6-ketononatrienedioate	198.8198300561
3',5'-Cyclic diGMP	101.8199265048
2-Acetolactate	253.7113440231
2-(alpha-Hydroxyethyl)thiamine diphosphate	388.4748569396
(S)-2-Acetolactate	313.1852595764
(S)-2-Aceto-2-hydroxybutanoate	253.7113440231
3-(2,3-Dihydroxyphenyl)propanoate	96.4983275586
trans-2,3-Dihydroxycinnamate	96.4983275586
DNA(n)	96.426858753
5'-Phospho-DNA(m)	96.426858753
Nicotinamide D-ribonucleotide	96.426858753
DNA(n	96.426858753
m)	96.426858753
L-Isoleucine	93.804410966
tRNA(Ile)	93.804410966
L-Isoleucyl-tRNA(Ile)	93.804410966
D-erythro-3-Methylmalate	91.1020395043
(2R,3S)-3-Isopropylmalate	182.2040790086
(2S)-2-Isopropyl-3-oxosuccinate	91.1020395043
4-Methyl-2-oxopentanoate	91.1020395043
Enzyme N6-(dihydrolipoyl)lysine	89.9675798895
[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine	89.9675798895
N-Acetyl-alpha-neuraminate	178.9110879312
N-Acetyl-beta-neuraminate	178.9110879312
Aceneuramate	178.9110879312
D-Cysteine	89.3387742236
Cadaverine	84.521932887
dADP	83.586579505
Thioredoxin disulfide	334.34631802
Thioredoxin	334.34631802
dUDP	83.586579505
dGDP	83.586579505
dCDP	83.586579505
[Protein]-S8-aminomethyldihydrolipoyllysine	83.3642136734
Dihydrolipoylprotein	83.3642136734
Starch	160.009744878
Dextrin	221.11293298459998
2-Phosphoglycolate	77.4685874386
Glycolate	77.4685874386
D-Glycerate	95.4918857739
N-Acetyl-L-glutamate	74.249383403
N-Acetyl-L-glutamate 5-phosphate	74.249383403
N-Acetylmuramoyl-Ala	72.1851086255
N-Acetylmuramate	72.1851086255
L-Alanine	231.66749756910002
N-Acetylornithine	71.3176480927
N-Acetyl-L-glutamate 5-semialdehyde	71.3176480927
N-Succinyl-LL-2,6-diaminoheptanedioate	71.3176480927
N-Succinyl-2-L-amino-6-oxoheptanedioate	71.3176480927
D-Xylulose 5-phosphate	211.9945508304
Sedoheptulose 7-phosphate	213.4991338026
Aminofructose 6-phosphate	70.6648502768
Iminoerythrose 4-phosphate	70.6648502768
2-Methylthio-N6-L-threonylcarbamoyladenine in tRNA	70.455034228
tRNA(Ala)	66.4680480224
L-Alanyl-tRNA	66.4680480224
Protein N(pi)-phospho-L-histidine	102.0325647434
Sucrose 6-phosphate	66.1620585252
Protein histidine	102.0325647434
tRNA(Cys)	64.4210751635
L-Cysteinyl-tRNA(Cys)	64.4210751635
4-Phospho-L-aspartate	64.307322003
all-trans-Polyprenyl diphosphate	64.2575870286
1,4-Dihydroxy-2-naphthoate	64.2575870286
dTDP-L-rhamnose	64.1831286427
dTDP-4-dehydro-beta-L-rhamnose	64.1831286427
alpha-D-Fructofuranose	63.1356386547
D-Xylose	63.1356386547
D-Xylulose	63.1356386547
alpha-D-Xylose	63.1356386547
alpha-D-Xylulofuranose	63.1356386547
Thiosulfate	62.5876158403
S-Sulfo-L-cysteine	62.5876158403
4-Hydroxy-2-oxopentanoate	61.340022169
L-Leucine	60.1847591655
tRNA(Leu)	60.1847591655
L-Leucyl-tRNA	60.1847591655
D-Fructuronate	59.8164579035
2,3-Dihydroxy-3-methylbutanoate	59.4739155533
(R)-2,3-Dihydroxy-3-methylbutanoate	118.9478311066
3-Hydroxy-3-methyl-2-oxobutanoic acid	118.9478311066
(R)-2,3-Dihydroxy-3-methylpentanoate	59.4739155533
(R)-3-Hydroxy-3-methyl-2-oxopentanoate	118.9478311066
Cys-Gly	117.1036786864
L-Amino acid	58.5518393432
(5-L-Glutamyl)-L-amino acid	58.5518393432
(5-L-Glutamyl)-peptide	117.1036786864
Peptide	117.1036786864
5-L-Glutamyl-taurine	58.5518393432
Leukotriene C4	58.5518393432
Amino acid	58.5518393432
Leukotriene D4	58.5518393432
5-L-Glutamyl amino acid	58.5518393432
R-S-Cysteinylglycine	58.5518393432
3-Cyano-L-alanine	58.5518393432
gamma-Glutamyl-beta-cyanoalanine	58.5518393432
3-Aminopropiononitrile	58.5518393432
gamma-Glutamyl-beta-aminopropiononitrile	58.5518393432
Se-Methyl-L-selenocysteine	58.5518393432
gamma-Glutamyl-Se-methylselenocysteine	58.5518393432
G13057	58.3053052828
G13058	58.3053052828
Formate	255.97167013849997
Penicillin	54.0908539834
Penicilloic acid	54.0908539834
L-Tyrosine	53.2084918527
Iminoglycine	53.2084918527
4-Cresol	53.2084918527
Isopentenyl diphosphate	103.211254693
Geranyl diphosphate	103.211254693
trans,trans-Farnesyl diphosphate	51.6056273465
D-Glucosamine 6-phosphate	48.3333682536
2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one	47.1773332343
L-Selenocysteine	46.5071704606
Hydrogen selenide	46.5071704606
[Protein]-L-cysteine	46.5071704606
[Protein]-S-sulfanyl-L-cysteine	46.5071704606
Nitrate	219.75643803479997
D-Serine	44.1354900547
Glutathione disulfide	86.3445674492
2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate	40.5292975746
2-Dehydro-3-deoxy-6-phospho-D-galactonate	39.6114708119
dTDP-4-amino-4,6-dideoxy-D-galactose	39.0694620122
dTDP-4-oxo-6-deoxy-D-glucose	39.0694620122
Propane-1,2-diol	34.170289956
Propanal	34.170289956
Aminoacetaldehyde	34.0652147494
4-Phospho-D-erythronate	33.8432016407
1-Deoxy-D-xylulose 5-phosphate	33.4747458635
N6-Succino-2-amino-2'-deoxyadenylate	31.3055991062
dZMP	31.3055991062
Isomaltose	30.5515940533
Starch(n	30.5515940533
Starch(n)	30.5515940533
UDP-N-acetyl-D-galactosamine	26.5787140205
G00157	26.5787140205
G00158	26.5787140205
dATP	26.5659664358
dCTP	26.5659664358
Trimethylamine	24.2407177324
Trimethylamine N-oxide	24.2407177324
2-O-(alpha-D-Glucopyranosyl)-D-glycerate	20.3017862011
