SRR31533935.990555d5eb-9353-4885-9a33-e198540db6d7/1|1521	UniRef90_H6SIB2|1326	66.7	57	19	0	527	357	366	422	1.01e-10	70.1
SRR31533935.10056555c43-5d06-4ff1-bb83-d86c40dcdf83/1|1527	UniRef90_A0A192CDZ5|186	70.3	37	11	0	741	631	25	61	4.13e-06	50.1
SRR31533935.101d1b45254-c0b1-4178-80f4-ee6ba09cca5b/1|1537	UniRef90_A0A2P5YF41|978	64.3	42	14	1	1250	1375	230	270	4.25e-05	52.0
SRR31533935.10229cabaa2-793a-497a-b9dd-5f373eb815c5/1|1549	UniRef90_A0A444XZ37|585	32.7	162	75	8	1079	1504	5	152	7.12e-04	47.0
SRR31533935.103841e1891-d7a2-4279-a60f-eb978ba51e6c/1|1503	UniRef90_A0A2P5YF41|978	43.9	66	12	1	512	315	199	239	4.01e-04	48.9
SRR31533935.10574013f93-167d-49af-b7d1-651005bfbbc8/1|1477	UniClust90_12290-LMJGEGCL_02369|270	55.3	47	21	0	53	193	16	62	9.09e-07	52.8
SRR31533935.106deaff53a-79f6-4c20-a9dd-e7c66592ee5f/1|1554	UniRef90_J7TG29|123	77.1	35	8	0	436	332	7	41	1.24e-08	56.6
SRR31533935.10728e240b5-e006-4699-82fc-689a6e3b880f/1|1495	UniRef90_A0A2P5YF41|978	51.1	45	18	1	1172	1294	224	268	1.20e-02	44.3
SRR31533935.10906b35b51-1b4e-4edf-9ed5-6e3c099d48f4/1|1520	UniRef90_J7TG29|123	68.0	25	8	0	429	355	10	34	8.73e-03	40.0
SRR31533935.1109595a58b-b1cd-4d08-88f9-a0518ab15a94/1|1750	UniRef90_A0A161XUP0|1713	71.0	31	9	0	459	367	333	363	1.10e-01	42.0
SRR31533935.1116ebf2cf7-3d30-4dba-bb72-75f21e9fe4be/1|1350	UniRef90_J7TG29|123	75.9	29	7	0	409	323	13	41	6.27e-04	43.1
SRR31533935.112edff9a35-4b7c-4b9f-b52d-3d2f36c4c99c/1|1567	UniRef90_H6SIB2|1326	68.3	60	17	1	486	313	372	431	8.60e-14	79.7
SRR31533935.1139e853b6a-2c34-4160-a5b3-dc1340076b64/1|1455	UniClust90_12290-LMJGEGCL_02369|270	55.6	45	19	1	1454	1323	18	62	6.54e-07	53.1
SRR31533935.1139e853b6a-2c34-4160-a5b3-dc1340076b64/1|1455	UniRef90_J7TG29|123	89.7	29	3	0	385	299	13	41	2.66e-07	52.8
SRR31533935.114b4f85632-5db6-4fb0-9422-66717f4b1e81/1|1519	UniRef90_D1NFR0|732	58.6	70	27	2	489	286	144	213	1.38e-09	64.7
SRR31533935.115fdee4e6f-cd42-47c3-9b9e-99df68537c35/1|1577	UniRef90_A0A161XUP0|1713	42.5	80	41	3	599	369	286	363	3.16e-02	43.5
SRR31533935.116a1e1aa26-3a9a-4755-af47-f44b02b2f86e/1|1512	UniRef90_H6SIB2|1326	52.3	44	21	0	507	376	366	409	1.63e-03	47.4
SRR31533935.1178205717a-3d9a-4c76-a539-a5d03e5cfd31/1|1498	UniRef90_H6SIB2|1326	80.8	26	5	0	507	430	363	388	8.58e-03	45.1
SRR31533935.1184cffe0df-dc8b-44d8-8971-32f4f2b83605/1|1500	UniRef90_H6SIB2|1326	51.8	56	26	1	473	309	378	433	6.28e-07	58.2
SRR31533935.119c906821c-a386-4201-a91b-97dcb357c425/1|1585	UniRef90_A0A2G2X2S1|1779	58.9	56	21	2	1239	1406	423	476	6.54e-07	58.5
SRR31533935.120e2b8f9e8-2887-4c0a-b526-7e6632af34d2/1|1547	UniClust90_12290-LMJGEGCL_02369|270	56.4	39	17	0	1507	1391	24	62	1.42e-04	46.6
SRR31533935.12262ee383f-54c5-4815-8b27-41059bfb5bc0/1|1563	UniRef90_D1NFR0|732	55.0	100	40	4	1145	1438	148	244	8.82e-17	85.9
SRR31533935.124d880e0f2-6ac2-4bcd-a9b7-66afd85a8a4f/1|1468	UniRef90_J7TG29|123	75.8	33	7	1	1132	1227	8	40	6.16e-06	48.9
SRR31533935.12503738c18-71c5-4083-9bd3-e5e9b71889cb/1|1320	UniRef90_J7TG29|123	79.3	29	6	0	396	310	11	39	1.16e-06	50.8
SRR31533935.126be84ec39-60d0-44ad-ba20-984748b35ccd/1|1513	UniRef90_D1NFR0|732	51.6	62	28	2	479	300	146	207	2.31e-06	55.1
SRR31533935.12791e1fa72-c36a-42de-8f03-aaad91b80422/1|1603	UniClust90_12290-LMJGEGCL_02369|270	73.3	30	8	0	1499	1410	33	62	5.13e-04	45.1
SRR31533935.1284f5577fb-da39-4dc3-8792-e90cd980d4f9/1|1512	UniRef90_A0A161XUP0|1713	68.6	35	11	0	456	352	331	365	7.46e-03	45.4
SRR31533935.1284f5577fb-da39-4dc3-8792-e90cd980d4f9/1|1512	UniRef90_D1NFR0|732	62.2	37	14	0	462	352	151	187	3.55e-03	45.4
SRR31533935.130b0267caf-2bb2-4eac-9700-70af1629ec20/1|1532	UniRef90_A0A444XZ37|585	49.2	59	19	2	368	201	68	118	2.50e-02	42.4
SRR31533935.130b0267caf-2bb2-4eac-9700-70af1629ec20/1|1532	UniRef90_A0A192CDZ5|186	71.0	31	9	0	807	715	3	33	3.02e-03	42.0
SRR31533935.131c633fee6-3710-464a-8d8f-00b1ddd437c5/1|1643	UniRef90_A0A192CDZ5|186	64.1	39	14	0	745	629	23	61	5.47e-05	47.0
SRR31533935.132faff9c0a-86dd-4173-9fb0-17f332ad518d/1|1511	UniRef90_D1NFR0|732	48.5	66	33	1	1094	1288	148	213	3.92e-07	57.4
SRR31533935.133c141d928-b55f-4ac6-897d-dfe52d80fda1/1|1570	UniClust90_87130-BLEPMJCG_00888|297	54.9	51	19	2	213	67	50	98	2.75e-05	48.9
SRR31533935.1359eed84ed-e134-45e4-9a62-197f9f5f095e/1|1528	UniRef90_H6SIB2|1326	42.2	102	44	3	551	291	339	440	2.92e-08	62.4
SRR31533935.13685ffbaad-cc5b-4d65-9609-976fbfeb7ab6/1|1606	UniRef90_A0A161XUP0|1713	41.8	98	34	5	620	351	288	370	7.41e-02	42.4
SRR31533935.1371f294615-116a-4561-ae6e-82d6ba19fab9/1|1521	UniRef90_A0A161XUP0|1713	29.2	130	71	3	802	1188	246	355	3.96e-02	43.1
SRR31533935.1389a447cf1-1430-479b-a679-14832c1ea209/1|1403	UniRef90_D1NFR0|732	52.2	46	22	0	307	170	146	191	3.09e-04	48.5
SRR31533935.139d37b80cb-f358-4de3-bb70-c00567b743f6/1|1582	UniRef90_K4D003|894	75.9	29	7	0	1417	1331	264	292	9.07e-04	47.8
SRR31533935.140ed7015f8-ea95-405f-8514-ce009a3655db/1|1532	UniRef90_D1NFR0|732	49.3	73	33	1	474	256	154	222	1.22e-07	58.9
SRR31533935.140ed7015f8-ea95-405f-8514-ce009a3655db/1|1532	UniRef90_J7TG29|123	75.0	40	10	0	456	337	2	41	2.56e-09	58.5
SRR31533935.141e0668af5-481c-41f3-b4b2-e1717cd087a9/1|1484	UniRef90_J7TG29|123	62.2	37	12	2	1133	1237	5	41	1.43e-04	45.1
SRR31533935.1425f51ccb5-de3e-43e3-9e8b-4be4fdc2d70a/1|1531	UniRef90_K4D003|894	70.6	34	10	0	1452	1351	259	292	6.55e-05	51.2
SRR31533935.14315760a91-a985-4aa2-bd5b-48ff369f1615/1|1548	UniRef90_J7TG29|123	77.8	36	7	1	448	341	7	41	1.35e-06	50.8
SRR31533935.145c69b48e5-0cb1-422f-8842-7d1e602db525/1|1530	UniRef90_A0A2P5YF41|978	53.8	39	17	1	339	452	86	124	2.17e-02	43.5
SRR31533935.145c69b48e5-0cb1-422f-8842-7d1e602db525/1|1530	UniRef90_D1NFR0|732	47.0	66	34	1	388	191	179	243	1.54e-02	43.5
SRR31533935.1465ae8e766-cf43-45e6-9de5-7951e4cb08e9/1|1518	UniClust90_7594-DHIEBEEG_03121|150	90.0	20	2	0	117	58	4	23	3.05e-03	41.6
SRR31533935.147c7f51647-4c96-43bf-8ab0-a64186689bb1/1|1468	UniRef90_H6SIB2|1326	46.3	67	21	3	481	305	377	436	1.92e-02	43.9
SRR31533935.148cc1a1dab-29ab-48d2-b5ff-a06df3894eed/1|1489	UniRef90_D1NFR0|732	50.7	75	25	1	1087	1275	136	210	1.81e-09	64.3
SRR31533935.14932167aed-de19-4a90-919a-5b179dacfd3a/1|1563	UniRef90_A0A2U1PPW3|3993	41.3	121	43	3	835	1191	528	622	1.50e-09	67.4
SRR31533935.15053925470-874d-4c52-b5dd-8652920fdc0f/1|1501	UniRef90_J7TG29|123	86.2	29	4	0	1152	1238	13	41	2.00e-07	53.1
SRR31533935.1510d282cb5-86ae-4308-9d24-2547fd3f6cb6/1|1536	UniRef90_A0A445FL69|1257	70.4	27	8	0	1394	1474	309	335	4.27e-01	39.7
SRR31533935.1523b7e8cc1-23d0-4e0b-bd55-3d378e7e8483/1|1505	UniRef90_D1NFR0|732	66.7	33	11	0	1160	1258	172	204	1.52e-01	40.4
SRR31533935.1523b7e8cc1-23d0-4e0b-bd55-3d378e7e8483/1|1505	UniRef90_J7TG29|123	74.1	27	7	0	1160	1240	14	40	6.31e-03	40.4
SRR31533935.153ac49f3f3-54cb-4626-b054-5e87f03fc0f8/1|1571	UniClust90_87130-BLEPMJCG_00888|297	60.0	45	12	2	195	61	60	98	6.21e-04	45.1
SRR31533935.1544a37faf4-c42c-472e-9b92-f03c43832d60/1|1513	UniRef90_A0A161XUP0|1713	43.2	95	41	3	679	428	248	340	6.69e-05	52.0
SRR31533935.155bdd4cebb-369a-49cc-8025-67ccb1edcd9c/1|1513	UniRef90_A0A161XUP0|1713	62.2	45	16	1	495	364	321	365	1.36e-06	57.4
SRR31533935.155bdd4cebb-369a-49cc-8025-67ccb1edcd9c/1|1513	UniRef90_D1NFR0|732	65.1	43	14	1	489	364	145	187	5.29e-07	57.0
SRR31533935.156f1b392da-2978-4f6e-8ba4-50f54d9b2666/1|1506	UniRef90_A0A2P5YF41|978	48.5	68	35	0	415	212	207	274	1.32e-06	56.6
SRR31533935.157c274e855-5b33-495a-8065-ae9991f0ed78/1|1519	UniRef90_A0A445L1C9|1260	66.7	36	12	0	231	124	1	36	7.70e-06	54.7
SRR31533935.1587425e1cd-a6eb-4c30-8796-49cf0ab99bcd/1|1528	UniClust90_87130-BLEPMJCG_00888|297	54.9	71	24	3	253	59	30	98	9.75e-08	55.8
SRR31533935.160a9987ae8-624d-431d-ae6e-2a21511fe987/1|1518	UniRef90_A0A161XUP0|1713	65.2	46	16	0	457	320	325	370	2.38e-06	56.6
SRR31533935.1610b041de2-8998-4ecd-8096-a1902da5697a/1|1565	UniClust90_12290-LMJGEGCL_02369|270	64.3	42	15	0	1515	1390	16	57	7.08e-07	53.1
SRR31533935.1626a41cf7a-57c0-46c4-aa05-2570bdd8c9a3/1|1604	UniRef90_A0A192CDZ5|186	48.5	68	21	3	814	635	1	62	1.23e-03	43.1
SRR31533935.16358a64740-6bd8-4a08-a5e6-adb81823d633/1|1527	UniRef90_D1NFR0|732	66.7	27	9	0	499	419	141	167	3.67e-01	39.3
SRR31533935.164a6250e64-b43b-4096-a2c3-a19664ba0ee7/1|1612	UniRef90_H6SIB2|1326	59.3	54	21	1	1149	1310	378	430	5.65e-08	61.6
SRR31533935.165cd1a4ac5-c4fa-4b8f-b957-48cae0ec25b5/1|1484	UniRef90_D1NFR0|732	47.1	68	33	3	1056	1253	141	207	1.39e-04	49.7
SRR31533935.166bca25f54-f530-4ae0-9eb8-d4797ada133f/1|1581	UniRef90_A0A161XUP0|1713	45.2	62	34	0	504	319	323	384	2.57e-06	56.6
SRR31533935.167fd247da4-d4c3-4643-8ba1-e1b86c4769d2/1|1540	UniRef90_A0A192CDZ5|186	65.1	43	15	0	834	962	17	59	9.57e-05	46.2
SRR31533935.168b7114077-0304-464c-98a9-7f85e155e84e/1|1293	UniRef90_A0A2G2X2S1|1779	54.3	35	12	2	362	258	414	444	5.04e-01	39.3
SRR31533935.169c998ea07-9aa4-4177-9aa3-244faf5bbe7d/1|1513	UniClust90_12290-LMJGEGCL_02369|270	63.8	47	17	0	65	205	16	62	3.81e-10	62.4
