# Gene Family	ERR13731435_merged_Abundance-RPKs
UNMAPPED	858918
UniRef90_S0F965	1484.95
UniRef90_S0F965|unclassified	1484.95
UniRef90_UPI000E4C95FC	1216.44
UniRef90_UPI000E4C95FC|unclassified	1216.44
UniRef90_S0F963	1191.57
UniRef90_S0F963|unclassified	1191.57
UniRef90_W1I5U3	1172.3
UniRef90_W1I5U3|unclassified	1172.3
UniRef90_W1I5G1	1060.15
UniRef90_W1I5G1|unclassified	1060.15
UniRef90_S0FCU2	1045.21
UniRef90_S0FCU2|unclassified	1045.21
UniRef90_UPI000930A8F3	958.421
UniRef90_UPI000930A8F3|unclassified	958.421
UniRef90_S0F7E3	958.031
UniRef90_S0F7E3|unclassified	958.031
UniRef90_J9CY25	922.166
UniRef90_J9CY25|unclassified	922.166
UniRef90_W1I5G6	910.443
UniRef90_W1I5G6|unclassified	910.443
UniRef90_W1I772	874.712
UniRef90_W1I772|unclassified	874.712
UniRef90_B3JFL9	852.691
UniRef90_B3JFL9|unclassified	852.691
UniRef90_S0F7D3	827.569
UniRef90_S0F7D3|unclassified	827.569
UniRef90_B3JGP1	816.137
UniRef90_B3JGP1|unclassified	816.137
UniRef90_W1I767	786.363
UniRef90_W1I767|unclassified	786.363
UniRef90_B5CUJ7	759.586
UniRef90_B5CUJ7|unclassified	759.586
UniRef90_B3JDR7	757.488
UniRef90_B3JDR7|unclassified	757.488
UniRef90_S0F853	711.638
UniRef90_S0F853|unclassified	711.638
UniRef90_A0A016A3L2	708.368
UniRef90_A0A016A3L2|unclassified	708.368
UniRef90_U2J4X8	691.849
UniRef90_U2J4X8|unclassified	691.849
UniRef90_A0A078SQ99	680.891
UniRef90_A0A078SQ99|unclassified	680.891
UniRef90_J9FUS2	661.057
UniRef90_J9FUS2|unclassified	661.057
UniRef90_A0A069S8B5	621.474
UniRef90_A0A069S8B5|unclassified	621.474
UniRef90_A7LQW2	574.113
UniRef90_A7LQW2|unclassified	574.113
UniRef90_A0A381DA09	519.43
UniRef90_A0A381DA09|unclassified	519.43
UniRef90_B3JNE2	510.688
UniRef90_B3JNE2|unclassified	510.688
UniRef90_E2ZMU8	509.839
UniRef90_E2ZMU8|unclassified	509.839
UniRef90_A0A396B835	505.564
UniRef90_A0A396B835|unclassified	505.564
UniRef90_C6IUF2	494.699
UniRef90_C6IUF2|unclassified	494.699
UniRef90_A0A174GQN1	490.957
UniRef90_A0A174GQN1|unclassified	490.957
UniRef90_A0A078QU11	488.373
UniRef90_A0A078QU11|unclassified	488.373
UniRef90_A0A078QMX5	483.285
UniRef90_A0A078QMX5|unclassified	483.285
UniRef90_C7H578	483.285
UniRef90_C7H578|unclassified	483.285
UniRef90_A0A078R7E6	481.921
UniRef90_A0A078R7E6|unclassified	481.921
UniRef90_C9KXD4	478.303
UniRef90_C9KXD4|unclassified	478.303
UniRef90_W1I7I3	476.899
UniRef90_W1I7I3|unclassified	476.899
UniRef90_B5CUP9	468.937
UniRef90_B5CUP9|unclassified	468.937
UniRef90_C7G8Q9	468.64
UniRef90_C7G8Q9|unclassified	468.64
UniRef90_K9ED69	464.289
UniRef90_K9ED69|unclassified	464.289
UniRef90_C7H9F8	462.8
UniRef90_C7H9F8|unclassified	462.8
UniRef90_A0A1C6AQC2	459.192
UniRef90_A0A1C6AQC2|unclassified	459.192
UniRef90_A0A2M9V0X7	458.272
UniRef90_A0A2M9V0X7|unclassified	458.272
UniRef90_A0A1Q6S885	455.977
