name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Parasphingopyxis algicola	2026624	S	18	0	18	0.00000
Citromicrobium sp. JL477	1634516	S	14	3	17	0.00000
Novosphingopyxis iocasae	2762729	S	11	3	14	0.00000
Erythrobacter sp. HL-111	1798193	S	33	8	41	0.00000
Erythrobacter sp. BLCC-B19	3025315	S	27	5	32	0.00000
Erythrobacter sp.	1042	S	13	10	23	0.00000
uncultured Erythrobacter sp.	263913	S	34	4	38	0.00000
Erythrobacter aureus	2182384	S	19	1	20	0.00000
Erythrobacter aurantius	2909249	S	16	1	17	0.00000
Erythrobacter litoralis	39960	S	10	3	13	0.00000
Porphyrobacter sp. ULC335	2854260	S	52	0	52	0.00000
Porphyrobacter sp. CACIAM 03H1	2003315	S	12	0	12	0.00000
Croceicoccus sp. YJ47	2798724	S	51	6	57	0.00000
Croceicoccus sp. Ery5	1703340	S	20	8	28	0.00000
Croceicoccus sp. Ery15	1703338	S	16	8	24	0.00000
Croceicoccus marinus	450378	S	25	6	31	0.00000
Croceicoccus naphthovorans	1348774	S	16	15	31	0.00000
Qipengyuania flava	192812	S	28	9	37	0.00000
Qipengyuania soli	2782568	S	25	0	25	0.00000
Qipengyuania sediminis	1532023	S	14	0	14	0.00000
Qipengyuania spongiae	2909673	S	13	4	17	0.00000
Aurantiacibacter sp. MUD11	3003265	S	52	2	54	0.00000
Aurantiacibacter sp. MUD61	3009083	S	17	0	17	0.00000
Caenibius tardaugens	169176	S	15	6	21	0.00000
Tsuneonella mangrovi	1982042	S	10	0	10	0.00000
Paraurantiacibacter namhicola	645517	S	13	0	13	0.00000
Sphingosinicella microcystinivorans	335406	S	22	6	28	0.00000
Sphingosinicella flava	2771430	S	19	0	19	0.00000
Zymomonas mobilis	542	S	23	0	23	0.00000
Komagataeibacter oboediens	65958	S	101	29	130	0.00000
Komagataeibacter xylinus	28448	S	34	13	47	0.00000
Komagataeibacter europaeus	33995	S	16	4	20	0.00000
Komagataeibacter saccharivorans	265959	S	13	2	15	0.00000
Acetobacter ghanensis	431306	S	18	3	21	0.00000
Acetobacter persici	1076596	S	16	0	16	0.00000
Acetobacter tropicalis	104102	S	15	30	45	0.00000
Acetobacter aceti	435	S	11	5	16	0.00000
Roseomonas sp. OT10	2897332	S	23	7	30	0.00000
Roseomonas gilardii	257708	S	20	17	37	0.00000
Roseomonas fluvialis	1750527	S	16	0	16	0.00000
Sediminicoccus rosea	1225128	S	57	0	57	0.00000
Pseudoroseomonas cervicalis	204525	S	51	1	52	0.00000
Gluconobacter thailandicus	257438	S	19	9	28	0.00000
Gluconobacter frateurii	38308	S	10	5	15	0.00000
Granulibacter bethesdensis	364410	S	38	1	39	0.00000
Aristophania vespae	2697033	S	35	1	36	0.00000
Roseococcus microcysteis	2771361	S	34	0	34	0.00000
Acidocella sp. MX-AZ03	2697363	S	31	0	31	0.00000
Parasaccharibacter apium	1510841	S	29	1	30	0.00000
Formicincola oecophyllae	2558361	S	28	0	28	0.00000
Commensalibacter melissae	2070537	S	18	0	18	0.00000
Rhodovastum atsumiense	504468	S	17	0	17	0.00000
Entomobacter blattae	2762277	S	16	0	16	0.00000
Oecophyllibacter saccharovorans	2558360	S	15	0	15	0.00000
Acidisoma sp. PAMC 29798	3040935	S	13	0	13	0.00000
Gluconacetobacter diazotrophicus	33996	S	10	0	10	0.00000
Azospirillum sp. TSA2s	709810	S	25	19	44	0.00000
Azospirillum sp. B510	137722	S	16	3	19	0.00000
Azospirillum brasilense	192	S	48	35	83	0.00000
Azospirillum argentinense	2970906	S	46	46	92	0.00000
Azospirillum oryzae	286727	S	31	19	50	0.00000
Azospirillum thermophilum	2202148	S	27	1	28	0.00000
Azospirillum thiophilum	528244	S	21	2	23	0.00000
Azospirillum lipoferum	193	S	13	4	17	0.00000
Azospirillum baldaniorum	1064539	S	10	15	25	0.00000
Skermanella mucosa	1789672	S	57	6	63	0.00000
Skermanella sp. TT6	2775420	S	28	47	75	0.00000
Skermanella pratensis	2233999	S	20	1	21	0.00000
Niveispirillum cyanobacteriorum	1612173	S	50	6	56	0.00000
Nitrospirillum amazonense	28077	S	39	1	40	0.00000
Magnetospirillum gryphiswaldense	55518	S	55	0	55	0.00000
Magnetospirillum sp. ME-1	1639348	S	24	10	34	0.00000
Ferrovibrio terrae	2594003	S	67	0	67	0.00000
Rhodospirillum rubrum	1085	S	41	0	41	0.00000
Rhodospirillum centenum	34018	S	16	0	16	0.00000
Pararhodospirillum photometricum	1084	S	18	0	18	0.00000
Thalassospira marina	2048283	S	20	26	46	0.00000
Magnetospira sp. QH-2	1288970	S	22	0	22	0.00000
Thalassobaculum sp. OXR-137	3100173	S	77	7	84	0.00000
Nisaea acidiphila	1862145	S	18	0	18	0.00000
Hypericibacter adhaerens	2602016	S	31	2	33	0.00000
Hypericibacter terrae	2602015	S	22	0	22	0.00000
Paramagnetospirillum magneticum	84159	S	33	12	45	0.00000
Aestuariispira ectoiniformans	2775080	S	24	0	24	0.00000
Terasakiella sp. SH-1	2560057	S	15	0	15	0.00000
Brevundimonas sp. C43	3068314	S	61	137	198	0.00000
Brevundimonas sp. SL130	2995143	S	39	3	42	0.00000
Brevundimonas sp. PAMC22021	2861285	S	30	2	32	0.00000
Brevundimonas sp. NIBR10	3015997	S	27	0	27	0.00000
Brevundimonas sp. GW460-12-10-14-LB2	1827469	S	21	21	42	0.00000
Brevundimonas sp. M20	2591463	S	14	0	14	0.00000
Brevundimonas albigilva	1312364	S	35	16	51	0.00000
Brevundimonas nasdae	172043	S	27	13	40	0.00000
Brevundimonas goettingensis	2774190	S	26	1	27	0.00000
uncultured Brevundimonas sp.	213418	S	21	10	31	0.00000
Brevundimonas vancanneytii	1325724	S	20	13	33	0.00000
Brevundimonas pondensis	2774189	S	16	2	18	0.00000
Brevundimonas naejangsanensis	588932	S	15	2	17	0.00000
Brevundimonas mediterranea	74329	S	12	1	13	0.00000
Caulobacter sp. NIBR2454	3015996	S	26	4	30	0.00000
Caulobacter sp. S6	2823693	S	23	0	23	0.00000
Caulobacter sp. NIBR1757	3016000	S	18	1	19	0.00000
Caulobacter sp. FWC26	69665	S	12	5	17	0.00000
Caulobacter mirabilis	69666	S	45	4	49	0.00000
Caulobacter segnis	88688	S	39	8	47	0.00000
Caulobacter flavus	1679497	S	23	4	27	0.00000
Caulobacter vibrioides	155892	S	22	7	29	0.00000
Phenylobacterium zucineum	284016	S	63	11	74	0.00000
Phenylobacterium sp. NIBR 498073	3015177	S	33	2	35	0.00000
Phenylobacterium sp. LH3H17	2903901	S	10	0	10	0.00000
Asticcacaulis excentricus	78587	S	30	0	30	0.00000
Hyphomonas sp. CACIAM 19H1	1873716	S	33	1	34	0.00000
Hyphomonas sp.	87	S	13	6	19	0.00000
uncultured Hyphomonas sp.	225298	S	36	0	36	0.00000
Hyphomonas neptunium	81032	S	32	1	33	0.00000
Parvularcula bermudensis	208216	S	75	35	110	0.00000
Aquisalinus flavus	1526572	S	16	0	16	0.00000
Candidatus Trichorickettsia mobilis	1346319	S	20	7	27	0.00000
Emcibacter sp.	1979954	S	40	0	40	0.00000
Luteithermobacter gelatinilyticus	2582913	S	14	0	14	0.00000
Pseudemcibacter aquimaris	2857064	S	14	0	14	0.00000
Maricaulis maris	74318	S	22	0	22	0.00000
Hyphobacterium sp. CCMP332	2749086	S	19	0	19	0.00000
Glycocaulis alkaliphilus	1434191	S	16	2	18	0.00000
Tistrella mobilis	171437	S	58	12	70	0.00000
Candidatus Pelagibacter sp. RS40	1977865	S	12	0	12	0.00000
Candidatus Pelagibacter ubique	198252	S	19	0	19	0.00000
Magnetococcus marinus	1124597	S	27	0	27	0.00000
Gimibacter soli	3024400	S	16	0	16	0.00000
Acidithiobacillus thiooxidans	930	S	27	0	27	0.00000
Acidithiobacillus ferridurans	1232575	S	26	33	59	0.00000
Acidithiobacillus ferrooxidans	920	S	22	0	22	0.00000
Acidithiobacillus caldus	33059	S	18	0	18	0.00000
Acidithiobacillus sp. AMEEHan	2994951	S	15	0	15	0.00000
Acidithiobacillus ferrivorans	160808	S	14	0	14	0.00000
Hydrogenophilus thermoluteolus	297	S	34	0	34	0.00000
Mariprofundus ferrinatatus	1921087	S	16	1	17	0.00000
Campylobacter jejuni	197	S	589	2888	3477	0.00009
Campylobacter coli	195	S	257	212	469	0.00001
Campylobacter fetus	196	S	131	55	186	0.00000
Campylobacter sp. 2014D-0216	1813595	S	20	12	32	0.00000
Campylobacter sp. RM6914	1032243	S	17	0	17	0.00000
Campylobacter lanienae	75658	S	36	2	38	0.00000
Campylobacter hominis	76517	S	32	0	32	0.00000
Campylobacter concisus	199	S	20	0	20	0.00000
Campylobacter curvus	200	S	19	0	19	0.00000
Campylobacter geochelonis	1780362	S	17	0	17	0.00000
Campylobacter showae	204	S	13	0	13	0.00000
Arcobacter cloacae	1054034	S	38	154	192	0.00000
Aliarcobacter cryaerophilus	28198	S	36	6	42	0.00000
Aliarcobacter skirrowii	28200	S	18	5	23	0.00000
Sulfurimonas sp. HSL-3221	2894755	S	68	1	69	0.00000
Sulfurimonas paralvinellae	317658	S	13	3	16	0.00000
Sulfurimonas gotlandica	1176482	S	11	2	13	0.00000
Candidatus Sulfuricurvum sp. RIFRC-1	1249480	S	22	0	22	0.00000
Sulfuricurvum kujiense	148813	S	11	0	11	0.00000
Helicobacter pylori	210	S	40	2	42	0.00000
Wolinella succinogenes	844	S	14	0	14	0.00000
Sulfurospirillum barnesii	44674	S	20	0	20	0.00000
Sulfurospirillum halorespirans	194424	S	18	0	18	0.00000
Sulfurospirillum cavolei	366522	S	15	0	15	0.00000
Sulfurospirillum multivorans	66821	S	12	0	12	0.00000
Nitratifractor salsuginis	269261	S	35	0	35	0.00000
Sulfurovum indicum	2779528	S	16	1	17	0.00000
Hydrogenimonas urashimensis	2740515	S	27	0	27	0.00000
Caminibacter pacificus	1424653	S	100	0	100	0.00000
Nautilia sp. PV-1	2579250	S	24	1	25	0.00000
Nitrosophilus kaiyonis	2930200	S	15	0	15	0.00000
uncultured Pseudodesulfovibrio sp.	2035858	S	99	44	143	0.00000
Pseudodesulfovibrio sp. zrk46	2725288	S	38	2	40	0.00000
Pseudodesulfovibrio portus	231439	S	37	4	41	0.00000
Pseudodesulfovibrio thermohalotolerans	2880651	S	36	33	69	0.00000
Pseudodesulfovibrio cashew	2678688	S	34	4	38	0.00000
Pseudodesulfovibrio indicus	1716143	S	31	9	40	0.00000
Pseudodesulfovibrio profundus	57320	S	20	10	30	0.00000
Pseudodesulfovibrio mercurii	641491	S	19	2	21	0.00000
Pseudodesulfovibrio tunisiensis	463192	S	14	0	14	0.00000
Pseudodesulfovibrio aespoeensis	182210	S	12	3	15	0.00000
Pseudodesulfovibrio nedwellii	2973072	S	11	13	24	0.00000
Desulfovibrio piger	901	S	103	10	113	0.00000
Desulfovibrio desulfuricans	876	S	74	16	90	0.00000
Desulfovibrio subterraneus	2718620	S	49	3	52	0.00000
Desulfovibrio sp. G11	631220	S	32	46	78	0.00000
Desulfovibrio mangrovi	2976983	S	30	2	32	0.00000
Desulfovibrio ferrophilus	241368	S	25	0	25	0.00000
Desulfovibrio fairfieldensis	44742	S	19	1	20	0.00000
Desulfolutivibrio sulfoxidireducens	2773299	S	136	4	140	0.00000
Desulfolutivibrio sulfodismutans	63561	S	32	1	33	0.00000
Maridesulfovibrio sp.	2795000	S	109	11	120	0.00000
Maridesulfovibrio hydrothermalis	191026	S	20	1	21	0.00000
Maridesulfovibrio salexigens	880	S	14	3	17	0.00000
Salidesulfovibrio onnuriiensis	2583823	S	97	7	104	0.00000
Oceanidesulfovibrio marinus	370038	S	71	0	71	0.00000
Solidesulfovibrio carbinoliphilus	345370	S	22	1	23	0.00000
Solidesulfovibrio magneticus	184917	S	10	23	33	0.00000
Nitratidesulfovibrio vulgaris	881	S	31	1	32	0.00000
Nitratidesulfovibrio liaohensis	2604158	S	25	0	25	0.00000
Desulfobaculum bizertense	376490	S	52	2	54	0.00000
Megalodesulfovibrio gigas	879	S	47	0	47	0.00000
Oleidesulfovibrio alaskensis	58180	S	26	23	49	0.00000
Desulfocurvibacter africanus	873	S	12	0	12	0.00000
Desulfomicrobium orale	132132	S	52	2	54	0.00000
Desulfomicrobium sp. ZS1	2952228	S	40	14	54	0.00000
Desulfohalobium retbaense	45663	S	21	0	21	0.00000
Geobacter sp. FeAm09	2597769	S	85	3	88	0.00000
Geobacter sp. SVR	2495594	S	37	3	40	0.00000
Geobacter sp. DSM 9736	1277350	S	12	0	12	0.00000
Geobacter sulfurreducens	35554	S	89	7	96	0.00000
Geobacter metallireducens	28232	S	36	2	38	0.00000
Geobacter benzoatilyticus	2815309	S	23	2	25	0.00000
Geobacter pickeringii	345632	S	18	1	19	0.00000
Geomonas subterranea	2847989	S	76	13	89	0.00000
Geomonas nitrogeniifigens	2847991	S	39	7	46	0.00000
Geomonas paludis	2740185	S	25	4	29	0.00000
Geomonas oryzisoli	2847992	S	24	5	29	0.00000
Geomonas sp. RF6	2897342	S	24	1	25	0.00000
Geotalea uraniireducens	351604	S	84	3	87	0.00000
Geotalea daltonii	1203471	S	27	0	27	0.00000
Trichlorobacter lovleyi	313985	S	32	4	36	0.00000
Trichlorobacter ammonificans	2916410	S	24	1	25	0.00000
Citrifermentans bemidjiense	225194	S	17	2	19	0.00000
Desulfuromonas sp. AOP6	1566351	S	33	0	33	0.00000
Desulfuromonas sp. DDH964	1823759	S	33	0	33	0.00000
Desulfuromonas thiophila	57664	S	45	0	45	0.00000
uncultured Desulfuromonas sp.	181013	S	44	1	45	0.00000
Desulfuromonas soudanensis	1603606	S	41	0	41	0.00000
Desulfuromonas versatilis	2802975	S	37	0	37	0.00000
Desulfuromonas acetoxidans	891	S	20	1	21	0.00000
Pelobacter propionicus	29543	S	26	3	29	0.00000
Syntrophotalea carbinolica	19	S	47	0	47	0.00000
Syntrophotalea acetylenivorans	1842532	S	25	3	28	0.00000
Syntrophotalea acetylenica	29542	S	20	2	22	0.00000
Geoalkalibacter halelectricus	2847045	S	36	0	36	0.00000
Geoalkalibacter subterraneus	483547	S	32	6	38	0.00000
uncultured Desulfuromusa sp.	219183	S	24	0	24	0.00000
uncultured Desulfobacter sp.	240139	S	161	17	178	0.00000
Desulfobacter hydrogenophilus	2291	S	28	7	35	0.00000
Desulforapulum autotrophicum	2296	S	36	0	36	0.00000
Desulfobacula toluolica	28223	S	13	0	13	0.00000
uncultured Desulfosarcina sp.	218289	S	66	13	79	0.00000
Desulfosarcina widdelii	947919	S	65	21	86	0.00000
Desulfosarcina sp. BuS5	933262	S	33	0	33	0.00000
Desulfosarcina alkanivorans	571177	S	28	6	34	0.00000
Desulfosarcina ovata	83564	S	14	1	15	0.00000
Desulfonema limicola	45656	S	20	0	20	0.00000
Desulfonema magnum	45655	S	15	0	15	0.00000
Desulfococcus multivorans	897	S	18	0	18	0.00000
Desulfatibacillum aliphaticivorans	218208	S	23	0	23	0.00000
Desulfoluna limicola	2810562	S	21	0	21	0.00000
Desulfosudis oleivorans	181663	S	10	0	10	0.00000
Desulfobulbus propionicus	894	S	119	1	120	0.00000
uncultured Desulfobulbus sp.	239745	S	112	1	113	0.00000
Desulfobulbus oralis	1986146	S	93	2	95	0.00000
Desulfobulbus oligotrophicus	1909699	S	36	6	42	0.00000
Desulfurivibrio alkaliphilus	427923	S	27	0	27	0.00000
Desulfolithobacter dissulfuricans	2795293	S	23	0	23	0.00000
Desulfogranum marinum	453220	S	20	0	20	0.00000
Desulfomarina profundi	2772557	S	14	0	14	0.00000
Desulfosediminicola flagellatus	2569541	S	19	0	19	0.00000
Desulfosediminicola ganghwensis	2569540	S	17	0	17	0.00000
Desulfofustis limnaeus	2740163	S	13	0	13	0.00000
Desulfarculus baarsii	453230	S	91	13	104	0.00000
Syntrophobacter fumaroxidans	119484	S	59	4	63	0.00000
Desulfoglaeba alkanexedens	361111	S	14	0	14	0.00000
Thermosulfurimonas marina	2047767	S	26	0	26	0.00000
Candidatus Desulfofervidus auxilii	1621989	S	31	0	31	0.00000
Desulfobacca acetoxidans	60893	S	18	0	18	0.00000
Rosistilla carotiformis	2528017	S	21	12	33	0.00000
Rosistilla oblonga	2527990	S	11	7	18	0.00000
Stieleria maiorica	2795974	S	32	7	39	0.00000
Lignipirellula cremea	2528010	S	32	4	36	0.00000
Pirellula staleyi	125	S	24	0	24	0.00000
Roseimaritima multifibrata	1930274	S	23	1	24	0.00000
Bremerella sp. P1	3026424	S	13	0	13	0.00000
Blastopirellula sp. J2-11	2943192	S	14	0	14	0.00000
Aureliella helgolandensis	2527968	S	14	0	14	0.00000
Aeoliella mucimassa	2527972	S	81	2	83	0.00000
Lacipirellula parvula	2650471	S	11	0	11	0.00000
Botrimarina mediterranea	2528022	S	16	0	16	0.00000
Adhaeretor mobilis	1930276	S	12	0	12	0.00000
Pirellulimonas nuda	2528009	S	11	0	11	0.00000
Thermogutta terrifontis	1331910	S	10	0	10	0.00000
Gimesia panareensis	2527978	S	34	0	34	0.00000
Gimesia alba	2527973	S	29	0	29	0.00000
Gimesia chilikensis	2605989	S	22	2	24	0.00000
Gimesia maris	122	S	20	0	20	0.00000
Gimesia algae	2527971	S	16	1	17	0.00000
Gimesia aquarii	2527964	S	15	0	15	0.00000
Planctomyces sp. SH-PL14	1632864	S	50	0	50	0.00000
Planctomyces sp. SH-PL62	1636152	S	41	7	48	0.00000
Alienimonas californiensis	2527989	S	46	0	46	0.00000
Caulifigura coniformis	2527983	S	26	0	26	0.00000
Fuerstiella marisgermanici	1891926	S	15	0	15	0.00000
Crateriforma conspicua	2527996	S	10	1	11	0.00000
Calycomorphotria hydatis	2528027	S	10	0	10	0.00000
Aquisphaera giovannonii	406548	S	74	3	77	0.00000
Tautonia plasticadhaerens	2527974	S	42	0	42	0.00000
Isosphaera pallida	128	S	15	0	15	0.00000
Singulisphaera acidiphila	466153	S	15	1	16	0.00000
Paludisphaera borealis	1387353	S	13	1	14	0.00000
Gemmata obscuriglobus	114	S	24	0	24	0.00000
Gemmata massiliana	1210884	S	23	4	27	0.00000
Limnoglobus roseus	2598579	S	32	1	33	0.00000
Frigoriglobus tundricola	2774151	S	31	2	33	0.00000
Urbifossiella limnaea	2528023	S	16	0	16	0.00000
Sedimentisphaera salicampi	1941349	S	16	0	16	0.00000
Limihaloglobus sulfuriphilus	1851148	S	13	0	13	0.00000
Anaerohalosphaera lusitana	1936003	S	11	0	11	0.00000
Mucisphaera calidilacus	2527982	S	19	0	19	0.00000
Phycisphaera mikurensis	547188	S	18	0	18	0.00000
Candidatus Kuenenia stuttgartiensis	174633	S	38	0	38	0.00000
Akkermansia muciniphila	239935	S	220	130	350	0.00001
Akkermansia sp. N21116	3040764	S	41	3	44	0.00000
Akkermansia glycaniphila	1679444	S	35	0	35	0.00000
Luteolibacter sp. SL250	2995170	S	59	12	71	0.00000
Luteolibacter ambystomatis	2824561	S	19	9	28	0.00000
Luteolibacter luteus	2728835	S	10	1	11	0.00000
Verrucomicrobium spinosum	2736	S	23	0	23	0.00000
Sulfuriroseicoccus oceanibius	2707525	S	30	0	30	0.00000
Roseimicrobium sp. ORNL1	2711231	S	11	0	11	0.00000
Fontisphaera persica	2974023	S	22	0	22	0.00000
Opitutus terrae	107709	S	26	0	26	0.00000
Opitutus sp. GAS368	1882749	S	12	0	12	0.00000
Nibricoccus aquaticus	2576891	S	32	0	32	0.00000
Ereboglobus luteus	1796921	S	26	0	26	0.00000
Lacunisphaera limnophila	1838286	S	22	0	22	0.00000
Coraliomargarita sp. J2-16	3092156	S	13	0	13	0.00000
Coraliomargarita akajimensis	395922	S	10	0	10	0.00000
Ruficoccus sp. ZRK36	2866311	S	17	0	17	0.00000
Candidatus Pelagisphaera phototrophica	2684113	S	12	0	12	0.00000
Puniceicoccus sp. CR14	3080537	S	11	0	11	0.00000
Methylacidimicrobium sp. B4	2796139	S	12	1	13	0.00000
Candidatus Methylacidiphilum fumarolicum	591154	S	11	1	12	0.00000
Candidatus Neptunochlamydia sp. REUL1	3064277	S	75	0	75	0.00000
Parachlamydia acanthamoebae	83552	S	49	0	49	0.00000
Kiritimatiella glycovorans	1307763	S	50	2	52	0.00000
Tichowtungia aerotolerans	2697043	S	41	0	41	0.00000
Treponema peruense	2787628	S	309	1	310	0.00001
Treponema sp. B152	2749432	S	26	145	171	0.00000
Treponema denticola	158	S	84	22	106	0.00000
Treponema vincentii	69710	S	59	22	81	0.00000
Treponema ruminis	744515	S	55	0	55	0.00000
Treponema parvum	138851	S	45	0	45	0.00000
Treponema brennaborense	81028	S	39	0	39	0.00000
Treponema succinifaciens	167	S	35	0	35	0.00000
Treponema phagedenis	162	S	23	0	23	0.00000
Treponema medium	58231	S	21	3	24	0.00000
Treponema primitia	88058	S	21	0	21	0.00000
Treponema pedis	409322	S	21	0	21	0.00000
Treponema putidum	221027	S	13	1	14	0.00000
Brucepastera parasyntrophica	2880008	S	21	0	21	0.00000
uncultured Sphaerochaeta sp.	886478	S	242	11	253	0.00001
Sphaerochaeta pleomorpha	1131707	S	35	5	40	0.00000
Sphaerochaeta associata	1129264	S	32	4	36	0.00000
Sphaerochaeta globosa	1131703	S	26	3	29	0.00000
Marispirochaeta aestuarii	1963862	S	54	0	54	0.00000
Marispirochaeta sp.	2038653	S	18	0	18	0.00000
Sediminispirochaeta smaragdinae	55206	S	52	0	52	0.00000
Spirochaeta africana	46355	S	20	0	20	0.00000
Spirochaeta thermophila	154	S	10	0	10	0.00000
Salinispira pacifica	1307761	S	10	0	10	0.00000
Breznakiella homolactica	2798577	S	71	1	72	0.00000
Gracilinema caldarium	215591	S	45	1	46	0.00000
Leadbettera azotonutricia	150829	S	28	0	28	0.00000
Borrelia miyamotoi	47466	S	13	4	17	0.00000
Leptospira santarosai	28183	S	81	5	86	0.00000
Leptospira mayottensis	1137606	S	31	4	35	0.00000
Leptospira noguchii	28182	S	16	2	18	0.00000
Leptospira kobayashii	1917830	S	15	0	15	0.00000
Brachyspira pilosicoli	52584	S	15	23	38	0.00000
Thermospira aquatica	2828656	S	11	0	11	0.00000
Myxococcus sp. NMCA1	2996785	S	48	60	108	0.00000
Myxococcus sp. SDU36	2831967	S	14	2	16	0.00000
Myxococcus stipitatus	83455	S	54	2	56	0.00000
Myxococcus hansupus	1297742	S	38	3	41	0.00000
Myxococcus landrumus	2813577	S	15	0	15	0.00000
Myxococcus xanthus	34	S	11	3	14	0.00000
Corallococcus macrosporus	35	S	47	18	65	0.00000
Corallococcus sp. NCRR	2996782	S	10	12	22	0.00000
Corallococcus coralloides	184914	S	10	10	20	0.00000
Pyxidicoccus parkwaysis	2813578	S	17	0	17	0.00000
Archangium violaceum	83451	S	122	28	150	0.00000
Archangium gephyra	48	S	36	16	52	0.00000
Melittangium boletus	83453	S	31	2	33	0.00000
Stigmatella aurantiaca	41	S	19	1	20	0.00000
Cystobacter fuscus	43	S	16	1	17	0.00000
Anaeromyxobacter dehalogenans	161493	S	45	24	69	0.00000
Anaeromyxobacter sp. Fw109-5	404589	S	29	0	29	0.00000
Anaeromyxobacter oryzae	2918170	S	29	0	29	0.00000
Anaeromyxobacter paludicola	2918171	S	29	0	29	0.00000
Vulgatibacter incomptus	1391653	S	27	0	27	0.00000
Sorangium cellulosum	56	S	95	40	135	0.00000
Chondromyces crocatus	52	S	62	0	62	0.00000
Polyangium aurulentum	2567896	S	35	0	35	0.00000
Sandaracinus amylolyticus	927083	S	62	0	62	0.00000
Labilithrix luteola	1391654	S	22	0	22	0.00000
Nannocystis poenicansa	2995304	S	167	0	167	0.00000
Haliangium ochraceum	80816	S	72	0	72	0.00000
Terriglobus roseus	392734	S	59	0	59	0.00000
Terriglobus albidus	1592106	S	25	0	25	0.00000
Terriglobus saanensis	870903	S	18	0	18	0.00000
Candidatus Koribacter versatilis	658062	S	85	0	85	0.00000
Edaphobacter sp. 4G125	2763071	S	21	0	21	0.00000
Edaphobacter sp. 12200R-103	2703788	S	18	0	18	0.00000
Edaphobacter flagellatus	1933044	S	20	0	20	0.00000
Edaphobacter lichenicola	2051959	S	10	0	10	0.00000
Granulicella tundricola	940615	S	39	1	40	0.00000
Granulicella sp. WH15	2602070	S	11	0	11	0.00000
Occallatibacter riparius	1002689	S	25	0	25	0.00000
Acidobacterium capsulatum	33075	S	24	2	26	0.00000
Acidisarcina polymorpha	2211140	S	11	0	11	0.00000
uncultured Paludibaculum sp.	1765020	S	52	1	53	0.00000
Paludibaculum fermentans	1473598	S	29	1	30	0.00000
Geothrix sp.	1962974	S	54	7	61	0.00000
Geothrix sp. 21YS21S-2	3068893	S	47	5	52	0.00000
Geothrix sp. PMB-07	3068640	S	35	4	39	0.00000
Geothrix sp. 21YS21S-4	3068889	S	19	2	21	0.00000
Geothrix oryzae	2927975	S	21	4	25	0.00000
Mesoterricola sediminis	2927980	S	32	1	33	0.00000
Mesoterricola silvestris	2927979	S	29	3	32	0.00000
uncultured Holophaga sp.	188475	S	38	0	38	0.00000
Sulfidibacter corallicola	2818388	S	20	0	20	0.00000
Luteitalea pratensis	1855912	S	93	0	93	0.00000
Luteitalea sp. TBR-22	2802971	S	10	0	10	0.00000
Chloracidobacterium aggregatum	2851959	S	27	26	53	0.00000
Pyramidobacter piscolens	638849	S	103	47	150	0.00000
Pyramidobacter sp. YE332	3068894	S	88	39	127	0.00000
Jonquetella anthropi	428712	S	29	0	29	0.00000
Cloacibacillus porcorum	1197717	S	112	0	112	0.00000
Thermanaerovibrio acidaminovorans	81462	S	32	0	32	0.00000
Thermanaerovibrio velox	108007	S	19	0	19	0.00000
Aminomonas paucivorans	81412	S	36	0	36	0.00000
Fretibacterium fastidiosum	651822	S	98	0	98	0.00000
Aminobacterium colombiense	81468	S	17	1	18	0.00000
Aminithiophilus ramosus	3029084	S	42	0	42	0.00000
Fusobacterium ulcerans	861	S	28	0	28	0.00000
Fusobacterium periodonticum	860	S	22	12	34	0.00000
Fusobacterium animalis	76859	S	21	23	44	0.00000
Fusobacterium necrophorum	859	S	20	0	20	0.00000
Fusobacterium polymorphum	76857	S	18	12	30	0.00000
Fusobacterium nucleatum	851	S	16	12	28	0.00000
Fusobacterium gastrosuis	1755100	S	16	0	16	0.00000
uncultured Ilyobacter sp.	544433	S	203	5	208	0.00001
Ilyobacter polytropus	167642	S	12	0	12	0.00000
Leptotrichia hofstadii	157688	S	17	7	24	0.00000
Leptotrichia wadei	157687	S	16	4	20	0.00000
Leptotrichia buccalis	40542	S	11	3	14	0.00000
