# Reaction HUMAnN v4.0.0.alpha.1	SRR7947187_merged
RXN-12484	1.0959067823
RXN-14023	1.0959067823
RXN0-7154	1.0959067823
DSERDEAM-RXN	1.0904457873
GPPSYN-RXN	1.0893999611
3.2.1.99-RXN	1.0822510823
RXN-11051	1.0706638116
1.13.11.9-RXN	1.0695187166
ACETYL-COA-HYDROLASE-RXN	1.0660980810
1.3.1.20-RXN	1.0604453871
RXN8J2-140	1.0604453871
2.4.1.109-RXN	1.0528280060
NAD+-ADP-RIBOSYLTRANSFERASE-RXN	1.0449320794
DIAMINOPIMELATE-DEHYDROGENASE-RXN	1.0427528676
RXN-14950	1.0323956528
RXN-14957	1.0323956528
RXN-14959	1.0323956528
RXN0-949	1.0323956528
3-DEHYDRO-L-GULONATE-2-DEHYDROGENASE-RXN	1.0266940452
PGLUCONDEHYDRAT-RXN	1.0266940452
RXN0-703	1.0266940452
HCAMULTI-RXN	1.0214504597
RXN-12072	1.0214504597
RXN-11726	1.0152284264
RXN-16325	1.0111223458
R621-RXN	1.0070493454
3.2.1.165-RXN	1.0061279445
2.1.1.130-RXN	1.0001313174
RXN-6222	0.9918458688
SUCROSE-SYNTHASE-RXN	0.9918458688
RXN-14402	0.9900990099
THIAZOLSYN2-RXN	0.9869556512
RR-BUTANEDIOL-DEHYDROGENASE-RXN	0.9823182711
3.4.21.116-RXN	0.9775171065
3.4.24.39-RXN	0.9746588694
1.1.1.222-RXN	0.9661835749
4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	0.9661835749
RXN-7632	0.9661835749
RXN-11838	0.9532888465
CYSTATHIONINE-BETA-LYASE-RXN	0.9469696970
D--TARTRATE-DEHYDRATASE-RXN	0.9469696970
RXN-12729	0.9469696970
RXN-18212	0.9469696970
RXN-19544	0.9469696970
RXN-19547	0.9469696970
RXN-19550	0.9469696970
RXN-19552	0.9469696970
RXN-19554	0.9469696970
RXN-19556	0.9469696970
RXN-19558	0.9469696970
RXN-19560	0.9469696970
RXN-19562	0.9469696970
RXN-19583	0.9469696970
RXN-19586	0.9469696970
RXN-19596	0.9469696970
RXN-6763	0.9469696970
RXN-8052	0.9469696970
RXN-8054	0.9469696970
RXNQT-4319	0.9469696970
RXNQT-4320	0.9469696970
RXNQT-4321	0.9469696970
RXNQT-4322	0.9469696970
RXNQT-4323	0.9469696970
S-ALKYLCYSTEINE-LYASE-RXN	0.9469696970
GLUTACONATE-COA-TRANSFERASE-RXN	0.9442870633
RXN-1082	0.9442870633
ENOYL-COA-DELTA-ISOM-RXN	0.9363295880
RXN-12519	0.9363295880
RXN-14716	0.9363295880
RXN-14777	0.9363295880
RXN-14800	0.9363295880
RXN-14804	0.9363295880
RXN-18751	0.9363295880
RXN-18752	0.9363295880
RXN-7836	0.9363295880
RXN-7931	0.9363295880
RXN0-5391	0.9363295880
RIBONUCLEOSIDE-TRIP-REDUCT-RXN	0.9356883193
RXN0-723	0.9356883193
RXN0-724	0.9356883193
RXN0-745	0.9356883193
RXN0-746	0.9356883193
RXN-15684	0.9350893240
THIOL-OXIDASE-RXN	0.9350893240
RXN-18014	0.9319664492
3.2.1.33-RXN	0.9306044719
RXN0-705	0.9293680297
HOMOSERDEAM-RXN	0.9285051068
RXN-15130	0.9285051068
RXN0-2361	0.9276811957
RXN0-7022	0.9276811957
RXN-13276	0.9267840593
1.2.1.31-RXN	0.9250693802
ALLYSINE-DEHYDROG-RXN	0.9250693802
13-PROPANEDIOL-DEHYDROGENASE-RXN	0.9208103131
RXN-8766	0.9180141179
HIPPURATE-HYDROLASE-RXN	0.9165902841
GLCNACPTRANS-RXN	0.9149130833
GALACTURAN-14-ALPHA-GALACTURONIDASE-RXN	0.9124087591
KDO-8PSYNTH-RXN	0.9099181074
LONG-CHAIN-ALCOHOL-DEHYDROGENASE-RXN	0.8968609865
TRANS-RXN0-277	0.8888888889
6.3.1.9-RXN	0.8841732980
3.2.1.58-RXN	0.8826125331
3.4.17.14-RXN	0.8823946108
RXN-15275	0.8823946108
RXN0-4641	0.8765438400
SELENOCYSTEINE-LYASE-RXN	0.8764241893
3.2.2.22-RXN	0.8756567426
RXN-15138	0.8756567426
RUBREDOXIN--NAD+-REDUCTASE-RXN	0.8733624454
RXN-14692	0.8726003490
3.4.16.5-RXN	0.8710801394
4.1.1.74-RXN	0.8710801394
1.1.1.136-RXN	0.8695652174
RXN-14756	0.8695652174
1.8.98.1-RXN	0.8677207686
RXN-18521	0.8677207686
LXULRU5P-RXN	0.8675025747
RXN-20710	0.8673026886
RXN-20711	0.8673026886
RXN-20712	0.8673026886
RXN-20713	0.8673026886
RXN-20714	0.8673026886
RXN-20715	0.8673026886
RXN-8080	0.8673026886
RXN-8081	0.8673026886
RXN0-4621	0.8568980291
2.4.1.161-RXN	0.8459283460
2.7.7.1-RXN	0.8389261745
SPHINGOMYELIN-PHOSPHODIESTERASE-D-RXN	0.8379436276
DLACTDEHYDROGFAD-RXN	0.8365742027
RXN-20917	0.8365742027
3.1.11.1-RXN	0.8285004143
SUCROSE-PHOSPHATE-SYNTHASE-RXN	0.8285000458
TRE6PHYDRO-RXN	0.8223684211
1.8.4.13-RXN	0.8207632149
LACTALDDEHYDROG-RXN	0.8176614881
NMNAMIDOHYDRO-RXN	0.8176614881
2.3.1.161-RXN	0.8121771615
RXN-1241	0.8110035522
RXN-7566	0.8045052293
RXN-15943	0.7968127490
S-ADENOSYLHOMOCYSTEINE-DEAMINASE-RXN	0.7917656374
AGMATINE-DEIMINASE-RXN	0.7829771013
3.2.1.136-RXN	0.7763975155
RXN-12344	0.7763975155
3.4.22.10-RXN	0.7716049383
RXN-9509	0.7681194533
RXN-11455	0.7668711656
MALATE-DEHYDROGENASE-ACCEPTOR-RXN	0.7667251573
RXN-21557	0.7667251573
RXNI-3	0.7667251573
RXN-15605	0.7604562738
6.4.1.6-RXN	0.7547169811
RXN-17566	0.7547169811
FUC4NACTRANS-RXN	0.7457121551
3.1.21.5-RXN	0.7443556627
RXN-12908	0.7429420505
RXN-11696	0.7369196758
TANNASE-RXN	0.7309941520
AKPTHIOL-RXN	0.7299270073
2.1.1.79-RXN	0.7283321194
RXN-7421	0.7283321194
RXN1G-2544	0.7283321194
RXN1G-3641	0.7283321194
RXN1G01-65	0.7283321194
3.2.1.64-RXN	0.7235890014
ISOCHORSYN-RXN	0.7235890014
OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-RXN	0.7235890014
RXN-18458	0.7235890014
RXN-9228	0.7235890014
RXN-9236	0.7235890014
RXN-9243	0.7235890014
RXN3O-75	0.7235890014
RXN0-6512	0.7183908046
DETHIOBIOTIN-SYN-RXN	0.7178750897
RXN-15556	0.7178750897
LEVANSUCRASE-RXN	0.7132667618
RXN-1803	0.7132667618
RXN-1804	0.7132667618
RXN-9068	0.7132667618
AKBLIG-RXN	0.7129167924
ARYL-SULFOTRANSFERASE-RXN	0.7097232079
RXN-10614	0.7097232079
RXN-10615	0.7097232079
RXN-10777	0.7097232079
RXN-10782	0.7097232079
RXN-11058	0.7097232079
RXN-11059	0.7097232079
RXN-15587	0.7097232079
RXN-15588	0.7097232079
RXN-15589	0.7097232079
RXN6666-9	0.7097232079
RXN-11836	0.7050980090
3.6.3.3-RXN	0.7037297678
RXN0-6373	0.7013434944
3.4.17.19-RXN	0.6891798759
3.2.1.83-RXN	0.6890613382
HISTIDINE-AMMONIA-LYASE-RXN	0.6883718814
3.2.1.131-RXN	0.6850773315
3.2.1.82-RXN	0.6835269993
RXN-11056	0.6816632584
RXN-11057	0.6816632584
RXN-13064	0.6816632584
RXN-17627	0.6816632584
RXN-8630	0.6816632584
RXN-8872	0.6816632584
RXN66-146	0.6816632584
RXN66-161	0.6816632584
RXN66-163	0.6816632584
RXN66-169	0.6816632584
RXN66-181	0.6816632584
RXN66-589	0.6816632584
RXN66-591	0.6816632584
RXN66-595	0.6816632584
RXN66-596	0.6816632584
RXN66-597	0.6816632584
RXN66-598	0.6816632584
RXN66-599	0.6816632584
RXN66-600	0.6816632584
UNSPECIFIC-MONOOXYGENASE-RXN	0.6816632584
1.2.1.27-RXN	0.6793478261
RXN-11213	0.6793478261
RXN-2902	0.6793478261
RXN-9958	0.6793478261
RXN-21078	0.6684491979
RXN-801	0.6684491979
RXN-802	0.6684491979
RXN-803	0.6684491979
RXN-10737	0.6635700066
LACCASE-RXN	0.6535947712
RXN-16312	0.6535947712
RXN-17351	0.6535947712
RXN-17944	0.6535947712
RXN-21231	0.6535947712
RXN-21232	0.6535947712
RXN-9048	0.6535947712
RXN-9051	0.6535947712
3.6.3.16-RXN	0.6402048656
2.4.1.82-RXN	0.6048177065
BILIRUBIN-OXIDASE-RXN	0.6042296073
RXN-10755	0.6042296073
RXN-11192	0.5959475566
RXN0-742	0.5896226415
3.6.3.28-RXN	0.5834305718
ABC-23-RXN	0.5834305718
TRANS-RXN-238	0.5834305718
25-DIOXOVALERATE-DEHYDROGENASE-RXN	0.5808062954
RXN-8775	0.5808062954
RXN-12093	0.5749270488
3.2.1.7-RXN	0.5714285714
PGLYCEROLTRANSI-RXN	0.5672149745
NADNUCLEOSID-RXN	0.5653147014
RXN-11591	0.5588714060
RXN-12173	0.5558643691
RXN-18434	0.5555555556
R145-RXN	0.5546311703
GLUCONATE-5-DEHYDROGENASE-RXN	0.5506607930
RXN-17649	0.5485463522
RXN-17659	0.5485463522
SARCOX-RXN	0.5480091540
FARNESYLTRANSTRANSFERASE-RXN	0.5397596734
TREHALOSE6PSYN-RXN	0.5382131324
ALDEHYDE-DEHYDROGENASE-NADP+-RXN	0.5378625257
ALDXANAU-RXN	0.5378625257
RXN-6002	0.5378625257
RXN0-3962	0.5378625257
PHOSPHOKETOLASE-RXN	0.5341880342
RXN-13181	0.5327650506
RXN-13182	0.5327650506
RXN-12957	0.5307855626
RXN-14546	0.5288207298
RXN-12302	0.5202913632
RXN-1824	0.5202913632
CDPKIN-RXN	0.5192107996
DADPKIN-RXN	0.5192107996
DCDPKIN-RXN	0.5192107996
DGDPKIN-RXN	0.5192107996
DTDPKIN-RXN	0.5192107996
DUDPKIN-RXN	0.5192107996
GDPKIN-RXN	0.5192107996
NUCLEOSIDE-DIP-KIN-RXN	0.5192107996
RXN-14120	0.5192107996
RXN-14228	0.5192107996
UDPKIN-RXN	0.5192107996
3.4.21.74-RXN	0.5076142132
RXN0-4361	0.4940711462
DOPAMINE-BETA-MONOOXYGENASE-RXN	0.4897159647
RXN-19389	0.4897159647
RXN-19390	0.4897159647
6-CARBOXYHEXANOATE--COA-LIGASE-RXN	0.4828585225
ADENOSYLHOMOCYSTEINASE-RXN	0.4728132388
N-ACETYLGLUCOSAMINE-KINASE-RXN	0.4702060739
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN	0.4675081814
RXN-11754	0.4675081814
RXN-19631	0.4675081814
RXN-9227	0.4675081814
RXN-9235	0.4675081814
RXN-9242	0.4675081814
RXN3O-54	0.4675081814
RXN-15559	0.4666355576
RXN-15560	0.4666355576
RXN-11841	0.4604739892
1.4.3.20-RXN	0.4593477262
GLUCOSE-1-DEHYDROGENASE-RXN	0.4570383912
RXN-9777	0.4553734062
RXN-20761	0.4486316734
PPGPPSYN-RXN	0.4474272931
RXN0-6427	0.4474272931
RXN-18910	0.4405286344
RXN-18911	0.4405286344
RXN-18917	0.4405286344
RXN-18923	0.4405286344
RXN-18924	0.4405286344
RXN-18927	0.4405286344
RXN-18928	0.4405286344
RXN-18930	0.4405286344
RXN-18931	0.4405286344
RXN-11589	0.4393673111
RXN-12627	0.4295762595
RXN-14903	0.4285585756
RXN0-7008	0.4285585756
RXN-12269	0.4253509145
RXN0-6950	0.4228329810
3.4.22.16-RXN	0.4226542688
1.1.1.188-RXN	0.4211344273
ALDEHYDE-REDUCTASE-RXN	0.4211344273
MORPHINE-6-DEHYDROGENASE-RXN	0.4211344273
RXN-12078	0.4211344273
RXN-14102	0.4211344273
RXN-21136	0.4211344273
RXN-8772	0.4211344273
3.6.3.30-RXN	0.4177109440
3.4.24.27-RXN	0.4166666667
RXN-9101	0.4078303426
ARACHIDONATE-5-LIPOXYGENASE-RXN	0.4051863857
RXN-20571	0.4051863857
RXN-20578	0.4051863857
RXN-20579	0.4051863857
RXN-20580	0.4051863857
RXN-20581	0.4051863857
RXN-20582	0.4051863857
RXN-8647	0.4051863857
RXN66-495	0.4051863857
RXN66-499	0.4051863857
RXN66-500	0.4051863857
RXN66-503	0.4051863857
RXN66-504	0.4051863857
RXN66-511	0.4051863857
RXN66-512	0.4051863857
RXN66-513	0.4051863857
RXN66-514	0.4051863857
3.1.26.8-RXN	0.4043249423
CYTOCHROME-C-OXIDASE-RXN	0.4020908725
RXN-21237	0.4020908725
RXN1YI0-22	0.4020908725
RXN-11334	0.3964866743
RXN-17951	0.3905093851
RXN-8672	0.3905093851
RXN-8673	0.3905093851
RXN-8674	0.3905093851
HOMOACONITATE-HYDRATASE-RXN	0.3860054319
1.2.99.7-RXN	0.3859513701
RXN-9929	0.3838244555
STEROID-21-MONOOXYGENASE-RXN	0.3815337657
GLUTCYSLIG-RXN	0.3718854593
RXN-20400	0.3718854593
RXN-20406	0.3718854593
2.4.1.32-RXN	0.3701836254
4-HYDROXY-2-KETOPIMELATE-LYSIS-RXN	0.3665689150
ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN	0.3656622291
CINNAMYL-ALCOHOL-DEHYDROGENASE-RXN	0.3603603604
RXN-1102	0.3603603604
RXN-1125	0.3603603604
RXN-8762	0.3572482587
RXN-13992	0.3559985760
RXN-13418	0.3461405331
RXN-15341	0.3461405331
RXN0-280	0.3461405331
RXN0-6973	0.3461405331
TRYPTOPHAN-5-MONOOXYGENASE-RXN	0.3412969283
3.5.2.14-RXN	0.3278688525
RXN-7774	0.3241799134
SUCCSEMIALDDEHYDROG-RXN	0.3235744956
2-OXOGLUTARATE-SYNTHASE-RXN	0.3224008534
HYDROGEN-DEHYDROGENASE-RXN	0.3186743149
RXN0-5398	0.3132832080
RXN-13195	0.3090234858
1.20.98.1-RXN	0.3047851265
RXN-13946	0.2992127098
3.4.11.6-RXN	0.2921413964
HYDROXYBUTYRATE-DIMER-HYDROLASE-RXN	0.2849814762
HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN	0.2845759818
MMUM-RXN	0.2845759818
CYCPHOSDIESTER-RXN	0.2796420582
RXN-14064	0.2796420582
RXN-14091	0.2796420582
RXN-14112	0.2796420582
RXN-14113	0.2796420582
3.6.3.1-RXN	0.2753303965
THIAMIN-PYRIDINYLASE-RXN	0.2738632046
ALDEHYDE-OXIDASE-RXN	0.2693239968
RXN-13681	0.2693239968
RXN-8092	0.2693239968
RXN-8093	0.2693239968
RXN-8094	0.2693239968
2.7.12.1-RXN	0.2683171562
RXN-14906	0.2683171562
RXN-11902	0.2661698163
RXN-17485	0.2661698163
ENTMULTI-RXN	0.2607561930
GLYCOLATEDEHYDRO-RXN	0.2460745052
RXN0-7229	0.2460745052
R141-RXN	0.2401247757
RXN-1303	0.2383222116
ACYLACPSYNTH-RXN	0.2376425856
RXN-13266	0.2376425856
RXN-13267	0.2376425856
RXN-13268	0.2376425856
D-XYLULOSE-REDUCTASE-RXN	0.2332089552
3.1.4.11-RXN	0.2298322225
RXN-13334	0.2298322225
RXN-16261	0.2298322225
RXN-20519	0.2298322225
RXN-20523	0.2298322225
RXN-20538	0.2298322225
RXN-13252	0.2245806702
RXN-18502	0.2134016219
KDOTRANS2-RXN	0.2050861362
RXN-20791	0.2050861362
MRNA-GUANYLYLTRANSFERASE-RXN	0.1934984520
RXN-13323	0.1921598770
RXN0-1461	0.1848867141
RXN0-1134	0.1465801602
RIBOFLAVIN-SYN-RXN	0.1322336079
PROTEIN-LYSINE-6-OXIDASE-RXN	0.1167133520
RXN-11784	0.1167133520
RXN-18454	0.1167133520
RXN-18950	0.1167133520
RXN-18951	0.1167133520
LONG-CHAIN-ACYL-COA-DEHYDROGENASE-RXN	0.1069289991
RXN-11734	0.1069289991
RXN-13615	0.1069289991
RXN-14131	0.1069289991
RXN-14229	0.1069289991
RXN-14262	0.1069289991
RXN-14278	0.1069289991
RXN-17775	0.1069289991
RXN-17779	0.1069289991
RXN-17783	0.1069289991
RXN-21775	0.1069289991
RXN-21776	0.1069289991
RXN1G01-39	0.1069289991
RXN1G01-40	0.1069289991
