# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR7947187_merged
UniClust90_7272-IFGHMBBH_01444	630.4934290807
UniRef90_A0A015VYS4	629.9995513874
UniRef90_A0A073H8I5	629.9995513874
UniClust90_19018-FEAPHGEM_01705	624.6149398370
UniClust90_41429-HOPMOKJJ_01765	624.6149398370
UniClust90_4406-GGMAGLOF_01435	619.9922162642
UniClust90_4861-NDMONGPC_00264	619.3325274325
UniClust90_66065-KMCOKBIE_01518	619.3215928893
UniRef90_A0A2W5DD03	619.3215928893
UniClust90_4862-BADJBDAE_00411	614.1172097557
UniClust90_28108-ALOADPKD_01451	603.9665120738
UniRef90_J9FV23	595.8732239690
UniRef90_A0A485K5W6	594.1459183816
UniClust90_36631-JDNCPBGL_01253	589.3544190398
UniRef90_A0A3D5UMA0	589.3544190398
UniRef90_A0A2X3JU61	584.6395836875
UniClust90_15463-LBPOIPII_01871	579.9995869915
UniRef90_A0A376NTX6	579.9995869915
UniClust90_41084-PFLNBDNH_00374	577.8515410784
UniClust90_14895-GMDIJCIK_00951	575.4326611097
UniClust90_4797-LPMNBDPE_00490	575.4326611097
UniRef90_A0A379EZW9	566.5112245034
UniRef90_A0A174FG15	562.4438979009
UniClust90_4553-KNOJGOCG_00489	562.1534458533
UniRef90_A7BTY9	562.1534458533
UniClust90_14240-GPLOFFCN_00647	553.6359694010
UniClust90_4572-FIDNHDDI_02156	553.6359694010
UniClust90_9418-FHPHILKK_00247	553.6359694010
UniClust90_4870-PNPHJMEF_01204	549.4732929393
UniClust90_63083-COCKKMGL_01113	549.4732929393
UniClust90_4631-FBIHBNGI_01420	547.9072265516
UniClust90_4158-DBPONOCI_03586	545.3727459771
UniRef90_A0A3D4XBT8	545.3727459771
UniRef90_W1GWC8	545.3727459771
UniClust90_4808-OIKADDOF_00935	545.0275398883
UniRef90_A0A377B4R2	542.4287635427
UniClust90_14317-DGHIMAGJ_00946	541.3329478588
UniClust90_41588-MAINAECN_01173	537.3525585363
UniRef90_A0A2X3EFT6	537.3525585363
UniClust90_4859-GNOFDCBI_00527	529.5648402966
UniRef90_A0A376FD48	521.9996282924
UniRef90_C5EV16	520.1879302072
UniClust90_41427-OFGBJIOI_01187	519.6061873738
UniClust90_36751-PJCPMEED_01736	514.6475208516
UniClust90_4877-NNNOHJEM_01869	514.6475208516
UniClust90_102301-PFEJBJGM_01548	511.1935355037
UniClust90_43546-DNEFFELI_00016	511.0485871394
UniClust90_4786-IHJLABIF_02506	511.0485871394
UniRef90_A0A174STK3	511.0485871394
UniRef90_B0NID2	505.2013167767
UniClust90_10464-FOKELGBL_01739	503.9996411099
UniClust90_11915-GDPBKNHB_04117	503.9996411099
UniClust90_4006-DLCHJDCK_00435	503.9996411099
UniClust90_41455-OKBIBAOO_01093	500.5475887735
UniClust90_4573-LFACDECG_01378	500.5475887735
UniRef90_A0A2N5AIM9	500.5475887735
UniRef90_UNK94891-FCAKKPLB_00035	500.5475887735
UniClust90_6146-OPHFPAFM_02590	497.1425031356
UniRef90_C0BF25	495.9835696476
UniClust90_4665-HMJDGPOC_01953	491.2993849015
UniClust90_27587-OAEHJHJE_01196	490.4694494022
UniRef90_A0A376ZK47	490.4694494022
UniRef90_UNK4761-KEMDCCND_00262	485.6822300439
UniClust90_4332-LDALMCJH_00162	483.9731653042
UniClust90_4604-DPNJAEID_00473	483.9731653042
UniClust90_4785-NJPODHNL_02175	483.9731653042
UniClust90_4994-IMJOHGGG_00719	483.9731653042
UniClust90_4598-AEPJICDK_02887	481.2466296303
UniRef90_A0A2X2TDB9	480.7891313219
UniRef90_I2B4M5	480.7891313219
UniRef90_UPI000B90B1AC	479.5610829699
UniClust90_41729-HMGBDNFO_01603	477.6467186989
UniClust90_4619-FFIBJJNA_00349	477.6467186989
UniClust90_1828-INGAJKEK_01697	474.5451166294
UniClust90_4407-GAOGECGB_00224	474.5451166294
UniRef90_A0A378ADY2	474.5451166294
UniRef90_A0A379GJP4	474.5451166294
UniRef90_A0A2A5IFY5	474.1510752671
UniRef90_A0A0A1SLM3	473.3266382286
UniClust90_14853-LCGDGHIP_00001	471.4835352318
UniClust90_15449-HEDJHNPM_01523	471.4835352318
UniClust90_4599-JDFHAGKB_02098	471.4835352318
UniClust90_41402-CMDNGDFG_01694	468.8770311147
UniRef90_A0A1C6IK30	465.8476874511
UniRef90_UNK4794-BKEMAAPE_00485	463.4479458482
UniClust90_5822-OFLJIOMH_00145	462.5313162084
UniRef90_A0A2X1KL42	462.5313162084
UniRef90_UNK47662-PCLDOMNF_00658	462.5313162084
UniRef90_A0A3E4UUZ2	462.0600808989
UniClust90_4632-CMDBGBFJ_00704	459.6223142197
UniRef90_UPI000446354E	459.6223142197
UniClust90_15121-LCMFMKID_01337	457.4967534356
UniRef90_A0A377X9B2	456.7496747558
UniRef90_A0A447RXS3	456.7496747558
UniRef90_G7JRM2	455.1607683879
UniRef90_A0A485JR22	453.9127202542
UniRef90_Q32CU0	452.0280302007
UniRef90_D4KJF0	451.8054124549
UniRef90_A0A0E9FDW8	451.7542815873
UniClust90_15164-IFLBCECN_02961	451.1107898823
UniClust90_5118-DDDOEEBM_01243	451.1107898823
UniRef90_A0A0H6DQJ0	451.1107898823
UniRef90_A0A2X2W7R0	451.1107898823
UniRef90_A0A376TMH7	451.1107898823
UniClust90_37118-ADAOAKOO_01739	448.3432390241
UniRef90_A0A2T4LF30	447.1663202213
UniRef90_H1ALH7	447.0390501291
UniRef90_A0A174ZAR5	446.9759557240
UniRef90_A0A243W6B8	445.6094387862
UniRef90_A0A379TH60	445.6094387862
UniClust90_4786-IHJLABIF_02504	444.5877011677
UniRef90_W1HCZ0	444.2304529013
UniRef90_K1UP90	442.9087755208
UniRef90_W1GVI3	442.9087755208
UniRef90_A7B2E0	440.3821591535
UniRef90_D4LZE9	440.2854829976
UniRef90_A0A173R1S0	440.2406503671
UniRef90_A0A174Q592	440.2406503671
UniRef90_A0A2X3DNZ6	440.2406503671
UniRef90_A0A174A9I0	439.4007583261
UniRef90_UNK41669-MLGABJEA_01491	437.9224511137
UniClust90_4861-JOJDOIHN_00089	437.6044788080
UniClust90_6744-MICOJCHB_01393	437.6044788080
UniClust90_7278-DEPLFJLA_01533	437.6044788080
UniClust90_72833-PJMADFHO_01119	437.6044788080
UniRef90_J9FCC2	437.6044788080
UniClust90_20496-ADFCKCMF_00595	435.2634168491
UniRef90_A0A357CXW9	434.9996902436
UniClust90_4529-OKMGJDBH_00644	432.4257275795
UniRef90_A0A377UZK8	432.4257275795
UniRef90_UNK41664-IHBLIMBG_03220	432.4257275795
UniRef90_D1NFR0	430.0098468782
UniClust90_11500-LIJKOFAD_01072	429.8820468290
UniClust90_4549-PPFKMGOI_00053	429.8820468290
UniClust90_4589-NFKMJGNN_01035	429.8820468290
UniClust90_4829-GBIBIABJ_02301	428.6668283950
UniClust90_4626-LBGPPMIM_01674	427.3681167306
UniClust90_4870-PMPGOLMD_01900	427.3681167306
UniClust90_6077-HBFEEDKC_00068	427.3681167306
UniRef90_A0A1K1N3P8	427.3497560615
UniRef90_A0A1E3AC57	425.6099743399
UniClust90_11084-GLNFJKHM_03041	424.8834183775
UniClust90_21927-NIHKEJDN_00180	424.8834183775
UniClust90_4895-IAAGNFJB_03280	424.8834183775
UniRef90_A0A1H3AWX1	424.8834183775
UniRef90_A0A377U9L8	424.8834183775
UniRef90_A0A3S4HN24	424.8834183775
UniRef90_K1TN49	424.8834183775
UniRef90_W1V114	424.8834183775
UniClust90_4891-JFJLPMLB_01681	422.4274448609
UniRef90_UPI000BE6C090	422.4274448609
UniClust90_4834-JINDDAMK_01949	421.9663717458
UniClust90_4626-JIHOEOMD_01284	420.6204207154
UniClust90_4606-BFIEIBPP_01078	419.9997009249
UniRef90_A7AYA6	419.9997009249
UniRef90_B0NC85	417.7833815965
UniClust90_41581-HCGDPNGE_02838	417.5997026339
UniRef90_A0A2W0C827	417.5997026339
UniRef90_A0A2Y0FVZ4	417.5997026339
UniClust90_5071-LGFBPIFM_00327	415.2269770508
UniClust90_711-OAALOCMB_00728	415.2269770508
UniClust90_43259-MIIDFPOD_00497	412.8843566719
UniRef90_A0A378BWP7	412.8810619262
UniRef90_C4K7N0	412.8810619262
UniRef90_A0A174XNZ3	412.5950239234
UniRef90_A0A1C5YAR7	411.1462675483
UniClust90_37050-EOKCNPKI_00676	410.5615053985
UniRef90_A0A377DKD5	408.6536768119
UniClust90_58484-JLLNGOJH_01311	408.4707065261
UniRef90_UNK58484-JLLNGOJH_01311	408.4707065261
UniClust90_12724-APGNJKOD_02340	408.2678657035
UniClust90_5254-ONOMNCFD_01876	408.2678657035
UniRef90_A0A377UBU0	408.2678657035
UniClust90_63169-JHKDNFNM_01548	405.9997108941
UniClust90_6748-POIBPHIB_01043	405.9997108941
UniClust90_4861-NEHJBKDG_00983	405.7235372236
UniClust90_4552-BFEIIBNG_01193	403.7566185687
UniClust90_5285-FFAFICJA_01064	403.7566185687
UniClust90_4604-CDDIACJP_00416	403.0941857774
UniClust90_41515-KAAAFFBO_02460	403.0725362025
UniClust90_4896-BBCDLBBI_01246	401.5381756095
UniRef90_A0A1C6DM16	399.8484300224
UniClust90_8651-LONGGPFA_00462	399.3439779286
UniClust90_98284-FLDGPGBL_01267	399.3439779286
UniRef90_A0A376VXN9	399.3439779286
UniRef90_A0A447UHR9	399.3439779286
UniRef90_C7M2Z5	399.3439779286
UniClust90_42083-ACPKOMKP_00833	397.9258530070
UniRef90_A0A174WUN6	397.9137627735
UniRef90_A0A406GLV9	397.1736302225
UniRef90_X1ARE9	397.1736302225
UniClust90_4704-DAHGIKEE_00895	397.0213891140
UniRef90_X1WM99	396.7011312220
UniClust90_14974-KELANBLN_01226	396.3914766789
UniClust90_4571-HNFGLEIG_01176	395.5793966125
UniRef90_A0A376W019	395.0267457348
UniRef90_A0A0F2JEX3	392.9029460265
UniRef90_A0A3G1QBE9	391.8258079436
UniClust90_4029-NBBBLFBC_00846	390.8018607537
UniRef90_A0A3S4I853	390.8018607537
UniRef90_J9FQ64	390.5673731091
UniRef90_A0A127SG14	389.3431207583
UniClust90_41439-MKPEEDND_01938	388.7231274518
UniClust90_83340-JPLPGGJE_01885	388.7231274518
UniRef90_A0A377Z4Y1	388.7231274518
UniRef90_C7HVW6	387.1955137579
UniRef90_A0A376LI04	386.6663913277
UniRef90_A0A285PVJ0	386.2371579425
UniClust90_4877-FJEJNKNP_00154	384.8495612580
UniRef90_A3DDH5	384.6313050575
UniClust90_6188-FPPJKKLP_00204	382.6175285913
UniClust90_6378-ABCCNENK_00357	382.6175285913
UniRef90_A0A376VCI0	382.6175285913
UniClust90_4974-HCMJENKG_02962	382.5733638281
UniRef90_UNK102314-JHOOCJOK_00105	381.2648587574
UniRef90_A0A060BQQ8	380.6247289632
UniClust90_41609-FLABIIBJ_03869	380.1710086843
UniClust90_6188-IKJJLDIE_00188	378.6525801085
UniRef90_A0A376RLU7	378.6525801085
UniRef90_A0A174RJR6	378.1422892664
UniClust90_4786-KEIMKLCG_03310	376.7007626852
UniClust90_7961-AOCAPIBL_01088	376.7007626852
UniRef90_A0A379TF54	376.7007626852
UniRef90_A0A174WFL3	374.8576876153
UniClust90_41470-KNIAIADL_02013	374.7689639022
UniClust90_43507-IHCKJOMN_01943	374.7689639022
UniRef90_A0A174UIX6	373.4274829016
UniClust90_43288-AGPPKEIH_01806	372.8568773517
UniRef90_A0A376KK68	372.8568773517
UniRef90_I6GJT7	372.8568773517
UniClust90_41474-FLLPKPBN_01434	371.6336283114
UniRef90_P0A946	371.3684987342
UniClust90_4586-AOIGFFCK_00828	370.9642028474
UniRef90_A0A352SFI9	370.9642028474
UniRef90_A0A379WIB0	370.9642028474
UniRef90_J6CJK0	370.9642028474
UniClust90_10093-HECJADPO_02365	369.0906462673
UniClust90_1878-HHDFHIHC_03144	369.0906462673
UniClust90_63163-NPJDKPOO_01106	369.0906462673
UniRef90_UPI00056981E6	367.2359194017
UniClust90_4861-DOMKCAMO_00717	366.3730617230
UniClust90_41633-MMKKCHCL_01897	366.3362384594
UniRef90_A0A3D4QQM5	364.8823692811
UniRef90_UNK5752-MLPOAPAL_00095	363.5818306514
UniClust90_4887-HGHJFJEI_00508	361.7819205987
UniRef90_A0A376WRB4	361.7819205987
UniRef90_K6TT79	361.7819205987
UniRef90_A0A378A8S0	360.9436454168
UniClust90_4791-DNHLGPHO_03198	360.5546507702
UniClust90_20279-HIBKDGFC_00872	359.9997436499
UniClust90_41487-JBLPHADH_02460	359.9997436499
UniClust90_42343-LCKLOEHI_00458	359.9997436499
UniRef90_A0A2X3JTG4	359.9997436499
UniRef90_A0A379EGM2	359.9997436499
UniRef90_A0A447NS02	359.9997436499
UniRef90_D5BNY3	359.9997436499
UniRef90_A0A377TJJ0	358.8091439755
UniClust90_31074-NNBDIONA_01085	358.2350390242
UniRef90_A0A1M4PJZ8	358.2350390242
UniRef90_A0A2S6E4C7	358.2350390242
UniRef90_W6P7W9	358.2350390242
UniClust90_5113-JKIONOEL_01278	357.9068847900
UniClust90_43659-MNKCBDAD_01528	356.4875510289
UniClust90_4887-HGHJFJEI_00081	356.4875510289
UniRef90_A0A376MPM9	354.7570289366
UniClust90_6007-OGEHJAAO_01087	353.0432268644
UniRef90_A0A377LCH4	353.0432268644
UniRef90_A0A379UVY3	353.0432268644
UniClust90_4786-FDJFHFEC_03588	352.9323000022
UniClust90_4574-BDGLOCNM_00353	352.7983980979
UniClust90_14737-KHAIOGMH_01174	351.3459036583
UniClust90_41605-JOFIJKCO_01079	351.3459036583
UniClust90_7520-EACLGINH_01400	351.3459036583
UniRef90_A0A351THH6	351.3459036583
UniRef90_R9J5X4	351.3459036583
UniRef90_UPI000A021112	351.3459036583
UniClust90_8345-FCMDBFJD_01367	349.6648227796
UniRef90_A0A2X3LUF5	349.6648227796
UniRef90_UNK41609-DBCBDBMM_01500	348.5748615594
UniClust90_30012-IBCKFGDN_03053	347.9997521949
UniClust90_7278-JBPMEONM_00100	347.9997521949
UniClust90_4670-DMHCBIBA_00754	347.5921847295
UniRef90_L1QAK0	347.5186566938
UniClust90_36997-GKPLHMLE_01096	346.3504642698
UniClust90_41650-KBDCEEBE_03293	346.3504642698
UniClust90_42343-MNLAPBNM_01466	346.3504642698
UniClust90_4741-OFNBJJEF_00639	346.3504642698
UniRef90_A0A090NF15	346.3504642698
UniRef90_A0A0A0GD90	346.3504642698
UniRef90_A0A1E3AQL8	346.3504642698
UniRef90_A0A3C1EAA0	346.3504642698
UniRef90_R5XTL8	346.3504642698
UniRef90_A0A2S1VVY1	344.7167356648
UniRef90_A0A3N5M649	344.7167356648
UniRef90_A0A377BN38	343.0983472344
UniRef90_A0A3S4K4T9	343.0983472344
UniRef90_E2X3S4	343.0983472344
UniRef90_UNK10253-BLDHHBLB_01618	343.0983472344
UniRef90_UPI00067913BA	343.0983472344
UniClust90_66069-JPHFPLHP_02210	341.0064882253
UniClust90_4904-LNHGMIJA_01459	339.9067347020
UniRef90_UNK102248-LNNNCIGG_00353	339.5860766142
UniClust90_4870-LGHJHDBJ_00515	338.5632371372
UniRef90_A0A174AMP7	338.3397825484
UniClust90_10014-OLCNFCJM_01333	338.3330924117
UniClust90_14020-IGFBMGHE_01256	338.3330924117
UniClust90_4778-LDBCANEN_01701	338.3330924117
UniClust90_53365-MAIEKMOI_00418	338.3330924117
UniRef90_A0A3C1WS67	338.3330924117
UniClust90_41720-KMPOGEHC_01583	336.7739537370
UniClust90_4605-LGMJGNBO_01996	336.7739537370
UniRef90_A0A356E7F7	336.7739537370
UniRef90_C7G9F5	336.7739537370
UniRef90_A0A450LHV1	336.5900348257
UniClust90_1942-GBOKNFNA_04548	335.2291190868
UniRef90_A0A2X1K5G6	335.2291190868
UniRef90_A0A447UIJ4	335.2291190868
UniRef90_W1F5B7	334.9192269213
UniClust90_4606-OLGKHDNH_01177	334.0917751708
UniClust90_25538-BOEDDJBH_01802	333.6983925157
UniClust90_8563-ACGIAPFL_02063	333.6983925157
UniRef90_A0A2X2DT63	333.6983925157
UniRef90_A0A377E4V6	333.6983925157
UniClust90_1416-CHJIPEIN_01551	332.1815816406
UniRef90_UNK12101-AALIHBGI_03937	332.1815816406
UniClust90_43011-PNJBCAOK_01753	332.0344874514
UniClust90_4866-PIPFIMKL_01713	331.0636071410
UniClust90_7275-JMIMKHNI_02003	330.6784975608
UniRef90_A0A378GB47	330.6784975608
UniRef90_UNK6749-JDJJJALJ_00852	330.6784975608
UniRef90_X1PHU0	330.6784975608
UniClust90_41230-DFLKEFNN_00041	329.1889547790
UniClust90_4607-AHMJBOJG_00226	329.1889547790
UniClust90_71883-NEHDNFMG_01266	329.1889547790
UniRef90_A0A2X1J625	329.1889547790
UniRef90_A0A378G467	329.1889547790
UniRef90_A0A174SF82	327.8656218045
UniClust90_41692-CNLJABCI_02793	327.7127711253
UniClust90_72411-BBLDPLID_00527	327.7127711253
UniRef90_A0A2X2X677	327.7127711253
UniRef90_A0A403WH94	327.7127711253
UniRef90_A0A174AYQ9	327.5704134572
UniClust90_14996-HOMHJHMK_01160	326.2497676827
UniClust90_4631-AHEEIKLE_02046	326.2497676827
UniRef90_A0A3V5Q011	326.2497676827
UniClust90_15126-OIJALJCC_01504	324.7997687153
UniClust90_4651-MHMLLMBF_01769	324.7997687153
UniClust90_106017-LIKFNDDP_00689	323.3626015970
UniClust90_29905-JHJNBNFN_01081	323.3626015970
UniClust90_4598-GMIONHMA_01921	323.3626015970
UniClust90_47660-FGFHFLJB_00861	322.7727438414
UniClust90_14048-HAMJOPAM_01051	322.4596271883
UniRef90_A0A174F6Y3	322.3812184497
UniClust90_41604-LPHILEGG_03803	322.3384472385
UniClust90_48024-CEIPDNFB_01705	321.9380967442
UniRef90_A0A2X3JL82	321.9380967442
UniRef90_A0A376F8E1	321.9380967442
UniRef90_D4LMU9	321.9380967442
UniRef90_V8C708	321.9380967442
UniClust90_25140-EHHJLOCJ_00942	320.6152832058
UniClust90_58537-MLFALBOD_00971	320.5260875480
UniRef90_A0A174XJ62	320.5260875480
UniRef90_UNK4673-BPIHABEK_00939	320.5260875480
UniRef90_A0A0I1P9D4	319.1264103098
UniRef90_UNK4950-BEMAAKPB_02326	318.5188020428
UniRef90_A0A3E3J280	318.0862384613
UniClust90_37326-OKKDKBJO_01495	317.7929710350
UniRef90_A0A376TF93	317.7389041780
UniRef90_A0A379FH60	317.7389041780
UniRef90_A0A173WXG6	317.2011393436
UniClust90_14842-DKKGJFIA_01093	316.8393930457
UniClust90_6771-JDLINHLC_01159	314.9997756937
UniRef90_C0FPL9	314.9997756937
UniRef90_J9F500	314.9997756937
UniRef90_C7GEK6	314.5926942713
UniClust90_14906-BPJNDPIC_01670	313.6478453259
UniClust90_4631-BFKHFKDD_01744	313.6478453259
UniClust90_4787-MDJODILJ_03094	313.6478453259
UniRef90_UNK53514-HLLPAEDB_00051	313.6478453259
UniClust90_4529-FLFBAFLD_00738	312.3074699185
UniRef90_A0A379SIF4	312.3074699185
UniRef90_A4WFK9	312.3074699185
UniRef90_A6BEH4	312.3074699185
UniClust90_37300-DMOHPKJA_00891	311.6429859400
UniRef90_A0A2G2XC30	310.9879512414
UniClust90_4549-KGNHAFGF_01563	310.9785019614
UniClust90_4786-EPGFLMNJ_03412	310.9785019614
UniRef90_A0A2X3M712	310.9785019614
UniRef90_A0A376LBF1	310.9785019614
UniRef90_A0A011QMG0	310.6904808495
UniRef90_A0A2M6Y692	310.5192169095
UniRef90_P64636	310.2721755213
UniRef90_A0A1E3AXX7	310.0726213580
UniClust90_4044-NBAJOILH_01574	309.6607964446
UniClust90_41650-MGLCBNMI_02127	309.6607964446
UniRef90_A0A1C6DAZ4	309.6607964446
UniRef90_A0A2I6QK00	309.6607964446
UniClust90_29321-IECKAIAG_01944	309.4006655902
UniRef90_A0A376RP91	308.3665632557
UniClust90_29175-EGOLLAGG_02650	308.3542108056
UniClust90_41615-LEONJMDB_00955	308.0409744278
UniClust90_4809-JJEBMMBM_01457	307.1341324553
UniClust90_41511-GFBGMFGM_02429	307.0586048779
UniClust90_43291-OAKGPCOA_00874	307.0586048779
UniRef90_F5RNG2	307.0586048779
UniRef90_UNK41664-HIFKDHJG_01512	307.0586048779
UniClust90_4861-EHFCGPIP_00842	306.8425603417
UniRef90_A0A1E3A2A6	306.7916644342
UniRef90_UNK15159-DODBMOBA_01224	306.2861875528
UniClust90_94879-GCCHEAFC_03745	306.2724456087
UniClust90_6235-GJHODDKK_03211	305.8220262408
UniClust90_106198-BDELOPFK_00478	305.7738408407
UniClust90_3574-PJGDPDPO_01644	305.7738408407
UniRef90_A0A378FZU0	305.7738408407
UniRef90_J9GN56	305.7738408407
UniRef90_Q2FCY8	305.4813454876
UniRef90_A0A382Q3M0	305.4706713196
UniRef90_A0A174AW65	305.1567621078
UniClust90_14980-BLEFNCDI_01055	304.4997831706
UniClust90_1507-LNPDEHAM_01681	304.4997831706
UniClust90_4046-ODBKJBMO_01575	304.4997831706
UniClust90_7268-KLBBJNGI_00960	304.4997831706
UniRef90_A0A2X3EMU8	304.1024184666
UniClust90_47641-GAKDJFFJ_00754	303.9981230662
UniClust90_4598-GMIONHMA_00134	303.9140168093
UniClust90_37021-ODIBDEHE_00257	303.2362985931
UniClust90_4704-DAHGIKEE_00344	303.2362985931
UniClust90_4741-EGAFIACF_04396	303.2362985931
UniClust90_5058-BANONDMJ_00269	303.2362985931
UniClust90_84539-BFONLNNB_00348	303.2362985931
UniRef90_A0A2X6F6G6	303.2362985931
UniRef90_A0A377XH58	303.2362985931
UniRef90_UNK43513-KADNLBNB_00322	303.2362985931
UniClust90_4029-JOKJIHGO_01245	303.0774734264
UniRef90_A0A150Y4L3	302.2653779129
UniRef90_C7GFH2	302.0464359570
UniRef90_A0A3S4GWN0	301.9832560369
UniRef90_A0A3S4M000	301.9832560369
UniRef90_A0A449L3D1	301.9832560369
UniClust90_4602-PHFIHHNJ_00748	300.7405265882
UniClust90_4870-DBJBIKPE_01005	300.7405265882
UniClust90_62794-MNBHLLGK_02911	300.7405265882
UniRef90_A0A376RFP5	300.0025712013
UniRef90_A0A0U5NUJ2	299.8221126535
UniClust90_4733-FKOAHAON_01687	299.5079834464
UniRef90_A0A3C1XJR5	299.5079834464
UniRef90_A0A414KH30	299.5079834464
UniClust90_4989-EHACKDJP_05283	298.1086745193
UniRef90_A0A173VH24	297.8218412809
UniRef90_A0A099I9H5	297.0729591908
UniRef90_A0A193M248	297.0729591908
UniRef90_UNK4872-NGAKAOCK_01577	296.2384228968
UniRef90_A0A377CWD5	295.9138876451
UniRef90_A0A376MKS9	295.8702346596
UniRef90_A0A174ZQ73	295.0782545449
UniClust90_47535-KNMFJIKP_00940	295.0421586436
UniClust90_43496-CBFOJFJJ_01355	294.6772095199
UniClust90_4697-EKOOHOKG_02233	294.6772095199
UniClust90_4824-EMEDBAHD_01372	294.6772095199
UniClust90_71712-BAMAPKJP_00142	294.6772095199
UniRef90_A0A377DEL0	294.6772095199
UniRef90_UNK4824-ICNINACH_01501	294.6772095199
UniRef90_A0A0H3H0Y7	294.1714170048
UniClust90_14972-HPFEGMKN_02376	293.4937669114
UniRef90_A0A376KW92	293.4937669114
UniRef90_A0A377W475	293.4937669114
