# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR7947187_merged
READS_UNMAPPED	0.02775
UniClust90_7594-DHIEBEEG_03121	0.00285175
UniRef90_J7TG29	0.00205631
UniClust90_14297-KMFPNDGN_00781	0.0016042
UniClust90_12290-LMJGEGCL_02369	0.00159951
UniRef90_R9IDV2	0.00153666
UniClust90_14110-IHKKKGPA_01447	0.00144786
UniRef90_A0A2X4T290	0.00133909
UniRef90_A0A376J6W7	0.00132023
UniRef90_A0A376YEQ8	0.00132023
UniRef90_I6E5C7	0.00131639
UniClust90_41633-GEIJMKHH_00555	0.00128706
UniRef90_L3PFN5	0.00128538
UniRef90_A0A374BQH2	0.00127981
UniClust90_40340-LIGMMHAK_00299	0.00126671
UniClust90_65959-BFDHEALM_00741	0.00124982
UniClust90_61755-EINBMMIE_00514	0.00121735
UniClust90_4245-COFOCADB_00374	0.00117335
UniRef90_K1UIN2	0.0011717
UniClust90_4607-EJKAEGOM_00823	0.00117025
UniClust90_102271-MPCHKPKL_01065	0.00113359
UniRef90_A0A447LWI7	0.00112935
UniRef90_W1DVB5	0.00111591
UniClust90_41424-PKNOBGAL_00621	0.00110278
UniClust90_4549-PPFKMGOI_00053	0.00110278
UniRef90_A0A2X2VAL8	0.00110278
UniClust90_15124-HCMOFBKP_00844	0.00109667
UniRef90_UNK15124-HCMOFBKP_00844	0.00109667
UniClust90_31209-FJGNLJDO_03325	0.00108996
UniClust90_41709-NHEIKFFF_02269	0.00108996
UniRef90_W1HTR3	0.00108996
UniRef90_E2X933	0.00107583
UniRef90_U2EG59	0.00107181
UniClust90_65958-GDJHJPKM_00312	0.00105322
UniRef90_A0A357CXW2	0.00104389
UniClust90_6806-OICMJJBG_00522	0.00100792
UniClust90_4072-FKHJFNAF_01759	0.000994723
UniRef90_I6CMB2	0.000986697
UniRef90_A0A316PUB6	0.000984797
UniRef90_A0A1Y4I1W2	0.000966995
UniRef90_R9BUV2	0.000964787
UniClust90_41402-JJGIHCHI_02898	0.000959999
UniRef90_A0A3D2DJ34	0.000956492
UniClust90_41623-PHHNKMEK_01042	0.000953862
UniClust90_5063-BPHJJDJC_01635	0.000951735
UniClust90_14822-HLIAHHKC_01479	0.000933978
UniRef90_A0A133ZJ74	0.000928081
UniRef90_A0A2X2SVI0	0.000928081
UniRef90_UNK4804-NEGCFIKM_01455	0.000928081
UniClust90_4617-PNBMLLCJ_01398	0.000919617
UniRef90_A0A485EE31	0.000918982
UniRef90_A0A173XIQ9	0.000917692
UniRef90_V2Y0E2	0.000915003
UniClust90_37104-FPGPONGM_00986	0.00091221
UniClust90_4041-LNKAKJCK_00011	0.00091006
UniRef90_D4LH35	0.00091006
UniClust90_4620-DDAIBHKD_01602	0.000906603
UniClust90_41679-AKKKKNAN_02539	0.000905685
UniRef90_E3DE47	0.00090131
UniRef90_UNK15275-JJBDBKCI_01445	0.00090131
UniRef90_A0A1C5VX49	0.000894204
UniRef90_UPI000931DCED	0.000885013
UniClust90_4605-HJILODIL_00772	0.000884304
UniRef90_A0A3G2C7N5	0.000876039
UniRef90_A0A381HRK4	0.000870074
UniClust90_41470-OMLEIBJH_00804	0.000867928
UniRef90_A0A3S4TX54	0.000867928
UniRef90_UNK35739-PFAJECLN_01560	0.000865276
UniClust90_4803-MODCPPHJ_00227	0.000859965
UniClust90_4718-NDCBMOJC_01124	0.000852147
UniClust90_47660-ABBDLHOE_01300	0.000852147
UniRef90_A0A2M6Y692	0.000852147
UniClust90_4657-ACLPPGCD_01475	0.00084732
UniClust90_41625-GFMHMLAB_01768	0.000846726
UniRef90_A0A3D0EF92	0.000844503
UniClust90_43258-LPIFGGGF_00039	0.00084447
UniClust90_4759-GPGHJGKF_00260	0.000842917
UniRef90_A0A0A7A4S5	0.00083693
UniClust90_41418-AOPBEMDI_01259	0.000829524
UniRef90_A0A378DE41	0.000822247
UniClust90_25431-DEBBAMND_02978	0.000815097
UniRef90_A0A376JAQ1	0.000815097
UniRef90_A0A069RJB6	0.000808206
UniRef90_A0A015VYS4	0.000808071
UniRef90_A0A073H8I5	0.000808071
UniClust90_19018-FEAPHGEM_01705	0.000801164
UniClust90_41429-HOPMOKJJ_01765	0.000801164
UniRef90_A0A3D2AB79	0.000801164
UniClust90_4406-GGMAGLOF_01435	0.000795235
UniClust90_4861-NDMONGPC_00264	0.000794389
UniClust90_66065-KMCOKBIE_01518	0.000794374
UniRef90_A0A2W5DD03	0.000794374
UniClust90_4866-KCGMKMIF_01832	0.000786581
UniClust90_28108-ALOADPKD_01451	0.000774679
UniRef90_A0A485K5W6	0.000762083
UniClust90_36631-JDNCPBGL_01253	0.000755937
UniRef90_A0A3D5UMA0	0.000755937
UniRef90_A0A2X3JU61	0.00074989
UniClust90_15463-LBPOIPII_01871	0.000743938
UniRef90_A0A376NTX6	0.000743938
UniClust90_41084-PFLNBDNH_00374	0.000741183
UniClust90_4797-LPMNBDPE_00490	0.00073808
UniRef90_A0A379EZW9	0.000726637
UniRef90_A0A174FG15	0.00072142
UniClust90_4553-KNOJGOCG_00489	0.000721048
UniRef90_A7BTY9	0.000721048
UniClust90_14240-GPLOFFCN_00647	0.000710123
UniClust90_4572-FIDNHDDI_02156	0.000710123
UniClust90_9418-FHPHILKK_00247	0.000710123
UniClust90_4870-PNPHJMEF_01204	0.000704783
UniClust90_63083-COCKKMGL_01113	0.000704783
UniRef90_Q3EKF9	0.000704783
UniClust90_4631-FBIHBNGI_01420	0.000702775
UniClust90_4158-DBPONOCI_03586	0.000699524
UniRef90_A0A3D4XBT8	0.000699524
UniClust90_4808-OIKADDOF_00935	0.000699081
UniRef90_A0A377B4R2	0.000695748
UniClust90_14317-DGHIMAGJ_00946	0.000694342
UniClust90_41588-MAINAECN_01173	0.000689237
UniRef90_A0A2X3EFT6	0.000689237
UniClust90_4859-GNOFDCBI_00527	0.000679248
UniRef90_A0A376FD48	0.000669544
UniRef90_C5EV16	0.00066722
UniClust90_41427-OFGBJIOI_01187	0.000666474
UniClust90_36751-PJCPMEED_01736	0.000660114
UniClust90_4877-NNNOHJEM_01869	0.000660114
UniClust90_102301-PFEJBJGM_01548	0.000655684
UniClust90_4786-IHJLABIF_02506	0.000655498
UniRef90_A0A174STK3	0.000655498
UniClust90_4860-OKNGKCFC_00550	0.000652753
UniClust90_10464-FOKELGBL_01739	0.000646456
UniClust90_11915-GDPBKNHB_04117	0.000646456
UniClust90_4006-DLCHJDCK_00435	0.000646456
UniClust90_41455-OKBIBAOO_01093	0.000642029
UniRef90_A0A2N5AIM9	0.000642029
UniRef90_UNK94891-FCAKKPLB_00035	0.000642029
UniClust90_41615-LEONJMDB_01615	0.000637661
UniClust90_6146-OPHFPAFM_02590	0.000637661
UniRef90_UPI000689A34B	0.000637661
UniRef90_C0BF25	0.000636175
UniClust90_4665-HMJDGPOC_01953	0.000630166
UniClust90_27587-OAEHJHJE_01196	0.000629102
UniRef90_A0A376ZK47	0.000629102
UniRef90_UNK4761-KEMDCCND_00262	0.000622962
UniClust90_4332-LDALMCJH_00162	0.000620769
UniClust90_4604-DPNJAEID_00473	0.000620769
UniClust90_4994-IMJOHGGG_00719	0.000620769
UniClust90_4598-AEPJICDK_02887	0.000617272
UniRef90_I2B4M5	0.000616685
UniClust90_7272-IFGHMBBH_01444	0.000615034
UniClust90_41729-HMGBDNFO_01603	0.000612655
UniClust90_4619-FFIBJJNA_00349	0.000612655
UniClust90_1828-INGAJKEK_01697	0.000608677
UniClust90_33606-OCBJPJKK_00218	0.000608677
UniClust90_4407-GAOGECGB_00224	0.000608677
UniRef90_A0A378ADY2	0.000608677
UniRef90_A0A379GJP4	0.000608677
UniRef90_A0A2A5IFY5	0.000608171
UniRef90_A0A0A1SLM3	0.000607114
UniClust90_14853-LCGDGHIP_00001	0.00060475
UniClust90_15449-HEDJHNPM_01523	0.00060475
UniClust90_4599-JDFHAGKB_02098	0.00060475
UniClust90_41402-CMDNGDFG_01694	0.000601406
UniRef90_UNK4794-BKEMAAPE_00485	0.000594443
UniClust90_5822-OFLJIOMH_00145	0.000593267
UniRef90_A0A2X1KL42	0.000593267
UniRef90_UNK47662-PCLDOMNF_00658	0.000593267
UniRef90_A0A3E4UUZ2	0.000592663
UniClust90_4632-CMDBGBFJ_00704	0.000589536
UniRef90_UPI000446354E	0.000589536
UniClust90_15121-LCMFMKID_01337	0.000586809
UniRef90_A0A447RXS3	0.000585851
UniRef90_A0A485JR22	0.000582212
UniRef90_Q32CU0	0.000579795
UniRef90_D4KJF0	0.000579509
UniClust90_15164-IFLBCECN_02961	0.000578618
UniClust90_5118-DDDOEEBM_01243	0.000578618
UniRef90_A0A0H6DQJ0	0.000578618
UniRef90_A0A2X2W7R0	0.000578618
UniRef90_A0A376TMH7	0.000578618
UniClust90_37118-ADAOAKOO_01739	0.000575069
UniRef90_A0A2T4LF30	0.000573559
UniRef90_A0A174ZAR5	0.000573315
UniRef90_A0A243W6B8	0.000571562
UniRef90_A0A377Z2L6	0.000571562
UniRef90_A0A379TH60	0.000571562
UniClust90_4786-IHJLABIF_02504	0.000570252
UniRef90_A0A2X3F2J0	0.000568098
UniRef90_K1UP90	0.000568098
UniRef90_W1GVI3	0.000568098
UniRef90_A0A173R1S0	0.000564676
UniRef90_A0A174Q592	0.000564676
UniRef90_A0A2X3DNZ6	0.000564676
UniRef90_A0A174A9I0	0.000563599
UniRef90_UNK41669-MLGABJEA_01491	0.000561702
UniClust90_4861-JOJDOIHN_00089	0.000561295
UniClust90_6744-MICOJCHB_01393	0.000561295
UniClust90_7278-DEPLFJLA_01533	0.000561295
UniClust90_72833-PJMADFHO_01119	0.000561295
UniRef90_A0A330FM77	0.000561295
UniRef90_J9FCC2	0.000561295
UniRef90_A0A357CXW9	0.000557954
UniRef90_UPI000FFBE34D	0.000557954
UniClust90_4529-OKMGJDBH_00644	0.000554652
UniRef90_A0A377UZK8	0.000554652
UniRef90_UNK41664-IHBLIMBG_03220	0.000554652
UniRef90_D1NFR0	0.000551553
UniClust90_11500-LIJKOFAD_01072	0.000551389
UniClust90_4829-GBIBIABJ_02301	0.000549831
UniClust90_4626-LBGPPMIM_01674	0.000548165
UniClust90_4870-PMPGOLMD_01900	0.000548165
UniClust90_54347-BAJBHGMP_01220	0.000548165
UniClust90_6077-HBFEEDKC_00068	0.000548165
UniRef90_A0A1E3AC57	0.00054591
UniClust90_11084-GLNFJKHM_03041	0.000544978
UniClust90_21927-NIHKEJDN_00180	0.000544978
UniClust90_4895-IAAGNFJB_03280	0.000544978
