# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR7947171_1
UniClust90_5909-MLBLLOJG_00969	818.4176666569
UniClust90_5909-MLBLLOJG_00969|unclassified	818.4176666569
UniRef90_A0A377D8R2	818.4176666569
UniRef90_A0A377D8R2|unclassified	818.4176666569
UniClust90_4787-MFKGFPPB_00758	815.6986710866
UniClust90_4787-MFKGFPPB_00758|unclassified	815.6986710866
UniRef90_A0A0T9AEG2	810.3233476289
UniRef90_A0A0T9AEG2|unclassified	810.3233476289
UniClust90_41664-APAACDPH_01855	810.3145214425
UniClust90_41664-APAACDPH_01855|unclassified	810.3145214425
UniRef90_A0A484X172	810.3145214425
UniRef90_A0A484X172|unclassified	810.3145214425
UniRef90_A0A377CWL9	802.3702614283
UniRef90_A0A377CWL9|unclassified	802.3702614283
UniRef90_C7GFP3	802.3702614283
UniRef90_C7GFP3|unclassified	802.3702614283
UniRef90_F9EKQ3	798.7117803472
UniRef90_F9EKQ3|unclassified	798.7117803472
UniRef90_A0A2X1KVT3	797.2357007970
UniRef90_A0A2X1KVT3|unclassified	797.2357007970
UniRef90_A0A174T7Z7	797.1600649255
UniRef90_A0A174T7Z7|unclassified	797.1600649255
UniRef90_A0A485AB65	797.1600649255
UniRef90_A0A485AB65|unclassified	797.1600649255
UniRef90_A0A0N6YP53	792.0170967647
UniRef90_A0A0N6YP53|unclassified	792.0170967647
UniRef90_A0A174RIL2	792.0170967647
UniRef90_A0A174RIL2|unclassified	792.0170967647
UniRef90_A0A2N8NLI8	792.0170967647
UniRef90_A0A2N8NLI8|unclassified	792.0170967647
UniRef90_A0A413I971	790.1437220988
UniRef90_A0A413I971|unclassified	790.1437220988
UniRef90_A0A377BBR8	786.9400640932
UniRef90_A0A377BBR8|unclassified	786.9400640932
UniRef90_A0A414ZGN1	786.9400640932
UniRef90_A0A414ZGN1|unclassified	786.9400640932
UniClust90_39855-PPJAMNJA_01389	784.4258785849
UniClust90_39855-PPJAMNJA_01389|unclassified	784.4258785849
UniRef90_A0A379WRB3	784.4258785849
UniRef90_A0A379WRB3|unclassified	784.4258785849
UniRef90_A0A0F0CHS9	781.9277069970
UniRef90_A0A0F0CHS9|unclassified	781.9277069970
UniRef90_A0A174GA29	781.9277069970
UniRef90_A0A174GA29|unclassified	781.9277069970
UniRef90_A0A379T2E8	779.4453968161
UniRef90_A0A379T2E8|unclassified	779.4453968161
UniRef90_F5H368	779.4453968161
UniRef90_F5H368|unclassified	779.4453968161
UniClust90_6792-HCLEJMHJ_00474	774.5277602431
UniClust90_6792-HCLEJMHJ_00474|unclassified	774.5277602431
UniRef90_A0A2K6UW91	774.5277602431
UniRef90_A0A2K6UW91|unclassified	774.5277602431
UniRef90_W4UNI2	774.5277602431
UniRef90_W4UNI2|unclassified	774.5277602431
UniClust90_13617-BBIKDEFP_02702	764.8763239784
UniClust90_13617-BBIKDEFP_02702|unclassified	764.8763239784
UniClust90_36997-HABJADAI_00617	764.8763239784
UniClust90_36997-HABJADAI_00617|unclassified	764.8763239784
UniClust90_71704-DPFFOOPF_01409	764.8763239784
UniClust90_71704-DPFFOOPF_01409|unclassified	764.8763239784
UniRef90_A0A2X3KII2	764.8763239784
UniRef90_A0A2X3KII2|unclassified	764.8763239784
UniRef90_A0A193M273	762.5009316679
UniRef90_A0A193M273|unclassified	762.5009316679
UniRef90_R4GNE3	762.5009316679
UniRef90_R4GNE3|unclassified	762.5009316679
UniClust90_37127-GGDGKJIN_00123	760.1402476689
UniClust90_37127-GGDGKJIN_00123|unclassified	760.1402476689
UniClust90_8646-BGJOPFAG_00049	760.1402476689
UniClust90_8646-BGJOPFAG_00049|unclassified	760.1402476689
UniClust90_102277-MNBANPNB_00122	755.4624615294
UniClust90_102277-MNBANPNB_00122|unclassified	755.4624615294
UniClust90_4628-EHDOAMLN_01617	755.4624615294
UniClust90_4628-EHDOAMLN_01617|unclassified	755.4624615294
UniClust90_4896-BBCDLBBI_01247	755.4624615294
UniClust90_4896-BBCDLBBI_01247|unclassified	755.4624615294
UniRef90_A0A395W2M0	753.1450920155
UniRef90_A0A395W2M0|unclassified	753.1450920155
UniRef90_A0A016BUX8	748.5527438935
UniRef90_A0A016BUX8|unclassified	748.5527438935
UniRef90_A0A174C4N5	748.5527438935
UniRef90_A0A174C4N5|unclassified	748.5527438935
UniRef90_Q13138	746.2775075899
UniRef90_Q13138|unclassified	746.2775075899
UniRef90_A0A2X3LLE8	744.0160605972
UniRef90_A0A2X3LLE8|unclassified	744.0160605972
UniClust90_66070-JBNHAPCL_01750	741.7682779368
UniClust90_66070-JBNHAPCL_01750|unclassified	741.7682779368
UniRef90_Q89ZM7	736.7964977450
UniRef90_Q89ZM7|unclassified	736.7964977450
UniClust90_4834-JINDDAMK_01949	735.1056886140
UniClust90_4834-JINDDAMK_01949|unclassified	735.1056886140
UniClust90_14985-ODGPGHKM_01131	732.9113432748
UniClust90_14985-ODGPGHKM_01131|unclassified	732.9113432748
UniRef90_A0A376X3T8	730.8220754236
UniRef90_A0A376X3T8|unclassified	730.8220754236
UniRef90_A0A193M277	730.7300595151
UniRef90_A0A193M277|unclassified	730.7300595151
UniRef90_A0A0H5WEN7	730.4105194374
UniRef90_A0A0H5WEN7|unclassified	730.4105194374
UniRef90_E2X3P7	724.2634218203
UniRef90_E2X3P7|unclassified	724.2634218203
UniRef90_A0A377K2C9	721.0941797460
UniRef90_A0A377K2C9|unclassified	721.0941797460
UniClust90_41705-LKNOODPE_01309	720.0155425134
UniClust90_41705-LKNOODPE_01309|unclassified	720.0155425134
UniClust90_35738-MDBKNEFK_01808	717.9102339096
UniClust90_35738-MDBKNEFK_01808|unclassified	717.9102339096
UniClust90_6221-NEMIPHOH_04767	717.9102339096
UniClust90_6221-NEMIPHOH_04767|unclassified	717.9102339096
UniRef90_A0A1C5LHP5	717.9102339096
UniRef90_A0A1C5LHP5|unclassified	717.9102339096
UniRef90_A0A376L8X3	717.9102339096
UniRef90_A0A376L8X3|unclassified	717.9102339096
UniRef90_A0A3S4IJ54	717.9102339096
UniRef90_A0A3S4IJ54|unclassified	717.9102339096
UniRef90_C6JFF6	717.9102339096
UniRef90_C6JFF6|unclassified	717.9102339096
UniRef90_Q06259	713.7363372008
UniRef90_Q06259|unclassified	713.7363372008
UniClust90_3156-DJMDAPCI_00293	711.6675362234
UniClust90_3156-DJMDAPCI_00293|unclassified	711.6675362234
UniRef90_A0A174LBQ8	710.7105610766
UniRef90_A0A174LBQ8|unclassified	710.7105610766
UniClust90_20544-ADJNDPLL_01469	709.6106936331
UniClust90_20544-ADJNDPLL_01469|unclassified	709.6106936331
UniRef90_A0A3R1IKB1	707.5657060434
UniRef90_A0A3R1IKB1|unclassified	707.5657060434
UniClust90_37534-FOKJOMJB_01112	703.5108882437
UniClust90_37534-FOKJOMJB_01112|unclassified	703.5108882437
UniRef90_A0A1C2VN10	701.5008571345
UniRef90_A0A1C2VN10|unclassified	701.5008571345
UniRef90_A0A3L7I5W8	699.5022791939
UniRef90_A0A3L7I5W8|unclassified	699.5022791939
UniRef90_A0A3R3MTG9	699.5022791939
UniRef90_A0A3R3MTG9|unclassified	699.5022791939
UniClust90_1408-AAFIKCKI_00115	689.6778089805
UniClust90_1408-AAFIKCKI_00115|unclassified	689.6778089805
UniClust90_2093-ELDEMHFP_01726	687.7459383671
UniClust90_2093-ELDEMHFP_01726|unclassified	687.7459383671
UniRef90_A0A377B6I4	687.7459383671
UniRef90_A0A377B6I4|unclassified	687.7459383671
UniRef90_A0A3R6AEQ3	687.7459383671
UniRef90_A0A3R6AEQ3|unclassified	687.7459383671
UniClust90_1493-KEOGMPBH_01022	685.8248603270
UniClust90_1493-KEOGMPBH_01022|unclassified	685.8248603270
UniRef90_A0A085A802	684.1387602639
UniRef90_A0A085A802|unclassified	684.1387602639
UniClust90_10005-ELLJOKEH_00796	683.9144846715
UniClust90_10005-ELLJOKEH_00796|unclassified	683.9144846715
UniRef90_A0A379T325	682.0147222141
UniRef90_A0A379T325|unclassified	682.0147222141
UniRef90_A0A174I2J5	680.1254847564
UniRef90_A0A174I2J5|unclassified	680.1254847564
UniRef90_UPI000D0C89E6	678.2466850748
UniRef90_UPI000D0C89E6|unclassified	678.2466850748
UniRef90_P0A9D0	677.4413136870
UniRef90_P0A9D0|unclassified	677.4413136870
UniRef90_Q8A2N8	676.3782369065
UniRef90_Q8A2N8|unclassified	676.3782369065
UniRef90_A0A0P0T068	674.5200549370
UniRef90_A0A0P0T068|unclassified	674.5200549370
UniRef90_A0A376RSR9	674.5200549370
UniRef90_A0A376RSR9|unclassified	674.5200549370
UniRef90_J9C8V6	674.5200549370
UniRef90_J9C8V6|unclassified	674.5200549370
UniRef90_A0A480DYU6	672.6720547865
UniRef90_A0A480DYU6|unclassified	672.6720547865
UniRef90_A0A485APV9	672.6720547865
UniRef90_A0A485APV9|unclassified	672.6720547865
UniRef90_A0A374MJT8	670.9856752635
UniRef90_A0A374MJT8|unclassified	670.9856752635
UniClust90_43303-MNOJNLHF_00851	670.8341529975
UniClust90_43303-MNOJNLHF_00851|unclassified	670.8341529975
UniRef90_A0A376ML64	670.8341529975
UniRef90_A0A376ML64|unclassified	670.8341529975
UniClust90_40934-JDPLKFKE_00817	669.0062670220
UniClust90_40934-JDPLKFKE_00817|unclassified	669.0062670220
UniRef90_A0A0P0F758	665.3802167942
UniRef90_A0A0P0F758|unclassified	665.3802167942
UniRef90_Q89ZY4	663.9204540737
UniRef90_Q89ZY4|unclassified	663.9204540737
UniRef90_H2Q4E7	663.2212153466
UniRef90_H2Q4E7|unclassified	663.2212153466
UniRef90_Q0SZ73	661.7932614476
UniRef90_Q0SZ73|unclassified	661.7932614476
UniClust90_4046-OEKKPIML_02010	658.2447721101
UniClust90_4046-OEKKPIML_02010|unclassified	658.2447721101
UniRef90_A0A376VWE7	656.4847593504
UniRef90_A0A376VWE7|unclassified	656.4847593504
UniRef90_UNK63885-AFACIFBN_02086	656.4847593504
UniRef90_UNK63885-AFACIFBN_02086|unclassified	656.4847593504
UniRef90_A0A1C6KZK4	653.4578800423
UniRef90_A0A1C6KZK4|unclassified	653.4578800423
UniClust90_41435-AFPMJCIH_00037	652.9928191411
UniClust90_41435-AFPMJCIH_00037|unclassified	652.9928191411
UniClust90_41677-AJCKOBKL_01879	651.2607426978
UniClust90_41677-AJCKOBKL_01879|unclassified	651.2607426978
UniRef90_J9GLQ7	647.8240105464
UniRef90_J9GLQ7|unclassified	647.8240105464
UniClust90_4732-IMKCDANM_01195	646.1192105186
UniClust90_4732-IMKCDANM_01195|unclassified	646.1192105186
UniClust90_4763-CPECILKH_03270	646.1192105186
UniClust90_4763-CPECILKH_03270|unclassified	646.1192105186
UniRef90_A0A174MZB4	646.1192105186
UniRef90_A0A174MZB4|unclassified	646.1192105186
UniRef90_A0A3S4IYM0	646.1192105186
UniRef90_A0A3S4IYM0|unclassified	646.1192105186
UniRef90_A0A174M1R5	644.8706393926
UniRef90_A0A174M1R5|unclassified	644.8706393926
UniRef90_A0A376TUS6	639.3888020757
UniRef90_A0A376TUS6|unclassified	639.3888020757
UniRef90_A0A377E8N9	639.3888020757
UniRef90_A0A377E8N9|unclassified	639.3888020757
UniClust90_23493-HOGFGAMF_02017	636.0759067282
UniClust90_23493-HOGFGAMF_02017|unclassified	636.0759067282
UniRef90_R6RID9	634.8233875106
UniRef90_R6RID9|unclassified	634.8233875106
UniClust90_106017-DFBPBNJA_01870	633.6811997373
UniClust90_106017-DFBPBNJA_01870|unclassified	633.6811997373
UniClust90_37143-KDHPCHGE_00948	632.7971649409
UniClust90_37143-KDHPCHGE_00948|unclassified	632.7971649409
UniRef90_A0A376WC55	631.1704370105
UniRef90_A0A376WC55|unclassified	631.1704370105
UniRef90_A0A2M7CV56	626.3400510129
UniRef90_A0A2M7CV56|unclassified	626.3400510129
UniRef90_A0A376L9X1	626.3400510129
UniRef90_A0A376L9X1|unclassified	626.3400510129
UniRef90_A0A376MMT1	626.3400510129
UniRef90_A0A376MMT1|unclassified	626.3400510129
UniClust90_4041-FDBMHFGP_00883	623.1606598910
UniClust90_4041-FDBMHFGP_00883|unclassified	623.1606598910
UniRef90_A0A2L1KPM8	623.1013253842
UniRef90_A0A2L1KPM8|unclassified	623.1013253842
UniRef90_A0A414GM97	622.3179640722
UniRef90_A0A414GM97|unclassified	622.3179640722
UniRef90_A0A377JZU9	621.5830379673
UniRef90_A0A377JZU9|unclassified	621.5830379673
UniRef90_Q8A2P0	620.0133838310
UniRef90_Q8A2P0|unclassified	620.0133838310
UniRef90_Q8A1D3	618.8184393235
UniRef90_Q8A1D3|unclassified	618.8184393235
UniRef90_UPI00082B9939	618.6174690970
UniRef90_UPI00082B9939|unclassified	618.6174690970
UniRef90_A0A413KES5	618.4516372722
UniRef90_A0A413KES5|unclassified	618.4516372722
UniRef90_A0A376UEW2	616.8977386861
UniRef90_A0A376UEW2|unclassified	616.8977386861
UniRef90_UNK5103-FIHKMDAG_00018	616.8977386861
UniRef90_UNK5103-FIHKMDAG_00018|unclassified	616.8977386861
UniRef90_D4MU08	616.6390283397
UniRef90_D4MU08|unclassified	616.6390283397
UniRef90_A0A376MS44	615.3516290653
UniRef90_A0A376MS44|unclassified	615.3516290653
UniClust90_11318-PEGOLGMF_01394	612.2825436336
UniClust90_11318-PEGOLGMF_01394|unclassified	612.2825436336
UniRef90_A0A174CXW7	612.2825436336
UniRef90_A0A174CXW7|unclassified	612.2825436336
UniClust90_41418-OEIMJCPN_01197	610.7594527290
UniClust90_41418-OEIMJCPN_01197|unclassified	610.7594527290
UniRef90_A0A0P0L0W7	610.0336525332
UniRef90_A0A0P0L0W7|unclassified	610.0336525332
UniRef90_A0A1Q2TTK5	609.2439205883
UniRef90_A0A1Q2TTK5|unclassified	609.2439205883
UniRef90_A0A174QPH5	607.7358910818
UniRef90_A0A174QPH5|unclassified	607.7358910818
UniClust90_4894-FHGAAALA_00637	606.2353086347
UniClust90_4894-FHGAAALA_00637|unclassified	606.2353086347
UniRef90_R6PJM1	606.2353086347
UniRef90_R6PJM1|unclassified	606.2353086347
UniClust90_58537-MLFALBOD_00749	604.7421182194
UniClust90_58537-MLFALBOD_00749|unclassified	604.7421182194
UniRef90_C3TAM2	603.2562653491
UniRef90_C3TAM2|unclassified	603.2562653491
UniClust90_4891-NBACEJHC_00126	601.7776960712
UniClust90_4891-NBACEJHC_00126|unclassified	601.7776960712
UniRef90_A0A480CGG6	601.7776960712
UniRef90_A0A480CGG6|unclassified	601.7776960712
UniClust90_37159-EOECAJDG_00622	600.3063569610
UniClust90_37159-EOECAJDG_00622|unclassified	600.3063569610
UniClust90_4771-GDPHDMFH_01119	600.3063569610
UniClust90_4771-GDPHDMFH_01119|unclassified	600.3063569610
UniRef90_A0A174EEF1	595.9351941676
UniRef90_A0A174EEF1|unclassified	595.9351941676
UniRef90_A0A2I2YVI9	595.9351941676
UniRef90_A0A2I2YVI9|unclassified	595.9351941676
UniRef90_P30871	595.7645748166
UniRef90_P30871|unclassified	595.7645748166
UniClust90_4759-LLNLLMIM_04478	594.4922518089
UniClust90_4759-LLNLLMIM_04478|unclassified	594.4922518089
UniClust90_1928-CDHGCBPC_00166	593.0562801862
UniClust90_1928-CDHGCBPC_00166|unclassified	593.0562801862
UniClust90_27814-PGOKEKJG_01656	593.0562801862
UniClust90_27814-PGOKEKJG_01656|unclassified	593.0562801862
UniRef90_A0A0K5XZ40	593.0562801862
UniRef90_A0A0K5XZ40|unclassified	593.0562801862
UniRef90_A0A480DZA0	593.0562801862
UniRef90_A0A480DZA0|unclassified	593.0562801862
UniRef90_A0A365WG33	591.6272289086
UniRef90_A0A365WG33|unclassified	591.6272289086
UniRef90_UNK1863-GKNMLABI_01742	591.6272289086
UniRef90_UNK1863-GKNMLABI_01742|unclassified	591.6272289086
UniRef90_I6CAW4	590.2050480699
UniRef90_I6CAW4|unclassified	590.2050480699
UniRef90_R6ME73	589.1600644523
UniRef90_R6ME73|unclassified	589.1600644523
UniRef90_UPI00098AECE0	588.7896882424
UniRef90_UPI00098AECE0|unclassified	588.7896882424
UniRef90_A0A484Z516	588.3258413198
UniRef90_A0A484Z516|unclassified	588.3258413198
UniRef90_R6AN83	587.7345095896
UniRef90_R6AN83|unclassified	587.7345095896
UniClust90_4704-DAHGIKEE_03705	587.3811004715
UniClust90_4704-DAHGIKEE_03705|unclassified	587.3811004715
UniRef90_P08548	587.1864218188
UniRef90_P08548|unclassified	587.1864218188
UniRef90_A0A0F0CKZ5	586.0746996672
UniRef90_A0A0F0CKZ5|unclassified	586.0746996672
UniClust90_1878-AENCHECL_04532	584.5840476121
UniClust90_1878-AENCHECL_04532|unclassified	584.5840476121
UniRef90_A0A482M4S6	581.8689047222
UniRef90_A0A482M4S6|unclassified	581.8689047222
UniClust90_4677-EMJMMENI_01222	581.8135071021
UniClust90_4677-EMJMMENI_01222|unclassified	581.8135071021
UniRef90_A0A377A766	581.8135071021
UniRef90_A0A377A766|unclassified	581.8135071021
UniRef90_A0A376P1L6	581.1648528733
UniRef90_A0A376P1L6|unclassified	581.1648528733
UniClust90_4151-KNHPCJBC_00516	580.4380614588
UniClust90_4151-KNHPCJBC_00516|unclassified	580.4380614588
UniClust90_71463-PFMBGBOE_00706	580.4380614588
UniClust90_71463-PFMBGBOE_00706|unclassified	580.4380614588
UniRef90_A0A376MS48	580.4380614588
UniRef90_A0A376MS48|unclassified	580.4380614588
UniRef90_A0A2P5RAF7	579.0763512401
UniRef90_A0A2P5RAF7|unclassified	579.0763512401
UniClust90_4529-OKMGJDBH_00962	579.0691037667
UniClust90_4529-OKMGJDBH_00962|unclassified	579.0691037667
UniRef90_A0A0I2ABP5	577.7065882284
UniRef90_A0A0I2ABP5|unclassified	577.7065882284
UniRef90_UNK4715-DPPBIINJ_00947	576.9810840213
UniRef90_UNK4715-DPPBIINJ_00947|unclassified	576.9810840213
UniClust90_3140-CJCIGAOC_00273	572.3200466132
UniClust90_3140-CJCIGAOC_00273|unclassified	572.3200466132
UniRef90_A0A376LFF9	570.9890697606
UniRef90_A0A376LFF9|unclassified	570.9890697606
UniRef90_A0A2X3KGT3	569.6642691347
UniRef90_A0A2X3KGT3|unclassified	569.6642691347
UniRef90_A0A3D1GG23	569.6642691347
UniRef90_A0A3D1GG23|unclassified	569.6642691347
UniClust90_15449-PILNDCCF_02037	568.3456018451
UniClust90_15449-PILNDCCF_02037|unclassified	568.3456018451
UniClust90_4614-OAOFOCPP_02955	568.3456018451
UniClust90_4614-OAOFOCPP_02955|unclassified	568.3456018451
UniRef90_A0A377BTL6	568.3456018451
UniRef90_A0A377BTL6|unclassified	568.3456018451
UniRef90_A0A480C9Q2	568.3456018451
UniRef90_A0A480C9Q2|unclassified	568.3456018451
UniClust90_41569-JLJCGFHK_01110	567.0330253974
UniClust90_41569-JLJCGFHK_01110|unclassified	567.0330253974
UniRef90_A0A174Q0U0	564.4259770048
UniRef90_A0A174Q0U0|unclassified	564.4259770048
UniRef90_A0A379T302	564.4259770048
UniRef90_A0A379T302|unclassified	564.4259770048
UniRef90_A5KIQ2	564.4259770048
UniRef90_A5KIQ2|unclassified	564.4259770048
UniRef90_A0A0P0FEL6	564.4148428052
UniRef90_A0A0P0FEL6|unclassified	564.4148428052
UniRef90_A0A377DZD0	563.1314220116
UniRef90_A0A377DZD0|unclassified	563.1314220116
UniRef90_P0ABH6	563.1314220116
UniRef90_P0ABH6|unclassified	563.1314220116
UniRef90_UPI0010220F15	563.1314220116
UniRef90_UPI0010220F15|unclassified	563.1314220116
UniRef90_A0A376KVG7	561.8427917553
UniRef90_A0A376KVG7|unclassified	561.8427917553
UniRef90_Q8A0W0	561.0115940318
UniRef90_Q8A0W0|unclassified	561.0115940318
UniClust90_27789-IINFFLHO_00354	560.5600456554
UniClust90_27789-IINFFLHO_00354|unclassified	560.5600456554
UniRef90_P76014	560.5600456554
UniRef90_P76014|unclassified	560.5600456554
UniClust90_10343-PIOEFNMN_01752	559.2831435013
UniClust90_10343-PIOEFNMN_01752|unclassified	559.2831435013
UniRef90_A0A376RL01	559.2831435013
UniRef90_A0A376RL01|unclassified	559.2831435013
UniRef90_I6CWB7	559.2831435013
UniRef90_I6CWB7|unclassified	559.2831435013
UniClust90_1946-GHFIFOML_02415	558.0120454479
UniClust90_1946-GHFIFOML_02415|unclassified	558.0120454479
UniClust90_4549-ILBMDGGH_00815	558.0120454479
UniClust90_4549-ILBMDGGH_00815|unclassified	558.0120454479
UniRef90_UNK4701-MDLPLHIH_02017	558.0120454479
UniRef90_UNK4701-MDLPLHIH_02017|unclassified	558.0120454479
UniClust90_47403-FEACFHHN_00558	549.2736017831
UniClust90_47403-FEACFHHN_00558|unclassified	549.2736017831
UniRef90_A0A173W2R9	549.2736017831
UniRef90_A0A173W2R9|unclassified	549.2736017831
UniClust90_4860-MBANKALM_00326	548.3289983085
UniClust90_4860-MBANKALM_00326|unclassified	548.3289983085
UniRef90_Q8SPY5	548.0475446363
UniRef90_Q8SPY5|unclassified	548.0475446363
UniRef90_G3QKC8	547.5892426223
UniRef90_G3QKC8|unclassified	547.5892426223
UniClust90_43080-OOIKMCAP_00422	546.8269487685
UniClust90_43080-OOIKMCAP_00422|unclassified	546.8269487685
UniRef90_A0A174XDG0	546.8269487685
UniRef90_A0A174XDG0|unclassified	546.8269487685
UniClust90_41525-OCDPJALG_01186	545.6117777713
UniClust90_41525-OCDPJALG_01186|unclassified	545.6117777713
UniClust90_5184-NDHLENFC_00521	545.6117777713
UniClust90_5184-NDHLENFC_00521|unclassified	545.6117777713
UniRef90_A0A2Y4X1Z5	544.4019955589
UniRef90_A0A2Y4X1Z5|unclassified	544.4019955589
UniClust90_1945-BNPEHFAN_01288	541.9984547397
UniClust90_1945-BNPEHFAN_01288|unclassified	541.9984547397
UniRef90_A0A066T301	541.9984547397
UniRef90_A0A066T301|unclassified	541.9984547397
UniRef90_A0A0I1B1I5	541.9984547397
UniRef90_A0A0I1B1I5|unclassified	541.9984547397
UniRef90_A0A2M9V699	541.9984547397
UniRef90_A0A2M9V699|unclassified	541.9984547397
UniRef90_K1TRS1	540.1048759652
UniRef90_K1TRS1|unclassified	540.1048759652
UniClust90_15067-AHCCGJNG_01196	539.6160439496
UniClust90_15067-AHCCGJNG_01196|unclassified	539.6160439496
UniClust90_41632-GKIEKCOE_03151	538.4326754322
UniClust90_41632-GKIEKCOE_03151|unclassified	538.4326754322
UniClust90_4591-AJEHLGEI_01183	538.4326754322
UniClust90_4591-AJEHLGEI_01183|unclassified	538.4326754322
UniClust90_65958-FPBNHOAD_00583	538.4326754322
UniClust90_65958-FPBNHOAD_00583|unclassified	538.4326754322
UniRef90_UNK4793-FAJPDOFC_00313	538.4326754322
UniRef90_UNK4793-FAJPDOFC_00313|unclassified	538.4326754322
UniClust90_29321-IECKAIAG_01944	537.8004466931
UniClust90_29321-IECKAIAG_01944|unclassified	537.8004466931
UniClust90_7278-JBPMEONM_00458	537.2544857704
UniClust90_7278-JBPMEONM_00458|unclassified	537.2544857704
UniRef90_Q83JX9	537.2544857704
UniRef90_Q83JX9|unclassified	537.2544857704
UniClust90_4760-KHFLOLBI_01886	536.0814410416
UniClust90_4760-KHFLOLBI_01886|unclassified	536.0814410416
UniClust90_1897-MPMLAFOH_01724	534.9135076189
UniClust90_1897-MPMLAFOH_01724|unclassified	534.9135076189
UniRef90_A0A377CWL3	533.7506521675
UniRef90_A0A377CWL3|unclassified	533.7506521675
UniRef90_K5ZGK1	533.7506521675
UniRef90_K5ZGK1|unclassified	533.7506521675
UniRef90_E0SKT8	532.9271666073
UniRef90_E0SKT8|unclassified	532.9271666073
UniClust90_4768-BBHPOEIF_01524	532.5928416422
UniClust90_4768-BBHPOEIF_01524|unclassified	532.5928416422
UniClust90_43256-OHHJDHLP_00580	531.4400432837
UniClust90_43256-OHHJDHLP_00580|unclassified	531.4400432837
UniClust90_4631-DOIFNNNE_02218	531.4400432837
UniClust90_4631-DOIFNNNE_02218|unclassified	531.4400432837
UniRef90_A0A288W2Y1	531.4400432837
UniRef90_A0A288W2Y1|unclassified	531.4400432837
UniRef90_P0ACA8	529.1493534420
UniRef90_P0ACA8|unclassified	529.1493534420
UniClust90_4725-LGPDAIHO_01208	528.3313063574
UniClust90_4725-LGPDAIHO_01208|unclassified	528.3313063574
UniRef90_A0A376KVD7	527.5082804197
UniRef90_A0A376KVD7|unclassified	527.5082804197
UniClust90_19288-AENDKIBH_00566	525.7501070601
UniClust90_19288-AENDKIBH_00566|unclassified	525.7501070601
UniClust90_4991-GPNHGCGE_01658	525.7501070601
UniClust90_4991-GPNHGCGE_01658|unclassified	525.7501070601
UniRef90_A0A2W0D4R3	525.7501070601
UniRef90_A0A2W0D4R3|unclassified	525.7501070601
UniRef90_A0A378G5P7	525.7501070601
UniRef90_A0A378G5P7|unclassified	525.7501070601
UniClust90_1962-HJIBELDN_02205	524.6267093954
UniClust90_1962-HJIBELDN_02205|unclassified	524.6267093954
UniRef90_A0A377DKR9	524.6267093954
UniRef90_A0A377DKR9|unclassified	524.6267093954
UniClust90_4668-AIPLIPDL_01351	523.5081023392
UniClust90_4668-AIPLIPDL_01351|unclassified	523.5081023392
UniRef90_A0A174E251	521.2851379980
UniRef90_A0A174E251|unclassified	521.2851379980
UniRef90_A0A377KFE7	521.2851379980
UniRef90_A0A377KFE7|unclassified	521.2851379980
UniRef90_M0R0K1	521.2851379980
UniRef90_M0R0K1|unclassified	521.2851379980
UniRef90_K1TYT4	520.1807203328
UniRef90_K1TYT4|unclassified	520.1807203328
UniClust90_42195-GOGJPALE_01423	517.9858649727
UniClust90_42195-GOGJPALE_01423|unclassified	517.9858649727
UniRef90_U3U4V1	517.9858649727
UniRef90_U3U4V1|unclassified	517.9858649727
UniRef90_A0A173YR90	517.8592281952
UniRef90_A0A173YR90|unclassified	517.8592281952
UniRef90_A0A174LUX8	516.8953684149
UniRef90_A0A174LUX8|unclassified	516.8953684149
UniRef90_UPI00066EFFC8	516.6358745381
UniRef90_UPI00066EFFC8|unclassified	516.6358745381
UniRef90_UNK6178-JDHOHDGE_01139	515.8094537754
UniRef90_UNK6178-JDHOHDGE_01139|unclassified	515.8094537754
UniClust90_66069-NGDDGGKC_01590	514.8095462216
UniClust90_66069-NGDDGGKC_01590|unclassified	514.8095462216
UniRef90_A0A3N2KVL2	514.4430394236
UniRef90_A0A3N2KVL2|unclassified	514.4430394236
UniRef90_UNK4751-APAHCGGJ_01006	513.6512552240
UniRef90_UNK4751-APAHCGGJ_01006|unclassified	513.6512552240
UniRef90_A0A3R6LUQ1	512.5789143989
UniRef90_A0A3R6LUQ1|unclassified	512.5789143989
UniClust90_6649-JJCHFHCN_00234	511.5110416606
UniClust90_6649-JJCHFHCN_00234|unclassified	511.5110416606
UniRef90_A0A0G1WLA4	510.4476091415
UniRef90_A0A0G1WLA4|unclassified	510.4476091415
UniRef90_A0A1D3UW64	510.4476091415
UniRef90_A0A1D3UW64|unclassified	510.4476091415
UniRef90_K5A7V2	510.4476091415
UniRef90_K5A7V2|unclassified	510.4476091415
UniRef90_UNK4760-GEDGMAEB_04851	510.4476091415
UniRef90_UNK4760-GEDGMAEB_04851|unclassified	510.4476091415
UniClust90_5184-PJPHNPON_01670	509.3885892055
UniClust90_5184-PJPHNPON_01670|unclassified	509.3885892055
UniRef90_A0A174RFL8	509.3885892055
UniRef90_A0A174RFL8|unclassified	509.3885892055
UniRef90_A0A376WJQ0	509.3885892055
UniRef90_A0A376WJQ0|unclassified	509.3885892055
UniRef90_C0B5F1	509.3885892055
UniRef90_C0B5F1|unclassified	509.3885892055
UniRef90_UNK5184-PJPHNPON_01670	509.3885892055
UniRef90_UNK5184-PJPHNPON_01670|unclassified	509.3885892055
