# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR7947171_1
UniRef90_Q2FCY8|unclassified	2099.5189158560
UniRef90_W0AR77	2098.5068375818
UniRef90_W0AR77|unclassified	2098.5068375818
UniClust90_7594-DHIEBEEG_03121	2029.1347107196
UniClust90_7594-DHIEBEEG_03121|unclassified	2029.1347107196
UniRef90_W6NZ25	2029.1347107196
UniRef90_W6NZ25|unclassified	2029.1347107196
UniClust90_11046-CMKKPNHG_06561	1996.1406503827
UniClust90_11046-CMKKPNHG_06561|unclassified	1996.1406503827
UniRef90_A0A376U8T0	1964.2023999765
UniRef90_A0A376U8T0|unclassified	1964.2023999765
UniRef90_A0A377D505	1958.6063817430
UniRef90_A0A377D505|unclassified	1958.6063817430
UniClust90_52736-NAOCMFBE_00360	1933.2700787171
UniClust90_52736-NAOCMFBE_00360|unclassified	1933.2700787171
UniClust90_14110-IHKKKGPA_01447	1918.1664062271
UniClust90_14110-IHKKKGPA_01447|unclassified	1918.1664062271
UniRef90_K1TXI7	1860.0401514929
UniRef90_K1TXI7|unclassified	1860.0401514929
UniClust90_1899-GJHFOBPN_00746	1843.2071393226
UniClust90_1899-GJHFOBPN_00746|unclassified	1843.2071393226
UniRef90_A0A481CK58	1828.2826903718
UniRef90_A0A481CK58|unclassified	1828.2826903718
UniRef90_A0A0A7PG30	1792.1554744311
UniRef90_A0A0A7PG30|unclassified	1792.1554744311
UniClust90_4704-HAKAHMBM_01384	1729.0514084301
UniClust90_4704-HAKAHMBM_01384|unclassified	1729.0514084301
UniClust90_95305-PMGAMLNI_02091	1716.9601398396
UniClust90_95305-PMGAMLNI_02091|unclassified	1716.9601398396
UniRef90_A0A174STK3	1658.9547297099
UniRef90_A0A174STK3|unclassified	1658.9547297099
UniRef90_W1YUI6	1658.9547297099
UniRef90_W1YUI6|unclassified	1658.9547297099
UniRef90_E4W232	1647.8208053494
UniRef90_E4W232|unclassified	1647.8208053494
UniRef90_A0A350J958	1636.8353333138
UniRef90_A0A350J958|unclassified	1636.8353333138
UniRef90_UNK4760-ANKGHEOF_04062	1636.8353333138
UniRef90_UNK4760-ANKGHEOF_04062|unclassified	1636.8353333138
UniClust90_47641-HOBMJCLO_00593	1604.7405228566
UniClust90_47641-HOBMJCLO_00593|unclassified	1604.7405228566
UniRef90_D4LI55	1600.3168241973
UniRef90_D4LI55|unclassified	1600.3168241973
UniRef90_A0A445EUT1	1594.3201298511
UniRef90_A0A445EUT1|unclassified	1594.3201298511
UniRef90_A0A330I5L0	1580.2642446003
UniRef90_A0A330I5L0|unclassified	1580.2642446003
UniRef90_Q9H2H8-2	1578.5236690351
UniRef90_Q9H2H8-2|unclassified	1578.5236690351
UniClust90_4245-COFOCADB_00374	1573.8801281863
UniClust90_4245-COFOCADB_00374|unclassified	1573.8801281863
UniRef90_A0A379WJL0	1544.1842767111
UniRef90_A0A379WJL0|unclassified	1544.1842767111
UniClust90_5008-IKOBOILG_00077	1534.5331249817
UniClust90_5008-IKOBOILG_00077|unclassified	1534.5331249817
UniClust90_1791-FECCLHFH_01544	1506.2901840311
UniClust90_1791-FECCLHFH_01544|unclassified	1506.2901840311
UniClust90_31233-AGFKOADI_02820	1506.2901840311
UniClust90_31233-AGFKOADI_02820|unclassified	1506.2901840311
UniClust90_41485-EIDEPILL_01924	1497.1054877870
UniClust90_41485-EIDEPILL_01924|unclassified	1497.1054877870
UniRef90_A0A3W4TQW4	1497.1054877870
UniRef90_A0A3W4TQW4|unclassified	1497.1054877870
UniRef90_A0A447MZM8	1497.1054877870
UniRef90_A0A447MZM8|unclassified	1497.1054877870
UniRef90_K7EAT2	1497.1054877870
UniRef90_K7EAT2|unclassified	1497.1054877870
UniRef90_A0A376TYA2	1479.0680722715
UniRef90_A0A376TYA2|unclassified	1479.0680722715
UniRef90_A0A3P4NVF8	1454.9934813353
UniRef90_A0A3P4NVF8|unclassified	1454.9934813353
UniClust90_14027-LBNFNFDE_01096	1452.8124260182
UniClust90_14027-LBNFNFDE_01096|unclassified	1452.8124260182
UniRef90_A0A376YC78	1452.8124260182
UniRef90_A0A376YC78|unclassified	1452.8124260182
UniRef90_A0A3R1LV66	1452.8124260182
UniRef90_A0A3R1LV66|unclassified	1452.8124260182
UniRef90_Q96K19-2	1450.3502375982
UniRef90_Q96K19-2|unclassified	1450.3502375982
UniClust90_15124-HCMOFBKP_00844	1444.2664705710
UniClust90_15124-HCMOFBKP_00844|unclassified	1444.2664705710
UniClust90_2073-DDFKNIIK_02649	1444.2664705710
UniClust90_2073-DDFKNIIK_02649|unclassified	1444.2664705710
UniRef90_A0A377BXJ0	1444.2664705710
UniRef90_A0A377BXJ0|unclassified	1444.2664705710
UniRef90_UNK15124-HCMOFBKP_00844	1444.2664705710
UniRef90_UNK15124-HCMOFBKP_00844|unclassified	1444.2664705710
UniRef90_A0A485JIW7	1435.8204678191
UniRef90_A0A485JIW7|unclassified	1435.8204678191
UniClust90_14737-KHAIOGMH_01174	1411.0649425119
UniClust90_14737-KHAIOGMH_01174|unclassified	1411.0649425119
UniRef90_A0A3S4E7T1	1411.0649425119
UniRef90_A0A3S4E7T1|unclassified	1411.0649425119
UniRef90_A0A193LTU8	1387.1485875541
UniRef90_A0A193LTU8|unclassified	1387.1485875541
UniRef90_A0A378G076	1387.1485875541
UniRef90_A0A378G076|unclassified	1387.1485875541
UniRef90_B1VCI9	1383.9382827028
UniRef90_B1VCI9|unclassified	1383.9382827028
UniRef90_A6L0V6	1365.3216463557
UniRef90_A6L0V6|unclassified	1365.3216463557
UniClust90_4133-MGBHIIKK_00290	1364.0294444282
UniClust90_4133-MGBHIIKK_00290|unclassified	1364.0294444282
UniClust90_41627-CEPPKFED_02270	1348.6143660985
UniClust90_41627-CEPPKFED_02270|unclassified	1348.6143660985
UniClust90_1584-BGGNCKDJ_00483	1341.6683059949
UniClust90_1584-BGGNCKDJ_00483|unclassified	1341.6683059949
UniClust90_41709-CDCKENBH_00253	1341.6683059949
UniClust90_41709-CDCKENBH_00253|unclassified	1341.6683059949
UniClust90_4860-AFFGLEBI_00714	1341.6683059949
UniClust90_4860-AFFGLEBI_00714|unclassified	1341.6683059949
UniClust90_5842-CFDJPEJD_00056	1341.6683059949
UniClust90_5842-CFDJPEJD_00056|unclassified	1341.6683059949
UniRef90_A0A377B6A6	1334.3766304188
UniRef90_A0A377B6A6|unclassified	1334.3766304188
UniClust90_2141-MCCANMOB_00230	1327.1637837679
UniClust90_2141-MCCANMOB_00230|unclassified	1327.1637837679
UniClust90_4714-PIKPFPNJ_00212	1305.9856382823
UniClust90_4714-PIKPFPNJ_00212|unclassified	1305.9856382823
UniClust90_4722-EPCHEAHI_00887	1305.9856382823
UniClust90_4722-EPCHEAHI_00887|unclassified	1305.9856382823
UniClust90_1858-GJLPKDNH_03953	1299.0756613601
UniClust90_1858-GJLPKDNH_03953|unclassified	1299.0756613601
UniClust90_1832-ACAIMEIA_02686	1285.4727748538
UniClust90_1832-ACAIMEIA_02686|unclassified	1285.4727748538
UniRef90_A0A376KRB7	1285.4727748538
UniRef90_A0A376KRB7|unclassified	1285.4727748538
UniClust90_1942-GBOKNFNA_04548	1278.7776041514
UniClust90_1942-GBOKNFNA_04548|unclassified	1278.7776041514
UniClust90_23251-GBHFJAIH_01494	1278.7776041514
UniClust90_23251-GBHFJAIH_01494|unclassified	1278.7776041514
UniRef90_A0A498P0W4	1278.7776041514
UniRef90_A0A498P0W4|unclassified	1278.7776041514
UniRef90_J9F4U7	1278.7776041514
UniRef90_J9F4U7|unclassified	1278.7776041514
UniRef90_A0A407FD28	1272.1518134563
UniRef90_A0A407FD28|unclassified	1272.1518134563
UniRef90_A0A377B3Z6	1265.5943298818
UniRef90_A0A377B3Z6|unclassified	1265.5943298818
UniClust90_72669-MDBBLNPF_01973	1259.1041025491
UniClust90_72669-MDBBLNPF_01973|unclassified	1259.1041025491
UniRef90_A0A376MWR6	1252.6801020259
UniRef90_A0A376MWR6|unclassified	1252.6801020259
UniRef90_UNK4553-OLMJEGBF_02262	1240.0267676620
UniRef90_UNK4553-OLMJEGBF_02262|unclassified	1240.0267676620
UniRef90_A0A447X9P4	1233.7954773722
UniRef90_A0A447X9P4|unclassified	1233.7954773722
UniRef90_A0A485JA80	1233.7954773722
UniRef90_A0A485JA80|unclassified	1233.7954773722
UniRef90_A0A376TT86	1227.6264999853
UniRef90_A0A376TT86|unclassified	1227.6264999853
UniRef90_A0A2X1LA22	1227.3293258144
UniRef90_A0A2X1LA22|unclassified	1227.3293258144
UniClust90_5741-LMBAMFCK_01052	1215.4717821637
UniClust90_5741-LMBAMFCK_01052|unclassified	1215.4717821637
UniRef90_UNK15115-HLKCEGIJ_01557	1209.4842364388
UniRef90_UNK15115-HLKCEGIJ_01557|unclassified	1209.4842364388
UniClust90_70027-LICDFCHD_00703	1203.5553921425
UniClust90_70027-LICDFCHD_00703|unclassified	1203.5553921425
UniRef90_A0A285PVJ3	1203.5553921425
UniRef90_A0A285PVJ3|unclassified	1203.5553921425
UniRef90_A0A0P0LP45	1191.8703883353
UniRef90_A0A0P0LP45|unclassified	1191.8703883353
UniRef90_A0A377PHH7	1191.8703883353
UniRef90_A0A377PHH7|unclassified	1191.8703883353
UniRef90_A0A484VUW9	1191.8703883353
UniRef90_A0A484VUW9|unclassified	1191.8703883353
UniClust90_14239-BIDEHPAL_00615	1180.4100961397
UniClust90_14239-BIDEHPAL_00615|unclassified	1180.4100961397
UniClust90_47659-CIOPGBAP_01526	1174.7622009429
UniClust90_47659-CIOPGBAP_01526|unclassified	1174.7622009429
UniRef90_A0A376VN89	1174.7622009429
UniRef90_A0A376VN89|unclassified	1174.7622009429
UniRef90_UNK9224-CKKDHJFP_02160	1174.7622009429
UniRef90_UNK9224-CKKDHJFP_02160|unclassified	1174.7622009429
UniRef90_A0A0P0FK51	1172.5458806958
UniRef90_A0A0P0FK51|unclassified	1172.5458806958
UniClust90_41645-OLDIKHFM_01719	1169.1680952241
UniClust90_41645-OLDIKHFM_01719|unclassified	1169.1680952241
UniClust90_59551-EOMADNGN_01684	1169.1680952241
UniClust90_59551-EOMADNGN_01684|unclassified	1169.1680952241
UniRef90_K7ELG5	1166.3832426279
UniRef90_K7ELG5|unclassified	1166.3832426279
UniClust90_48024-CIEAFHLF_01655	1158.1382075333
UniClust90_48024-CIEAFHLF_01655|unclassified	1158.1382075333
UniRef90_A0A377K5R5	1152.7009389534
UniRef90_A0A377K5R5|unclassified	1152.7009389534
UniRef90_A0A379TDU0	1152.7009389534
UniRef90_A0A379TDU0|unclassified	1152.7009389534
UniClust90_5684-ALNMDGMH_01457	1147.3144859676
UniClust90_5684-ALNMDGMH_01457|unclassified	1147.3144859676
UniClust90_4758-NFALGMJJ_03997	1137.5942039734
UniClust90_4758-NFALGMJJ_03997|unclassified	1137.5942039734
UniRef90_A0A069RJB6	1136.6912036901
UniRef90_A0A069RJB6|unclassified	1136.6912036901
UniRef90_A0A379TGE1	1136.6912036901
UniRef90_A0A379TGE1|unclassified	1136.6912036901
UniRef90_A0A2X1MV68	1135.7906459727
UniRef90_A0A2X1MV68|unclassified	1135.7906459727
UniClust90_40800-APJMNIAA_00200	1131.4529953782
UniClust90_40800-APJMNIAA_00200|unclassified	1131.4529953782
UniClust90_5116-ACPOHPGP_00050	1116.0240908958
UniClust90_5116-ACPOHPGP_00050|unclassified	1116.0240908958
UniRef90_UNK1945-PKNPODCE_00513	1116.0240908958
UniRef90_UNK1945-PKNPODCE_00513|unclassified	1116.0240908958
UniRef90_K1TP65	1112.4319105183
UniRef90_K1TP65|unclassified	1112.4319105183
UniClust90_36211-MCDPJAJH_02610	1110.9742081315
UniClust90_36211-MCDPJAJH_02610|unclassified	1110.9742081315
UniClust90_71704-ENMIHDJD_00649	1110.9742081315
UniClust90_71704-ENMIHDJD_00649|unclassified	1110.9742081315
UniRef90_A0A3D8Z880	1110.9742081315
UniRef90_A0A3D8Z880|unclassified	1110.9742081315
UniClust90_41461-MEJGJBDB_00725	1105.9698198066
UniClust90_41461-MEJGJBDB_00725|unclassified	1105.9698198066
UniRef90_R0BUV5	1105.9698198066
UniRef90_R0BUV5|unclassified	1105.9698198066
UniRef90_A0A2X3FQ55	1101.0103138882
UniRef90_A0A2X3FQ55|unclassified	1101.0103138882
UniClust90_95311-GCPABDKD_00540	1091.2235555425
UniClust90_95311-GCPABDKD_00540|unclassified	1091.2235555425
UniRef90_A0A2K6T222	1077.4459062011
UniRef90_A0A2K6T222|unclassified	1077.4459062011
UniRef90_A0A2X1J003	1076.8653508643
UniRef90_A0A2X1J003|unclassified	1076.8653508643
UniRef90_D1NFR0	1072.9505737935
UniRef90_D1NFR0|unclassified	1072.9505737935
UniClust90_1507-LNPDEHAM_01681	1072.1628820833
UniClust90_1507-LNPDEHAM_01681|unclassified	1072.1628820833
UniRef90_H7C134	1068.5406981316
UniRef90_H7C134|unclassified	1068.5406981316
UniClust90_4476-CGIHPOAJ_00803	1062.8800865674
UniClust90_4476-CGIHPOAJ_00803|unclassified	1062.8800865674
UniRef90_A0A376VJR9	1062.8800865674
UniRef90_A0A376VJR9|unclassified	1062.8800865674
UniRef90_A0A379VRM6	1062.8800865674
UniRef90_A0A379VRM6|unclassified	1062.8800865674
UniRef90_A0A376ZXE6	1054.8616329933
UniRef90_A0A376ZXE6|unclassified	1054.8616329933
UniRef90_Q9P1S2	1052.6864799286
UniRef90_Q9P1S2|unclassified	1052.6864799286
UniRef90_A0A069XJ81	1035.9717299454
UniRef90_A0A069XJ81|unclassified	1035.9717299454
UniRef90_A0A376KTV3	1031.6189075507
UniRef90_A0A376KTV3|unclassified	1031.6189075507
UniRef90_UPI000932C5BF	1031.6189075507
UniRef90_UPI000932C5BF|unclassified	1031.6189075507
UniClust90_8327-PGEEFEKD_00775	1027.3025104480
UniClust90_8327-PGEEFEKD_00775|unclassified	1027.3025104480
UniRef90_A0A2X3K188	1023.0220833211
UniRef90_A0A2X3K188|unclassified	1023.0220833211
UniRef90_A0A2X1K8Y7	1018.7771784111
UniRef90_A0A2X1K8Y7|unclassified	1018.7771784111
UniClust90_41717-GDLMNDLL_00626	1014.5673553598
UniClust90_41717-GDLMNDLL_00626|unclassified	1014.5673553598
UniClust90_4741-EGAFIACF_04396	1014.5673553598
UniClust90_4741-EGAFIACF_04396|unclassified	1014.5673553598
UniRef90_A0A377KEY3	1006.2512294962
UniRef90_A0A377KEY3|unclassified	1006.2512294962
UniRef90_A0A376MPI6	1002.1440816207
UniRef90_A0A376MPI6|unclassified	1002.1440816207
UniRef90_A0A380ZLJ4	1002.1440816207
UniRef90_A0A380ZLJ4|unclassified	1002.1440816207
UniClust90_40964-EABBABAE_00666	994.0295546440
UniClust90_40964-EABBABAE_00666|unclassified	994.0295546440
UniClust90_12290-LMJGEGCL_02369	990.0213709559
UniClust90_12290-LMJGEGCL_02369|unclassified	990.0213709559
UniClust90_14020-NBLPKCMN_00891	990.0213709559
UniClust90_14020-NBLPKCMN_00891|unclassified	990.0213709559
UniClust90_4631-FGPCFHBK_00437	990.0213709559
UniClust90_4631-FGPCFHBK_00437|unclassified	990.0213709559
UniRef90_A0A376TQQ3	986.0453815143
UniRef90_A0A376TQQ3|unclassified	986.0453815143
UniRef90_A0A381IEM2	986.0453815143
UniRef90_A0A381IEM2|unclassified	986.0453815143
UniRef90_UNK4724-MMOCPKLD_04009	986.0453815143
UniRef90_UNK4724-MMOCPKLD_04009|unclassified	986.0453815143
UniRef90_A0A1C5NJW6	980.6172314489
UniRef90_A0A1C5NJW6|unclassified	980.6172314489
UniClust90_4701-AKABKHEA_01969	978.1884462035
UniClust90_4701-AKABKHEA_01969|unclassified	978.1884462035
UniRef90_A0A376W574	978.1884462035
UniRef90_A0A376W574|unclassified	978.1884462035
UniRef90_K8CJ07	978.1884462035
UniRef90_K8CJ07|unclassified	978.1884462035
UniClust90_4158-DBPONOCI_03296	974.3067460201
UniClust90_4158-DBPONOCI_03296|unclassified	974.3067460201
UniClust90_41652-OCBOLIPH_02734	966.6350393585
UniClust90_41652-OCBOLIPH_02734|unclassified	966.6350393585
UniRef90_UNK4762-DLMFBKGE_01698	966.6350393585
UniRef90_UNK4762-DLMFBKGE_01698|unclassified	966.6350393585
UniClust90_10057-CDJPDGCM_00168	962.8443137140
UniClust90_10057-CDJPDGCM_00168|unclassified	962.8443137140
UniClust90_42114-GGKGMCDL_02309	962.8443137140
UniClust90_42114-GGKGMCDL_02309|unclassified	962.8443137140
UniClust90_4363-KMIGPNPL_01770	955.3513618563
UniClust90_4363-KMIGPNPL_01770|unclassified	955.3513618563
UniRef90_H7C141	944.3595089960
UniRef90_H7C141|unclassified	944.3595089960
UniClust90_4673-BPIHABEK_01972	944.3280769118
UniClust90_4673-BPIHABEK_01972|unclassified	944.3280769118
UniClust90_4704-DAHGIKEE_02264	944.3280769118
UniClust90_4704-DAHGIKEE_02264|unclassified	944.3280769118
UniRef90_A0A2X1IN24	944.3280769118
UniRef90_A0A2X1IN24|unclassified	944.3280769118
UniRef90_A0A376TUU8	944.3280769118
UniRef90_A0A376TUU8|unclassified	944.3280769118
UniClust90_4758-HACMPMGC_04170	937.1194656377
UniClust90_4758-HACMPMGC_04170|unclassified	937.1194656377
UniClust90_43527-FCCCIPHA_01269	923.0274435980
UniClust90_43527-FCCCIPHA_01269|unclassified	923.0274435980
UniRef90_A0A0D9Y730	919.5704119740
UniRef90_A0A0D9Y730|unclassified	919.5704119740
UniRef90_F7K1K2	919.5704119740
UniRef90_F7K1K2|unclassified	919.5704119740
UniClust90_41588-CNGPDLHI_00281	916.1391790935
UniClust90_41588-CNGPDLHI_00281|unclassified	916.1391790935
UniClust90_4922-JLFMMGLE_00898	916.1391790935
UniClust90_4922-JLFMMGLE_00898|unclassified	916.1391790935
UniClust90_59839-GBEIAGNB_01581	912.7334572382
UniClust90_59839-GBEIAGNB_01581|unclassified	912.7334572382
UniRef90_Q8NCR0-2	911.7310913334
UniRef90_Q8NCR0-2|unclassified	911.7310913334
UniRef90_H0YL61	907.8706110610
UniRef90_H0YL61|unclassified	907.8706110610
UniRef90_E1IMV8	905.9974169633
UniRef90_E1IMV8|unclassified	905.9974169633
UniRef90_UNK7038-PJMFNPOK_00673	905.9974169633
UniRef90_UNK7038-PJMFNPOK_00673|unclassified	905.9974169633
UniClust90_4119-GLJLLHIG_01069	896.0777372156
UniClust90_4119-GLJLLHIG_01069|unclassified	896.0777372156
UniRef90_A0A381GRP4	896.0777372156
UniRef90_A0A381GRP4|unclassified	896.0777372156
UniRef90_UPI000D8DA532	895.5890899734
UniRef90_UPI000D8DA532|unclassified	895.5890899734
UniRef90_A0A173XE92	892.8192727166
UniRef90_A0A173XE92|unclassified	892.8192727166
UniRef90_A0A378BNI5	892.8192727166
UniRef90_A0A378BNI5|unclassified	892.8192727166
UniRef90_U2EG59	892.8192727166
UniRef90_U2EG59|unclassified	892.8192727166
UniRef90_B7BHE4	889.5844202792
UniRef90_B7BHE4|unclassified	889.5844202792
UniRef90_A0A3S2RT70	886.3729241771
UniRef90_A0A3S2RT70|unclassified	886.3729241771
UniRef90_A0A2X3KJ95	883.1845323636
UniRef90_A0A2X3KJ95|unclassified	883.1845323636
UniClust90_4809-EGGAKFFC_03690	873.7555160038
UniClust90_4809-EGGAKFFC_03690|unclassified	873.7555160038
UniClust90_31988-GOBHBNPI_07297	870.6570921882
UniClust90_31988-GOBHBNPI_07297|unclassified	870.6570921882
UniRef90_A0A376YCC5	867.5805653607
UniRef90_A0A376YCC5|unclassified	867.5805653607
UniRef90_A0A376TYJ5	864.5257042150
UniRef90_A0A376TYJ5|unclassified	864.5257042150
UniRef90_A0A173ZLB4	861.4922806915
UniRef90_A0A173ZLB4|unclassified	861.4922806915
UniClust90_21431-DJPMJFDN_00524	858.9395131245
UniClust90_21431-DJPMJFDN_00524|unclassified	858.9395131245
UniRef90_A0A0I1ZL48	855.4888501640
UniRef90_A0A0I1ZL48|unclassified	855.4888501640
UniRef90_A0A376ML55	855.4888501640
UniRef90_A0A376ML55|unclassified	855.4888501640
UniClust90_4960-MGLGDMJO_01487	852.5184027676
UniClust90_4960-MGLGDMJO_01487|unclassified	852.5184027676
UniRef90_A0A3S4GXP5	852.5184027676
UniRef90_A0A3S4GXP5|unclassified	852.5184027676
UniRef90_A0A0K5Z1C2	846.6389655071
UniRef90_A0A0K5Z1C2|unclassified	846.6389655071
UniRef90_A0A376Y1L1	843.7295532545
UniRef90_A0A376Y1L1|unclassified	843.7295532545
UniRef90_E1J3F2	843.7295532545
UniRef90_E1J3F2|unclassified	843.7295532545
UniClust90_59850-FIJLBCIM_01068	840.8400684831
UniClust90_59850-FIJLBCIM_01068|unclassified	840.8400684831
UniClust90_41705-FJADGNOM_01172	837.9703071572
UniClust90_41705-FJADGNOM_01172|unclassified	837.9703071572
UniRef90_J9GNZ0	837.9703071572
UniRef90_J9GNZ0|unclassified	837.9703071572
UniClust90_4989-MNONDMEB_04967	835.1200680172
UniClust90_4989-MNONDMEB_04967|unclassified	835.1200680172
UniRef90_A0A174PRK3	833.4321698698
UniRef90_A0A174PRK3|unclassified	833.4321698698
UniRef90_A0A377AWK7	832.2891525324
UniRef90_A0A377AWK7|unclassified	832.2891525324
UniRef90_UNK7040-NBJGHHBI_00826	832.2891525324
UniRef90_UNK7040-NBJGHHBI_00826|unclassified	832.2891525324
UniClust90_4602-PHFIHHNJ_01582	829.4773648550
UniClust90_4602-PHFIHHNJ_01582|unclassified	829.4773648550
UniRef90_A0A0P0GK50	829.4773648550
UniRef90_A0A0P0GK50|unclassified	829.4773648550
UniRef90_A0A484XZX8	829.4773648550
UniRef90_A0A484XZX8|unclassified	829.4773648550
UniClust90_1878-DLIFDGKC_02831	826.6845117746
UniClust90_1878-DLIFDGKC_02831|unclassified	826.6845117746
UniRef90_A0A2X1MRS3	826.6845117746
UniRef90_A0A2X1MRS3|unclassified	826.6845117746
UniRef90_A0A376MUB9	826.6845117746
UniRef90_A0A376MUB9|unclassified	826.6845117746
UniRef90_UNK20130-EMJNEFJB_00925	826.6845117746
UniRef90_UNK20130-EMJNEFJB_00925|unclassified	826.6845117746
UniClust90_47582-OEEDGEAA_00925	823.9104026747
UniClust90_47582-OEEDGEAA_00925|unclassified	823.9104026747
UniRef90_UNK4809-EGGAKFFC_01393	823.9104026747
UniRef90_UNK4809-EGGAKFFC_01393|unclassified	823.9104026747
UniRef90_A0A376LTY2	821.1548494885
UniRef90_A0A376LTY2|unclassified	821.1548494885
UniRef90_T1WEG6	820.3361800007
UniRef90_T1WEG6|unclassified	820.3361800007
UniRef90_Q13107-3	818.4968524613
UniRef90_Q13107-3|unclassified	818.4968524613
UniClust90_10194-GEGOOFBN_03485	818.4176666569
UniClust90_10194-GEGOOFBN_03485|unclassified	818.4176666569
