# Reaction HUMAnN v4.0.0.alpha.1	SRR7947171_1
2-OXOPENT-4-ENOATE-HYDRATASE-RXN|unclassified	2.8571428571
RXN-10381	2.8571428571
RXN-10381|unclassified	2.8571428571
RXN-20764	2.8571428571
RXN-20764|unclassified	2.8571428571
DXPREDISOM-RXN	2.8544295309
DXPREDISOM-RXN|unclassified	2.8544295309
3.4.21.89-RXN	2.8509442884
3.4.21.89-RXN|unclassified	2.8509442884
3.4.17.13-RXN	2.8491313385
3.4.17.13-RXN|unclassified	2.8491313385
RXN-16664	2.8491313385
RXN-16664|unclassified	2.8491313385
RXN0-5227	2.8491313385
RXN0-5227|unclassified	2.8491313385
RXN-14554	2.8490028490
RXN-14554|unclassified	2.8490028490
3.1.21.3-RXN	2.8330766254
3.1.21.3-RXN|unclassified	2.8330766254
DTDPGLUCDEHYDRAT-RXN	2.8242629690
DTDPGLUCDEHYDRAT-RXN|unclassified	2.8242629690
GALACTUROISOM-RXN	2.8089887640
GALACTUROISOM-RXN|unclassified	2.8089887640
GLUCUROISOM-RXN	2.8089887640
GLUCUROISOM-RXN|unclassified	2.8089887640
6PFRUCTPHOS-RXN	2.7829248209
6PFRUCTPHOS-RXN|unclassified	2.7829248209
RXN-12402	2.7777777778
RXN-12402|unclassified	2.7777777778
RXN0-5001	2.7777777778
RXN0-5001|unclassified	2.7777777778
PHOSPHOLIPASE-A2-RXN	2.7624309392
PHOSPHOLIPASE-A2-RXN|unclassified	2.7624309392
RXN-15065	2.7624309392
RXN-15065|unclassified	2.7624309392
RXN-15067	2.7624309392
RXN-15067|unclassified	2.7624309392
RXN-15068	2.7624309392
RXN-15068|unclassified	2.7624309392
RXN-16138	2.7624309392
RXN-16138|unclassified	2.7624309392
RXN-16139	2.7624309392
RXN-16139|unclassified	2.7624309392
RXN-17735	2.7624309392
RXN-17735|unclassified	2.7624309392
RXN-17736	2.7624309392
RXN-17736|unclassified	2.7624309392
RXN-20543	2.7624309392
RXN-20543|unclassified	2.7624309392
RXN-20546	2.7624309392
RXN-20546|unclassified	2.7624309392
RXN-20548	2.7624309392
RXN-20548|unclassified	2.7624309392
RXN-20552	2.7624309392
RXN-20552|unclassified	2.7624309392
RXN-20554	2.7624309392
RXN-20554|unclassified	2.7624309392
RXN-20555	2.7624309392
RXN-20555|unclassified	2.7624309392
RXN-20558	2.7624309392
RXN-20558|unclassified	2.7624309392
RXN-20561	2.7624309392
RXN-20561|unclassified	2.7624309392
RXN-20562	2.7624309392
RXN-20562|unclassified	2.7624309392
RXN0-6725	2.7624309392
RXN0-6725|unclassified	2.7624309392
ADENPRIBOSYLTRAN-RXN	2.7548209366
ADENPRIBOSYLTRAN-RXN|unclassified	2.7548209366
RXN-14270	2.7548209366
RXN-14270|unclassified	2.7548209366
1.7.2.2-RXN	2.7545708584
1.7.2.2-RXN|unclassified	2.7545708584
RXN-18605	2.7545708584
RXN-18605|unclassified	2.7545708584
2.4.1.211-RXN	2.7472527473
2.4.1.211-RXN|unclassified	2.7472527473
ABC-34-RXN	2.7397260274
ABC-34-RXN|unclassified	2.7397260274
TRANS-RXN0-573	2.7397260274
TRANS-RXN0-573|unclassified	2.7397260274
DIHYDROXYISOVALDEHYDRAT-RXN	2.7258376529
DIHYDROXYISOVALDEHYDRAT-RXN|unclassified	2.7258376529
DIHYDROXYMETVALDEHYDRAT-RXN	2.7258376529
DIHYDROXYMETVALDEHYDRAT-RXN|unclassified	2.7258376529
FPPSYN-RXN	2.7170840251
FPPSYN-RXN|unclassified	2.7170840251
3.4.24.55-RXN	2.7131023959
3.4.24.55-RXN|unclassified	2.7131023959
1.12.1.3-RXN	2.7100271003
1.12.1.3-RXN|unclassified	2.7100271003
HYDROGEN-DEHYDROGENASE-RXN	2.7100271003
HYDROGEN-DEHYDROGENASE-RXN|unclassified	2.7100271003
TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN	2.7040816327
TRNA-PSEUDOURIDINE-SYNTHASE-I-RXN|unclassified	2.7040816327
ADENYL-KIN-RXN	2.6936272489
ADENYL-KIN-RXN|unclassified	2.6936272489
3.1.2.23-RXN	2.6385224274
3.1.2.23-RXN|unclassified	2.6385224274
CELLOBIOSE-EPIMERASE-RXN	2.6264936420
CELLOBIOSE-EPIMERASE-RXN|unclassified	2.6264936420
RXN-15344	2.6264936420
RXN-15344|unclassified	2.6264936420
RXN-15709	2.6264936420
RXN-15709|unclassified	2.6264936420
KDUD-RXN	2.6066719963
KDUD-RXN|unclassified	2.6066719963
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	2.5656450107
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN|unclassified	2.5656450107
4.2.1.58-RXN	2.5656450107
4.2.1.58-RXN|unclassified	2.5656450107
4.2.1.59-RXN	2.5656450107
4.2.1.59-RXN|unclassified	2.5656450107
4.2.1.61-RXN	2.5656450107
4.2.1.61-RXN|unclassified	2.5656450107
RXN-10656	2.5656450107
RXN-10656|unclassified	2.5656450107
RXN-10660	2.5656450107
RXN-10660|unclassified	2.5656450107
RXN-11477	2.5656450107
RXN-11477|unclassified	2.5656450107
RXN-11481	2.5656450107
RXN-11481|unclassified	2.5656450107
RXN-13009	2.5656450107
RXN-13009|unclassified	2.5656450107
RXN-16619	2.5656450107
RXN-16619|unclassified	2.5656450107
RXN-16623	2.5656450107
RXN-16623|unclassified	2.5656450107
RXN-16627	2.5656450107
RXN-16627|unclassified	2.5656450107
RXN-16631	2.5656450107
RXN-16631|unclassified	2.5656450107
RXN-21615	2.5656450107
RXN-21615|unclassified	2.5656450107
RXN-21619	2.5656450107
RXN-21619|unclassified	2.5656450107
RXN-21623	2.5656450107
RXN-21623|unclassified	2.5656450107
RXN-21627	2.5656450107
RXN-21627|unclassified	2.5656450107
RXN-21632	2.5656450107
RXN-21632|unclassified	2.5656450107
RXN-21636	2.5656450107
RXN-21636|unclassified	2.5656450107
RXN-21646	2.5656450107
RXN-21646|unclassified	2.5656450107
RXN-21651	2.5656450107
RXN-21651|unclassified	2.5656450107
RXN-21656	2.5656450107
RXN-21656|unclassified	2.5656450107
RXN-21661	2.5656450107
RXN-21661|unclassified	2.5656450107
RXN-21666	2.5656450107
RXN-21666|unclassified	2.5656450107
RXN-21671	2.5656450107
RXN-21671|unclassified	2.5656450107
RXN-21677	2.5656450107
RXN-21677|unclassified	2.5656450107
RXN-21682	2.5656450107
RXN-21682|unclassified	2.5656450107
RXN-21687	2.5656450107
RXN-21687|unclassified	2.5656450107
RXN-21692	2.5656450107
RXN-21692|unclassified	2.5656450107
RXN-21698	2.5656450107
RXN-21698|unclassified	2.5656450107
RXN-21703	2.5656450107
RXN-21703|unclassified	2.5656450107
RXN-9520	2.5656450107
RXN-9520|unclassified	2.5656450107
RXN-9533	2.5656450107
RXN-9533|unclassified	2.5656450107
RXN-9537	2.5656450107
RXN-9537|unclassified	2.5656450107
RXN-9557	2.5656450107
RXN-9557|unclassified	2.5656450107
RXN-9634	2.5656450107
RXN-9634|unclassified	2.5656450107
RXN-9655	2.5656450107
RXN-9655|unclassified	2.5656450107
RXN0-2144	2.5656450107
RXN0-2144|unclassified	2.5656450107
RXN1G-320	2.5656450107
RXN1G-320|unclassified	2.5656450107
3-DEHYDRO-L-GULONATE-2-DEHYDROGENASE-RXN	2.5495741828
3-DEHYDRO-L-GULONATE-2-DEHYDROGENASE-RXN|unclassified	2.5495741828
RXN0-703	2.5495741828
RXN0-703|unclassified	2.5495741828
HISTAMINOTRANS-RXN	2.5488109673
HISTAMINOTRANS-RXN|unclassified	2.5488109673
ASNSYNA-RXN	2.5392528861
ASNSYNA-RXN|unclassified	2.5392528861
RXN-14326	2.5195671041
RXN-14326|unclassified	2.5195671041
5.3.1.17-RXN	2.5087491282
5.3.1.17-RXN|unclassified	2.5087491282
3.1.4.14-RXN	2.5062656642
3.1.4.14-RXN|unclassified	2.5062656642
DHLAXANAU-RXN	2.4937655860
DHLAXANAU-RXN|unclassified	2.4937655860
HALOALKANE-DEHALOGENASE-RXN	2.4937655860
HALOALKANE-DEHALOGENASE-RXN|unclassified	2.4937655860
LINB1-RXN	2.4937655860
LINB1-RXN|unclassified	2.4937655860
LINB2-RXN	2.4937655860
LINB2-RXN|unclassified	2.4937655860
RXN-19740	2.4937655860
RXN-19740|unclassified	2.4937655860
AGMATINE-DEIMINASE-RXN	2.4884690602
AGMATINE-DEIMINASE-RXN|unclassified	2.4884690602
3.1.11.2-RXN	2.4775204793
3.1.11.2-RXN|unclassified	2.4775204793
RXN-13202	2.4691358025
RXN-13202|unclassified	2.4691358025
RXN-13997	2.4691358025
RXN-13997|unclassified	2.4691358025
PREPHENATEDEHYDROG-RXN	2.4643920566
PREPHENATEDEHYDROG-RXN|unclassified	2.4643920566
RXN0-6274	2.4600246002
RXN0-6274|unclassified	2.4600246002
3.4.21.107-RXN	2.4369348127
3.4.21.107-RXN|unclassified	2.4369348127
ETHAMLY-RXN	2.4335730896
ETHAMLY-RXN|unclassified	2.4335730896
RIBOSYLPYRIMIDINE-NUCLEOSIDASE-RXN	2.4302446152
RIBOSYLPYRIMIDINE-NUCLEOSIDASE-RXN|unclassified	2.4302446152
RXN0-1483	2.4271844660
RXN0-1483|unclassified	2.4271844660
TRIPHOSPHATASE-RXN	2.4264895505
TRIPHOSPHATASE-RXN|unclassified	2.4264895505
RXN-12610	2.4213075061
RXN-12610|unclassified	2.4213075061
RXN-12611	2.4213075061
RXN-12611|unclassified	2.4213075061
THI-P-SYN-RXN	2.4213075061
THI-P-SYN-RXN|unclassified	2.4213075061
PANTOATE-BETA-ALANINE-LIG-RXN	2.4096385542
PANTOATE-BETA-ALANINE-LIG-RXN|unclassified	2.4096385542
RXN-18590	2.4096385542
RXN-18590|unclassified	2.4096385542
2.4.1.129-RXN	2.4060249501
2.4.1.129-RXN|unclassified	2.4060249501
RXN-11291	2.4060249501
RXN-11291|unclassified	2.4060249501
RXN-11348	2.4060249501
RXN-11348|unclassified	2.4060249501
RXN-11350	2.4060249501
RXN-11350|unclassified	2.4060249501
RXN-14712	2.4060249501
RXN-14712|unclassified	2.4060249501
RXN-15521	2.4060249501
RXN-15521|unclassified	2.4060249501
RXN-16650	2.4060249501
RXN-16650|unclassified	2.4060249501
PROLINE--TRNA-LIGASE-RXN	2.3640661939
PROLINE--TRNA-LIGASE-RXN|unclassified	2.3640661939
RXN-9489	2.3640661939
RXN-9489|unclassified	2.3640661939
RXN-9490	2.3640661939
RXN-9490|unclassified	2.3640661939
RXN-9491	2.3640661939
RXN-9491|unclassified	2.3640661939
3.4.21.105-RXN	2.3629373213
3.4.21.105-RXN|unclassified	2.3629373213
2.7.3.9-RXN	2.3325516500
2.7.3.9-RXN|unclassified	2.3325516500
TRYPTOPHAN-RXN	2.3300194078
TRYPTOPHAN-RXN|unclassified	2.3300194078
BRANCHED-CHAINAMINOTRANSFERILEU-RXN	2.3148148148
BRANCHED-CHAINAMINOTRANSFERILEU-RXN|unclassified	2.3148148148
BRANCHED-CHAINAMINOTRANSFERVAL-RXN	2.3148148148
BRANCHED-CHAINAMINOTRANSFERVAL-RXN|unclassified	2.3148148148
R15-RXN	2.3148148148
R15-RXN|unclassified	2.3148148148
RXN-14147	2.3148148148
RXN-14147|unclassified	2.3148148148
GDPPYPHOSKIN-RXN	2.3124426515
GDPPYPHOSKIN-RXN|unclassified	2.3124426515
GTPPYPHOSKIN-RXN	2.3124426515
GTPPYPHOSKIN-RXN|unclassified	2.3124426515
HYDROXYLAMINE-REDUCTASE-RXN	2.3115991016
HYDROXYLAMINE-REDUCTASE-RXN|unclassified	2.3115991016
RXN0-743	2.3047473186
RXN0-743|unclassified	2.3047473186
HOMSUCTRAN-RXN	2.2988505747
HOMSUCTRAN-RXN|unclassified	2.2988505747
LYSYLTRANSFERASE-RXN	2.2923908388
LYSYLTRANSFERASE-RXN|unclassified	2.2923908388
MALATE-DEH-RXN	2.2849441342
MALATE-DEH-RXN|unclassified	2.2849441342
GLYCERONE-KINASE-RXN	2.2831050228
GLYCERONE-KINASE-RXN|unclassified	2.2831050228
ALDOSE-1-EPIMERASE-RXN	2.2779043280
ALDOSE-1-EPIMERASE-RXN|unclassified	2.2779043280
ALDOSE1EPIM-RXN	2.2779043280
ALDOSE1EPIM-RXN|unclassified	2.2779043280
CHORPYRLY-RXN	2.2779043280
CHORPYRLY-RXN|unclassified	2.2779043280
HIPPURATE-HYDROLASE-RXN	2.2704873602
HIPPURATE-HYDROLASE-RXN|unclassified	2.2704873602
TRANS-RXN-156	2.2542688307
TRANS-RXN-156|unclassified	2.2542688307
GDP-MANNOSE-6-DEHYDROGENASE-RXN	2.2371364653
GDP-MANNOSE-6-DEHYDROGENASE-RXN|unclassified	2.2371364653
RXN-19932	2.2321428571
RXN-19932|unclassified	2.2321428571
RXN-19933	2.2321428571
RXN-19933|unclassified	2.2321428571
ACETYLSEROTONIN-O-METHYLTRANSFERASE-RXN	2.2302762389
ACETYLSEROTONIN-O-METHYLTRANSFERASE-RXN|unclassified	2.2302762389
FUMHYDR-RXN	2.2075055188
FUMHYDR-RXN|unclassified	2.2075055188
RXN-12894	2.2075055188
RXN-12894|unclassified	2.2075055188
RXN-12895	2.2075055188
RXN-12895|unclassified	2.2075055188
TRANS-RXN-194	2.1931075122
TRANS-RXN-194|unclassified	2.1931075122
ADENYLYLSULFKIN-RXN	2.1881838074
ADENYLYLSULFKIN-RXN|unclassified	2.1881838074
PEPDEPHOS-RXN	2.1854425967
PEPDEPHOS-RXN|unclassified	2.1854425967
RXN-14117	2.1854425967
RXN-14117|unclassified	2.1854425967
RXN-14192	2.1854425967
RXN-14192|unclassified	2.1854425967
RXN-14207	2.1854425967
RXN-14207|unclassified	2.1854425967
DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN	2.1705590691
DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN|unclassified	2.1705590691
RXN-19025	2.1705590691
RXN-19025|unclassified	2.1705590691
RXN-19026	2.1705590691
RXN-19026|unclassified	2.1705590691
RXN-19242	2.1705590691
RXN-19242|unclassified	2.1705590691
RXN-19243	2.1705590691
RXN-19243|unclassified	2.1705590691
RXN-19244	2.1705590691
RXN-19244|unclassified	2.1705590691
RXN-19245	2.1705590691
RXN-19245|unclassified	2.1705590691
RXN-19246	2.1705590691
RXN-19246|unclassified	2.1705590691
RXN-19247	2.1705590691
RXN-19247|unclassified	2.1705590691
RXN-19248	2.1705590691
RXN-19248|unclassified	2.1705590691
RXN-20897	2.1705590691
RXN-20897|unclassified	2.1705590691
PANTEPADENYLYLTRAN-RXN	2.1645021645
PANTEPADENYLYLTRAN-RXN|unclassified	2.1645021645
RXN-15087	2.1447303967
RXN-15087|unclassified	2.1447303967
RXN-15162	2.1447303967
RXN-15162|unclassified	2.1447303967
RXN-15164	2.1447303967
RXN-15164|unclassified	2.1447303967
RXN-15165	2.1447303967
RXN-15165|unclassified	2.1447303967
TRANS-RXN-165	2.1447303967
TRANS-RXN-165|unclassified	2.1447303967
TRANS-RXN-167A	2.1447303967
TRANS-RXN-167A|unclassified	2.1447303967
ARGININE--TRNA-LIGASE-RXN	2.1414039175
ARGININE--TRNA-LIGASE-RXN|unclassified	2.1414039175
4.1.2.29-RXN	2.1413276231
4.1.2.29-RXN|unclassified	2.1413276231
ALPHAGALACTOSID-RXN	2.1132199996
ALPHAGALACTOSID-RXN|unclassified	2.1132199996
RXN-11501	2.1132199996
RXN-11501|unclassified	2.1132199996
RXN-12088	2.1132199996
RXN-12088|unclassified	2.1132199996
RXN-17830	2.1132199996
RXN-17830|unclassified	2.1132199996
4.2.2.15-RXN	2.1042062653
4.2.2.15-RXN|unclassified	2.1042062653
PHOSGLYPHOS-RXN	2.1008403361
PHOSGLYPHOS-RXN|unclassified	2.1008403361
GLUCONATE-5-DEHYDROGENASE-RXN	2.0995314992
GLUCONATE-5-DEHYDROGENASE-RXN|unclassified	2.0995314992
RXN0-7316	2.0746887967
RXN0-7316|unclassified	2.0746887967
RXN0-6512	2.0703933747
RXN0-6512|unclassified	2.0703933747
RXN-17809	2.0694230440
RXN-17809|unclassified	2.0694230440
FMNREDUCT-RXN	2.0576131687
FMNREDUCT-RXN|unclassified	2.0576131687
TRYPSYN-RXN	2.0539448731
TRYPSYN-RXN|unclassified	2.0539448731
IMPCYCLOHYDROLASE-RXN	2.0447320551
IMPCYCLOHYDROLASE-RXN|unclassified	2.0447320551
CHORISMATEMUT-RXN	2.0437498558
CHORISMATEMUT-RXN|unclassified	2.0437498558
RXN0-2161	2.0309982977
RXN0-2161|unclassified	2.0309982977
SERINE--TRNA-LIGASE-RXN	2.0309982977
SERINE--TRNA-LIGASE-RXN|unclassified	2.0309982977
4.1.2.20-RXN	2.0299446165
4.1.2.20-RXN|unclassified	2.0299446165
KDGALDOL-RXN	2.0299446165
KDGALDOL-RXN|unclassified	2.0299446165
PGPPHOSPHA-RXN	2.0202020202
PGPPHOSPHA-RXN|unclassified	2.0202020202
RXN-13313	2.0202020202
RXN-13313|unclassified	2.0202020202
KDO-8PPHOSPHAT-RXN	2.0080321285
KDO-8PPHOSPHAT-RXN|unclassified	2.0080321285
PSERPHOSPHA-RXN	2.0080321285
PSERPHOSPHA-RXN|unclassified	2.0080321285
RXN-21564	2.0080321285
RXN-21564|unclassified	2.0080321285
RXN0-5114	2.0080321285
RXN0-5114|unclassified	2.0080321285
RXN0-6254	2.0080321285
RXN0-6254|unclassified	2.0080321285
2.1.1.77-RXN	1.9841269841
2.1.1.77-RXN|unclassified	1.9841269841
DEPHOSPHOCOAKIN-RXN	1.9801980198
DEPHOSPHOCOAKIN-RXN|unclassified	1.9801980198
RXN0-4022	1.9460574825
RXN0-4022|unclassified	1.9460574825
RXN-15878	1.9455252918
RXN-15878|unclassified	1.9455252918
3.2.1.99-RXN	1.9417982419
3.2.1.99-RXN|unclassified	1.9417982419
PSERTRANSAM-RXN	1.9305019305
PSERTRANSAM-RXN|unclassified	1.9305019305
PSERTRANSAMPYR-RXN	1.9305019305
PSERTRANSAMPYR-RXN|unclassified	1.9305019305
RXN-18601	1.9230769231
RXN-18601|unclassified	1.9230769231
ORNITHINE--OXO-ACID-AMINOTRANSFERASE-RXN	1.9120458891
ORNITHINE--OXO-ACID-AMINOTRANSFERASE-RXN|unclassified	1.9120458891
ORNITHINE-GLU-AMINOTRANSFERASE-RXN	1.9120458891
ORNITHINE-GLU-AMINOTRANSFERASE-RXN|unclassified	1.9120458891
RXN-11839	1.9120458891
RXN-11839|unclassified	1.9120458891
2-METHYLCITRATE-SYNTHASE-RXN	1.9098118172
2-METHYLCITRATE-SYNTHASE-RXN|unclassified	1.9098118172
AKBLIG-RXN	1.8927173399
AKBLIG-RXN|unclassified	1.8927173399
ARYL-SULFOTRANSFERASE-RXN	1.8903591682
ARYL-SULFOTRANSFERASE-RXN|unclassified	1.8903591682
RXN-10614	1.8903591682
RXN-10614|unclassified	1.8903591682
RXN-10615	1.8903591682
RXN-10615|unclassified	1.8903591682
RXN-10777	1.8903591682
RXN-10777|unclassified	1.8903591682
RXN-10782	1.8903591682
RXN-10782|unclassified	1.8903591682
RXN-11058	1.8903591682
RXN-11058|unclassified	1.8903591682
RXN-11059	1.8903591682
RXN-11059|unclassified	1.8903591682
RXN-15587	1.8903591682
RXN-15587|unclassified	1.8903591682
RXN-15588	1.8903591682
RXN-15588|unclassified	1.8903591682
RXN-15589	1.8903591682
RXN-15589|unclassified	1.8903591682
RXN6666-9	1.8903591682
RXN6666-9|unclassified	1.8903591682
GLUTCYSLIG-RXN	1.8852679774
GLUTCYSLIG-RXN|unclassified	1.8852679774
RXN-20400	1.8852679774
RXN-20400|unclassified	1.8852679774
RXN-20406	1.8852679774
RXN-20406|unclassified	1.8852679774
TRANS-HEXAPRENYLTRANSTRANSFERASE-RXN	1.8832391714
TRANS-HEXAPRENYLTRANSTRANSFERASE-RXN|unclassified	1.8832391714
METHIONINE--TRNA-LIGASE-RXN	1.8683188621
METHIONINE--TRNA-LIGASE-RXN|unclassified	1.8683188621
RXN-16165	1.8683188621
RXN-16165|unclassified	1.8683188621
PHOSPHOGLUCMUT-RXN	1.8552875696
PHOSPHOGLUCMUT-RXN|unclassified	1.8552875696
RXN-17630	1.8518518519
RXN-17630|unclassified	1.8518518519
RXN-17632	1.8518518519
RXN-17632|unclassified	1.8518518519
RXN-17634	1.8518518519
RXN-17634|unclassified	1.8518518519
3.1.21.2-RXN	1.8484288355
3.1.21.2-RXN|unclassified	1.8484288355
PTAALT-RXN	1.8484288355
PTAALT-RXN|unclassified	1.8484288355
RXN-14950	1.8214936248
RXN-14950|unclassified	1.8214936248
RXN-14957	1.8214936248
RXN-14957|unclassified	1.8214936248
RXN-14959	1.8214936248
RXN-14959|unclassified	1.8214936248
RXN0-949	1.8214936248
RXN0-949|unclassified	1.8214936248
3.1.2.14-RXN	1.8018018018
3.1.2.14-RXN|unclassified	1.8018018018
LYSOPHOSPHOLIPASE-RXN	1.8018018018
LYSOPHOSPHOLIPASE-RXN|unclassified	1.8018018018
PALMITOYL-COA-HYDROLASE-RXN	1.8018018018
PALMITOYL-COA-HYDROLASE-RXN|unclassified	1.8018018018
RXN-10727	1.8018018018
RXN-10727|unclassified	1.8018018018
RXN-12973	1.8018018018
RXN-12973|unclassified	1.8018018018
RXN-13011	1.8018018018
RXN-13011|unclassified	1.8018018018
RXN-13430	1.8018018018
RXN-13430|unclassified	1.8018018018
RXN-13435	1.8018018018
RXN-13435|unclassified	1.8018018018
RXN-15035	1.8018018018
RXN-15035|unclassified	1.8018018018
RXN-16063	1.8018018018
RXN-16063|unclassified	1.8018018018
RXN-16225	1.8018018018
RXN-16225|unclassified	1.8018018018
RXN-16395	1.8018018018
RXN-16395|unclassified	1.8018018018
RXN-17108	1.8018018018
RXN-17108|unclassified	1.8018018018
RXN-19311	1.8018018018
RXN-19311|unclassified	1.8018018018
RXN-19312	1.8018018018
RXN-19312|unclassified	1.8018018018
RXN-21069	1.8018018018
RXN-21069|unclassified	1.8018018018
RXN-21638	1.8018018018
RXN-21638|unclassified	1.8018018018
RXN-21675	1.8018018018
RXN-21675|unclassified	1.8018018018
RXN-21706	1.8018018018
RXN-21706|unclassified	1.8018018018
RXN-21714	1.8018018018
RXN-21714|unclassified	1.8018018018
RXN-21715	1.8018018018
RXN-21715|unclassified	1.8018018018
RXN-21716	1.8018018018
RXN-21716|unclassified	1.8018018018
RXN-7902	1.8018018018
RXN-7902|unclassified	1.8018018018
RXN-9548	1.8018018018
RXN-9548|unclassified	1.8018018018
RXN-9549	1.8018018018
RXN-9549|unclassified	1.8018018018
RXN-9550	1.8018018018
RXN-9550|unclassified	1.8018018018
RXN-9551	1.8018018018
RXN-9551|unclassified	1.8018018018
RXN-9555	1.8018018018
RXN-9555|unclassified	1.8018018018
RXN-9624	1.8018018018
RXN-9624|unclassified	1.8018018018
RXN-9626	1.8018018018
RXN-9626|unclassified	1.8018018018
RXN-9627	1.8018018018
RXN-9627|unclassified	1.8018018018
RXN-9628	1.8018018018
RXN-9628|unclassified	1.8018018018
RXN-9629	1.8018018018
RXN-9629|unclassified	1.8018018018
RXN-9666	1.8018018018
RXN-9666|unclassified	1.8018018018
RXN66-643	1.8018018018
RXN66-643|unclassified	1.8018018018
THIOESTER-RXN	1.8018018018
THIOESTER-RXN|unclassified	1.8018018018
3.2.1.55-RXN	1.7958507252
3.2.1.55-RXN|unclassified	1.7958507252
RXN-19757	1.7958507252
RXN-19757|unclassified	1.7958507252
RXN-19758	1.7958507252
RXN-19758|unclassified	1.7958507252
RXN-19769	1.7958507252
RXN-19769|unclassified	1.7958507252
R601-RXN	1.7753824567
R601-RXN|unclassified	1.7753824567
RXN-14963	1.7753824567
RXN-14963|unclassified	1.7753824567
RXN-14970	1.7753824567
RXN-14970|unclassified	1.7753824567
RXN-21414	1.7753824567
RXN-21414|unclassified	1.7753824567
4OH2OXOGLUTARALDOL-RXN	1.7730496454
4OH2OXOGLUTARALDOL-RXN|unclassified	1.7730496454
UROGENIIISYN-RXN	1.7662073721
UROGENIIISYN-RXN|unclassified	1.7662073721
DARAB5PISOM-RXN	1.7652374424
DARAB5PISOM-RXN|unclassified	1.7652374424
RNA-DIRECTED-RNA-POLYMERASE-RXN	1.7641074348
RNA-DIRECTED-RNA-POLYMERASE-RXN|unclassified	1.7641074348
TRNA-CYTIDYLYLTRANSFERASE-RXN	1.7605633803
TRNA-CYTIDYLYLTRANSFERASE-RXN|unclassified	1.7605633803
HISTCYCLOHYD-RXN	1.7574692443
HISTCYCLOHYD-RXN|unclassified	1.7574692443
UDP-NACMURALA-GLU-LIG-RXN	1.7452006981
UDP-NACMURALA-GLU-LIG-RXN|unclassified	1.7452006981
PYROGLUTAMYL-PEPTIDASE-I-RXN	1.7421602787
PYROGLUTAMYL-PEPTIDASE-I-RXN|unclassified	1.7421602787
RXN-11591	1.7301038062
RXN-11591|unclassified	1.7301038062
RXN0-6366	1.7251798137
RXN0-6366|unclassified	1.7251798137
RIBOSYLHOMOCYSTEINASE-RXN	1.7182130584
RIBOSYLHOMOCYSTEINASE-RXN|unclassified	1.7182130584
DCYSDESULF-RXN	1.7031355741
DCYSDESULF-RXN|unclassified	1.7031355741
3.4.14.12-RXN	1.7029113157
3.4.14.12-RXN|unclassified	1.7029113157
3.1.1.64-RXN	1.7006802721
3.1.1.64-RXN|unclassified	1.7006802721
CARBOXYLESTERASE-RXN	1.7006802721
CARBOXYLESTERASE-RXN|unclassified	1.7006802721
RETINYL-PALMITATE-ESTERASE-RXN	1.7006802721
RETINYL-PALMITATE-ESTERASE-RXN|unclassified	1.7006802721
RXN-10711	1.7006802721
RXN-10711|unclassified	1.7006802721
RXN-10767	1.7006802721
RXN-10767|unclassified	1.7006802721
RXN-12252	1.7006802721
RXN-12252|unclassified	1.7006802721
RXN-12575	1.7006802721
RXN-12575|unclassified	1.7006802721
RXN18C3-61	1.7006802721
RXN18C3-61|unclassified	1.7006802721
RXNQT-4366	1.7006802721
RXNQT-4366|unclassified	1.7006802721
GLUTRACE-RXN	1.6977928693
GLUTRACE-RXN|unclassified	1.6977928693
3-OXOADIPATE-ENOL-LACTONASE-RXN	1.6944382355
3-OXOADIPATE-ENOL-LACTONASE-RXN|unclassified	1.6944382355
RXN-10083	1.6944382355
RXN-10083|unclassified	1.6944382355
THIAMIN-PYROPHOSPHOKINASE-RXN	1.6920473773
THIAMIN-PYROPHOSPHOKINASE-RXN|unclassified	1.6920473773
RXN-16001	1.6891891892
RXN-16001|unclassified	1.6891891892
THREDEHYD-RXN	1.6778523490
THREDEHYD-RXN|unclassified	1.6778523490
4.3.1.17-RXN	1.6638935108
4.3.1.17-RXN|unclassified	1.6638935108
HOMOCYSMETB12-RXN	1.6638935108
HOMOCYSMETB12-RXN|unclassified	1.6638935108
ISPH2-RXN	1.6638935108
ISPH2-RXN|unclassified	1.6638935108
PHOSICITDEHASE-RXN	1.6638935108
PHOSICITDEHASE-RXN|unclassified	1.6638935108
RXN0-884	1.6638935108
RXN0-884|unclassified	1.6638935108
D-ARGINASE-RXN	1.6572889870
D-ARGINASE-RXN|unclassified	1.6572889870
TRANS-RXN-236	1.6549670924
TRANS-RXN-236|unclassified	1.6549670924
GLYCOLALDREDUCT-RXN	1.6528925620
GLYCOLALDREDUCT-RXN|unclassified	1.6528925620
LACTALDREDUCT-RXN	1.6528925620
LACTALDREDUCT-RXN|unclassified	1.6528925620
RXN-8641	1.6528925620
RXN-8641|unclassified	1.6528925620
PANTOTHENATE-KIN-RXN	1.6474464580
PANTOTHENATE-KIN-RXN|unclassified	1.6474464580
1.13.11.16-RXN	1.6422912182
1.13.11.16-RXN|unclassified	1.6422912182
RXN-12073	1.6422912182
RXN-12073|unclassified	1.6422912182
