# Reaction HUMAnN v4.0.0.alpha.1	SRR7947171_1
NUCLEOSIDE-TRIPHOSPHATASE-RXN|unclassified	5.1504949663
RXN-12195	5.1504949663
RXN-12195|unclassified	5.1504949663
RXN-12196	5.1504949663
RXN-12196|unclassified	5.1504949663
2.7.7.8-RXN	5.1162166445
2.7.7.8-RXN|unclassified	5.1162166445
UDP-NACMUR-ALA-LIG-RXN	5.1105548602
UDP-NACMUR-ALA-LIG-RXN|unclassified	5.1105548602
ARGSUCCINLYA-RXN	5.0714060439
ARGSUCCINLYA-RXN|unclassified	5.0714060439
RXN-22	5.0714060439
RXN-22|unclassified	5.0714060439
HISTPRATPHYD-RXN	5.0577992773
HISTPRATPHYD-RXN|unclassified	5.0577992773
GLUTATHIONE-REDUCT-NADPH-RXN	5.0396833671
GLUTATHIONE-REDUCT-NADPH-RXN|unclassified	5.0396833671
UREA-CARBOXYLASE-RXN	5.0371026227
UREA-CARBOXYLASE-RXN|unclassified	5.0371026227
KETOGLUTREDUCT-RXN	5.0251256281
KETOGLUTREDUCT-RXN|unclassified	5.0251256281
PGLYCDEHYDROG-RXN	5.0251256281
PGLYCDEHYDROG-RXN|unclassified	5.0251256281
RXN-16701	5.0251256281
RXN-16701|unclassified	5.0251256281
DTDPDEHYRHAMREDUCT-RXN	5.0246710846
DTDPDEHYRHAMREDUCT-RXN|unclassified	5.0246710846
ABC-16-RXN	5.0041577572
ABC-16-RXN|unclassified	5.0041577572
TRANS-RXN0-503	5.0041577572
TRANS-RXN0-503|unclassified	5.0041577572
TRANS-RXN0-504	5.0041577572
TRANS-RXN0-504|unclassified	5.0041577572
ACID-PHOSPHATASE-RXN	5.0000000000
ACID-PHOSPHATASE-RXN|unclassified	5.0000000000
2.1.1.72-RXN	4.9749934193
2.1.1.72-RXN|unclassified	4.9749934193
RXN-11586	4.9631331560
RXN-11586|unclassified	4.9631331560
ACETOLACTSYN-RXN	4.9503307595
ACETOLACTSYN-RXN|unclassified	4.9503307595
ACETOOHBUTSYN-RXN	4.9503307595
ACETOOHBUTSYN-RXN|unclassified	4.9503307595
RXN-15513	4.9347158218
RXN-15513|unclassified	4.9347158218
RXN0-5329	4.9236352639
RXN0-5329|unclassified	4.9236352639
3.1.11.6-RXN	4.9019607843
3.1.11.6-RXN|unclassified	4.9019607843
TRANS-RXN-332	4.8872573922
TRANS-RXN-332|unclassified	4.8872573922
3.4.21.87-RXN	4.8543689320
3.4.21.87-RXN|unclassified	4.8543689320
DIHYDROOROT-RXN	4.7950937531
DIHYDROOROT-RXN|unclassified	4.7950937531
RXN-13124	4.7756621444
RXN-13124|unclassified	4.7756621444
RXN-13125	4.7756621444
RXN-13125|unclassified	4.7756621444
RXN-13145	4.7756621444
RXN-13145|unclassified	4.7756621444
RXN-13147	4.7756621444
RXN-13147|unclassified	4.7756621444
RXN-13148	4.7756621444
RXN-13148|unclassified	4.7756621444
RXN-13149	4.7756621444
RXN-13149|unclassified	4.7756621444
RXN-13164	4.7756621444
RXN-13164|unclassified	4.7756621444
GLYC3PDEHYDROGBIOSYN-RXN	4.7713512661
GLYC3PDEHYDROGBIOSYN-RXN|unclassified	4.7713512661
PROTEIN-TYROSINE-PHOSPHATASE-RXN	4.7505623357
PROTEIN-TYROSINE-PHOSPHATASE-RXN|unclassified	4.7505623357
IMP-DEHYDROG-RXN	4.6680598286
IMP-DEHYDROG-RXN|unclassified	4.6680598286
GAPOXNPHOSPHN-RXN	4.6375428506
GAPOXNPHOSPHN-RXN|unclassified	4.6375428506
RXN1YI0-11	4.6375428506
RXN1YI0-11|unclassified	4.6375428506
RXN-9297	4.6333074595
RXN-9297|unclassified	4.6333074595
RXN0-6481	4.6296296296
RXN0-6481|unclassified	4.6296296296
RXN0-6482	4.6296296296
RXN0-6482|unclassified	4.6296296296
TRNA-NUCLEOTIDYLTRANSFERASE-RXN	4.6296296296
TRNA-NUCLEOTIDYLTRANSFERASE-RXN|unclassified	4.6296296296
ADENYLOSUCCINATE-SYNTHASE-RXN	4.6154358315
ADENYLOSUCCINATE-SYNTHASE-RXN|unclassified	4.6154358315
CYSTEINE--TRNA-LIGASE-RXN	4.6093122751
CYSTEINE--TRNA-LIGASE-RXN|unclassified	4.6093122751
IGPSYN-RXN	4.6082949309
IGPSYN-RXN|unclassified	4.6082949309
TRIOSEPISOMERIZATION-RXN	4.5557973882
TRIOSEPISOMERIZATION-RXN|unclassified	4.5557973882
PHENYLALANINE--TRNA-LIGASE-RXN	4.5492461080
PHENYLALANINE--TRNA-LIGASE-RXN|unclassified	4.5492461080
UDPGLCNACEPIM-RXN	4.5330849193
UDPGLCNACEPIM-RXN|unclassified	4.5330849193
RXN-16702	4.5279968189
RXN-16702|unclassified	4.5279968189
DARABISOM-RXN	4.5249722675
DARABISOM-RXN|unclassified	4.5249722675
FUCISOM-RXN	4.5249722675
FUCISOM-RXN|unclassified	4.5249722675
RXN-14969	4.5249722675
RXN-14969|unclassified	4.5249722675
ASPDECARBOX-RXN	4.5248868778
ASPDECARBOX-RXN|unclassified	4.5248868778
GLYCEROL-KIN-RXN	4.5041454082
GLYCEROL-KIN-RXN|unclassified	4.5041454082
RXN0-4301	4.5018268602
RXN0-4301|unclassified	4.5018268602
RXN-17884	4.4598700014
RXN-17884|unclassified	4.4598700014
RXN-2962	4.4598700014
RXN-2962|unclassified	4.4598700014
FORMATETHFLIG-RXN	4.4512438314
FORMATETHFLIG-RXN|unclassified	4.4512438314
RXN-9092	4.4444444444
RXN-9092|unclassified	4.4444444444
TRANS-RXN-2	4.4394967520
TRANS-RXN-2|unclassified	4.4394967520
RXN-10837	4.4101274570
RXN-10837|unclassified	4.4101274570
RXN-9382	4.4101274570
RXN-9382|unclassified	4.4101274570
RXN-5471	4.3883294561
RXN-5471|unclassified	4.3883294561
RXN0-4141	4.3859649123
RXN0-4141|unclassified	4.3859649123
UDPGLUCEPIM-RXN	4.3756243756
UDPGLUCEPIM-RXN|unclassified	4.3756243756
DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN	4.3565544511
DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN|unclassified	4.3565544511
DLACTDEHYDROGNAD-RXN	4.3290043290
DLACTDEHYDROGNAD-RXN|unclassified	4.3290043290
RXN-15294	4.3290043290
RXN-15294|unclassified	4.3290043290
GSHTRAN-RXN	4.3196745783
GSHTRAN-RXN|unclassified	4.3196745783
GST-RXN	4.3196745783
GST-RXN|unclassified	4.3196745783
RXN-11663	4.3196745783
RXN-11663|unclassified	4.3196745783
RXN-13673	4.3196745783
RXN-13673|unclassified	4.3196745783
RXN-15680	4.3196745783
RXN-15680|unclassified	4.3196745783
RXN-18405	4.3196745783
RXN-18405|unclassified	4.3196745783
RXN-18407	4.3196745783
RXN-18407|unclassified	4.3196745783
RXN-19573	4.3196745783
RXN-19573|unclassified	4.3196745783
RXN-19600	4.3196745783
RXN-19600|unclassified	4.3196745783
RXN-19601	4.3196745783
RXN-19601|unclassified	4.3196745783
RXN-19610	4.3196745783
RXN-19610|unclassified	4.3196745783
RXN-19611	4.3196745783
RXN-19611|unclassified	4.3196745783
RXN-19626	4.3196745783
RXN-19626|unclassified	4.3196745783
RXNQT-4363	4.3196745783
RXNQT-4363|unclassified	4.3196745783
THRESYN-RXN	4.3013140215
THRESYN-RXN|unclassified	4.3013140215
XANPRIBOSYLTRAN-RXN	4.2722949821
XANPRIBOSYLTRAN-RXN|unclassified	4.2722949821
ARYLSULFAT-RXN	4.2561917278
ARYLSULFAT-RXN|unclassified	4.2561917278
RXN-20165	4.2561917278
RXN-20165|unclassified	4.2561917278
METHIONYL-TRNA-FORMYLTRANSFERASE-RXN	4.2241750240
METHIONYL-TRNA-FORMYLTRANSFERASE-RXN|unclassified	4.2241750240
SUPEROX-DISMUT-RXN	4.2194092827
SUPEROX-DISMUT-RXN|unclassified	4.2194092827
2.4.1.212-RXN	4.2169847134
2.4.1.212-RXN|unclassified	4.2169847134
RXN-11627	4.2169847134
RXN-11627|unclassified	4.2169847134
PHOSMANMUT-RXN	4.2016806723
PHOSMANMUT-RXN|unclassified	4.2016806723
RHAMNISOM-RXN	4.1793097353
RHAMNISOM-RXN|unclassified	4.1793097353
GALACTURIDYLYLTRANS-RXN	4.1322314050
GALACTURIDYLYLTRANS-RXN|unclassified	4.1322314050
SORB6PDEHYDROG-RXN	4.0816326531
SORB6PDEHYDROG-RXN|unclassified	4.0816326531
ERYTH4PDEHYDROG-RXN	4.0787437081
ERYTH4PDEHYDROG-RXN|unclassified	4.0787437081
NADH-PEROXIDASE-RXN	4.0212224766
NADH-PEROXIDASE-RXN|unclassified	4.0212224766
MALTOSE-6-PHOSPHATE-GLUCOSIDASE-RXN	4.0160642570
MALTOSE-6-PHOSPHATE-GLUCOSIDASE-RXN|unclassified	4.0160642570
TRANS-RXN-276	4.0108892922
TRANS-RXN-276|unclassified	4.0108892922
MCPMETEST-RXN	3.9978281348
MCPMETEST-RXN|unclassified	3.9978281348
ACSERLY-RXN	3.9945394723
ACSERLY-RXN|unclassified	3.9945394723
RXN-12726	3.9945394723
RXN-12726|unclassified	3.9945394723
GLUCOSAMINE-6-P-DEAMIN-RXN	3.9840637450
GLUCOSAMINE-6-P-DEAMIN-RXN|unclassified	3.9840637450
F16BDEPHOS-RXN	3.9713692596
F16BDEPHOS-RXN|unclassified	3.9713692596
CARBAMATE-KINASE-RXN	3.9670585474
CARBAMATE-KINASE-RXN|unclassified	3.9670585474
GLYOHMETRANS-RXN	3.9587880018
GLYOHMETRANS-RXN|unclassified	3.9587880018
GMP-SYN-GLUT-RXN	3.9405733286
GMP-SYN-GLUT-RXN|unclassified	3.9405733286
NUCLEOTIDE-PYROPHOSPHATASE-RXN	3.9370078740
NUCLEOTIDE-PYROPHOSPHATASE-RXN|unclassified	3.9370078740
RXN-14139	3.9370078740
RXN-14139|unclassified	3.9370078740
RXN-14140	3.9370078740
RXN-14140|unclassified	3.9370078740
RXN0-384	3.9370078740
RXN0-384|unclassified	3.9370078740
RXN0-385	3.9370078740
RXN0-385|unclassified	3.9370078740
RXN0-5107	3.9370078740
RXN0-5107|unclassified	3.9370078740
FRUCTOKINASE-RXN	3.9359848873
FRUCTOKINASE-RXN|unclassified	3.9359848873
RXN-19915	3.9359848873
RXN-19915|unclassified	3.9359848873
GUANPRIBOSYLTRAN-RXN	3.9270172697
GUANPRIBOSYLTRAN-RXN|unclassified	3.9270172697
HYPOXANPRIBOSYLTRAN-RXN	3.9270172697
HYPOXANPRIBOSYLTRAN-RXN|unclassified	3.9270172697
TRANS-RXN-334	3.9235957561
TRANS-RXN-334|unclassified	3.9235957561
ARYLESTERASE-RXN	3.9070649597
ARYLESTERASE-RXN|unclassified	3.9070649597
RXN-20738	3.9070649597
RXN-20738|unclassified	3.9070649597
RXN-20739	3.9070649597
RXN-20739|unclassified	3.9070649597
RXN-20743	3.9070649597
RXN-20743|unclassified	3.9070649597
5-FORMYL-THF-CYCLO-LIGASE-RXN	3.8872471874
5-FORMYL-THF-CYCLO-LIGASE-RXN|unclassified	3.8872471874
L-GLN-FRUCT-6-P-AMINOTRANS-RXN	3.8819528348
L-GLN-FRUCT-6-P-AMINOTRANS-RXN|unclassified	3.8819528348
ACETALD-DEHYDROG-RXN	3.8707010032
ACETALD-DEHYDROG-RXN|unclassified	3.8707010032
RXN-13671	3.8707010032
RXN-13671|unclassified	3.8707010032
MYO-INOSITOL-2-DEHYDROGENASE-RXN	3.8391278407
MYO-INOSITOL-2-DEHYDROGENASE-RXN|unclassified	3.8391278407
FGAMSYN-RXN	3.8360656165
FGAMSYN-RXN|unclassified	3.8360656165
3.1.26.11-RXN	3.8051912277
3.1.26.11-RXN|unclassified	3.8051912277
2.1.1.74-RXN	3.7593984962
2.1.1.74-RXN|unclassified	3.7593984962
RXN-6702	3.7576320851
RXN-6702|unclassified	3.7576320851
1.4.1.21-RXN	3.7468073619
1.4.1.21-RXN|unclassified	3.7468073619
VALINE--TRNA-LIGASE-RXN	3.7464229136
VALINE--TRNA-LIGASE-RXN|unclassified	3.7464229136
RXN-15204	3.7313432836
RXN-15204|unclassified	3.7313432836
TRANSALDOL-RXN	3.7223778400
TRANSALDOL-RXN|unclassified	3.7223778400
DMK-RXN	3.7195760270
DMK-RXN|unclassified	3.7195760270
RXN-11047	3.7195760270
RXN-11047|unclassified	3.7195760270
RXN-19668	3.7195760270
RXN-19668|unclassified	3.7195760270
RXN-9190	3.7195760270
RXN-9190|unclassified	3.7195760270
RXN-9204	3.7195760270
RXN-9204|unclassified	3.7195760270
RXN-9217	3.7195760270
RXN-9217|unclassified	3.7195760270
RXN-9358	3.7195760270
RXN-9358|unclassified	3.7195760270
RXN-9359	3.7195760270
RXN-9359|unclassified	3.7195760270
RXN-9360	3.7195760270
RXN-9360|unclassified	3.7195760270
RXN-9365	3.7195760270
RXN-9365|unclassified	3.7195760270
RXN-19398	3.7133895828
RXN-19398|unclassified	3.7133895828
2.5.1.25-RXN	3.6976662327
2.5.1.25-RXN|unclassified	3.6976662327
RXN-21179	3.6976662327
RXN-21179|unclassified	3.6976662327
PHOSPHASERSYN-RXN	3.6724687261
PHOSPHASERSYN-RXN|unclassified	3.6724687261
UNDECAPRENYL-DIPHOSPHATASE-RXN	3.6627919977
UNDECAPRENYL-DIPHOSPHATASE-RXN|unclassified	3.6627919977
MANNONDEHYDRAT-RXN	3.6558373395
MANNONDEHYDRAT-RXN|unclassified	3.6558373395
GUANOSINEKIN-RXN	3.6496350365
GUANOSINEKIN-RXN|unclassified	3.6496350365
INOSINEKIN-RXN	3.6496350365
INOSINEKIN-RXN|unclassified	3.6496350365
3.1.21.1-RXN	3.6476448251
3.1.21.1-RXN|unclassified	3.6476448251
ALCOHOL-DEHYDROG-GENERIC-RXN	3.6241879296
ALCOHOL-DEHYDROG-GENERIC-RXN|unclassified	3.6241879296
ALCOHOL-DEHYDROG-RXN	3.6241879296
ALCOHOL-DEHYDROG-RXN|unclassified	3.6241879296
RXN-10781	3.6241879296
RXN-10781|unclassified	3.6241879296
RXN-10911	3.6241879296
RXN-10911|unclassified	3.6241879296
RXN-10915	3.6241879296
RXN-10915|unclassified	3.6241879296
RXN-12448	3.6241879296
RXN-12448|unclassified	3.6241879296
RXN-13198	3.6241879296
RXN-13198|unclassified	3.6241879296
RXN-5424	3.6241879296
RXN-5424|unclassified	3.6241879296
RXN-7657	3.6241879296
RXN-7657|unclassified	3.6241879296
RXN-7693	3.6241879296
RXN-7693|unclassified	3.6241879296
RXN-7694	3.6241879296
RXN-7694|unclassified	3.6241879296
RXN-7700	3.6241879296
RXN-7700|unclassified	3.6241879296
RXN-7706	3.6241879296
RXN-7706|unclassified	3.6241879296
RXN3O-4113	3.6241879296
RXN3O-4113|unclassified	3.6241879296
RXN66-478	3.6241879296
RXN66-478|unclassified	3.6241879296
IMIDAZOLONEPROPIONASE-RXN	3.6231884058
IMIDAZOLONEPROPIONASE-RXN|unclassified	3.6231884058
5-OXOPROLINASE-ATP-HYDROLYSING-RXN	3.6219180726
5-OXOPROLINASE-ATP-HYDROLYSING-RXN|unclassified	3.6219180726
RXN-11602	3.5623695155
RXN-11602|unclassified	3.5623695155
RXN-17121	3.5604835605
RXN-17121|unclassified	3.5604835605
GLUCISOM-RXN	3.5564093245
GLUCISOM-RXN|unclassified	3.5564093245
XYLISOM-RXN	3.5564093245
XYLISOM-RXN|unclassified	3.5564093245
GLYCDEH-RXN	3.5448970731
GLYCDEH-RXN|unclassified	3.5448970731
3PGAREARR-RXN	3.5440946128
3PGAREARR-RXN|unclassified	3.5440946128
3.4.21.92-RXN	3.5182963274
3.4.21.92-RXN|unclassified	3.5182963274
PYRUVFORMLY-RXN	3.5113477209
PYRUVFORMLY-RXN|unclassified	3.5113477209
RXN-19040	3.5087719298
RXN-19040|unclassified	3.5087719298
RXN0-6359	3.5087719298
RXN0-6359|unclassified	3.5087719298
THIOSULFATE-SULFURTRANSFERASE-RXN	3.5087719298
THIOSULFATE-SULFURTRANSFERASE-RXN|unclassified	3.5087719298
GLYCOGEN-BRANCH-RXN	3.5008845517
GLYCOGEN-BRANCH-RXN|unclassified	3.5008845517
RXN-14371	3.5008845517
RXN-14371|unclassified	3.5008845517
RXN-14372	3.5008845517
RXN-14372|unclassified	3.5008845517
RXN-18777	3.5008845517
RXN-18777|unclassified	3.5008845517
RXN-7669	3.5008845517
RXN-7669|unclassified	3.5008845517
RXN-7710	3.5008845517
RXN-7710|unclassified	3.5008845517
1.1.1.271-RXN	3.4983747627
1.1.1.271-RXN|unclassified	3.4983747627
3.4.11.4-RXN	3.4980559689
3.4.11.4-RXN|unclassified	3.4980559689
DIAMINOPIMEPIM-RXN	3.4763035532
DIAMINOPIMEPIM-RXN|unclassified	3.4763035532
1.11.1.15-RXN	3.4364261168
1.11.1.15-RXN|unclassified	3.4364261168
RXN0-267	3.4364261168
RXN0-267|unclassified	3.4364261168
3.2.1.14-RXN	3.4352142111
3.2.1.14-RXN|unclassified	3.4352142111
NITRATE-REDUCTASE-CYTOCHROME-RXN	3.4139388046
NITRATE-REDUCTASE-CYTOCHROME-RXN|unclassified	3.4139388046
3.4.21.88-RXN	3.4135473906
3.4.21.88-RXN|unclassified	3.4135473906
AIRS-RXN	3.4105385061
AIRS-RXN|unclassified	3.4105385061
3.5.1.27-RXN	3.3898305085
3.5.1.27-RXN|unclassified	3.3898305085
3.5.1.88-RXN	3.3898305085
3.5.1.88-RXN|unclassified	3.3898305085
RIB5PISOM-RXN	3.3783783784
RIB5PISOM-RXN|unclassified	3.3783783784
KETOTETROSE-PHOSPHATE-ALDOLASE-RXN	3.3670033670
KETOTETROSE-PHOSPHATE-ALDOLASE-RXN|unclassified	3.3670033670
RXN0-6563	3.3670033670
RXN0-6563|unclassified	3.3670033670
ACETYLGLUTKIN-RXN	3.3629257937
ACETYLGLUTKIN-RXN|unclassified	3.3629257937
RXN-15005	3.3629257937
RXN-15005|unclassified	3.3629257937
ASPCARBTRANS-RXN	3.3342165002
ASPCARBTRANS-RXN|unclassified	3.3342165002
GLUC1PADENYLTRANS-RXN	3.3181104610
GLUC1PADENYLTRANS-RXN|unclassified	3.3181104610
GLUTAMINESYN-RXN	3.3003659812
GLUTAMINESYN-RXN|unclassified	3.3003659812
GLUTAMIDOTRANS-RXN	3.3003300330
GLUTAMIDOTRANS-RXN|unclassified	3.3003300330
1.7.2.3-RXN	3.2732992862
1.7.2.3-RXN|unclassified	3.2732992862
RXN-19618	3.2732992862
RXN-19618|unclassified	3.2732992862
RXN-19619	3.2732992862
RXN-19619|unclassified	3.2732992862
THIOREDOXIN-REDUCT-NADPH-RXN	3.2682879938
THIOREDOXIN-REDUCT-NADPH-RXN|unclassified	3.2682879938
RXN-11749	3.2679738562
RXN-11749|unclassified	3.2679738562
GALACTARDEHYDRA-RXN	3.2637099913
GALACTARDEHYDRA-RXN|unclassified	3.2637099913
PRIBFAICARPISOM-RXN	3.2596091111
PRIBFAICARPISOM-RXN|unclassified	3.2596091111
3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN	3.2530732285
3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN|unclassified	3.2530732285
ORNCARBAMTRANSFER-RXN	3.2504106141
ORNCARBAMTRANSFER-RXN|unclassified	3.2504106141
RXN-13482	3.2504106141
RXN-13482|unclassified	3.2504106141
NAD-SYNTH-NH3-RXN	3.2467532468
NAD-SYNTH-NH3-RXN|unclassified	3.2467532468
RXN0-299	3.2118912982
RXN0-299|unclassified	3.2118912982
DCTP-DEAM-RXN	3.2051282051
DCTP-DEAM-RXN|unclassified	3.2051282051
RXN-14118	3.2051282051
RXN-14118|unclassified	3.2051282051
ACETATE--COA-LIGASE-RXN	3.1939549494
ACETATE--COA-LIGASE-RXN|unclassified	3.1939549494
PROPIONATE--COA-LIGASE-RXN	3.1939549494
PROPIONATE--COA-LIGASE-RXN|unclassified	3.1939549494
RXN-18446	3.1939549494
RXN-18446|unclassified	3.1939549494
RXN-18447	3.1939549494
RXN-18447|unclassified	3.1939549494
RXN-18448	3.1939549494
RXN-18448|unclassified	3.1939549494
RXN-21753	3.1939549494
RXN-21753|unclassified	3.1939549494
5.99.1.2-RXN	3.1897485480
5.99.1.2-RXN|unclassified	3.1897485480
GALACTOACETYLTRAN-RXN	3.1847133758
GALACTOACETYLTRAN-RXN|unclassified	3.1847133758
MEVALONATE-KINASE-RXN	3.1746031746
MEVALONATE-KINASE-RXN|unclassified	3.1746031746
GLUTAMATE-SYNTHASE-FERREDOXIN-RXN	3.1690768523
GLUTAMATE-SYNTHASE-FERREDOXIN-RXN|unclassified	3.1690768523
LEUCINE--TRNA-LIGASE-RXN	3.1670742489
LEUCINE--TRNA-LIGASE-RXN|unclassified	3.1670742489
PRPPAMIDOTRANS-RXN	3.1445062824
PRPPAMIDOTRANS-RXN|unclassified	3.1445062824
THYMIDYLATESYN-RXN	3.1293960289
THYMIDYLATESYN-RXN|unclassified	3.1293960289
RXN0-5063	3.1152647975
RXN0-5063|unclassified	3.1152647975
HEMEOSYN-RXN	3.1055900621
HEMEOSYN-RXN|unclassified	3.1055900621
RXN-20645	3.1055900621
RXN-20645|unclassified	3.1055900621
RIBULP3EPIM-RXN	3.1034964294
RIBULP3EPIM-RXN|unclassified	3.1034964294
NAD-KIN-RXN	3.0932871450
NAD-KIN-RXN|unclassified	3.0932871450
3-OXOACYL-ACP-REDUCT-RXN	3.0909500887
3-OXOACYL-ACP-REDUCT-RXN|unclassified	3.0909500887
RXN-10655	3.0909500887
RXN-10655|unclassified	3.0909500887
RXN-10659	3.0909500887
RXN-10659|unclassified	3.0909500887
RXN-11476	3.0909500887
RXN-11476|unclassified	3.0909500887
RXN-11480	3.0909500887
RXN-11480|unclassified	3.0909500887
RXN-13008	3.0909500887
RXN-13008|unclassified	3.0909500887
RXN-16616	3.0909500887
RXN-16616|unclassified	3.0909500887
RXN-16622	3.0909500887
RXN-16622|unclassified	3.0909500887
RXN-16626	3.0909500887
RXN-16626|unclassified	3.0909500887
RXN-16630	3.0909500887
RXN-16630|unclassified	3.0909500887
RXN-21614	3.0909500887
RXN-21614|unclassified	3.0909500887
RXN-21618	3.0909500887
RXN-21618|unclassified	3.0909500887
RXN-21622	3.0909500887
RXN-21622|unclassified	3.0909500887
RXN-21626	3.0909500887
RXN-21626|unclassified	3.0909500887
RXN-21631	3.0909500887
RXN-21631|unclassified	3.0909500887
RXN-21635	3.0909500887
RXN-21635|unclassified	3.0909500887
RXN-21645	3.0909500887
RXN-21645|unclassified	3.0909500887
RXN-21650	3.0909500887
RXN-21650|unclassified	3.0909500887
RXN-21655	3.0909500887
RXN-21655|unclassified	3.0909500887
RXN-21660	3.0909500887
RXN-21660|unclassified	3.0909500887
RXN-21665	3.0909500887
RXN-21665|unclassified	3.0909500887
RXN-21670	3.0909500887
RXN-21670|unclassified	3.0909500887
RXN-21676	3.0909500887
RXN-21676|unclassified	3.0909500887
RXN-21681	3.0909500887
RXN-21681|unclassified	3.0909500887
RXN-21686	3.0909500887
RXN-21686|unclassified	3.0909500887
RXN-21691	3.0909500887
RXN-21691|unclassified	3.0909500887
RXN-21696	3.0909500887
RXN-21696|unclassified	3.0909500887
RXN-21702	3.0909500887
RXN-21702|unclassified	3.0909500887
RXN-9514	3.0909500887
RXN-9514|unclassified	3.0909500887
RXN-9518	3.0909500887
RXN-9518|unclassified	3.0909500887
RXN-9524	3.0909500887
RXN-9524|unclassified	3.0909500887
RXN-9528	3.0909500887
RXN-9528|unclassified	3.0909500887
RXN-9532	3.0909500887
RXN-9532|unclassified	3.0909500887
RXN-9536	3.0909500887
RXN-9536|unclassified	3.0909500887
RXN-9540	3.0909500887
RXN-9540|unclassified	3.0909500887
RXN-9552	3.0909500887
RXN-9552|unclassified	3.0909500887
RXN-9556	3.0909500887
RXN-9556|unclassified	3.0909500887
RXN-9633	3.0909500887
RXN-9633|unclassified	3.0909500887
RXN0-2142	3.0909500887
RXN0-2142|unclassified	3.0909500887
RXN1G-157	3.0909500887
RXN1G-157|unclassified	3.0909500887
RXN1G-349	3.0909500887
RXN1G-349|unclassified	3.0909500887
RXN1G-469	3.0909500887
RXN1G-469|unclassified	3.0909500887
3.4.21.102-RXN	3.0841695423
3.4.21.102-RXN|unclassified	3.0841695423
UDPNACETYLMURAMATEDEHYDROG-RXN	3.0837799825
UDPNACETYLMURAMATEDEHYDROG-RXN|unclassified	3.0837799825
CYTIDEAM-RXN	3.0674846626
CYTIDEAM-RXN|unclassified	3.0674846626
CYTIDEAM2-RXN	3.0674846626
CYTIDEAM2-RXN|unclassified	3.0674846626
HISTIDINE--TRNA-LIGASE-RXN	3.0638784852
HISTIDINE--TRNA-LIGASE-RXN|unclassified	3.0638784852
RXN-20789	3.0571626938
RXN-20789|unclassified	3.0571626938
UDPNACETYLGLUCOSAMACYLTRANS-RXN	3.0571626938
UDPNACETYLGLUCOSAMACYLTRANS-RXN|unclassified	3.0571626938
AICARTRANSFORM-RXN	3.0546129893
AICARTRANSFORM-RXN|unclassified	3.0546129893
DIMETHUROPORDEHYDROG-RXN	3.0487804878
DIMETHUROPORDEHYDROG-RXN|unclassified	3.0487804878
ACECOATRANS-RXN	3.0309722292
ACECOATRANS-RXN|unclassified	3.0309722292
R8-RXN	3.0309722292
R8-RXN|unclassified	3.0309722292
RXN-15727	3.0309722292
RXN-15727|unclassified	3.0309722292
TREHALA-RXN	3.0303030303
TREHALA-RXN|unclassified	3.0303030303
1.1.1.127-RXN	3.0156624984
1.1.1.127-RXN|unclassified	3.0156624984
2.7.9.3-RXN	3.0066796375
2.7.9.3-RXN|unclassified	3.0066796375
DCMP-DEAMINASE-RXN	2.9940119760
DCMP-DEAMINASE-RXN|unclassified	2.9940119760
1.5.5.1-RXN-YEAST	2.9765652478
1.5.5.1-RXN-YEAST|unclassified	2.9765652478
RXN66-550	2.9765652478
RXN66-550|unclassified	2.9765652478
DIMESULFREDUCT-RXN	2.9498525074
DIMESULFREDUCT-RXN|unclassified	2.9498525074
RXN-20076	2.9498525074
RXN-20076|unclassified	2.9498525074
RXN0-2101	2.9498525074
RXN0-2101|unclassified	2.9498525074
SUCROSE-PHOSPHORYLASE-RXN	2.9465718489
SUCROSE-PHOSPHORYLASE-RXN|unclassified	2.9465718489
1.17.4.2-RXN	2.9465212876
1.17.4.2-RXN|unclassified	2.9465212876
RXN-21262	2.9465212876
RXN-21262|unclassified	2.9465212876
RXN-21263	2.9465212876
RXN-21263|unclassified	2.9465212876
RXN-21264	2.9465212876
RXN-21264|unclassified	2.9465212876
RXN-21265	2.9465212876
RXN-21265|unclassified	2.9465212876
3.1.31.1-RXN	2.9433347580
3.1.31.1-RXN|unclassified	2.9433347580
RXN-13403	2.9263551019
RXN-13403|unclassified	2.9263551019
RXN-12465	2.9239766082
RXN-12465|unclassified	2.9239766082
RXN-11598	2.8946530605
RXN-11598|unclassified	2.8946530605
RXN-7682	2.8759057376
RXN-7682|unclassified	2.8759057376
RXN-8751	2.8759057376
RXN-8751|unclassified	2.8759057376
RXN-8752	2.8759057376
RXN-8752|unclassified	2.8759057376
RXN-8753	2.8759057376
RXN-8753|unclassified	2.8759057376
RXN0-901	2.8759057376
RXN0-901|unclassified	2.8759057376
RXN0-5204	2.8703180877
RXN0-5204|unclassified	2.8703180877
RXN-11833	2.8653295129
RXN-11833|unclassified	2.8653295129
PNKIN-RXN	2.8635404064
PNKIN-RXN|unclassified	2.8635404064
PYRAMKIN-RXN	2.8635404064
PYRAMKIN-RXN|unclassified	2.8635404064
PYRIDOXKIN-RXN	2.8635404064
PYRIDOXKIN-RXN|unclassified	2.8635404064
2-OXOPENT-4-ENOATE-HYDRATASE-RXN	2.8571428571
