# Reaction HUMAnN v4.0.0.alpha.1	SRR7947171_merged
S-FORMYLGLUTATHIONE-HYDROLASE-RXN	1.4306151645
RXN-11396	1.4299515902
RXN-13195	1.4265335235
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN	1.4224751067
RXN-10949	1.4224751067
RXN-10952	1.4224751067
RXN-10953	1.4224751067
RXN-10954	1.4224751067
RXN-7253	1.4224751067
RXN0-5408	1.4224751067
3.4.21.72-RXN	1.4206153948
ADDALT-RXN	1.4204545455
ADENINE-DEAMINASE-RXN	1.4204545455
ADENODEAMIN-RXN	1.4204545455
ADOMET-DMK-METHYLTRANSFER-RXN	1.4164305949
RXN-11046	1.4164305949
RXN-14177	1.4164305949
RXN-19667	1.4164305949
RXN-9191	1.4164305949
RXN-9205	1.4164305949
RXN-9220	1.4164305949
RXN-9361	1.4164305949
RXN-9362	1.4164305949
RXN-9363	1.4164305949
RXN-9366	1.4164305949
D-ALANINE-AMINOTRANSFERASE-RXN	1.4084507042
RXN-12472	1.4084507042
RXN-12019	1.4044943820
PGLUCONDEHYDRAT-RXN	1.4013343417
6-PHOSPHO-BETA-GLUCOSIDASE-RXN	1.3967711899
RXN0-6994	1.3967711899
RXN0-7002	1.3967711899
OXALOACETATE-TAUTOMERASE-RXN	1.3947001395
UROCANATE-HYDRATASE-RXN	1.3812154696
3.2.1.91-RXN	1.3803965674
RXN-12305	1.3803965674
RXN-15203	1.3717421125
CYTIDINEKIN-RXN	1.3682988919
URIDINEKIN-RXN	1.3682988919
URKI-RXN	1.3682988919
NADPH-DEHYDROGENASE-RXN	1.3645055470
PEPSYNTH-RXN	1.3564675794
RXN-13404	1.3550135501
CHOLINE-SULFATASE-RXN	1.3547006785
3.2.2.23-RXN	1.3477088949
RXN-12445	1.3477088949
RXN-18435	1.3477088949
RXN-21266	1.3477088949
RXN-8568	1.3477088949
GLUCARDEHYDRA-RXN	1.3458950202
PYRROLINECARBREDUCT-RXN	1.3368983957
RXN66-546	1.3368983957
6.1.1.23-RXN	1.3367279407
RXN490-3616	1.3367279407
MALATE-DEHYDROGENASE-ACCEPTOR-RXN	1.3286932813
RXN-21557	1.3286932813
RXNI-3	1.3286932813
TRNA-URACIL-5--METHYLTRANSFERASE-RXN	1.3264010375
LEUCYLTRANSFERASE-RXN	1.3206178716
RXN-17846	1.3206178716
RXN-17847	1.3206178716
RXN-17848	1.3206178716
RXN-13274	1.3194109628
OHMETPYRKIN-RXN	1.3192612137
PYRIMSYN3-RXN	1.3192612137
RXN-12366	1.3175230567
RXN-12367	1.3175230567
RXN0-2001	1.3175230567
H2PTEROATESYNTH-RXN	1.3037809648
RXN-11148	1.2970168612
RXN-7668	1.2942455273
4.2.2.3-RXN	1.2936610608
OHMETHYLBILANESYN-RXN	1.2919896641
GCVP-RXN	1.2876923358
RXN-11573	1.2836970475
PROCOLLAGEN-PROLINE-3-DIOXYGENASE-RXN	1.2820560234
3.6.3.40-RXN	1.2722646310
RXN-18028	1.2722646310
RXN-18029	1.2722646310
TRANS-RXN-314	1.2722646310
5-AMINOPENTANAMIDASE-RXN	1.2642225032
DETHIOBIOTIN-SYN-RXN	1.2547051443
2.7.8.24-RXN	1.2531328321
RXN-11078	1.2531328321
QUINOPRIBOTRANS-RXN	1.2500000000
2-DEHYDROPANTOATE-REDUCT-RXN	1.2453300125
2.4.1.225-RXN	1.2422360248
MRNA-GUANYLYLTRANSFERASE-RXN	1.2406947891
RXN-8340	1.2386897324
BETA-GLUCOSIDE-KINASE-RXN	1.2376237624
1.8.4.13-RXN	1.2334809718
MALIC-NADP-RXN	1.2269938650
RIBOSYLNICOTINAMIDE-KINASE-RXN	1.2269938650
1.4.1.11-RXN	1.2210012210
RXN-14559	1.2177595220
RXN-19490	1.2135922330
RXN0-1382	1.2135922330
2.5.1.19-RXN	1.2077294686
ALTRO-OXIDOREDUCT-RXN	1.2064870496
5-DEHYDRO-2-DEOXYGLUCONOKINASE-RXN	1.1947431302
1.5.1.20-RXN	1.1933174224
ABC-7-RXN	1.1904761905
ABC-70-RXN	1.1904761905
PPPGPPHYDRO-RXN	1.1820330969
RXN-11860	1.1820330969
RXN-11865	1.1820330969
GLUTSEMIALDEHYDROG-RXN	1.1792452830
RXN-15556	1.1781036876
RXN-15083	1.1778563015
RXN-15143	1.1778563015
TRANS-RXN-153A	1.1778563015
TRANS-RXN-157	1.1778563015
TRANS-RXN0-540	1.1778563015
1.21.4.3-RXN	1.1709601874
3.5.1.77-RXN	1.1709601874
3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN	1.1641443539
TSA-REDUCT-RXN	1.1641443539
2.7.11.25-RXN	1.1633249939
3.2.2.22-RXN	1.1587485516
LAUROYLACYLTRAN-RXN	1.1534025375
RXN-20792	1.1534025375
1.2.7.8-RXN	1.1457700349
GLUTAMINE-N-ACYLTRANSFERASE-RXN	1.1415525114
ACNEULY-RXN	1.1402508552
RXN-15313	1.1402508552
ARYL-ALCOHOL-DEHYDROGENASE-NADP+-RXN	1.1400979143
RXN-19387	1.1400979143
RXN0-5141	1.1400979143
RETINOL-DEHYDROGENASE-RXN	1.1389521640
RXN-12581	1.1389521640
ASNSYNB-RXN	1.1372597179
RXN-8344	1.1337868481
CITLY-RXN	1.1325028313
CITRYLY-RXN	1.1325028313
RXN-7929	1.1325028313
RXN0-3521	1.1312217195
HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN	1.1235955056
MMUM-RXN	1.1235955056
RXN-11061	1.1235955056
RXN-18388	1.1173355231
RXN-10642	1.1098779134
UROGENDECARBOX-RXN	1.1098779134
3.1.4.10-RXN	1.1086474501
CARNITINE-O-PALMITOYLTRANSFERASE-RXN	1.1037527594
RXN-18370	1.1037527594
RXN-18371	1.1037527594
RXN-18372	1.1037527594
RXN-18373	1.1037527594
RXN-21778	1.1037527594
RXN-9918	1.1037527594
1.14.13.8-RXN	1.1018800438
RXN-19391	1.1018800438
RXN-19392	1.1018800438
RXN-19393	1.1018800438
RXN-19394	1.1018800438
RXN66-81	1.1018800438
MYO-INOSITOL-1-KINASE-RXN	1.0952902519
1.1.1.292-RXN	1.0893246187
1.3.1.20-RXN	1.0893246187
RXN-14554	1.0848549180
GLUTAMINE--TRNA-LIGASE-RXN	1.0834236186
N-ACETYLGLUTPREDUCT-RXN	1.0822510823
RXN-15006	1.0822510823
RXN-11313	1.0764262648
RXN0-7001	1.0764262648
RXN-11834	1.0695187166
RXN-11835	1.0695187166
ASPARAGINE--TRNA-LIGASE-RXN	1.0663441137
RXN1F-20	1.0660980810
BIOTINLIG-RXN	1.0638297872
RXN0-7192	1.0638297872
ESTRADIOL-17-BETA-DEHYDROGENASE-RXN	1.0604453871
4.2.2.8-RXN	1.0565626402
RXN-18402	1.0548523207
RXN-18403	1.0548523207
RXN-18406	1.0548523207
RXN0-7010	1.0548523207
MANNONOXIDOREDUCT-RXN	1.0544156467
ALDHDEHYDROG-RXN	1.0526315789
R222-RXN	1.0526315789
RR-BUTANEDIOL-DEHYDROGENASE-RXN	1.0526315789
RXN-10089	1.0526315789
RXN-10715	1.0526315789
RXN-10780	1.0526315789
RXN-10912	1.0526315789
RXN-10917	1.0526315789
RXN-14224	1.0526315789
RXN-14225	1.0526315789
RXN-14280	1.0526315789
RXN-16653	1.0526315789
RXN-16654	1.0526315789
RXN-16655	1.0526315789
RXN-16656	1.0526315789
RXN-17808	1.0526315789
RXN-20649	1.0526315789
RXN-3443	1.0526315789
RXN-37	1.0526315789
RXN-4142	1.0526315789
RXN66-3	1.0526315789
RXN66-472	1.0526315789
RXN66-476	1.0526315789
RXN66-479	1.0526315789
RXN6666-5	1.0526315789
13-PROPANEDIOL-DEHYDROGENASE-RXN	1.0460251046
DIAMACTRANS-RXN	1.0449320794
RXN-0	1.0449320794
RXN-19536	1.0449320794
RXN-9939	1.0449320794
RXN0-7165	1.0449320794
SPERMACTRAN-RXN	1.0449320794
ACYLGPEACYLTRANS-RXN	1.0427528676
3.6.3.28-RXN	1.0384215992
ABC-23-RXN	1.0384215992
TRANS-RXN-238	1.0384215992
ARGINYLTRANSFERASE-RXN	1.0351966874
RXN-17888	1.0351966874
RXN-17889	1.0351966874
RXN-17890	1.0351966874
RXN-17891	1.0351966874
CHOLOYLGLYCINE-HYDROLASE-RXN	1.0266940452
RXN-17388	1.0266940452
2-ACYLGLYCEROL-O-ACYLTRANSFERASE-RXN	1.0224948875
RXN-15090	1.0224948875
RXN-19427	1.0224948875
RXN1G-1435	1.0131712259
RXN1G-1436	1.0131712259
RXN1G-1437	1.0131712259
RXN1G-1438	1.0131712259
RXN1G-1439	1.0131712259
TREHALOSEPHOSPHA-RXN	1.0131712259
3.4.11.7-RXN	1.0040160643
RXN-16190	1.0040160643
RXN-16194	1.0040160643
RXN-16201	1.0040160643
12-OXOPHYTODIENOATE-REDUCTASE-RXN	1.0030090271
3.2.1.10-RXN	0.9891779228
DMBPPRIBOSYLTRANS-RXN	0.9842519685
RXN-19295	0.9842519685
RXN-19298	0.9842519685
RXN-19299	0.9842519685
RXN-19300	0.9842519685
RXN-19301	0.9842519685
RXN-19306	0.9842519685
RXN-19316	0.9842519685
RXN-14402	0.9746588694
1.2.7.7-RXN	0.9708737864
2-OXOBUTYRATE-SYNTHASE-RXN	0.9708737864
2-OXOGLUTARATE-SYNTHASE-RXN	0.9708737864
RXN-19503	0.9708737864
RXN-19534	0.9708737864
R122-RXN	0.9624639076
RXN-19739	0.9569377990
RXN-17801	0.9526426886
RXN-21817	0.9526426886
RXN0-5268	0.9526426886
RXN-20396	0.9519761775
SERINE-C-PALMITOYLTRANSFERASE-RXN	0.9519761775
BTUR2-RXN	0.9478672986
RXN-19335	0.9478672986
RXN-19339	0.9478672986
RXN-19368	0.9478672986
RXN-19369	0.9478672986
CYCLOHEXADIENYL-DEHYDROGENASE-RXN	0.9460737938
BIOTINIDASE-RXN	0.9363295880
RXN-16474	0.9363295880
RXN-11319	0.9351342950
TRANS-RXN-250	0.9328358209
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN	0.9310986965
2.1.1.64-RXN	0.9310986965
DHHB-METHYLTRANSFER-RXN	0.9310986965
RXN-11758	0.9310986965
RXN-12160	0.9310986965
RXN-9225	0.9310986965
RXN-9229	0.9310986965
RXN-9233	0.9310986965
RXN-9237	0.9310986965
RXN-9240	0.9310986965
RXN3O-102	0.9310986965
RXN-8348	0.9242144177
FUMARYLACETOACETASE-RXN	0.9225092251
ADP-RIBOSYLARGININE-HYDROLASE-RXN	0.9182736455
RXN-8732	0.9182736455
HISTIDINE-AMMONIA-LYASE-RXN	0.9151502012
RXN-12322	0.9115770283
GLYCOGENSYN-RXN	0.9099181074
GDPMANDEHYDRA-RXN	0.9082439688
FORMYLTETRAHYDROFOLATE-DEHYDROGENASE-RXN	0.9074410163
3.1.4.1-RXN	0.9049773756
R621-RXN	0.9041591320
COA-DISULFIDE-REDUCTASE-NADH-RXN	0.9034566954
RXN-15376	0.8976660682
RXN-18319	0.8976660682
RXN-9999	0.8976660682
2.4.1.83-RXN	0.8952551477
RXN-16602	0.8952551477
ETHANOLAMINE-KINASE-RXN	0.8944543828
2.1.1.137-RXN	0.8841732980
RXN-21028	0.8841732980
RXN-21029	0.8841732980
RXN-14047	0.8801692575
DIAMINOPIMDECARB-RXN	0.8764241893
2.4.1.174-RXN	0.8760091248
RXN-16296	0.8741258741
RXN-8891	0.8718395815
RXN0-2441	0.8591065292
PROPIONYL-COA-CARBOXY-RXN	0.8547008547
RXN1G-4355	0.8547008547
RXN-15479	0.8532423208
KDOTRANS-RXN	0.8510638298
RXN-20790	0.8510638298
PROTOPORGENOXI-RXN	0.8474576271
MANNPDEHYDROG-RXN	0.8467400508
MRNA-GUANINE-N7--METHYLTRANSFERASE-RXN	0.8453085376
2.5.1.42-RXN	0.8438818565
RXN-14569	0.8424599832
RXN-13854	0.8384168726
RXN0-6377	0.8384168726
TRE6PHYDRO-RXN	0.8375209380
3.2.1.40-RXN	0.8362742951
RXN-13788	0.8362742951
RXN-16248	0.8362742951
RXN-16249	0.8362742951
RXN-16250	0.8362742951
MALONYL-COA-DECARBOXYLASE-RXN	0.8347245409
5.1.3.23-RXN	0.8340283570
MHPCHYDROL-RXN	0.8289831630
RXN-12070	0.8289831630
1.14.13.95-RXN	0.8250825083
PORPHOBILSYNTH-RXN	0.8230452675
2.1.1.79-RXN	0.8210180624
RXN-7421	0.8210180624
RXN1G-2544	0.8210180624
RXN1G-3641	0.8210180624
RXN1G01-65	0.8210180624
RXN-9935	0.8190008190
METHIONINE-GAMMA-LYASE-RXN	0.8183306056
RXN-11063	0.8183306056
RXN-11064	0.8183306056
2.4.1.57-RXN	0.8176614881
KDO-8PSYNTH-RXN	0.8071025020
RXN-19782	0.8006405124
RXN-2102	0.8006405124
RXN0-1134	0.7974481659
GUANINE-DEAMINASE-RXN	0.7955449483
RXN-15261	0.7955449483
2.5.1.64-RXN	0.7927471800
DIHYDROFOLATESYNTH-RXN	0.7917656374
N-ACETYLDIAMINOPIMELATE-DEACETYLASE-RXN	0.7911392405
RFFTRANS-RXN	0.7878539778
DALADALALIG-RXN	0.7843137255
RXN-8001	0.7812500000
3.2.1.24-RXN	0.7794232268
RXN-18913	0.7794232268
S-ADENOSYLHOMOCYSTEINE-DEAMINASE-RXN	0.7757951901
3.2.1.65-RXN	0.7710100231
DIHYDROPYRIMIDINASE-RXN	0.7668711656
RXN-11211	0.7668711656
RXN-11217	0.7668711656
FARNESYLTRANSTRANSFERASE-RXN	0.7621951220
GPPSYN-RXN	0.7621951220
GLYC3PDEHYDROG-RXN	0.7552870091
RXN-15740	0.7552870091
RXN-15745	0.7552870091
RXN-21405	0.7552870091
RXN0-5258-Yeast	0.7552870091
RXN0-5260	0.7552870091
RXN-19792	0.7490636704
RXN-2103	0.7490636704
GCVT-RXN	0.7453302675
1.8.1.4-RXN	0.7407407407
RXN-7716	0.7407407407
RXN-7719	0.7407407407
RXN-8629	0.7407407407
RXN0-1132	0.7407407407
5.4.99.15-RXN	0.7369196758
3.4.17.14-RXN	0.7358351729
RXN-15275	0.7358351729
ALTRODEHYDRAT-RXN	0.7320644217
RXN-9311	0.7309941520
1.2.7.4-RXN	0.7262164125
RXN-11236	0.7217250971
RXN-16471	0.7217250971
RXN-21815	0.7217250971
RXN0-3501	0.7217250971
RXN0-6369	0.7217250971
RXN0-7124	0.7217250971
RXN-20616	0.7193676829
RXN-11633	0.7158196135
RXN-11734	0.7123822631
RXN-13615	0.7123822631
RXN-14229	0.7123822631
RXN-14262	0.7123822631
RXN-14278	0.7123822631
RXN1G01-39	0.7123822631
RXN1G01-40	0.7123822631
1.3.99.16-RXN	0.7107320540
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	0.7097232079
TEICHOICSYN4-RXN	0.7067181048
3.2.2.21-RXN	0.7052186178
CITC-RXN	0.6978367062
RXN-8999	0.6973500697
PRTRANS-RXN	0.6971838859
RXN-14377	0.6963788301
RXN-3962	0.6963788301
L-ASPARTATE-OXID-RXN	0.6954102921
3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	0.6847099053
3.4.15.5-RXN	0.6811989101
RXN-12735	0.6693440428
RXN-11070	0.6605031341
PGLYCEROLTRANSI-RXN	0.6600660066
RXN-11316	0.6455777921
RXN-11760	0.6430868167
RXN-14062	0.6430868167
RXN-14111	0.6430868167
3-NUCLEOTID-RXN	0.6426735219
CYCPHOSDIESTER-RXN	0.6426735219
RXN-14064	0.6426735219
RXN-14090	0.6426735219
RXN-14091	0.6426735219
RXN-14112	0.6426735219
RXN-14113	0.6426735219
RXN-14115	0.6426735219
RXN-14124	0.6426735219
RXN-14126	0.6426735219
3-HYDROXY-KYNURENINASE-RXN	0.6410256410
KYNURENINASE-RXN	0.6410256410
RXN-1841	0.6410256410
NAD+-ADP-RIBOSYLTRANSFERASE-RXN	0.6337135615
RXN-11838	0.6326377859
ISOCITDEH-RXN	0.6285355123
AGMATIN-RXN	0.6269278820
RXN-14116	0.6215040398
HEXOKINASE-RXN	0.6075334143
3.2.1.135-RXN	0.6038647343
RXN-12368	0.6006006006
PHOSPHASERDECARB-RXN	0.5871990605
RXN0-5418	0.5783689994
2.7.1.152-RXN	0.5755397590
2.7.4.24-RXN	0.5755397590
RXN-10971	0.5755397590
RXN-10972	0.5755397590
RXN-10973	0.5755397590
RXN-10979	0.5755397590
3.6.3.33-RXN	0.5743825388
ABC-5-RXN	0.5743825388
TRANS-RXN-296	0.5743825388
RXN-8457	0.5724098454
R145-RXN	0.5665722380
RXN-9591	0.5592841163
GSAAMINOTRANS-RXN	0.5490196078
RXN-15212	0.5449591281
SPHINGOMYELIN-PHOSPHODIESTERASE-RXN	0.5449591281
DIHYDLIPACETRANS-RXN	0.5414185165
RXN0-1133	0.5414185165
GALPMUT-RXN	0.5396654074
2.4.1.41-RXN	0.5344735436
5.3.1.23-RXN	0.5313496281
RXN-21315	0.5313496281
2.1.1.124-RXN	0.5277044855
2.1.1.125-RXN	0.5277044855
2.1.1.126-RXN	0.5277044855
RXN-16889	0.5277044855
4.2.2.17-RXN	0.5274261603
RXN-16060	0.5208040858
3.6.3.47-RXN	0.5154639175
3.4.22.8-RXN	0.5146680391
3.1.4.17-RXN	0.5126103972
2.4.2.26-RXN	0.5122950820
RXN-12302	0.5115089514
RXN-1824	0.5115089514
LYSDECARBOX-RXN	0.5086469990
RXN-14089	0.5055611729
THI-P-KIN-RXN	0.5053862282
ABC-19-RXN	0.5035246727
1.3.1.54-RXN	0.5010020040
DIMETHYLMALEATE-HYDRATASE-RXN	0.4977600796
2.3.1.157-RXN	0.4856726566
NAG1P-URIDYLTRANS-RXN	0.4856726566
3.1.1.81-RXN	0.4844961240
RXN-10047	0.4844961240
RXN-10048	0.4844961240
RXN-10049	0.4844961240
RXN-10050	0.4844961240
RXN-10051	0.4844961240
RXN-10052	0.4844961240
ACETYLSYNCLTH-RXN	0.4699248120
RXN-12720	0.4649000465
SULFATE-ADENYLYLTRANS-RXN	0.4649000465
GTP-CYCLOHYDRO-I-RXN	0.4571511193
PHOSPHAGLYPSYN-RXN	0.4559963520
GKI-RXN	0.4524886878
RXN-18910	0.4464285714
RXN-18911	0.4464285714
RXN-18917	0.4464285714
RXN-18923	0.4464285714
RXN-18924	0.4464285714
RXN-18927	0.4464285714
RXN-18928	0.4464285714
RXN-18930	0.4464285714
RXN-18931	0.4464285714
RXN-11589	0.4416961131
RXN-14455	0.4405286344
TRANS-RXN0-207	0.4405286344
3.1.4.11-RXN	0.4391042733
RXN-13334	0.4391042733
RXN-16261	0.4391042733
RXN-20519	0.4391042733
RXN-20523	0.4391042733
RXN-20538	0.4391042733
RXN-15605	0.4365040170
SUCCINYLDIAMINOPIMTRANS-RXN	0.4291845494
FERREDOXIN--NAD+-REDUCTASE-RXN	0.4262574595
RXN-12365	0.4262574595
RXN-12627	0.4242681375
RXN-14531	0.4239934003
PHOSPHOLIPASE-A1-RXN	0.4239084358
RXN-12430	0.4239084358
RXN-20559	0.4239084358
RXN-20560	0.4239084358
RXN0-6952	0.4239084358
GUANYLCYC-RXN	0.4201557344
2OXOGLUTDECARB-RXN	0.4055150041
SARCOX-RXN	0.3974562798
URITRANS-RXN	0.3971405878
RXN-15133	0.3906579569
RXN-15135	0.3906579569
STEROL-ESTERASE-RXN	0.3906579569
3.4.11.10-RXN	0.3840245776
1.2.99.7-RXN	0.3732736096
RXN0-5229	0.3671071953
RXN-12618	0.3523608175
RXN-13675	0.3523608175
RXN-19572	0.3523608175
RXN-19574	0.3523608175
RXN-19578	0.3523608175
RXN-19602	0.3523608175
RXN-19604	0.3523608175
RXN-19607	0.3523608175
RXN-19608	0.3523608175
RXN-19627	0.3523608175
RXN-19732	0.3523608175
RXN-6641	0.3523608175
RXN-12173	0.3501431575
3.2.1.35-RXN	0.3331389700
RXN-11618	0.3331389700
RXN-11620	0.3331389700
1.2.1.2-RXN	0.3331112592
3.1.21.5-RXN	0.3264773098
2.7.11.24-RXN	0.3240440700
ACETOACETATE--COA-LIGASE-RXN	0.3238112443
CHEBDEAMID-RXN	0.3173180451
SUCROSE-PHOSPHATE-SYNTHASE-RXN	0.3076923077
ORNDECARBOX-RXN	0.3074085460
GLYCEROL-DEHYDRATASE-RXN	0.3066544005
3.4.22.37-RXN	0.3026634383
3.4.11.3-RXN	0.2891969419
RXN-15084	0.2862316480
RXN-15150	0.2862316480
RXN-15151	0.2862316480
RXN-15152	0.2862316480
RXN-15154	0.2862316480
RXN-15155	0.2862316480
RXN-15157	0.2862316480
RXN-14900	0.2804262479
SELENOCYSTEINE-LYASE-RXN	0.2798768542
GLUTAMATE-N-ACETYLTRANSFERASE-RXN	0.2740453230
RXN-13252	0.2739726027
PHOSPHATIDYLINOSITOL-3-PHOSPHATASE-RXN	0.2676659529
3.4.24.13-RXN	0.2660281990
35-CYCLIC-GMP-PHOSPHODIESTERASE-RXN	0.2542563795
RXN-20784	0.2304944794
TETRAACYLDISACC4KIN-RXN	0.2304944794
1.18.1.2-RXN	0.2236409329
3.4.24.7-RXN	0.2211169536
ALPHA-L-FUCOSIDASE-RXN	0.2174385736
RXN-19378	0.2174385736
RXN-19379	0.2174385736
RXN-21816	0.2174385736
RXN197R-54	0.2174385736
RXN-11593	0.2155172414
MHPHYDROXY-RXN	0.2132196162
RXN-10040	0.2132196162
METHENYLTHFCYCLOHYDRO-RXN	0.2050821310
ALLOSE-KINASE-RXN	0.2026758907
RXN-11902	0.1887504719
RXN-17485	0.1887504719
RXN-17215	0.1883357318
RXN-17222	0.1883357318
RXN-17224	0.1883357318
RXN-17246	0.1883357318
RXN-17272	0.1883357318
METHYLMALONYL-COA-DECARBOXYLASE-RXN	0.1875820672
RXN-13029	0.1875820672
ACETYLORNDEACET-RXN	0.1865323634
RXN-7933	0.1865323634
RXN-9479	0.1835535977
RXN-16325	0.1599488164
RIBONUCLEOSIDE-TRIP-REDUCT-RXN	0.1598721023
RXN0-723	0.1598721023
RXN0-724	0.1598721023
RXN0-745	0.1598721023
RXN0-746	0.1598721023
2.7.11.30-RXN	0.1581660184
PYRUVATE-DEHYDROGENASE-NADP+-RXN	0.1444043321
D-PPENTOMUT-RXN	0.1351339495
PPENTOMUT-RXN	0.1351339495
RXN0-742	0.1317523057
RXN-18999	0.1221747098
ERYTHRONOLIDE-SYNTHASE-RXN	0.1204383958
THIAZOLSYN2-RXN	0.1157557637
LONG-CHAIN-ACYL-COA-DEHYDROGENASE-RXN	0.1077873417
RXN-14131	0.1077873417
RXN-17775	0.1077873417
RXN-17779	0.1077873417
RXN-17783	0.1077873417
RXN-21775	0.1077873417
RXN-21776	0.1077873417
RXN-11145	0.0731101038
UDPMANNACADEHYDROG-RXN	0.0538323081
