# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR7947171_merged
READS_UNMAPPED	0.0204577
UniClust90_12288-FJDNAOCO_04466	0.0484312
UniRef90_A0A096N355	0.0255634
UniRef90_UPI0007DC5921	0.0234568
UniRef90_O00370	0.0139293
UniRef90_A0A146TCJ5	0.0101681
UniRef90_A0A2I3MH11	0.00920611
UniRef90_UPI00105F6E17	0.00841082
UniRef90_A0A2K5RAP4	0.00790692
UniRef90_A0A096LNI6	0.00776637
UniRef90_H0YCJ5	0.00659159
UniRef90_H7C366	0.00641759
UniRef90_Q9BQU3	0.00638039
UniRef90_Q9HB55-6	0.00613394
UniRef90_A0A3B3ITR1	0.00606463
UniRef90_F8VVD5	0.00582276
UniRef90_A0A1W2PRX2	0.00573325
UniRef90_Q8WV90	0.00564018
UniRef90_A0A2R9AHJ2	0.00541541
UniRef90_A0A2K5VAH8	0.00533356
UniClust90_93743-FACBLPDO_03456	0.00530885
UniRef90_A0A2J8WQ32	0.00492736
UniRef90_J3QRX1	0.00436556
UniRef90_M0QYZ7	0.00400498
UniRef90_A0A0D9SFB9	0.00392199
UniRef90_F4MH49	0.00376488
UniRef90_A0A3B3ITT6	0.00334685
UniRef90_A0A376YEQ8	0.00329455
UniRef90_A0A2I3GRQ1	0.00319037
UniRef90_E9PS48	0.00317194
UniRef90_A0A172E6W9	0.00293296
UniRef90_UPI0010A27910	0.00288584
UniRef90_A0A377BA65	0.00286312
UniRef90_A0A2K6G613	0.0025882
UniRef90_Q9BTC5	0.00251063
UniClust90_102306-NAMPNMPJ_01149	0.00250585
UniRef90_D4BI59	0.00245411
UniClust90_1836-HEPAMEGP_01298	0.00242932
UniRef90_A0A376SPZ8	0.00224769
UniRef90_A0A2J8T5P0	0.00222897
UniClust90_103438-IPMCEDMK_06510	0.00222687
UniClust90_14315-KPDIIKNJ_00906	0.00218639
UniClust90_1812-GCCEHMNJ_03365	0.00212834
UniRef90_A0A3B3IRZ0	0.00212174
UniClust90_4787-AOCNCBGN_02003	0.00210967
UniRef90_U2UCD3	0.00209133
UniRef90_Q2FCY8	0.00205657
UniRef90_W0AR77	0.00205558
UniClust90_7594-DHIEBEEG_03121	0.00198762
UniRef90_W6NZ25	0.00198762
UniClust90_11046-CMKKPNHG_06561	0.0019553
UniRef90_A0A376U8T0	0.00192402
UniRef90_A0A377D505	0.00191854
UniClust90_52736-NAOCMFBE_00360	0.00189372
UniClust90_14110-IHKKKGPA_01447	0.00187893
UniRef90_K1TXI7	0.00182199
UniClust90_1899-GJHFOBPN_00746	0.0018055
UniRef90_A0A481CK58	0.00179088
UniRef90_A0A0A7PG30	0.00175549
UniClust90_4704-HAKAHMBM_01384	0.00169368
UniClust90_95305-PMGAMLNI_02091	0.00168184
UniRef90_A0A174STK3	0.00162502
UniRef90_W1YUI6	0.00162502
UniRef90_E4W232	0.00161411
UniRef90_A0A350J958	0.00160335
UniRef90_UNK4760-ANKGHEOF_04062	0.00160335
UniClust90_47641-HOBMJCLO_00593	0.00157191
UniRef90_D4LI55	0.00156758
UniRef90_A0A445EUT1	0.0015617
UniRef90_A0A330I5L0	0.00154794
UniRef90_Q9H2H8-2	0.00154623
UniClust90_4245-COFOCADB_00374	0.00154168
UniRef90_A0A379WJL0	0.00151259
UniClust90_5008-IKOBOILG_00077	0.00150314
UniClust90_1791-FECCLHFH_01544	0.00147547
UniClust90_31233-AGFKOADI_02820	0.00147547
UniClust90_41485-EIDEPILL_01924	0.00146648
UniRef90_A0A3W4TQW4	0.00146648
UniRef90_A0A447MZM8	0.00146648
UniRef90_K7EAT2	0.00146648
UniRef90_A0A376TYA2	0.00144881
UniRef90_A0A3P4NVF8	0.00142523
UniClust90_14027-LBNFNFDE_01096	0.00142309
UniRef90_A0A376YC78	0.00142309
UniRef90_A0A3R1LV66	0.00142309
UniRef90_Q96K19-2	0.00142068
UniClust90_15124-HCMOFBKP_00844	0.00141472
UniClust90_2073-DDFKNIIK_02649	0.00141472
UniRef90_A0A377BXJ0	0.00141472
UniRef90_UNK15124-HCMOFBKP_00844	0.00141472
UniRef90_A0A485JIW7	0.00140645
UniClust90_14737-KHAIOGMH_01174	0.0013822
UniRef90_A0A3S4E7T1	0.0013822
UniRef90_A0A193LTU8	0.00135877
UniRef90_A0A378G076	0.00135877
UniRef90_B1VCI9	0.00135563
UniRef90_A6L0V6	0.00133739
UniClust90_4133-MGBHIIKK_00290	0.00133612
UniClust90_41627-CEPPKFED_02270	0.00132102
UniClust90_1584-BGGNCKDJ_00483	0.00131422
UniClust90_41709-CDCKENBH_00253	0.00131422
UniClust90_4860-AFFGLEBI_00714	0.00131422
UniClust90_5842-CFDJPEJD_00056	0.00131422
UniRef90_A0A377B6A6	0.00130708
UniClust90_2141-MCCANMOB_00230	0.00130001
UniClust90_4714-PIKPFPNJ_00212	0.00127927
UniClust90_4722-EPCHEAHI_00887	0.00127927
UniClust90_1858-GJLPKDNH_03953	0.0012725
UniClust90_1832-ACAIMEIA_02686	0.00125917
UniRef90_A0A376KRB7	0.00125917
UniClust90_1942-GBOKNFNA_04548	0.00125262
UniClust90_23251-GBHFJAIH_01494	0.00125262
UniRef90_A0A498P0W4	0.00125262
UniRef90_J9F4U7	0.00125262
UniRef90_A0A407FD28	0.00124613
UniRef90_A0A377B3Z6	0.0012397
UniClust90_72669-MDBBLNPF_01973	0.00123335
UniRef90_A0A376MWR6	0.00122705
UniRef90_UNK4553-OLMJEGBF_02262	0.00121466
UniRef90_A0A447X9P4	0.00120855
UniRef90_A0A485JA80	0.00120855
UniRef90_A0A376TT86	0.00120251
UniRef90_A0A2X1LA22	0.00120222
UniClust90_5741-LMBAMFCK_01052	0.00119061
UniRef90_UNK15115-HLKCEGIJ_01557	0.00118474
UniClust90_70027-LICDFCHD_00703	0.00117893
UniRef90_A0A285PVJ3	0.00117893
UniRef90_A0A0P0LP45	0.00116749
UniRef90_A0A377PHH7	0.00116749
UniRef90_A0A484VUW9	0.00116749
UniClust90_14239-BIDEHPAL_00615	0.00115626
UniClust90_47659-CIOPGBAP_01526	0.00115073
UniRef90_A0A376VN89	0.00115073
UniRef90_UNK9224-CKKDHJFP_02160	0.00115073
UniRef90_A0A0P0FK51	0.00114856
UniClust90_41645-OLDIKHFM_01719	0.00114525
UniClust90_59551-EOMADNGN_01684	0.00114525
UniRef90_K7ELG5	0.00114252
UniClust90_48024-CIEAFHLF_01655	0.00113445
UniRef90_A0A377K5R5	0.00112912
UniRef90_A0A379TDU0	0.00112912
UniClust90_5684-ALNMDGMH_01457	0.00112384
UniClust90_4758-NFALGMJJ_03997	0.00111432
UniRef90_A0A069RJB6	0.00111344
UniRef90_A0A379TGE1	0.00111344
UniRef90_A0A2X1MV68	0.00111255
UniClust90_40800-APJMNIAA_00200	0.00110831
UniClust90_5116-ACPOHPGP_00050	0.00109319
UniRef90_UNK1945-PKNPODCE_00513	0.00109319
UniRef90_K1TP65	0.00108967
UniClust90_36211-MCDPJAJH_02610	0.00108825
UniClust90_71704-ENMIHDJD_00649	0.00108825
UniRef90_A0A3D8Z880	0.00108825
UniClust90_41461-MEJGJBDB_00725	0.00108334
UniRef90_R0BUV5	0.00108334
UniRef90_A0A2X3FQ55	0.00107849
UniClust90_95311-GCPABDKD_00540	0.0010689
UniRef90_A0A2K6T222	0.0010554
UniRef90_A0A2X1J003	0.00105484
UniRef90_D1NFR0	0.001051
UniClust90_1507-LNPDEHAM_01681	0.00105023
UniRef90_H7C134	0.00104668
UniClust90_4476-CGIHPOAJ_00803	0.00104114
UniRef90_A0A376VJR9	0.00104114
UniRef90_A0A379VRM6	0.00104114
UniRef90_A0A376ZXE6	0.00103328
UniRef90_Q9P1S2	0.00103115
UniRef90_A0A069XJ81	0.00101478
UniRef90_A0A376KTV3	0.00101051
UniRef90_UPI000932C5BF	0.00101051
UniClust90_8327-PGEEFEKD_00775	0.00100629
UniRef90_A0A2X3K188	0.00100209
UniRef90_A0A2X1K8Y7	0.000997935
UniClust90_41717-GDLMNDLL_00626	0.000993812
UniClust90_4741-EGAFIACF_04396	0.000993812
UniRef90_A0A377KEY3	0.000985666
UniRef90_A0A376MPI6	0.000981642
UniRef90_A0A380ZLJ4	0.000981642
UniClust90_40964-EABBABAE_00666	0.000973694
UniClust90_12290-LMJGEGCL_02369	0.000969768
UniClust90_14020-NBLPKCMN_00891	0.000969768
