# Pathway HUMAnN v4.0.0.alpha.1	SRR7947171_kegg_Abundance
UNMAPPED	0.0000000000
UNINTEGRATED	53939.3428193841
ko00121	170.6058727473
ko00471	162.5928446982
ko00030	112.9833591081
ko00908	102.1956457908
ko00051	90.9211824345
ko00670	88.2909979300
ko00900	79.0223909915
ko01051	70.6648502768
ko00740	61.0096466329
ko03410	53.2157803356
ko00040	49.3088747051
ko00240	48.9203647090
ko00550	45.4021489328
ko00010	44.8371834041
ko00061	44.3704006744
ko00750	43.1441479270
ko00720	36.8500311217
ko00290	36.5167126749
ko00521	35.5043767564
ko00340	35.0583025979
ko00730	34.6257616494
ko00230	33.8464070528
ko01040	33.4372701631
ko04122	32.6211262752
ko00970	32.5307018162
ko00400	30.2260699916
ko00300	30.0622748411
ko00561	28.8411493838
ko00130	27.8420419153
ko00330	27.7500398327
ko00630	25.1419668030
ko00190	24.4396296545
ko00480	24.2025990426
ko00860	23.9615276858
ko00760	23.7766311893
ko00270	23.0026780231
ko03060	22.7682278292
ko00511	21.9427556005
ko00430	21.5633168611
ko00260	20.1665789919
ko00540	19.7140789225
ko00120	18.9562080830
ko00360	18.7852119863
ko03030	17.4735098585
ko03440	17.4005343692
ko00520	17.2752331759
ko00500	17.0012660994
ko00910	16.3940216573
ko00564	15.5962860719
ko00052	15.5599560021
ko00531	15.2659733630
ko03018	10.2837239387
ko00140	9.7896854045
ko03420	7.7340363318
ko02010	7.6220748821
ko02020	6.6377666047
ko02060	6.1498164129
ko04120	6.1274035879
ko03013	5.6199380087
ko00362	5.1096942727
ko04110	3.8973166844
ko04010	3.6587159787
ko00310	3.1304419588
ko03070	3.0123915838
ko00532	2.4162467291
ko04360	2.3312101513
ko04614	2.0238232040
ko00071	0.9833674486
ko04520	0.1986659016
