	Abundance
2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one	35.6140097276
Trimethylamine	33.769580767
Trimethylamine N-oxide	33.769580767
Carboxybiotinyl-[protein]	33.2786648274
Biotinyl-[protein]	33.2786648274
Sodium cation	133.1146593096
4-Methylthio-2-oxobutanoic acid	32.6249767683
6-(Hydroxymethyl)-7,8-dihydropterin	32.2410655621
4-Aminobenzoate	64.4821311242
6-Hydroxymethyl-7,8-dihydropterin diphosphate	32.2410655621
L-Asparagine	87.0397108539
Carbonic acid	32.1094553501
Succinyl-CoA	31.7187274136
3-Oxo-5,6-dehydrosuberyl-CoA	31.7187274136
N-Acetyl-alpha-D-glucosamine 1-phosphate	31.3934106874
2-Deoxy-D-ribose 5-phosphate	52.4887128915
L-Glutamate 5-semialdehyde	92.8266553091
(S)-1-Pyrroline-5-carboxylate	156.4987908309
L-Proline	93.8607140231
L-1-Pyrroline-3-hydroxy-5-carboxylate	125.179752427
L-erythro-4-Hydroxyglutamate	93.9571152117
L-4-Hydroxyglutamate semialdehyde	31.3190384039
Hydroxyproline	62.5416756192
Prunasin	61.205986567
Mandelonitrile	30.6029932835
Cellodextrin	30.6029932835
(n-2) H2O	30.6029932835
(n-2) D-Glucose	30.6029932835
Amygdalin	30.6029932835
beta-D-Glucoside	30.6029932835
ROH	30.6029932835
Cyanoglycoside	30.6029932835
Cyanohydrin	30.6029932835
cis-beta-D-Glucosyl-2-hydroxycinnamate	30.6029932835
cis-2-Hydroxycinnamate	30.6029932835
Dhurrin	30.6029932835
(S)-4-Hydroxymandelonitrile	30.6029932835
Lotaustralin	30.6029932835
(2R)-2-Hydroxy-2-methylbutanenitrile	30.6029932835
Linamarin	30.6029932835
Acetone cyanohydrin	30.6029932835
Daidzin	30.6029932835
Daidzein	30.6029932835
Genistin	30.6029932835
Genistein	30.6029932835
Isoquercitrin	58.9739226768
Quercetin	30.6029932835
Naringenin 7-O-beta-D-glucoside	58.9739226768
Naringenin	30.6029932835
5-Phosphoribosylamine	30.2483228315
5'-Phosphoribosylglycinamide	30.2483228315
L-Glutamyl 5-phosphate	30.1885785013
Cobalt-precorrin 5A	30.0775897423
Cobalt-precorrin 5B	30.0775897423
Trinitrotoluene	89.3246506071
4-Hydroxylamino-2,6-dinitrotoluene	59.5497670714
2-Hydroxylamino-4,6-dinitrotoluene	29.7748835357
3-Phospho-D-glyceroyl phosphate	29.7314678442
Arachidonate	29.6109999842
15(S)-HPETE	29.6109999842
O-Phospho-L-homoserine	29.587023466
O-Phospho-4-hydroxy-L-threonine	29.587023466
4-Hydroxy-L-threonine	29.587023466
cis-4-Carboxymethylenebut-2-en-4-olide	29.2725234323
2-Maleylacetate	117.0900937292
Protoanemonin	29.2725234323
cis-Acetylacrylate	29.2725234323
cis-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide	29.2725234323
2-Chloromaleylacetate	29.2725234323
2,5-Dichloro-carboxymethylenebut-2-en-4-olide	29.2725234323
2,5-Dichloro-4-oxohex-2-enedioate	29.2725234323
trans-4-Carboxymethylenebut-2-en-4-olide	29.2725234323
5-Fluoromuconolactone	29.2725234323
Hydrofluoric acid	58.5450468646
4-Fluoromuconolactone	29.2725234323
2,3,5-Trichlorodienelactone	29.2725234323
2,3,5-Trichloromaleylacetate	29.2725234323
3-Chloro-2-methyldienelactone	29.2725234323
3-Chloro-2-methylmaleylacetate	29.2725234323
2-Chloro-5-methyl-cis-dienelactone	29.2725234323
2-Chloro-5-methylmaleylacetate	29.2725234323
5'-Phosphoribosyl-N-formylglycinamide	29.2333987263
L-Histidinal	58.2310342318
Rutin	28.3709293933
beta-L-Rhamnose	56.7418587866
Naringin	28.3709293933
Folinic acid	28.1944243676
[Protein]-S8-aminomethyldihydrolipoyllysine	54.836767773
Dihydrolipoylprotein	28.1944243676
CDP-diacylglycerol	28.1076722927
Phosphatidylserine	28.1076722927
Putrescine	28.0066098912
Lipoylprotein	26.6423434054
7,8-Dihydroneopterin 3'-triphosphate	26.5166719742
7,8-Dihydroneopterin	26.5166719742
tRNA(Asn)	26.4716518083
L-Asparaginyl-tRNA(Asn)	26.4716518083
D-Altronate	25.8551256838
Propanal	24.8195195016
tRNA 7-aminomethyl-7-carbaguanine	24.1481540013
Epoxyqueuosine in tRNA	24.1481540013
(S)-Malate	70.1343070641
FADH2	78.0786622057
P1,P4-Bis(5'-adenosyl)tetraphosphate	23.2705677101
L-Arginine	52.6999896745
Agmatine	41.7434757373
D-Ribose	21.0969826677
Deoxyribose	21.0969826677
3'-AMP	40.8724541168
3'-UMP	40.8724541168
Guanosine 3'-phosphate	40.8724541168
3'-CMP	40.8724541168
2',3'-Cyclic AMP	20.4362270584
2',3'-Cyclic UMP	20.4362270584
2',3'-Cyclic CMP	20.4362270584
2',3'-Cyclic GMP	20.4362270584
UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine	19.4983852617
UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine	19.4983852617
2,3-Dihydroxybenzoate	57.16814703599999
Enterochelin	19.056049012
tRNA(Gly)	19.0015465317
Glycyl-tRNA(Gly)	19.0015465317
3',5'-Cyclic diGMP	18.7514001669
Glutathione disulfide	36.9931399448
Precorrin 6Y	17.6328805719
Precorrin 8X	17.6328805719
Cobalt-dihydro-precorrin 6	17.6328805719
Cobalt-precorrin 7	35.2657611438
Cobalt-precorrin 8	17.6328805719
Oxamate	15.8696955398
Oxalate	15.8696955398
[Enzyme]-S-sulfanylcysteine	15.2162182059
Adenylyl-[sulfur-carrier protein]	15.2162182059
Thiocarboxy-[sulfur-carrier protein]	15.2162182059
[Enzyme]-cysteine	15.2162182059
2,3,2'3'-Tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate	26.8667394195
CMP-3-deoxy-D-manno-octulosonate	89.9261049558
3-Deoxy-D-manno-octulosonyl-lipid IV(A)	44.9630524779
Di[3-deoxy-D-manno-octulosonyl]-lipid IV(A)	29.9753683186
alpha-Kdo-(2->8)-alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid IVA	44.9630524779
alpha-Kdo-(2->8)-[alpha-Kdo-(2->4)]-alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid IVA	14.9876841593
Maltose	14.6065448362
Isochorismate	13.9438939059
2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate	13.9438939059
Chitin	51.3213098236
1-(5-Phospho-D-ribosyl)-ATP	12.0819048386
dGTP	22.7003976051
dATP	22.7003976051
dUTP	12.0239990717
dCTP	12.0239990717
Undecaprenyl phosphate alpha-L-Ara4N	47.5162210408
Lipid IIA	11.8790552602
alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-[4-P-L-Ara4N]-lipid IVA	11.8790552602
KDO2-lipid A	11.8790552602
alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-[4-P-L-Ara4N]-lipid A	11.8790552602
Lipid IVB	11.8790552602
Lipid IIB	11.8790552602
D-Serine	11.7954036765
5'-Deoxy-5-fluorouridine	11.3214481737
5-FU	22.6428963474
5-Deoxyribose-1-phosphate	11.3214481737
dGMP	11.3126854429
Deoxyguanosine	11.3126854429
dAMP	11.3126854429
Deoxyadenosine	11.3126854429
Nicotinamide-beta-riboside	11.3126854429
Xanthosine 5'-phosphate	27.110339563300002
Nicotinate D-ribonucleoside	11.3126854429
2'-Deoxyinosine 5'-phosphate	11.3126854429
Deoxyinosine	11.3126854429
Urate	11.3091841475
Fumarate	31.5010774572
Nucleoside triphosphate	10.6763985334
NDP	10.6763985334
Primary alcohol	10.5992160307
Aldehyde	10.5992160307
Butanal	10.5992160307
3,4-Dihydroxyphenylethyleneglycol	10.5992160307
3,4-Dihydroxymandelaldehyde	10.5992160307
trans-3-Chloro-2-propene-1-ol	10.5992160307
trans-3-Chloroallyl aldehyde	10.5992160307
cis-3-Chloro-2-propene-1-ol	10.5992160307
cis-3-Chloroallyl aldehyde	10.5992160307
1-Hydroxymethylnaphthalene	10.5992160307
1-Naphthaldehyde	10.5992160307
(2-Naphthyl)methanol	10.5992160307
2-Naphthaldehyde	10.5992160307
Sulfate	10.2018596515
Adenylyl sulfate	10.2018596515
Selenate	10.2018596515
Adenylylselenate	10.2018596515
alpha-Isopropylmalate	9.757002398
3',5'-Cyclic AMP	9.7129117439
3',5'-Cyclic GMP	9.7129117439
N-Acetylmuramic acid 6-phosphate	9.0657754684
2,5-Dioxopentanoate	8.6325122705
Cys-Gly	14.7257273119
R-S-Cysteinylglycine	14.7257273119
S-Substituted L-cysteine	14.7257273119
6-Thioxanthine 5'-monophosphate	7.8988270602
6-Thioguanosine monophosphate	7.8988270602
Palmitoyl-CoA	7.814365693
Octanoyl-CoA	7.814365693
Lauroyl-CoA	7.814365693
Tetradecanoyl-CoA	7.814365693
Hexanoyl-CoA	7.814365693
Decanoyl-CoA	7.814365693
Acetyl adenylate	15.4339911216
Propionyladenylate	15.4339911216
Starch	7.5935108023
Amylose	7.5935108023
D-Alanine	6.9204496175
tRNA(Val)	6.579037447
L-Valyl-tRNA(Val)	6.579037447
tRNA(Ile)	6.5180117696
L-Isoleucyl-tRNA(Ile)	6.5180117696
Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	5.9390449379
[GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-g-D-Glu-A2pm-D-Ala-D-Ala)]n-diphosphoundecaprenol	11.8780898758
di-trans,poly-cis-Undecaprenyl diphosphate	11.8780898758
G10555	5.9390449379
G10557(n)	5.9390449379
G10557(n	5.9390449379
Methanol	2.9659069789
Formaldehyde	2.9659069789
3-Hydroxyanthranilate	5.9318139578
Cinnavalininate	2.9659069789
Superoxide	5.9318139578
